177299  , -70248.8    , array([ 0.0755693  ,  0.0605205  ,  7.58829e-11,  0.00232724 ,  0.0663762  ])
177300  , -70196.4    , array([ 0.075645   ,  0.0605205  ,  7.58829e-11,  0.00232724 ,  0.0663762  ])
177301  , -70226.7    , array([ 0.0755693  ,  0.0605811  ,  7.58829e-11,  0.00232724 ,  0.0663762  ])
177302  , -70248.8    , array([ 0.0755693  ,  0.0605205  ,  7.59588e-11,  0.00232724 ,  0.0663762  ])
177303  , -70248.8    , array([ 0.0755693  ,  0.0605205  ,  7.58829e-11,  0.00232957 ,  0.0663762  ])
177304  , -70316.6    , array([ 0.0755693  ,  0.0605205  ,  7.58829e-11,  0.00232724 ,  0.0664426  ])
177305  , -70248.8    , array([ 0.0755693  ,  0.0605205  ,  7.58829e-11,  0.00232724 ,  0.0663762  ])
177306  , -15978.6    , array([ 0.137363   ,  0.0778506  ,  7.58829e-11,  0.00232778 ,  0.0306001  ])
177307  , -15978.6    , array([ 0.137363   ,  0.0778506  ,  7.58829e-11,  0.00232778 ,  0.0306001  ])
177308  , -15957.9    , array([ 0.1375     ,  0.0778506  ,  7.58829e-11,  0.00232778 ,  0.0306001  ])
177309  , -15979      , array([ 0.137363   ,  0.0779285  ,  7.58829e-11,  0.00232778 ,  0.0306001  ])
177310  , -15978.6    , array([ 0.137363   ,  0.0778506  ,  7.59588e-11,  0.00232778 ,  0.0306001  ])
177311  , -15978.6    , array([ 0.137363   ,  0.0778506  ,  7.58829e-11,  0.00233011 ,  0.0306001  ])
177312  , -15996.3    , array([ 0.137363   ,  0.0778506  ,  7.58829e-11,  0.00232778 ,  0.0306307  ])
177320  , -15958.6    , array([ 0.137515   ,  0.0777608  ,  7.58829e-11,  0.00232778 ,  0.0306056  ])
177321  , -15958.6    , array([ 0.137515   ,  0.0777608  ,  7.58829e-11,  0.00232778 ,  0.0306056  ])
177322  , -15938      , array([ 0.137652   ,  0.0777608  ,  7.58829e-11,  0.00232778 ,  0.0306056  ])
177323  , -15958.9    , array([ 0.137515   ,  0.0778386  ,  7.58829e-11,  0.00232778 ,  0.0306056  ])
177324  , -15958.6    , array([ 0.137515   ,  0.0777608  ,  7.59588e-11,  0.00232778 ,  0.0306056  ])
177325  , -15958.6    , array([ 0.137515   ,  0.0777608  ,  7.58829e-11,  0.00233011 ,  0.0306056  ])
177326  , -15976.3    , array([ 0.137515   ,  0.0777608  ,  7.58829e-11,  0.00232778 ,  0.0306362  ])
177327  , -15215      , array([ 0.143798   ,  0.0742114  ,  7.58829e-11,  0.0023277  ,  0.0308314  ])
177328  , -15215      , array([ 0.143798   ,  0.0742114  ,  7.58829e-11,  0.0023277  ,  0.0308314  ])
177329  , -15195.5    , array([ 0.143942   ,  0.0742114  ,  7.58829e-11,  0.0023277  ,  0.0308314  ])
177330  , -15213.8    , array([ 0.143798   ,  0.0742856  ,  7.58829e-11,  0.0023277  ,  0.0308314  ])
177331  , -15215      , array([ 0.143798   ,  0.0742114  ,  7.59588e-11,  0.0023277  ,  0.0308314  ])
177332  , -15215      , array([ 0.143798   ,  0.0742114  ,  7.58829e-11,  0.00233003 ,  0.0308314  ])
177333  , -15233.2    , array([ 0.143798   ,  0.0742114  ,  7.58829e-11,  0.0023277  ,  0.0308623  ])
177334  , -54181.4    , array([ 4.30311    ,  3.07763    ,  7.58829e-11,  0.00176947 ,  1.36757    ])
177335  , -54181.4    , array([ 4.30311    ,  3.07763    ,  7.58829e-11,  0.00176947 ,  1.36757    ])
177336  , -54167.5    , array([ 4.30741    ,  3.07763    ,  7.58829e-11,  0.00176947 ,  1.36757    ])
177337  , -54182.1    , array([ 4.30311    ,  3.08071    ,  7.58829e-11,  0.00176947 ,  1.36757    ])
177338  , -54181.4    , array([ 4.30311    ,  3.07763    ,  7.59588e-11,  0.00176947 ,  1.36757    ])
177339  , -54181.1    , array([ 4.30311    ,  3.07763    ,  7.58829e-11,  0.00177124 ,  1.36757    ])
