2830    , -78725.9    , array([ 2.59364    ,  0.0318267  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2831    , -78725.9    , array([ 2.59364    ,  0.0318267  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2832    , -78726.8    , array([ 3.59364    ,  0.0318267  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2833    , -78721      , array([ 0.975607   ,  0.0318267  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2835    , -78721      , array([ 0.975607   ,  0.0318267  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2837    , -78724.1    , array([ 1.59364    ,  0.0318267  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2838    , -78722.9    , array([ 1.28462    ,  0.0318267  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2839    , -78715.8    , array([ 0.593641   ,  0.0318267  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2840    , -78707.2    , array([ 0.357573   ,  0.0318267  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2841    , -78692.3    , array([ 0.211675   ,  0.0318267  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2842    , -78665.1    , array([ 0.121505   ,  0.0318267  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2843    , -78611.1    , array([ 0.0657774  ,  0.0318267  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2844    , -78482.2    , array([ 0.0313355  ,  0.0318267  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2846    , -78482.2    , array([ 0.0313355  ,  0.0318267  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2847    , -78829.8    , array([ 0.0313355  ,  1.03183    ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2849    , -78482.2    , array([ 0.0313355  ,  0.0318267  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2851    , -78813.2    , array([ 0.0313355  ,  0.413793   ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2852    , -78789.5    , array([ 0.0313355  ,  0.222807   ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2855    , -78731.7    , array([ 0.0313355  ,  0.104775   ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2857    , -78649.4    , array([ 0.0313355  ,  0.0596903  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2858    , -78230.8    , array([ 0.0313355  ,  0.0186711  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2859    , -77764.6    , array([ 0.0313355  ,  0.0105404  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2861    , -78007.8    , array([ 0.0313355  ,  0.0136461  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2863    , -77872.6    , array([ 0.0313355  ,  0.0117267  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2865    , -77808.6    , array([ 0.0313355  ,  0.0109935  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2866    , -77735.5    , array([ 0.0313355  ,  0.0102604  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2867    , -77712      , array([ 0.0313355  ,  0.0100447  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2868    , -77712      , array([ 0.0313355  ,  0.0100447  ,  1.55418e-86,  4.8963e-25 ,  9.79138e-06])
2869    , -77712      , array([ 0.0313355  ,  0.0100447  ,  1          ,  4.8963e-25 ,  9.79138e-06])
2870    , -77712      , array([ 0.0313355  ,  0.0100447  ,  2.61803    ,  4.8963e-25 ,  9.79138e-06])
2872    , -77712      , array([ 0.0313355  ,  0.0100447  ,  2.61803    ,  4.8963e-25 ,  9.79138e-06])
2876    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  6.3722     ,  4.8963e-25 ,  9.79138e-06])
2877    , -77712      , array([ 0.0313355  ,  0.0100447  ,  4.49511    ,  4.8963e-25 ,  9.79138e-06])
2878    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  8.6924     ,  4.8963e-25 ,  9.79138e-06])
2880    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  7.80616    ,  4.8963e-25 ,  9.79138e-06])
2881    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.24012    ,  4.8963e-25 ,  9.79138e-06])
2882    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.57863    ,  4.8963e-25 ,  9.79138e-06])
2883    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.78784    ,  4.8963e-25 ,  9.79138e-06])
2884    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  4.8963e-25 ,  9.79138e-06])
2886    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  4.8963e-25 ,  9.79138e-06])
2887    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  1          ,  9.79138e-06])
2889    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  4.8963e-25 ,  9.79138e-06])
2891    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  0.381966   ,  9.79138e-06])
2892    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  0.190983   ,  9.79138e-06])
2895    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  0.072949   ,  9.79138e-06])
2897    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  0.027864   ,  9.79138e-06])
2899    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  0.0106431  ,  9.79138e-06])
2901    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  0.00406531 ,  9.79138e-06])
2903    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  0.00155281 ,  9.79138e-06])
2905    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  0.000593121,  9.79138e-06])
2907    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  0.000226552,  9.79138e-06])
2909    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  8.65351e-05,  9.79138e-06])
2911    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  3.30535e-05,  9.79138e-06])
2913    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  1.26253e-05,  9.79138e-06])
2915    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  4.82244e-06,  9.79138e-06])
2917    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  1.84201e-06,  9.79138e-06])
2919    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  7.03584e-07,  9.79138e-06])
2921    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  2.68745e-07,  9.79138e-06])
2923    , -77711.9    , array([ 0.0313355  ,  0.0100447  ,  9.91715    ,  1.02652e-07,  9.79138e-06])
