17647   , -2273.98    , array([ 0.0620482  ,  0.373277   ,  5.88257e-39,  0.00204511 ])
17648   , -2273.98    , array([ 0.0621103  ,  0.373277   ,  5.88257e-39,  0.00204511 ])
17649   , -2274.08    , array([ 0.0620482  ,  0.373651   ,  5.88257e-39,  0.00204511 ])
17650   , -2273.98    , array([ 0.0620482  ,  0.373277   ,  5.88846e-39,  0.00204511 ])
17651   , -2273.92    , array([ 0.0620482  ,  0.373277   ,  5.88257e-39,  0.00204715 ])
17652   , -2273.98    , array([ 0.0620482  ,  0.373277   ,  5.88257e-39,  0.00204511 ])
17653   , -2058.78    , array([ 0.0620482  ,  0.158778   ,  5.88257e-39,  0.00350225 ])
17654   , -2058.78    , array([ 0.0620482  ,  0.158778   ,  5.88257e-39,  0.00350225 ])
17655   , -2058.78    , array([ 0.0621103  ,  0.158778   ,  5.88257e-39,  0.00350225 ])
17656   , -2059.03    , array([ 0.0620482  ,  0.158937   ,  5.88257e-39,  0.00350225 ])
17657   , -2058.78    , array([ 0.0620482  ,  0.158778   ,  5.88846e-39,  0.00350225 ])
17658   , -2058.56    , array([ 0.0620482  ,  0.158778   ,  5.88257e-39,  0.00350576 ])
17659   , -414.405    , array([ 0.0620482  ,  0.00519793 ,  5.88257e-39,  0.0301212  ])
17660   , -414.405    , array([ 0.0620482  ,  0.00519793 ,  5.88257e-39,  0.0301212  ])
17661   , -414.405    , array([ 0.0621103  ,  0.00519793 ,  5.88257e-39,  0.0301212  ])
17662   , -413.253    , array([ 0.0620482  ,  0.00520313 ,  5.88257e-39,  0.0301212  ])
17663   , -414.405    , array([ 0.0620482  ,  0.00519793 ,  5.88846e-39,  0.0301212  ])
17664   , -415.841    , array([ 0.0620482  ,  0.00519793 ,  5.88257e-39,  0.0301513  ])
17665   , -1823.25    , array([ 0.0620482  ,  0.0922018  ,  5.88257e-39,  0.00493061 ])
17666   , -1823.25    , array([ 0.0620482  ,  0.0922018  ,  5.88257e-39,  0.00493061 ])
17667   , -1823.25    , array([ 0.0621103  ,  0.0922018  ,  5.88257e-39,  0.00493061 ])
17668   , -1823.5     , array([ 0.0620482  ,  0.0922941  ,  5.88257e-39,  0.00493061 ])
17669   , -1823.25    , array([ 0.0620482  ,  0.0922018  ,  5.88846e-39,  0.00493061 ])
17670   , -1822.99    , array([ 0.0620482  ,  0.0922018  ,  5.88257e-39,  0.00493555 ])
17671   , -6384.64    , array([ 0.0620482  ,  0.0104958  ,  5.88257e-39,  0.0193558  ])
17672   , -6384.64    , array([ 0.0620482  ,  0.0104958  ,  5.88257e-39,  0.0193558  ])
17673   , -6384.64    , array([ 0.0621103  ,  0.0104958  ,  5.88257e-39,  0.0193558  ])
17674   , -6385.17    , array([ 0.0620482  ,  0.0105063  ,  5.88257e-39,  0.0193558  ])
17675   , -6384.64    , array([ 0.0620482  ,  0.0104958  ,  5.88846e-39,  0.0193558  ])
17676   , -6382.07    , array([ 0.0620482  ,  0.0104958  ,  5.88257e-39,  0.0193751  ])
17677   , -395.24     , array([ 0.0620482  ,  0.00534178 ,  5.88257e-39,  0.0296082  ])
17678   , -395.24     , array([ 0.0620482  ,  0.00534178 ,  5.88257e-39,  0.0296082  ])
17679   , -395.24     , array([ 0.0621103  ,  0.00534178 ,  5.88257e-39,  0.0296082  ])
17680   , -395.647    , array([ 0.0620482  ,  0.00534713 ,  5.88257e-39,  0.0296082  ])
17681   , -395.24     , array([ 0.0620482  ,  0.00534178 ,  5.88846e-39,  0.0296082  ])
17682   , -394.789    , array([ 0.0620482  ,  0.00534178 ,  5.88257e-39,  0.0296378  ])
17683   , -392.945    , array([ 0.0620482  ,  0.00530524 ,  5.88257e-39,  0.0297363  ])
17684   , -392.945    , array([ 0.0620482  ,  0.00530524 ,  5.88257e-39,  0.0297363  ])
17685   , -392.945    , array([ 0.0621103  ,  0.00530524 ,  5.88257e-39,  0.0297363  ])
17686   , -392.951    , array([ 0.0620482  ,  0.00531055 ,  5.88257e-39,  0.0297363  ])
17687   , -392.945    , array([ 0.0620482  ,  0.00530524 ,  5.88846e-39,  0.0297363  ])
17688   , -392.983    , array([ 0.0620482  ,  0.00530524 ,  5.88257e-39,  0.0297661  ])
17695   , -392.945    , array([ 0.0620482  ,  0.00530505 ,  5.88257e-39,  0.0297353  ])
17696   , -392.945    , array([ 0.0620482  ,  0.00530505 ,  5.88257e-39,  0.0297353  ])
17697   , -392.945    , array([ 0.0621103  ,  0.00530505 ,  5.88257e-39,  0.0297353  ])
17698   , -392.951    , array([ 0.0620482  ,  0.00531036 ,  5.88257e-39,  0.0297353  ])
17699   , -392.945    , array([ 0.0620482  ,  0.00530505 ,  5.88846e-39,  0.0297353  ])
17700   , -392.983    , array([ 0.0620482  ,  0.00530505 ,  5.88257e-39,  0.0297651  ])
17701   , -393.935    , array([ 0.0620482  ,  0.00504682 ,  5.88257e-39,  0.0283533  ])
17702   , -393.935    , array([ 0.0620482  ,  0.00504682 ,  5.88257e-39,  0.0283533  ])
17703   , -393.935    , array([ 0.0621103  ,  0.00504682 ,  5.88257e-39,  0.0283533  ])
17704   , -394.211    , array([ 0.0620482  ,  0.00505187 ,  5.88257e-39,  0.0283533  ])
17705   , -393.935    , array([ 0.0620482  ,  0.00504682 ,  5.88846e-39,  0.0283533  ])
17706   , -393.644    , array([ 0.0620482  ,  0.00504682 ,  5.88257e-39,  0.0283817  ])
17707   , -392.961    , array([ 0.0620482  ,  0.00525989 ,  5.88257e-39,  0.0294939  ])
17708   , -392.961    , array([ 0.0620482  ,  0.00525989 ,  5.88257e-39,  0.0294939  ])
