101397  , -50984      , array([ 0.916027   ,  0.0337188  ,  5.05889e-05,  3.13052e-74,  0.00104143 ])
101398  , -50984.5    , array([ 0.916944   ,  0.0337188  ,  5.05889e-05,  3.13052e-74,  0.00104143 ])
101399  , -51004.7    , array([ 0.916027   ,  0.0337526  ,  5.05889e-05,  3.13052e-74,  0.00104143 ])
101400  , -50984      , array([ 0.916027   ,  0.0337188  ,  5.06396e-05,  3.13052e-74,  0.00104143 ])
101401  , -50984      , array([ 0.916027   ,  0.0337188  ,  5.05889e-05,  3.13366e-74,  0.00104143 ])
101402  , -50962.9    , array([ 0.916027   ,  0.0337188  ,  5.05889e-05,  3.13052e-74,  0.00104247 ])
101403  , -50984      , array([ 0.916027   ,  0.0337188  ,  5.05889e-05,  3.13052e-74,  0.00104143 ])
101404  , -15456.7    , array([ 0.901054   ,  0.0166527  ,  5.05889e-05,  3.13052e-74,  0.00214507 ])
101405  , -15456.7    , array([ 0.901054   ,  0.0166527  ,  5.05889e-05,  3.13052e-74,  0.00214507 ])
101406  , -15456.9    , array([ 0.901955   ,  0.0166527  ,  5.05889e-05,  3.13052e-74,  0.00214507 ])
101407  , -15479.8    , array([ 0.901054   ,  0.0166694  ,  5.05889e-05,  3.13052e-74,  0.00214507 ])
101408  , -15456.7    , array([ 0.901054   ,  0.0166527  ,  5.06396e-05,  3.13052e-74,  0.00214507 ])
101409  , -15456.7    , array([ 0.901054   ,  0.0166527  ,  5.05889e-05,  3.13366e-74,  0.00214507 ])
101410  , -15433.4    , array([ 0.901054   ,  0.0166527  ,  5.05889e-05,  3.13052e-74,  0.00214722 ])
101418  , -15427.4    , array([ 0.90104    ,  0.0166424  ,  5.05889e-05,  3.13052e-74,  0.00214644 ])
101419  , -15427.4    , array([ 0.90104    ,  0.0166424  ,  5.05889e-05,  3.13052e-74,  0.00214644 ])
101420  , -15427.7    , array([ 0.901942   ,  0.0166424  ,  5.05889e-05,  3.13052e-74,  0.00214644 ])
101421  , -15450.5    , array([ 0.90104    ,  0.016659   ,  5.05889e-05,  3.13052e-74,  0.00214644 ])
101422  , -15427.4    , array([ 0.90104    ,  0.0166424  ,  5.06396e-05,  3.13052e-74,  0.00214644 ])
101423  , -15427.4    , array([ 0.90104    ,  0.0166424  ,  5.05889e-05,  3.13366e-74,  0.00214644 ])
101424  , -15404.1    , array([ 0.90104    ,  0.0166424  ,  5.05889e-05,  3.13052e-74,  0.00214859 ])
101425  , -11524.3    , array([ 0.899192   ,  0.0152421  ,  5.05889e-05,  3.13052e-74,  0.00234862 ])
