228002  , -79089.4    , array([ 27.4573    ,  1.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228003  , -79089.4    , array([ 27.4573    ,  1.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228004  , -79089.4    , array([ 28.4573    ,  1.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228005  , -79089.4    , array([ 30.0754    ,  1.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228006  , -79089.4    , array([ 28.4573    ,  1.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228007  , -79089.4    , array([ 29.0754    ,  1.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228008  , -79089.4    , array([ 29.4573    ,  1.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228009  , -79089.4    , array([ 29.6934    ,  1.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228010  , -79089.4    , array([ 29.8393    ,  1.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228011  , -79089.4    , array([ 29.9295    ,  1.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228012  , -79089.4    , array([ 29.9852    ,  1.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228013  , -79089.4    , array([ 30.0196    ,  1.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228014  , -79089.4    , array([ 30.0453    ,  1.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228015  , -79089.4    , array([ 30.0453    ,  1.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228016  , -79089.4    , array([ 30.0453    ,  2.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228017  , -79089.4    , array([ 30.0453    ,  3.87189    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228018  , -79089.4    , array([ 30.0453    ,  2.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228019  , -79089.4    , array([ 30.0453    ,  2.87189    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228020  , -79089.4    , array([ 30.0453    ,  3.25385    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228021  , -79089.4    , array([ 30.0453    ,  3.48992    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228022  , -79089.4    , array([ 30.0453    ,  3.63582    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228023  , -79089.4    , array([ 30.0453    ,  3.72599    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228024  , -79089.4    , array([ 30.0453    ,  3.78172    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228025  , -79089.4    , array([ 30.0453    ,  3.81616    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228026  , -79089.4    , array([ 30.0453    ,  3.84178    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228027  , -79089.4    , array([ 30.0453    ,  3.84178    ,  0.0799551  ,  6.72159e-38,  4.51243e-19])
228028  , -79089.4    , array([ 30.0453    ,  3.84178    ,  1.07996    ,  6.72159e-38,  4.51243e-19])
228029  , -79089.4    , array([ 30.0453    ,  3.84178    ,  2.69799    ,  6.72159e-38,  4.51243e-19])
228030  , -79089.4    , array([ 30.0453    ,  3.84178    ,  1.07996    ,  6.72159e-38,  4.51243e-19])
228031  , -79089.4    , array([ 30.0453    ,  3.84178    ,  1.69799    ,  6.72159e-38,  4.51243e-19])
228032  , -79089.4    , array([ 30.0453    ,  3.84178    ,  2.07996    ,  6.72159e-38,  4.51243e-19])
228033  , -79089.4    , array([ 30.0453    ,  3.84178    ,  2.31602    ,  6.72159e-38,  4.51243e-19])
228034  , -79089.4    , array([ 30.0453    ,  3.84178    ,  2.46192    ,  6.72159e-38,  4.51243e-19])
228035  , -79089.4    , array([ 30.0453    ,  3.84178    ,  2.55209    ,  6.72159e-38,  4.51243e-19])
228036  , -79089.4    , array([ 30.0453    ,  3.84178    ,  2.60782    ,  6.72159e-38,  4.51243e-19])
228037  , -79089.4    , array([ 30.0453    ,  3.84178    ,  2.64226    ,  6.72159e-38,  4.51243e-19])
228038  , -79089.4    , array([ 30.0453    ,  3.84178    ,  2.66788    ,  6.72159e-38,  4.51243e-19])
228039  , -79089.4    , array([ 30.0453    ,  3.84178    ,  2.66788    ,  6.72159e-38,  4.51243e-19])
