46099   , -79089.4    , array([ 2.75268    ,  16.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46100   , -79089.4    , array([ 2.75268    ,  16.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46101   , -79089.4    , array([ 3.75268    ,  16.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46102   , -79089.4    , array([ 5.37071    ,  16.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46103   , -79089.4    , array([ 3.75268    ,  16.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46104   , -79089.4    , array([ 4.37071    ,  16.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46105   , -79089.4    , array([ 4.75268    ,  16.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46106   , -79089.4    , array([ 4.98875    ,  16.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46107   , -79089.4    , array([ 5.13465    ,  16.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46108   , -79089.4    , array([ 5.22482    ,  16.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46109   , -79089.4    , array([ 5.28054    ,  16.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46110   , -79089.4    , array([ 5.31499    ,  16.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46111   , -79089.4    , array([ 5.34061    ,  16.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46112   , -79089.4    , array([ 5.34061    ,  16.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46113   , -79089.4    , array([ 5.34061    ,  17.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46114   , -79089.4    , array([ 5.34061    ,  19.2228    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46115   , -79089.4    , array([ 5.34061    ,  17.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46116   , -79089.4    , array([ 5.34061    ,  18.2228    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46117   , -79089.4    , array([ 5.34061    ,  18.6047    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46118   , -79089.4    , array([ 5.34061    ,  18.8408    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46119   , -79089.4    , array([ 5.34061    ,  18.9867    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46120   , -79089.4    , array([ 5.34061    ,  19.0769    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46121   , -79089.4    , array([ 5.34061    ,  19.1326    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46122   , -79089.4    , array([ 5.34061    ,  19.167     ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46123   , -79089.4    , array([ 5.34061    ,  19.1927    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46124   , -79089.4    , array([ 5.34061    ,  19.1927    ,  4.32164e-59,  1.09594e-91,  2.9648e-25 ])
46125   , -79089.4    , array([ 5.34061    ,  19.1927    ,  1          ,  1.09594e-91,  2.9648e-25 ])
46126   , -79089.4    , array([ 5.34061    ,  19.1927    ,  2.61803    ,  1.09594e-91,  2.9648e-25 ])
46127   , -79089.4    , array([ 5.34061    ,  19.1927    ,  1          ,  1.09594e-91,  2.9648e-25 ])
