2590    , -2367.84    , array([ 0.0703887  ,  2.44473    ,  8.58868e-42,  0.00266584 ])
2591    , -2367.84    , array([ 0.0704592  ,  2.44473    ,  8.58868e-42,  0.00266584 ])
2592    , -2367.86    , array([ 0.0703887  ,  2.44717    ,  8.58868e-42,  0.00266584 ])
2593    , -2367.84    , array([ 0.0703887  ,  2.44473    ,  8.59727e-42,  0.00266584 ])
2594    , -2367.87    , array([ 0.0703887  ,  2.44473    ,  8.58868e-42,  0.00266851 ])
2595    , -2367.84    , array([ 0.0703887  ,  2.44473    ,  8.58868e-42,  0.00266584 ])
2596    , -2342.94    , array([ 0.0703887  ,  1.37655    ,  8.58868e-42,  0.00116152 ])
2597    , -2342.94    , array([ 0.0703887  ,  1.37655    ,  8.58868e-42,  0.00116152 ])
2598    , -2342.94    , array([ 0.0704592  ,  1.37655    ,  8.58868e-42,  0.00116152 ])
2599    , -2342.96    , array([ 0.0703887  ,  1.37792    ,  8.58868e-42,  0.00116152 ])
2600    , -2342.94    , array([ 0.0703887  ,  1.37655    ,  8.59727e-42,  0.00116152 ])
2601    , -2342.95    , array([ 0.0703887  ,  1.37655    ,  8.58868e-42,  0.00116268 ])
2602    , -1881.15    , array([ 0.0703887  ,  0.050651   ,  8.58868e-42,  0.00214329 ])
2603    , -1881.15    , array([ 0.0703887  ,  0.050651   ,  8.58868e-42,  0.00214329 ])
2604    , -1881.15    , array([ 0.0704592  ,  0.050651   ,  8.58868e-42,  0.00214329 ])
2605    , -1881.39    , array([ 0.0703887  ,  0.0507017  ,  8.58868e-42,  0.00214329 ])
2606    , -1881.15    , array([ 0.0703887  ,  0.050651   ,  8.59727e-42,  0.00214329 ])
2607    , -1880.91    , array([ 0.0703887  ,  0.050651   ,  8.58868e-42,  0.00214543 ])
2614    , -1881.12    , array([ 0.0703887  ,  0.0506467  ,  8.58868e-42,  0.00214332 ])
2615    , -1881.12    , array([ 0.0703887  ,  0.0506467  ,  8.58868e-42,  0.00214332 ])
2616    , -1881.12    , array([ 0.0704592  ,  0.0506467  ,  8.58868e-42,  0.00214332 ])
2617    , -1881.37    , array([ 0.0703887  ,  0.0506974  ,  8.58868e-42,  0.00214332 ])
2618    , -1881.12    , array([ 0.0703887  ,  0.0506467  ,  8.59727e-42,  0.00214332 ])
2619    , -1880.88    , array([ 0.0703887  ,  0.0506467  ,  8.58868e-42,  0.00214547 ])
2620    , -4277.34    , array([ 0.0703887  ,  0.00615003 ,  8.58868e-42,  0.00316921 ])
2621    , -4277.34    , array([ 0.0703887  ,  0.00615003 ,  8.58868e-42,  0.00316921 ])
2622    , -4277.34    , array([ 0.0704592  ,  0.00615003 ,  8.58868e-42,  0.00316921 ])
2623    , -4273.82    , array([ 0.0703887  ,  0.00615618 ,  8.58868e-42,  0.00316921 ])
2624    , -4277.34    , array([ 0.0703887  ,  0.00615003 ,  8.59727e-42,  0.00316921 ])
2625    , -4280.66    , array([ 0.0703887  ,  0.00615003 ,  8.58868e-42,  0.00317238 ])
2626    , -1786.04    , array([ 0.0703887  ,  0.033816   ,  8.58868e-42,  0.0023101  ])
2627    , -1786.04    , array([ 0.0703887  ,  0.033816   ,  8.58868e-42,  0.0023101  ])
2628    , -1786.04    , array([ 0.0704592  ,  0.033816   ,  8.58868e-42,  0.0023101  ])
2629    , -1786.17    , array([ 0.0703887  ,  0.0338498  ,  8.58868e-42,  0.0023101  ])
2630    , -1786.04    , array([ 0.0703887  ,  0.033816   ,  8.59727e-42,  0.0023101  ])
2631    , -1785.9     , array([ 0.0703887  ,  0.033816   ,  8.58868e-42,  0.00231241 ])
2632    , -1770.86    , array([ 0.0703887  ,  0.0273882  ,  8.58868e-42,  0.00240223 ])
2633    , -1770.86    , array([ 0.0703887  ,  0.0273882  ,  8.58868e-42,  0.00240223 ])
2634    , -1770.86    , array([ 0.0704592  ,  0.0273882  ,  8.58868e-42,  0.00240223 ])
2635    , -1770.84    , array([ 0.0703887  ,  0.0274156  ,  8.58868e-42,  0.00240223 ])
2636    , -1770.86    , array([ 0.0703887  ,  0.0273882  ,  8.59727e-42,  0.00240223 ])
2637    , -1770.85    , array([ 0.0703887  ,  0.0273882  ,  8.58868e-42,  0.00240464 ])
2638    , -1770.7     , array([ 0.0703887  ,  0.0279993  ,  8.58868e-42,  0.00239242 ])
2639    , -1770.7     , array([ 0.0703887  ,  0.0279993  ,  8.58868e-42,  0.00239242 ])
2640    , -1770.7     , array([ 0.0704592  ,  0.0279993  ,  8.58868e-42,  0.00239242 ])
2641    , -1770.7     , array([ 0.0703887  ,  0.0280273  ,  8.58868e-42,  0.00239242 ])
2642    , -1770.7     , array([ 0.0703887  ,  0.0279993  ,  8.59727e-42,  0.00239242 ])
2643    , -1770.67    , array([ 0.0703887  ,  0.0279993  ,  8.58868e-42,  0.00239481 ])
2650    , -1770.7     , array([ 0.0703887  ,  0.0279993  ,  8.58868e-42,  0.00239242 ])
2651    , -1770.7     , array([ 0.0703887  ,  0.0279993  ,  8.58868e-42,  0.00239242 ])
2652    , -1770.7     , array([ 0.0704592  ,  0.0279993  ,  8.58868e-42,  0.00239242 ])
2653    , -1770.7     , array([ 0.0703887  ,  0.0280273  ,  8.58868e-42,  0.00239242 ])
2654    , -1770.7     , array([ 0.0703887  ,  0.0279993  ,  8.59727e-42,  0.00239242 ])
