172434  , -78927.7    , array([ 5.44524    ,  2.70602    ,  8.52055e-27,  0.00444864 ,  0.000271427])
172435  , -78927.7    , array([ 5.45069    ,  2.70602    ,  8.52055e-27,  0.00444864 ,  0.000271427])
172436  , -78927.8    , array([ 5.44524    ,  2.70872    ,  8.52055e-27,  0.00444864 ,  0.000271427])
172437  , -78927.7    , array([ 5.44524    ,  2.70602    ,  8.52908e-27,  0.00444864 ,  0.000271427])
172438  , -78927.7    , array([ 5.44524    ,  2.70602    ,  8.52055e-27,  0.00445309 ,  0.000271427])
172439  , -78927.5    , array([ 5.44524    ,  2.70602    ,  8.52055e-27,  0.00444864 ,  0.000271699])
172440  , -78927.7    , array([ 5.44524    ,  2.70602    ,  8.52055e-27,  0.00444864 ,  0.000271427])
172441  , -78505      , array([ 4.4716     ,  1.51084    ,  8.52055e-27,  0.00444859 ,  0.000604686])
172442  , -78505      , array([ 4.4716     ,  1.51084    ,  8.52055e-27,  0.00444859 ,  0.000604686])
172443  , -78505.2    , array([ 4.47607    ,  1.51084    ,  8.52055e-27,  0.00444859 ,  0.000604686])
172444  , -78505.5    , array([ 4.4716     ,  1.51235    ,  8.52055e-27,  0.00444859 ,  0.000604686])
172445  , -78505      , array([ 4.4716     ,  1.51084    ,  8.52908e-27,  0.00444859 ,  0.000604686])
172446  , -78505      , array([ 4.4716     ,  1.51084    ,  8.52055e-27,  0.00445304 ,  0.000604686])
172447  , -78504.5    , array([ 4.4716     ,  1.51084    ,  8.52055e-27,  0.00444859 ,  0.000605291])
172448  , -20654.7    , array([ 2.03351    ,  0.146816   ,  8.52055e-27,  0.0044484  ,  0.0148948  ])
172449  , -20654.7    , array([ 2.03351    ,  0.146816   ,  8.52055e-27,  0.0044484  ,  0.0148948  ])
172450  , -20655.7    , array([ 2.03554    ,  0.146816   ,  8.52055e-27,  0.0044484  ,  0.0148948  ])
172451  , -20679.3    , array([ 2.03351    ,  0.146963   ,  8.52055e-27,  0.0044484  ,  0.0148948  ])
172452  , -20654.7    , array([ 2.03351    ,  0.146816   ,  8.52908e-27,  0.0044484  ,  0.0148948  ])
172453  , -20654.7    , array([ 2.03351    ,  0.146816   ,  8.52055e-27,  0.00445286 ,  0.0148948  ])
172454  , -20629.4    , array([ 2.03351    ,  0.146816   ,  8.52055e-27,  0.0044484  ,  0.0149097  ])
172462  , -20139.7    , array([ 2.02758    ,  0.145553   ,  8.52055e-27,  0.0044484  ,  0.0150728  ])
172463  , -20139.7    , array([ 2.02758    ,  0.145553   ,  8.52055e-27,  0.0044484  ,  0.0150728  ])
172464  , -20140.7    , array([ 2.02961    ,  0.145553   ,  8.52055e-27,  0.0044484  ,  0.0150728  ])
172465  , -20164.2    , array([ 2.02758    ,  0.145699   ,  8.52055e-27,  0.0044484  ,  0.0150728  ])
172466  , -20139.7    , array([ 2.02758    ,  0.145553   ,  8.52908e-27,  0.0044484  ,  0.0150728  ])
172467  , -20139.7    , array([ 2.02758    ,  0.145553   ,  8.52055e-27,  0.00445285 ,  0.0150728  ])
172468  , -20114.5    , array([ 2.02758    ,  0.145553   ,  8.52055e-27,  0.0044484  ,  0.0150878  ])
