7528    , -2336.8     , array([ 0.0163586  ,  0.00387416 ,  6.49027e-24,  0.0856601  ])
7529    , -2336.8     , array([ 0.0163749  ,  0.00387416 ,  6.49027e-24,  0.0856601  ])
7530    , -2336.8     , array([ 0.0163586  ,  0.00387804 ,  6.49027e-24,  0.0856601  ])
7531    , -2336.8     , array([ 0.0163586  ,  0.00387416 ,  6.49676e-24,  0.0856601  ])
7532    , -2336.8     , array([ 0.0163586  ,  0.00387416 ,  6.49027e-24,  0.0857458  ])
7533    , -2336.8     , array([ 0.0163586  ,  0.00387416 ,  6.49027e-24,  0.0856601  ])
7534    , -2336.8     , array([ 0.0163586  ,  0.00392067 ,  6.49027e-24,  0.0846166  ])
7535    , -2336.8     , array([ 0.0163586  ,  0.00392067 ,  6.49027e-24,  0.0846166  ])
7536    , -2336.8     , array([ 0.0163749  ,  0.00392067 ,  6.49027e-24,  0.0846166  ])
7537    , -2336.8     , array([ 0.0163586  ,  0.00392459 ,  6.49027e-24,  0.0846166  ])
7538    , -2336.8     , array([ 0.0163586  ,  0.00392067 ,  6.49676e-24,  0.0846166  ])
7539    , -2336.8     , array([ 0.0163586  ,  0.00392067 ,  6.49027e-24,  0.0847012  ])
7540    , -2336.8     , array([ 0.0163586  ,  0.00411232 ,  6.49027e-24,  0.080568   ])
7541    , -2336.8     , array([ 0.0163586  ,  0.00411232 ,  6.49027e-24,  0.080568   ])
7542    , -2336.8     , array([ 0.0163749  ,  0.00411232 ,  6.49027e-24,  0.080568   ])
7543    , -2336.8     , array([ 0.0163586  ,  0.00411644 ,  6.49027e-24,  0.080568   ])
7544    , -2336.8     , array([ 0.0163586  ,  0.00411232 ,  6.49676e-24,  0.080568   ])
7545    , -2336.8     , array([ 0.0163586  ,  0.00411232 ,  6.49027e-24,  0.0806486  ])
7546    , -2333.82    , array([ 0.0163586  ,  0.00497733 ,  6.49027e-24,  0.0662205  ])
7547    , -2333.82    , array([ 0.0163586  ,  0.00497733 ,  6.49027e-24,  0.0662205  ])
7548    , -2333.82    , array([ 0.0163749  ,  0.00497733 ,  6.49027e-24,  0.0662205  ])
7549    , -2333.79    , array([ 0.0163586  ,  0.00498231 ,  6.49027e-24,  0.0662205  ])
7550    , -2333.82    , array([ 0.0163586  ,  0.00497733 ,  6.49676e-24,  0.0662205  ])
7551    , -2333.86    , array([ 0.0163586  ,  0.00497733 ,  6.49027e-24,  0.0662867  ])
7552    , -4081.41    , array([ 0.0163586  ,  0.0106815  ,  6.49027e-24,  0.0302211  ])
7553    , -4081.41    , array([ 0.0163586  ,  0.0106815  ,  6.49027e-24,  0.0302211  ])
7554    , -4081.41    , array([ 0.0163749  ,  0.0106815  ,  6.49027e-24,  0.0302211  ])
7555    , -4086.49    , array([ 0.0163586  ,  0.0106922  ,  6.49027e-24,  0.0302211  ])
7556    , -4081.41    , array([ 0.0163586  ,  0.0106815  ,  6.49676e-24,  0.0302211  ])
7557    , -4073.42    , array([ 0.0163586  ,  0.0106815  ,  6.49027e-24,  0.0302513  ])
7558    , -2157.58    , array([ 0.0163586  ,  0.00603916 ,  6.49027e-24,  0.0542903  ])
7559    , -2157.58    , array([ 0.0163586  ,  0.00603916 ,  6.49027e-24,  0.0542903  ])
7560    , -2157.58    , array([ 0.0163749  ,  0.00603916 ,  6.49027e-24,  0.0542903  ])
7561    , -2156.2     , array([ 0.0163586  ,  0.0060452  ,  6.49027e-24,  0.0542903  ])
7562    , -2157.58    , array([ 0.0163586  ,  0.00603916 ,  6.49676e-24,  0.0542903  ])
7563    , -2159.13    , array([ 0.0163586  ,  0.00603916 ,  6.49027e-24,  0.0543446  ])
7564    , -808.135    , array([ 0.0163586  ,  0.00728081 ,  6.49027e-24,  0.0448027  ])
7565    , -808.135    , array([ 0.0163586  ,  0.00728081 ,  6.49027e-24,  0.0448027  ])
7566    , -808.135    , array([ 0.0163749  ,  0.00728081 ,  6.49027e-24,  0.0448027  ])
7567    , -804.208    , array([ 0.0163586  ,  0.0072881  ,  6.49027e-24,  0.0448027  ])
7568    , -808.135    , array([ 0.0163586  ,  0.00728081 ,  6.49676e-24,  0.0448027  ])
7569    , -812.84     , array([ 0.0163586  ,  0.00728081 ,  6.49027e-24,  0.0448475  ])
7570    , -420.939    , array([ 0.0163586  ,  0.00775196 ,  6.49027e-24,  0.0420078  ])
7571    , -420.939    , array([ 0.0163586  ,  0.00775196 ,  6.49027e-24,  0.0420078  ])
7572    , -420.939    , array([ 0.0163749  ,  0.00775196 ,  6.49027e-24,  0.0420078  ])
7573    , -419.736    , array([ 0.0163586  ,  0.00775972 ,  6.49027e-24,  0.0420078  ])
