239898  , -79057      , array([ 0.00421925 ,  0.0136222  ,  3.82114e-45,  1.0833e-29 ,  1.17838e-07])
239899  , -79057      , array([ 0.00422347 ,  0.0136222  ,  3.82114e-45,  1.0833e-29 ,  1.17838e-07])
239900  , -79057      , array([ 0.00421925 ,  0.0136358  ,  3.82114e-45,  1.0833e-29 ,  1.17838e-07])
239901  , -79057      , array([ 0.00421925 ,  0.0136222  ,  3.82496e-45,  1.0833e-29 ,  1.17838e-07])
239902  , -79057      , array([ 0.00421925 ,  0.0136222  ,  3.82114e-45,  1.08439e-29,  1.17838e-07])
239903  , -79057      , array([ 0.00421925 ,  0.0136222  ,  3.82114e-45,  1.0833e-29 ,  1.17956e-07])
239904  , -79057      , array([ 0.00421925 ,  0.0136222  ,  3.82114e-45,  1.0833e-29 ,  1.17838e-07])
239905  , -78973.5    , array([ 0.00242624 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.63942e-07])
239906  , -78973.5    , array([ 0.00242624 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.63942e-07])
239907  , -78973.5    , array([ 0.00242867 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.63942e-07])
239908  , -78973.5    , array([ 0.00242624 ,  0.0105957  ,  3.82114e-45,  1.0833e-29 ,  2.63942e-07])
239909  , -78973.5    , array([ 0.00242624 ,  0.0105851  ,  3.82496e-45,  1.0833e-29 ,  2.63942e-07])
239910  , -78973.5    , array([ 0.00242624 ,  0.0105851  ,  3.82114e-45,  1.08439e-29,  2.63942e-07])
239911  , -78973.3    , array([ 0.00242624 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.64206e-07])
239919  , -78973.5    , array([ 0.00242624 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.63943e-07])
239920  , -78973.5    , array([ 0.00242624 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.63943e-07])
239921  , -78973.5    , array([ 0.00242867 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.63943e-07])
239922  , -78973.5    , array([ 0.00242624 ,  0.0105957  ,  3.82114e-45,  1.0833e-29 ,  2.63943e-07])
239923  , -78973.5    , array([ 0.00242624 ,  0.0105851  ,  3.82496e-45,  1.0833e-29 ,  2.63943e-07])
239924  , -78973.5    , array([ 0.00242624 ,  0.0105851  ,  3.82114e-45,  1.08439e-29,  2.63943e-07])
239925  , -78973.3    , array([ 0.00242624 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.64207e-07])
239926  , -78973.5    , array([ 0.00242623 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.63944e-07])
239927  , -78973.5    , array([ 0.00242623 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.63944e-07])
239928  , -78973.5    , array([ 0.00242866 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.63944e-07])
239929  , -78973.5    , array([ 0.00242623 ,  0.0105957  ,  3.82114e-45,  1.0833e-29 ,  2.63944e-07])
239930  , -78973.5    , array([ 0.00242623 ,  0.0105851  ,  3.82496e-45,  1.0833e-29 ,  2.63944e-07])
239931  , -78973.5    , array([ 0.00242623 ,  0.0105851  ,  3.82114e-45,  1.08439e-29,  2.63944e-07])
239932  , -78973.3    , array([ 0.00242623 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.64208e-07])
239940  , -78973.5    , array([ 0.00242623 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.63944e-07])
239941  , -78973.5    , array([ 0.00242623 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.63944e-07])
239942  , -78973.5    , array([ 0.00242866 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.63944e-07])
239943  , -78973.5    , array([ 0.00242623 ,  0.0105957  ,  3.82114e-45,  1.0833e-29 ,  2.63944e-07])
239944  , -78973.5    , array([ 0.00242623 ,  0.0105851  ,  3.82496e-45,  1.0833e-29 ,  2.63944e-07])
239945  , -78973.5    , array([ 0.00242623 ,  0.0105851  ,  3.82114e-45,  1.08439e-29,  2.63944e-07])
239946  , -78973.3    , array([ 0.00242623 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.64208e-07])
239947  , -78973.5    , array([ 0.00242623 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.63944e-07])
239948  , -78973.5    , array([ 0.00242623 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.63944e-07])
239949  , -78973.5    , array([ 0.00242866 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.63944e-07])
239950  , -78973.5    , array([ 0.00242623 ,  0.0105957  ,  3.82114e-45,  1.0833e-29 ,  2.63944e-07])
239951  , -78973.5    , array([ 0.00242623 ,  0.0105851  ,  3.82496e-45,  1.0833e-29 ,  2.63944e-07])
239952  , -78973.5    , array([ 0.00242623 ,  0.0105851  ,  3.82114e-45,  1.08439e-29,  2.63944e-07])
239953  , -78973.3    , array([ 0.00242623 ,  0.0105851  ,  3.82114e-45,  1.0833e-29 ,  2.64209e-07])
239954  , -78669.3    , array([ 0.00139518 ,  0.00822512 ,  3.82114e-45,  1.0833e-29 ,  5.91201e-07])
239955  , -78669.3    , array([ 0.00139518 ,  0.00822512 ,  3.82114e-45,  1.0833e-29 ,  5.91201e-07])
239956  , -78669.7    , array([ 0.00139658 ,  0.00822512 ,  3.82114e-45,  1.0833e-29 ,  5.91201e-07])
239957  , -78669.4    , array([ 0.00139518 ,  0.00823335 ,  3.82114e-45,  1.0833e-29 ,  5.91201e-07])
239958  , -78669.3    , array([ 0.00139518 ,  0.00822512 ,  3.82496e-45,  1.0833e-29 ,  5.91201e-07])
239959  , -78669.3    , array([ 0.00139518 ,  0.00822512 ,  3.82114e-45,  1.08439e-29,  5.91201e-07])
239960  , -78668.9    , array([ 0.00139518 ,  0.00822512 ,  3.82114e-45,  1.0833e-29 ,  5.91793e-07])
239961  , -78669.3    , array([ 0.00139518 ,  0.00822512 ,  3.82114e-45,  1.0833e-29 ,  5.91202e-07])
239962  , -78669.3    , array([ 0.00139518 ,  0.00822512 ,  3.82114e-45,  1.0833e-29 ,  5.91202e-07])
239963  , -78669.7    , array([ 0.00139658 ,  0.00822512 ,  3.82114e-45,  1.0833e-29 ,  5.91202e-07])
239964  , -78669.4    , array([ 0.00139518 ,  0.00823335 ,  3.82114e-45,  1.0833e-29 ,  5.91202e-07])
239965  , -78669.3    , array([ 0.00139518 ,  0.00822512 ,  3.82496e-45,  1.0833e-29 ,  5.91202e-07])
239966  , -78669.3    , array([ 0.00139518 ,  0.00822512 ,  3.82114e-45,  1.08439e-29,  5.91202e-07])
239967  , -78668.9    , array([ 0.00139518 ,  0.00822512 ,  3.82114e-45,  1.0833e-29 ,  5.91793e-07])
239968  , -78669.3    , array([ 0.00139518 ,  0.00822512 ,  3.82114e-45,  1.0833e-29 ,  5.91202e-07])
239969  , -78669.3    , array([ 0.00139518 ,  0.00822512 ,  3.82114e-45,  1.0833e-29 ,  5.91202e-07])
239970  , -78669.7    , array([ 0.00139658 ,  0.00822512 ,  3.82114e-45,  1.0833e-29 ,  5.91202e-07])
239971  , -78669.4    , array([ 0.00139518 ,  0.00823335 ,  3.82114e-45,  1.0833e-29 ,  5.91202e-07])
239972  , -78669.3    , array([ 0.00139518 ,  0.00822512 ,  3.82496e-45,  1.0833e-29 ,  5.91202e-07])
239973  , -78669.3    , array([ 0.00139518 ,  0.00822512 ,  3.82114e-45,  1.08439e-29,  5.91202e-07])
239974  , -78668.9    , array([ 0.00139518 ,  0.00822512 ,  3.82114e-45,  1.0833e-29 ,  5.91794e-07])
239975  , -78288.5    , array([ 0.00105799 ,  0.00725048 ,  3.82114e-45,  1.0833e-29 ,  8.84804e-07])
239976  , -78288.5    , array([ 0.00105799 ,  0.00725048 ,  3.82114e-45,  1.0833e-29 ,  8.84804e-07])
239977  , -78289.1    , array([ 0.00105905 ,  0.00725048 ,  3.82114e-45,  1.0833e-29 ,  8.84804e-07])
239978  , -78288.6    , array([ 0.00105799 ,  0.00725773 ,  3.82114e-45,  1.0833e-29 ,  8.84804e-07])
239979  , -78288.5    , array([ 0.00105799 ,  0.00725048 ,  3.82496e-45,  1.0833e-29 ,  8.84804e-07])
239980  , -78288.5    , array([ 0.00105799 ,  0.00725048 ,  3.82114e-45,  1.08439e-29,  8.84804e-07])
239981  , -78287.7    , array([ 0.00105799 ,  0.00725048 ,  3.82114e-45,  1.0833e-29 ,  8.85689e-07])
239982  , -78288.5    , array([ 0.00105799 ,  0.00725048 ,  3.82114e-45,  1.0833e-29 ,  8.84804e-07])
239983  , -78288.5    , array([ 0.00105799 ,  0.00725048 ,  3.82114e-45,  1.0833e-29 ,  8.84804e-07])
239984  , -78289.1    , array([ 0.00105905 ,  0.00725048 ,  3.82114e-45,  1.0833e-29 ,  8.84804e-07])
239985  , -78288.6    , array([ 0.00105799 ,  0.00725773 ,  3.82114e-45,  1.0833e-29 ,  8.84804e-07])
239986  , -78288.5    , array([ 0.00105799 ,  0.00725048 ,  3.82496e-45,  1.0833e-29 ,  8.84804e-07])
239987  , -78288.5    , array([ 0.00105799 ,  0.00725048 ,  3.82114e-45,  1.08439e-29,  8.84804e-07])
239988  , -78287.7    , array([ 0.00105799 ,  0.00725048 ,  3.82114e-45,  1.0833e-29 ,  8.85689e-07])
239989  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.84804e-07])
239990  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.84804e-07])
239991  , -78289.1    , array([ 0.00105905 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.84804e-07])
239992  , -78288.6    , array([ 0.00105799 ,  0.00725773 ,  3.82114e-45,  1.0833e-29 ,  8.84804e-07])
239993  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82496e-45,  1.0833e-29 ,  8.84804e-07])
239994  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.08439e-29,  8.84804e-07])
239995  , -78287.7    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.8569e-07 ])
240003  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.84804e-07])
240004  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.84804e-07])
240005  , -78289.1    , array([ 0.00105905 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.84804e-07])
240006  , -78288.6    , array([ 0.00105799 ,  0.00725773 ,  3.82114e-45,  1.0833e-29 ,  8.84804e-07])
240007  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82496e-45,  1.0833e-29 ,  8.84804e-07])
240008  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.08439e-29,  8.84804e-07])
240009  , -78287.7    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.8569e-07 ])
240010  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.84805e-07])
240011  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.84805e-07])
240012  , -78289.1    , array([ 0.00105905 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.84805e-07])
240013  , -78288.6    , array([ 0.00105799 ,  0.00725773 ,  3.82114e-45,  1.0833e-29 ,  8.84805e-07])
240014  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82496e-45,  1.0833e-29 ,  8.84805e-07])
240015  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.08439e-29,  8.84805e-07])
240016  , -78287.7    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.8569e-07 ])
240024  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.84805e-07])
240025  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.84805e-07])
240026  , -78289.1    , array([ 0.00105905 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.84805e-07])
240027  , -78288.6    , array([ 0.00105799 ,  0.00725773 ,  3.82114e-45,  1.0833e-29 ,  8.84805e-07])
240028  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82496e-45,  1.0833e-29 ,  8.84805e-07])
240029  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.08439e-29,  8.84805e-07])
240030  , -78287.7    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.8569e-07 ])
240031  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.84805e-07])
240032  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.84805e-07])
240033  , -78289.1    , array([ 0.00105905 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.84805e-07])
240034  , -78288.6    , array([ 0.00105799 ,  0.00725773 ,  3.82114e-45,  1.0833e-29 ,  8.84805e-07])
240035  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82496e-45,  1.0833e-29 ,  8.84805e-07])
240036  , -78288.5    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.08439e-29,  8.84805e-07])
240037  , -78287.7    , array([ 0.00105799 ,  0.00725047 ,  3.82114e-45,  1.0833e-29 ,  8.8569e-07 ])
240038  , -78221.3    , array([ 0.00102203 ,  0.00713706 ,  3.82114e-45,  1.0833e-29 ,  9.30542e-07])
240039  , -78221.3    , array([ 0.00102203 ,  0.00713706 ,  3.82114e-45,  1.0833e-29 ,  9.30542e-07])
240040  , -78222      , array([ 0.00102305 ,  0.00713706 ,  3.82114e-45,  1.0833e-29 ,  9.30542e-07])
240041  , -78221.4    , array([ 0.00102203 ,  0.0071442  ,  3.82114e-45,  1.0833e-29 ,  9.30542e-07])
240042  , -78221.3    , array([ 0.00102203 ,  0.00713706 ,  3.82496e-45,  1.0833e-29 ,  9.30542e-07])
240043  , -78221.3    , array([ 0.00102203 ,  0.00713706 ,  3.82114e-45,  1.08439e-29,  9.30542e-07])
240044  , -78220.4    , array([ 0.00102203 ,  0.00713706 ,  3.82114e-45,  1.0833e-29 ,  9.31473e-07])
240045  , -78221.3    , array([ 0.00102203 ,  0.00713706 ,  3.82114e-45,  1.0833e-29 ,  9.30542e-07])
240046  , -78221.3    , array([ 0.00102203 ,  0.00713706 ,  3.82114e-45,  1.0833e-29 ,  9.30542e-07])
240047  , -78222      , array([ 0.00102305 ,  0.00713706 ,  3.82114e-45,  1.0833e-29 ,  9.30542e-07])
240048  , -78221.4    , array([ 0.00102203 ,  0.0071442  ,  3.82114e-45,  1.0833e-29 ,  9.30542e-07])
240049  , -78221.3    , array([ 0.00102203 ,  0.00713706 ,  3.82496e-45,  1.0833e-29 ,  9.30542e-07])
240050  , -78221.3    , array([ 0.00102203 ,  0.00713706 ,  3.82114e-45,  1.08439e-29,  9.30542e-07])
240051  , -78220.4    , array([ 0.00102203 ,  0.00713706 ,  3.82114e-45,  1.0833e-29 ,  9.31473e-07])
240052  , -78221.3    , array([ 0.00102203 ,  0.00713706 ,  3.82114e-45,  1.0833e-29 ,  9.30542e-07])
240053  , -78221.3    , array([ 0.00102203 ,  0.00713706 ,  3.82114e-45,  1.0833e-29 ,  9.30542e-07])
240054  , -78222      , array([ 0.00102305 ,  0.00713706 ,  3.82114e-45,  1.0833e-29 ,  9.30542e-07])
240055  , -78221.4    , array([ 0.00102203 ,  0.0071442  ,  3.82114e-45,  1.0833e-29 ,  9.30542e-07])
240056  , -78221.3    , array([ 0.00102203 ,  0.00713706 ,  3.82496e-45,  1.0833e-29 ,  9.30542e-07])
240057  , -78221.3    , array([ 0.00102203 ,  0.00713706 ,  3.82114e-45,  1.08439e-29,  9.30542e-07])
240058  , -78220.4    , array([ 0.00102203 ,  0.00713706 ,  3.82114e-45,  1.0833e-29 ,  9.31473e-07])
240059  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240060  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240061  , -78186.4    , array([ 0.00100551 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240062  , -78185.8    , array([ 0.00100451 ,  0.00708811 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240063  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82496e-45,  1.0833e-29 ,  9.54291e-07])
240064  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.08439e-29,  9.54291e-07])
240065  , -78184.7    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.55245e-07])
240066  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240067  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240068  , -78186.4    , array([ 0.00100551 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240069  , -78185.8    , array([ 0.00100451 ,  0.00708811 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240070  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82496e-45,  1.0833e-29 ,  9.54291e-07])
240071  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.08439e-29,  9.54291e-07])
240072  , -78184.7    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.55245e-07])
240073  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240074  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240075  , -78186.4    , array([ 0.00100551 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240076  , -78185.8    , array([ 0.00100451 ,  0.00708811 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240077  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82496e-45,  1.0833e-29 ,  9.54291e-07])
240078  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.08439e-29,  9.54291e-07])
240079  , -78184.7    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.55245e-07])
240087  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240088  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240089  , -78186.4    , array([ 0.00100551 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240090  , -78185.8    , array([ 0.00100451 ,  0.00708811 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240091  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82496e-45,  1.0833e-29 ,  9.54291e-07])
240092  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.08439e-29,  9.54291e-07])
240093  , -78184.7    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.55245e-07])
240094  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240095  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240096  , -78186.4    , array([ 0.00100551 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240097  , -78185.8    , array([ 0.00100451 ,  0.00708811 ,  3.82114e-45,  1.0833e-29 ,  9.54291e-07])
240098  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82496e-45,  1.0833e-29 ,  9.54291e-07])
240099  , -78185.6    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.08439e-29,  9.54291e-07])
240100  , -78184.7    , array([ 0.00100451 ,  0.00708102 ,  3.82114e-45,  1.0833e-29 ,  9.55245e-07])
240101  , -78176.5    , array([ 0.00100017 ,  0.00706708 ,  3.82114e-45,  1.0833e-29 ,  9.60322e-07])
240102  , -78176.5    , array([ 0.00100017 ,  0.00706708 ,  3.82114e-45,  1.0833e-29 ,  9.60322e-07])
240103  , -78177.2    , array([ 0.00100118 ,  0.00706708 ,  3.82114e-45,  1.0833e-29 ,  9.60322e-07])
240104  , -78176.6    , array([ 0.00100017 ,  0.00707415 ,  3.82114e-45,  1.0833e-29 ,  9.60322e-07])
240105  , -78176.5    , array([ 0.00100017 ,  0.00706708 ,  3.82496e-45,  1.0833e-29 ,  9.60322e-07])
