Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-2485.28	4980.56	2223.53	5272.74	3.3656,0.5672,0.7848,1.3947,30.0
our_model	Round_1_Replicate_2	-1346.23	2702.46	71.49	19975.87	0.9645,0.1164,5.391,1.1827,0.0534
our_model	Round_1_Replicate_3	-2097.17	4204.34	1514.15	6770.34	2.804,0.3084,1.0078,2.689,30.0
our_model	Round_1_Replicate_4	-2046.82	4103.64	1416.09	4416.31	4.3657,0.4297,0.6611,1.9508,30.0
our_model	Round_1_Replicate_5	-1324.29	2658.58	26.75	19926.14	0.9932,0.1136,5.1661,1.7159,0.0551
our_model	Round_1_Replicate_6	-1994.12	3998.24	1307.63	7517.71	2.6257,0.2134,1.1461,3.9923,30.0
our_model	Round_1_Replicate_7	-2037.29	4084.58	1397.26	4015.3	4.823,0.4613,0.6023,1.8216,30.0
our_model	Round_1_Replicate_8	-2113.85	4237.7	1546.25	4590.97	4.1213,0.4662,0.6828,1.7742,30.0
our_model	Round_1_Replicate_9	-2128.28	4266.56	1573.4	8346.95	2.2568,0.2619,1.2395,3.1512,30.0
our_model	Round_1_Replicate_10	-1311.48	2632.96	1.1	19983.1	1.0001,0.1028,5.0398,2.3336,0.0511
our_model	Round_2_Replicate_1	-1311.85	2633.7	1.82	19955.63	1.0088,0.1037,4.9845,2.3894,0.0521
our_model	Round_2_Replicate_2	-1372.73	2755.46	126.44	19869.76	1.2512,0.0766,4.3785,3.3046,0.0361
our_model	Round_2_Replicate_3	-1322.85	2655.7	23.67	20048.46	0.994,0.0883,4.6224,3.2969,0.044
our_model	Round_2_Replicate_4	-1312.1	2634.2	2.35	19963.27	1.0068,0.103,4.9824,2.2313,0.0506
our_model	Round_2_Replicate_5	-1313.23	2636.46	4.57	20004.23	1.0038,0.0957,4.8058,2.8749,0.0486
our_model	Round_2_Replicate_6	-1311.4	2632.8	0.94	20021.22	0.9986,0.0976,5.0004,2.5307,0.0484
our_model	Round_2_Replicate_7	-1310.99	2631.98	0.11	19997.1	1.0018,0.1001,5.0095,2.4501,0.0498
our_model	Round_2_Replicate_8	-1359.25	2728.5	98.69	19906.01	1.1976,0.079,4.5903,3.2719,0.0376
our_model	Round_2_Replicate_9	-1354.73	2719.46	86.87	19765.14	1.0249,0.1275,5.1832,1.5309,0.0632
our_model	Round_2_Replicate_10	-1357.54	2725.08	95.4	19943.91	1.1721,0.0791,4.7536,3.2776,0.0377
our_model	Round_2_Replicate_11	-1349.54	2709.08	78.81	20032.33	1.0617,0.084,4.7468,1.9929,0.0375
our_model	Round_2_Replicate_12	-1311.2	2632.4	0.53	19972.39	1.0092,0.1017,5.0012,2.4194,0.0507
our_model	Round_2_Replicate_13	-1315.4	2640.8	8.85	19899.73	1.0095,0.1055,4.7338,2.4828,0.0529
our_model	Round_2_Replicate_14	-1311.22	2632.44	0.58	19993.35	0.9983,0.1021,5.0541,2.4157,0.0511
our_model	Round_2_Replicate_15	-1310.95	2631.9	0.04	19993.56	1.0033,0.1001,4.997,2.4738,0.0499
our_model	Round_2_Replicate_16	-1311.11	2632.22	0.36	20010.25	0.9997,0.0983,4.9741,2.5552,0.049
our_model	Round_2_Replicate_17	-1325.92	2661.84	29.9	19977.85	0.9653,0.114,5.2633,1.8058,0.0556
our_model	Round_2_Replicate_18	-1312.35	2634.7	2.84	19930.73	1.0277,0.1032,4.9902,2.4293,0.0519
our_model	Round_2_Replicate_19	-1412.12	2834.24	210.95	20068.11	1.1256,0.0677,4.188,2.7084,0.0294
our_model	Round_2_Replicate_20	-1312.99	2635.98	4.12	19943.14	1.0397,0.098,4.9156,2.7669,0.0496
