301375  , -77436.6    , array([ 24.6076    ,  0.696122   ,  4.9013e-35 ,  1.77645e-31,  0.000966991])
301376  , -77436.6    , array([ 24.6323    ,  0.696122   ,  4.9013e-35 ,  1.77645e-31,  0.000966991])
301377  , -77438.1    , array([ 24.6076    ,  0.696819   ,  4.9013e-35 ,  1.77645e-31,  0.000966991])
301378  , -77436.6    , array([ 24.6076    ,  0.696122   ,  4.90621e-35,  1.77645e-31,  0.000966991])
301379  , -77436.6    , array([ 24.6076    ,  0.696122   ,  4.9013e-35 ,  1.77823e-31,  0.000966991])
301380  , -77434.9    , array([ 24.6076    ,  0.696122   ,  4.9013e-35 ,  1.77645e-31,  0.000967959])
301381  , -77436.6    , array([ 24.6076    ,  0.696122   ,  4.9013e-35 ,  1.77645e-31,  0.000966991])
301382  , -72582.8    , array([ 24.2757    ,  0.344085   ,  4.9013e-35 ,  1.77645e-31,  0.00199352 ])
301383  , -72582.8    , array([ 24.2757    ,  0.344085   ,  4.9013e-35 ,  1.77645e-31,  0.00199352 ])
301384  , -72582.9    , array([ 24.2999    ,  0.344085   ,  4.9013e-35 ,  1.77645e-31,  0.00199352 ])
301385  , -72588.9    , array([ 24.2757    ,  0.344429   ,  4.9013e-35 ,  1.77645e-31,  0.00199352 ])
301386  , -72582.8    , array([ 24.2757    ,  0.344085   ,  4.90621e-35,  1.77645e-31,  0.00199352 ])
301387  , -72582.8    , array([ 24.2757    ,  0.344085   ,  4.9013e-35 ,  1.77823e-31,  0.00199352 ])
301388  , -72576.7    , array([ 24.2757    ,  0.344085   ,  4.9013e-35 ,  1.77645e-31,  0.00199551 ])
301389  , -46978.1    , array([ 22.9919    ,  0.0205393  ,  4.9013e-35 ,  1.77645e-31,  0.0360087  ])
301390  , -46978.1    , array([ 22.9919    ,  0.0205393  ,  4.9013e-35 ,  1.77645e-31,  0.0360087  ])
301391  , -46978.2    , array([ 23.0149    ,  0.0205393  ,  4.9013e-35 ,  1.77645e-31,  0.0360087  ])
301392  , -46914      , array([ 22.9919    ,  0.0205599  ,  4.9013e-35 ,  1.77645e-31,  0.0360087  ])
301393  , -46978.1    , array([ 22.9919    ,  0.0205393  ,  4.90621e-35,  1.77645e-31,  0.0360087  ])
301394  , -46978.1    , array([ 22.9919    ,  0.0205393  ,  4.9013e-35 ,  1.77823e-31,  0.0360087  ])
301395  , -47041      , array([ 22.9919    ,  0.0205393  ,  4.9013e-35 ,  1.77645e-31,  0.0360447  ])
301396  , -68763.1    , array([ 24.1603    ,  0.268777   ,  4.9013e-35 ,  1.77645e-31,  0.00256897 ])
301397  , -68763.1    , array([ 24.1603    ,  0.268777   ,  4.9013e-35 ,  1.77645e-31,  0.00256897 ])
301398  , -68763.1    , array([ 24.1845    ,  0.268777   ,  4.9013e-35 ,  1.77645e-31,  0.00256897 ])
301399  , -68772.4    , array([ 24.1603    ,  0.269046   ,  4.9013e-35 ,  1.77645e-31,  0.00256897 ])
301400  , -68763.1    , array([ 24.1603    ,  0.268777   ,  4.90621e-35,  1.77645e-31,  0.00256897 ])
301401  , -68763.1    , array([ 24.1603    ,  0.268777   ,  4.9013e-35 ,  1.77823e-31,  0.00256897 ])
301402  , -68753.7    , array([ 24.1603    ,  0.268777   ,  4.9013e-35 ,  1.77645e-31,  0.00257154 ])
301403  , -1974.58    , array([ 23.3544    ,  0.0462458  ,  4.9013e-35 ,  1.77645e-31,  0.0156495  ])
301404  , -1974.58    , array([ 23.3544    ,  0.0462458  ,  4.9013e-35 ,  1.77645e-31,  0.0156495  ])
301405  , -1974.61    , array([ 23.3778    ,  0.0462458  ,  4.9013e-35 ,  1.77645e-31,  0.0156495  ])
301406  , -1976.36    , array([ 23.3544    ,  0.0462921  ,  4.9013e-35 ,  1.77645e-31,  0.0156495  ])
301407  , -1974.58    , array([ 23.3544    ,  0.0462458  ,  4.90621e-35,  1.77645e-31,  0.0156495  ])
301408  , -1974.58    , array([ 23.3544    ,  0.0462458  ,  4.9013e-35 ,  1.77823e-31,  0.0156495  ])
301409  , -1972.68    , array([ 23.3544    ,  0.0462458  ,  4.9013e-35 ,  1.77645e-31,  0.0156652  ])
301410  , -1920.02    , array([ 23.3396    ,  0.0447492  ,  4.9013e-35 ,  1.77645e-31,  0.0161872  ])
301411  , -1920.02    , array([ 23.3396    ,  0.0447492  ,  4.9013e-35 ,  1.77645e-31,  0.0161872  ])
301412  , -1920.04    , array([ 23.363     ,  0.0447492  ,  4.9013e-35 ,  1.77645e-31,  0.0161872  ])
301413  , -1919.72    , array([ 23.3396    ,  0.044794   ,  4.9013e-35 ,  1.77645e-31,  0.0161872  ])
301414  , -1920.02    , array([ 23.3396    ,  0.0447492  ,  4.90621e-35,  1.77645e-31,  0.0161872  ])
301415  , -1920.02    , array([ 23.3396    ,  0.0447492  ,  4.9013e-35 ,  1.77823e-31,  0.0161872  ])
301416  , -1920.15    , array([ 23.3396    ,  0.0447492  ,  4.9013e-35 ,  1.77645e-31,  0.0162034  ])
301424  , -1919.72    , array([ 23.3285    ,  0.044816   ,  4.9013e-35 ,  1.77645e-31,  0.0162127  ])
301425  , -1919.72    , array([ 23.3285    ,  0.044816   ,  4.9013e-35 ,  1.77645e-31,  0.0162127  ])
301426  , -1919.75    , array([ 23.3518    ,  0.044816   ,  4.9013e-35 ,  1.77645e-31,  0.0162127  ])
301427  , -1919.43    , array([ 23.3285    ,  0.0448608  ,  4.9013e-35 ,  1.77645e-31,  0.0162127  ])
301428  , -1919.72    , array([ 23.3285    ,  0.044816   ,  4.90621e-35,  1.77645e-31,  0.0162127  ])
301429  , -1919.72    , array([ 23.3285    ,  0.044816   ,  4.9013e-35 ,  1.77823e-31,  0.0162127  ])
301430  , -1919.85    , array([ 23.3285    ,  0.044816   ,  4.9013e-35 ,  1.77645e-31,  0.016229   ])
301431  , -1919.56    , array([ 23.3224    ,  0.0448525  ,  4.9013e-35 ,  1.77645e-31,  0.0162268  ])
