317514  , -1.95677e+06, array([ 0.0231469  ,  45.4134    ,  4.00543e-19,  3.76332e-38,  2.62053    ])
317515  , -1.9567e+06 , array([ 0.0231701  ,  45.4134    ,  4.00543e-19,  3.76332e-38,  2.62053    ])
317516  , -1.95679e+06, array([ 0.0231469  ,  45.4588    ,  4.00543e-19,  3.76332e-38,  2.62053    ])
317517  , -1.95673e+06, array([ 0.0231469  ,  45.4134    ,  4.00944e-19,  3.76332e-38,  2.62053    ])
317518  , -1.95677e+06, array([ 0.0231469  ,  45.4134    ,  4.00543e-19,  3.76709e-38,  2.62053    ])
317519  , -1.95681e+06, array([ 0.0231469  ,  45.4134    ,  4.00543e-19,  3.76332e-38,  2.62315    ])
317520  , -1.95677e+06, array([ 0.0231469  ,  45.4134    ,  4.00543e-19,  3.76332e-38,  2.62053    ])
317521  , -1.5136e+06 , array([ 0.0510993  ,  35.8158    ,  6.12058e-19,  3.76332e-38,  1.76359    ])
317522  , -1.5136e+06 , array([ 0.0510993  ,  35.8158    ,  6.12058e-19,  3.76332e-38,  1.76359    ])
317523  , -1.51225e+06, array([ 0.0511504  ,  35.8158    ,  6.12058e-19,  3.76332e-38,  1.76359    ])
317524  , -1.51362e+06, array([ 0.0510993  ,  35.8516    ,  6.12058e-19,  3.76332e-38,  1.76359    ])
317525  , -1.5136e+06 , array([ 0.0510993  ,  35.8158    ,  6.12671e-19,  3.76332e-38,  1.76359    ])
317526  , -1.5136e+06 , array([ 0.0510993  ,  35.8158    ,  6.12058e-19,  3.76709e-38,  1.76359    ])
317527  , -1.51497e+06, array([ 0.0510993  ,  35.8158    ,  6.12058e-19,  3.76332e-38,  1.76536    ])
317528  , -52938.1    , array([ 1.21366    ,  13.856     ,  3.33708e-18,  3.76332e-38,  0.361772   ])
317529  , -52938.1    , array([ 1.21366    ,  13.856     ,  3.33708e-18,  3.76332e-38,  0.361772   ])
317530  , -52920.3    , array([ 1.21488    ,  13.856     ,  3.33708e-18,  3.76332e-38,  0.361772   ])
317531  , -52944.7    , array([ 1.21366    ,  13.8698    ,  3.33708e-18,  3.76332e-38,  0.361772   ])
317532  , -52938.1    , array([ 1.21366    ,  13.856     ,  3.34042e-18,  3.76332e-38,  0.361772   ])
317533  , -52938.1    , array([ 1.21366    ,  13.856     ,  3.33708e-18,  3.76709e-38,  0.361772   ])
317534  , -52962.9    , array([ 1.21366    ,  13.856     ,  3.33708e-18,  3.76332e-38,  0.362134   ])
317542  , -44226.9    , array([ 1.34876    ,  12.5486    ,  2.16161e-18,  3.76332e-38,  0.15099    ])
317543  , -44226.9    , array([ 1.34876    ,  12.5486    ,  2.16161e-18,  3.76332e-38,  0.15099    ])
317544  , -44233.3    , array([ 1.35011    ,  12.5486    ,  2.16161e-18,  3.76332e-38,  0.15099    ])
317545  , -44231.7    , array([ 1.34876    ,  12.5611    ,  2.16161e-18,  3.76332e-38,  0.15099    ])
317546  , -44226.9    , array([ 1.34876    ,  12.5486    ,  2.16377e-18,  3.76332e-38,  0.15099    ])
317547  , -44226.9    , array([ 1.34876    ,  12.5486    ,  2.16161e-18,  3.76709e-38,  0.15099    ])
317548  , -44222.4    , array([ 1.34876    ,  12.5486    ,  2.16161e-18,  3.76332e-38,  0.151141   ])
317549  , -19206.4    , array([ 0.509551   ,  0.655078   ,  2.27161e-18,  3.76332e-38,  0.0814598  ])
317550  , -19206.4    , array([ 0.509551   ,  0.655078   ,  2.27161e-18,  3.76332e-38,  0.0814598  ])
317551  , -19195.1    , array([ 0.510061   ,  0.655078   ,  2.27161e-18,  3.76332e-38,  0.0814598  ])
317552  , -19220.4    , array([ 0.509551   ,  0.655734   ,  2.27161e-18,  3.76332e-38,  0.0814598  ])
317553  , -19206.4    , array([ 0.509551   ,  0.655078   ,  2.27388e-18,  3.76332e-38,  0.0814598  ])
317554  , -19206.4    , array([ 0.509551   ,  0.655078   ,  2.27161e-18,  3.76709e-38,  0.0814598  ])
317555  , -19203.9    , array([ 0.509551   ,  0.655078   ,  2.27161e-18,  3.76332e-38,  0.0815413  ])
317563  , -19184.3    , array([ 0.50917    ,  0.653593   ,  2.27169e-18,  3.76332e-38,  0.0814212  ])
317564  , -19184.3    , array([ 0.50917    ,  0.653593   ,  2.27169e-18,  3.76332e-38,  0.0814212  ])
317565  , -19172.9    , array([ 0.50968    ,  0.653593   ,  2.27169e-18,  3.76332e-38,  0.0814212  ])
317566  , -19198.3    , array([ 0.50917    ,  0.654247   ,  2.27169e-18,  3.76332e-38,  0.0814212  ])
317567  , -19184.3    , array([ 0.50917    ,  0.653593   ,  2.27397e-18,  3.76332e-38,  0.0814212  ])
317568  , -19184.3    , array([ 0.50917    ,  0.653593   ,  2.27169e-18,  3.76709e-38,  0.0814212  ])
317569  , -19181.8    , array([ 0.50917    ,  0.653593   ,  2.27169e-18,  3.76332e-38,  0.0815027  ])
317570  , -96775.5    , array([ 0.136942   ,  0.0121717  ,  2.42902e-18,  3.76332e-38,  0.0354137  ])
317571  , -96775.5    , array([ 0.136942   ,  0.0121717  ,  2.42902e-18,  3.76332e-38,  0.0354137  ])
317572  , -96762.7    , array([ 0.137079   ,  0.0121717  ,  2.42902e-18,  3.76332e-38,  0.0354137  ])
317573  , -96670.3    , array([ 0.136942   ,  0.0121839  ,  2.42902e-18,  3.76332e-38,  0.0354137  ])
317574  , -96775.5    , array([ 0.136942   ,  0.0121717  ,  2.43145e-18,  3.76332e-38,  0.0354137  ])
317575  , -96775.5    , array([ 0.136942   ,  0.0121717  ,  2.42902e-18,  3.76709e-38,  0.0354137  ])
317576  , -96888.9    , array([ 0.136942   ,  0.0121717  ,  2.42902e-18,  3.76332e-38,  0.0354491  ])
317577  , -11719      , array([ 0.356804   ,  0.222264   ,  2.31326e-18,  3.76332e-38,  0.0649879  ])
317578  , -11719      , array([ 0.356804   ,  0.222264   ,  2.31326e-18,  3.76332e-38,  0.0649879  ])
317579  , -11703.8    , array([ 0.357161   ,  0.222264   ,  2.31326e-18,  3.76332e-38,  0.0649879  ])
317580  , -11724.6    , array([ 0.356804   ,  0.222486   ,  2.31326e-18,  3.76332e-38,  0.0649879  ])
317581  , -11719      , array([ 0.356804   ,  0.222264   ,  2.31558e-18,  3.76332e-38,  0.0649879  ])
317582  , -11719      , array([ 0.356804   ,  0.222264   ,  2.31326e-18,  3.76709e-38,  0.0649879  ])
317583  , -11727.5    , array([ 0.356804   ,  0.222264   ,  2.31326e-18,  3.76332e-38,  0.0650529  ])
317591  , -11711.8    , array([ 0.356801   ,  0.22195    ,  2.31208e-18,  3.76332e-38,  0.0649932  ])
317592  , -11711.8    , array([ 0.356801   ,  0.22195    ,  2.31208e-18,  3.76332e-38,  0.0649932  ])
317593  , -11696.6    , array([ 0.357157   ,  0.22195    ,  2.31208e-18,  3.76332e-38,  0.0649932  ])
317594  , -11717.5    , array([ 0.356801   ,  0.222172   ,  2.31208e-18,  3.76332e-38,  0.0649932  ])
317595  , -11711.8    , array([ 0.356801   ,  0.22195    ,  2.3144e-18 ,  3.76332e-38,  0.0649932  ])
317596  , -11711.8    , array([ 0.356801   ,  0.22195    ,  2.31208e-18,  3.76709e-38,  0.0649932  ])
317597  , -11720.4    , array([ 0.356801   ,  0.22195    ,  2.31208e-18,  3.76332e-38,  0.0650582  ])
317598  , -11141.1    , array([ 0.356233   ,  0.172739   ,  2.11223e-18,  3.76332e-38,  0.0659413  ])
317599  , -11141.1    , array([ 0.356233   ,  0.172739   ,  2.11223e-18,  3.76332e-38,  0.0659413  ])
317600  , -11126.3    , array([ 0.35659    ,  0.172739   ,  2.11223e-18,  3.76332e-38,  0.0659413  ])
317601  , -11141.2    , array([ 0.356233   ,  0.172912   ,  2.11223e-18,  3.76332e-38,  0.0659413  ])
317602  , -11141.1    , array([ 0.356233   ,  0.172739   ,  2.11434e-18,  3.76332e-38,  0.0659413  ])
317603  , -11141.1    , array([ 0.356233   ,  0.172739   ,  2.11223e-18,  3.76709e-38,  0.0659413  ])
317604  , -11154.7    , array([ 0.356233   ,  0.172739   ,  2.11223e-18,  3.76332e-38,  0.0660072  ])
317605  , -10028      , array([ 0.372924   ,  0.169264   ,  1.94567e-18,  3.76332e-38,  0.0636334  ])
317606  , -10028      , array([ 0.372924   ,  0.169264   ,  1.94567e-18,  3.76332e-38,  0.0636334  ])
317607  , -10014.6    , array([ 0.373297   ,  0.169264   ,  1.94567e-18,  3.76332e-38,  0.0636334  ])
317608  , -10028.3    , array([ 0.372924   ,  0.169433   ,  1.94567e-18,  3.76332e-38,  0.0636334  ])
317609  , -10028      , array([ 0.372924   ,  0.169264   ,  1.94762e-18,  3.76332e-38,  0.0636334  ])
317610  , -10028      , array([ 0.372924   ,  0.169264   ,  1.94567e-18,  3.76709e-38,  0.0636334  ])
317611  , -10040.4    , array([ 0.372924   ,  0.169264   ,  1.94567e-18,  3.76332e-38,  0.0636971  ])
317612  , -6558.66    , array([ 0.447879   ,  0.156049   ,  1.40083e-18,  3.76332e-38,  0.0551819  ])
317613  , -6558.66    , array([ 0.447879   ,  0.156049   ,  1.40083e-18,  3.76332e-38,  0.0551819  ])
317614  , -6549.83    , array([ 0.448327   ,  0.156049   ,  1.40083e-18,  3.76332e-38,  0.0551819  ])
317615  , -6559.66    , array([ 0.447879   ,  0.156205   ,  1.40083e-18,  3.76332e-38,  0.0551819  ])
317616  , -6558.66    , array([ 0.447879   ,  0.156049   ,  1.40223e-18,  3.76332e-38,  0.0551819  ])
317617  , -6558.66    , array([ 0.447879   ,  0.156049   ,  1.40083e-18,  3.76709e-38,  0.0551819  ])
317618  , -6566.11    , array([ 0.447879   ,  0.156049   ,  1.40083e-18,  3.76332e-38,  0.0552371  ])
317619  , -3103.84    , array([ 0.586136   ,  0.111808   ,  7.66602e-19,  3.76332e-38,  0.0391975  ])
317620  , -3103.84    , array([ 0.586136   ,  0.111808   ,  7.66602e-19,  3.76332e-38,  0.0391975  ])
317621  , -3100.42    , array([ 0.586723   ,  0.111808   ,  7.66602e-19,  3.76332e-38,  0.0391975  ])
317622  , -3104.47    , array([ 0.586136   ,  0.111919   ,  7.66602e-19,  3.76332e-38,  0.0391975  ])
317623  , -3103.84    , array([ 0.586136   ,  0.111808   ,  7.67369e-19,  3.76332e-38,  0.0391975  ])
317624  , -3103.84    , array([ 0.586136   ,  0.111808   ,  7.66602e-19,  3.76709e-38,  0.0391975  ])
317625  , -3106.49    , array([ 0.586136   ,  0.111808   ,  7.66602e-19,  3.76332e-38,  0.0392367  ])
317626  , -2188.39    , array([ 0.693478   ,  0.0888544  ,  5.21146e-19,  3.76332e-38,  0.0315581  ])
317627  , -2188.39    , array([ 0.693478   ,  0.0888544  ,  5.21146e-19,  3.76332e-38,  0.0315581  ])
317628  , -2186.73    , array([ 0.694172   ,  0.0888544  ,  5.21146e-19,  3.76332e-38,  0.0315581  ])
317629  , -2188.53    , array([ 0.693478   ,  0.0889433  ,  5.21146e-19,  3.76332e-38,  0.0315581  ])
317630  , -2188.39    , array([ 0.693478   ,  0.0888544  ,  5.21667e-19,  3.76332e-38,  0.0315581  ])
317631  , -2188.39    , array([ 0.693478   ,  0.0888544  ,  5.21146e-19,  3.76709e-38,  0.0315581  ])
317632  , -2189.76    , array([ 0.693478   ,  0.0888544  ,  5.21146e-19,  3.76332e-38,  0.0315897  ])
317633  , -1814.28    , array([ 0.827027   ,  0.0750412  ,  3.63395e-19,  3.76332e-38,  0.0266048  ])
317634  , -1814.28    , array([ 0.827027   ,  0.0750412  ,  3.63395e-19,  3.76332e-38,  0.0266048  ])
317635  , -1813.53    , array([ 0.827855   ,  0.0750412  ,  3.63395e-19,  3.76332e-38,  0.0266048  ])
317636  , -1814.43    , array([ 0.827027   ,  0.0751163  ,  3.63395e-19,  3.76332e-38,  0.0266048  ])
317637  , -1814.28    , array([ 0.827027   ,  0.0750412  ,  3.63759e-19,  3.76332e-38,  0.0266048  ])
317638  , -1814.28    , array([ 0.827027   ,  0.0750412  ,  3.63395e-19,  3.76709e-38,  0.0266048  ])
317639  , -1814.73    , array([ 0.827027   ,  0.0750412  ,  3.63395e-19,  3.76332e-38,  0.0266314  ])
317640  , -1692.07    , array([ 0.969847   ,  0.0674346  ,  2.7109e-19 ,  3.76332e-38,  0.024063   ])
317641  , -1692.07    , array([ 0.969847   ,  0.0674346  ,  2.7109e-19 ,  3.76332e-38,  0.024063   ])
317642  , -1691.72    , array([ 0.970818   ,  0.0674346  ,  2.7109e-19 ,  3.76332e-38,  0.024063   ])
317643  , -1692.04    , array([ 0.969847   ,  0.0675021  ,  2.7109e-19 ,  3.76332e-38,  0.024063   ])
317644  , -1692.07    , array([ 0.969847   ,  0.0674346  ,  2.71361e-19,  3.76332e-38,  0.024063   ])
317645  , -1692.07    , array([ 0.969847   ,  0.0674346  ,  2.7109e-19 ,  3.76709e-38,  0.024063   ])
317646  , -1692.31    , array([ 0.969847   ,  0.0674346  ,  2.7109e-19 ,  3.76332e-38,  0.0240871  ])
317647  , -1652       , array([ 1.12156    ,  0.0644792  ,  2.14415e-19,  3.76332e-38,  0.0229435  ])
317648  , -1652       , array([ 1.12156    ,  0.0644792  ,  2.14415e-19,  3.76332e-38,  0.0229435  ])
317649  , -1651.84    , array([ 1.12268    ,  0.0644792  ,  2.14415e-19,  3.76332e-38,  0.0229435  ])
317650  , -1652.07    , array([ 1.12156    ,  0.0645437  ,  2.14415e-19,  3.76332e-38,  0.0229435  ])
317651  , -1652       , array([ 1.12156    ,  0.0644792  ,  2.1463e-19 ,  3.76332e-38,  0.0229435  ])
317652  , -1652       , array([ 1.12156    ,  0.0644792  ,  2.14415e-19,  3.76709e-38,  0.0229435  ])
317653  , -1651.95    , array([ 1.12156    ,  0.0644792  ,  2.14415e-19,  3.76332e-38,  0.0229665  ])
317654  , -1639.77    , array([ 1.25969    ,  0.0636123  ,  1.80824e-19,  3.76332e-38,  0.0227526  ])
317655  , -1639.77    , array([ 1.25969    ,  0.0636123  ,  1.80824e-19,  3.76332e-38,  0.0227526  ])
317656  , -1639.71    , array([ 1.26095    ,  0.0636123  ,  1.80824e-19,  3.76332e-38,  0.0227526  ])
317657  , -1639.73    , array([ 1.25969    ,  0.0636759  ,  1.80824e-19,  3.76332e-38,  0.0227526  ])
317658  , -1639.77    , array([ 1.25969    ,  0.0636123  ,  1.81005e-19,  3.76332e-38,  0.0227526  ])
317659  , -1639.77    , array([ 1.25969    ,  0.0636123  ,  1.80824e-19,  3.76709e-38,  0.0227526  ])
317660  , -1639.78    , array([ 1.25969    ,  0.0636123  ,  1.80824e-19,  3.76332e-38,  0.0227754  ])
317661  , -1635.52    , array([ 1.36954    ,  0.0646286  ,  1.62468e-19,  3.76332e-38,  0.0230777  ])
317662  , -1635.52    , array([ 1.36954    ,  0.0646286  ,  1.62468e-19,  3.76332e-38,  0.0230777  ])
317663  , -1635.5     , array([ 1.37091    ,  0.0646286  ,  1.62468e-19,  3.76332e-38,  0.0230777  ])
317664  , -1635.56    , array([ 1.36954    ,  0.0646933  ,  1.62468e-19,  3.76332e-38,  0.0230777  ])
317665  , -1635.52    , array([ 1.36954    ,  0.0646286  ,  1.62631e-19,  3.76332e-38,  0.0230777  ])
317666  , -1635.52    , array([ 1.36954    ,  0.0646286  ,  1.62468e-19,  3.76709e-38,  0.0230777  ])
317667  , -1635.43    , array([ 1.36954    ,  0.0646286  ,  1.62468e-19,  3.76332e-38,  0.0231008  ])
317668  , -1633.84    , array([ 1.43211    ,  0.0658028  ,  1.54579e-19,  3.76332e-38,  0.023562   ])
317669  , -1633.84    , array([ 1.43211    ,  0.0658028  ,  1.54579e-19,  3.76332e-38,  0.023562   ])
317670  , -1633.85    , array([ 1.43354    ,  0.0658028  ,  1.54579e-19,  3.76332e-38,  0.023562   ])
317671  , -1633.83    , array([ 1.43211    ,  0.0658686  ,  1.54579e-19,  3.76332e-38,  0.023562   ])
317672  , -1633.84    , array([ 1.43211    ,  0.0658028  ,  1.54734e-19,  3.76332e-38,  0.023562   ])
317673  , -1633.84    , array([ 1.43211    ,  0.0658028  ,  1.54579e-19,  3.76709e-38,  0.023562   ])
317674  , -1633.82    , array([ 1.43211    ,  0.0658028  ,  1.54579e-19,  3.76332e-38,  0.0235856  ])
317675  , -1632.98    , array([ 1.45113    ,  0.066942   ,  1.53495e-19,  3.76332e-38,  0.0239661  ])
317676  , -1632.98    , array([ 1.45113    ,  0.066942   ,  1.53495e-19,  3.76332e-38,  0.0239661  ])
317677  , -1632.99    , array([ 1.45258    ,  0.066942   ,  1.53495e-19,  3.76332e-38,  0.0239661  ])
317678  , -1632.99    , array([ 1.45113    ,  0.067009   ,  1.53495e-19,  3.76332e-38,  0.0239661  ])
317679  , -1632.98    , array([ 1.45113    ,  0.066942   ,  1.53649e-19,  3.76332e-38,  0.0239661  ])
317680  , -1632.98    , array([ 1.45113    ,  0.066942   ,  1.53495e-19,  3.76709e-38,  0.0239661  ])
317681  , -1632.96    , array([ 1.45113    ,  0.066942   ,  1.53495e-19,  3.76332e-38,  0.0239901  ])
317682  , -1632.57    , array([ 1.44552    ,  0.0675891  ,  1.55343e-19,  3.76332e-38,  0.0242067  ])
317683  , -1632.57    , array([ 1.44552    ,  0.0675891  ,  1.55343e-19,  3.76332e-38,  0.0242067  ])
317684  , -1632.58    , array([ 1.44697    ,  0.0675891  ,  1.55343e-19,  3.76332e-38,  0.0242067  ])
317685  , -1632.57    , array([ 1.44552    ,  0.0676567  ,  1.55343e-19,  3.76332e-38,  0.0242067  ])
317686  , -1632.57    , array([ 1.44552    ,  0.0675891  ,  1.55499e-19,  3.76332e-38,  0.0242067  ])
317687  , -1632.57    , array([ 1.44552    ,  0.0675891  ,  1.55343e-19,  3.76709e-38,  0.0242067  ])
