1347    , -13142.8    , array([ 2.52092    ,  0.0631363  ,  9.9        ,  9.9        ,  0.010986   ])
1348    , -13143.1    , array([ 2.52344    ,  0.0631363  ,  9.9        ,  9.9        ,  0.010986   ])
1349    , -13164.3    , array([ 2.52092    ,  0.0631994  ,  9.9        ,  9.9        ,  0.010986   ])
1350    , -13144.5    , array([ 2.52092    ,  0.0631363  ,  9.9099     ,  9.9        ,  0.010986   ])
1351    , -13145.4    , array([ 2.52092    ,  0.0631363  ,  9.9        ,  9.9099     ,  0.010986   ])
1352    , -13125.3    , array([ 2.52092    ,  0.0631363  ,  9.9        ,  9.9        ,  0.010997   ])
1353    , -13142.8    , array([ 2.52092    ,  0.0631363  ,  9.9        ,  9.9        ,  0.010986   ])
1354    , -3628.59    , array([ 2.48941    ,  0.0289821  ,  9.31142    ,  8.99865    ,  0.0206917  ])
1355    , -3628.59    , array([ 2.48941    ,  0.0289821  ,  9.31142    ,  8.99865    ,  0.0206917  ])
1356    , -3628.82    , array([ 2.4919     ,  0.0289821  ,  9.31142    ,  8.99865    ,  0.0206917  ])
1357    , -3618.71    , array([ 2.48941    ,  0.0290111  ,  9.31142    ,  8.99865    ,  0.0206917  ])
1358    , -3628.65    , array([ 2.48941    ,  0.0289821  ,  9.32073    ,  8.99865    ,  0.0206917  ])
1359    , -3626.13    , array([ 2.48941    ,  0.0289821  ,  9.31142    ,  9.00766    ,  0.0206917  ])
1360    , -3635.08    , array([ 2.48941    ,  0.0289821  ,  9.31142    ,  8.99865    ,  0.0207124  ])
1368    , -3627.97    , array([ 2.48921    ,  0.0289861  ,  9.3098     ,  9.00129    ,  0.0206964  ])
1369    , -3627.97    , array([ 2.48921    ,  0.0289861  ,  9.3098     ,  9.00129    ,  0.0206964  ])
1370    , -3628.2     , array([ 2.4917     ,  0.0289861  ,  9.3098     ,  9.00129    ,  0.0206964  ])
1371    , -3618.1     , array([ 2.48921    ,  0.0290151  ,  9.3098     ,  9.00129    ,  0.0206964  ])
1372    , -3628.03    , array([ 2.48921    ,  0.0289861  ,  9.31912    ,  9.00129    ,  0.0206964  ])
1373    , -3625.51    , array([ 2.48921    ,  0.0289861  ,  9.3098     ,  9.0103     ,  0.0206964  ])
1374    , -3634.46    , array([ 2.48921    ,  0.0289861  ,  9.3098     ,  9.00129    ,  0.0207171  ])
1375    , -3627.36    , array([ 2.489      ,  0.0289901  ,  9.30819    ,  9.00393    ,  0.0207012  ])
1376    , -3627.36    , array([ 2.489      ,  0.0289901  ,  9.30819    ,  9.00393    ,  0.0207012  ])
1377    , -3627.58    , array([ 2.4915     ,  0.0289901  ,  9.30819    ,  9.00393    ,  0.0207012  ])
1378    , -3617.48    , array([ 2.489      ,  0.0290191  ,  9.30819    ,  9.00393    ,  0.0207012  ])
1379    , -3627.41    , array([ 2.489      ,  0.0289901  ,  9.3175     ,  9.00393    ,  0.0207012  ])
1380    , -3624.89    , array([ 2.489      ,  0.0289901  ,  9.30819    ,  9.01294    ,  0.0207012  ])
1381    , -3633.84    , array([ 2.489      ,  0.0289901  ,  9.30819    ,  9.00393    ,  0.0207219  ])
1389    , -3627.2     , array([ 2.48895    ,  0.0289911  ,  9.30778    ,  9.00459    ,  0.0207024  ])
1390    , -3627.2     , array([ 2.48895    ,  0.0289911  ,  9.30778    ,  9.00459    ,  0.0207024  ])
1391    , -3627.42    , array([ 2.49144    ,  0.0289911  ,  9.30778    ,  9.00459    ,  0.0207024  ])
1392    , -3617.32    , array([ 2.48895    ,  0.0290201  ,  9.30778    ,  9.00459    ,  0.0207024  ])
1393    , -3627.26    , array([ 2.48895    ,  0.0289911  ,  9.31709    ,  9.00459    ,  0.0207024  ])
1394    , -3624.74    , array([ 2.48895    ,  0.0289911  ,  9.30778    ,  9.0136     ,  0.0207024  ])
1395    , -3633.69    , array([ 2.48895    ,  0.0289911  ,  9.30778    ,  9.00459    ,  0.0207231  ])
1396    , -3627.04    , array([ 2.4889     ,  0.0289921  ,  9.30738    ,  9.00525    ,  0.0207036  ])
1397    , -3627.04    , array([ 2.4889     ,  0.0289921  ,  9.30738    ,  9.00525    ,  0.0207036  ])
1398    , -3627.27    , array([ 2.49139    ,  0.0289921  ,  9.30738    ,  9.00525    ,  0.0207036  ])
