1       , -59344.2    , array([ 0.00563234 ,  0.990924   ,  0.00963781 ,  0.051712   ])
2       , -59330      , array([ 0.00563797 ,  0.990924   ,  0.00963781 ,  0.051712   ])
3       , -59344.9    , array([ 0.00563234 ,  0.991915   ,  0.00963781 ,  0.051712   ])
4       , -59358.3    , array([ 0.00563234 ,  0.990924   ,  0.00964746 ,  0.051712   ])
5       , -59351.8    , array([ 0.00563234 ,  0.990924   ,  0.00963781 ,  0.0517638  ])
6       , -59344.2    , array([ 0.00563234 ,  0.990924   ,  0.00963781 ,  0.051712   ])
7       , -54184.9    , array([ 0.0109817  ,  0.959389   ,  0.0049515  ,  0.0360752  ])
8       , -54184.9    , array([ 0.0109817  ,  0.959389   ,  0.0049515  ,  0.0360752  ])
9       , -54186.2    , array([ 0.0109927  ,  0.959389   ,  0.0049515  ,  0.0360752  ])
10      , -54184.6    , array([ 0.0109817  ,  0.960348   ,  0.0049515  ,  0.0360752  ])
11      , -54183.7    , array([ 0.0109817  ,  0.959389   ,  0.00495645 ,  0.0360752  ])
12      , -54185.4    , array([ 0.0109817  ,  0.959389   ,  0.0049515  ,  0.0361113  ])
13      , -59308.8    , array([ 0.0010636  ,  14.8864    ,  0.0301719  ,  3.35897e-06])
14      , -59308.8    , array([ 0.0010636  ,  14.8864    ,  0.0301719  ,  3.35897e-06])
15      , -59308.7    , array([ 0.00106467 ,  14.8864    ,  0.0301719  ,  3.35897e-06])
16      , -59308.8    , array([ 0.0010636  ,  14.9013    ,  0.0301719  ,  3.35897e-06])
17      , -59308.8    , array([ 0.0010636  ,  14.8864    ,  0.0302021  ,  3.35897e-06])
18      , -59308.8    , array([ 0.0010636  ,  14.8864    ,  0.0301719  ,  3.36233e-06])
19      , -54608.3    , array([ 0.00745855 ,  1.51121    ,  0.00668035 ,  0.00774848 ])
20      , -54608.3    , array([ 0.00745855 ,  1.51121    ,  0.00668035 ,  0.00774848 ])
21      , -54608.9    , array([ 0.00746601 ,  1.51121    ,  0.00668035 ,  0.00774848 ])
22      , -54608.2    , array([ 0.00745855 ,  1.51272    ,  0.00668035 ,  0.00774848 ])
23      , -54607.7    , array([ 0.00745855 ,  1.51121    ,  0.00668704 ,  0.00774848 ])
24      , -54606.8    , array([ 0.00745855 ,  1.51121    ,  0.00668035 ,  0.00775624 ])
25      , -53886.2    , array([ 0.00960753 ,  1.12249    ,  0.00549136 ,  0.0212023  ])
26      , -53886.2    , array([ 0.00960753 ,  1.12249    ,  0.00549136 ,  0.0212023  ])
27      , -53887.2    , array([ 0.00961714 ,  1.12249    ,  0.00549136 ,  0.0212023  ])
28      , -53885.9    , array([ 0.00960753 ,  1.12361    ,  0.00549136 ,  0.0212023  ])
29      , -53885.2    , array([ 0.00960753 ,  1.12249    ,  0.00549685 ,  0.0212023  ])
30      , -53885.7    , array([ 0.00960753 ,  1.12249    ,  0.00549136 ,  0.0212236  ])
31      , -53865.4    , array([ 0.00879761 ,  16.7909    ,  0.00396335 ,  0.0239094  ])
32      , -53865.4    , array([ 0.00879761 ,  16.7909    ,  0.00396335 ,  0.0239094  ])
33      , -53867.1    , array([ 0.00880641 ,  16.7909    ,  0.00396335 ,  0.0239094  ])
34      , -53865.4    , array([ 0.00879761 ,  16.8077    ,  0.00396335 ,  0.0239094  ])
35      , -53863.7    , array([ 0.00879761 ,  16.7909    ,  0.00396731 ,  0.0239094  ])
36      , -53864.9    , array([ 0.00879761 ,  16.7909    ,  0.00396335 ,  0.0239333  ])
37      , -53836.5    , array([ 0.00377347 ,  16.0433    ,  0.00170179 ,  0.0241452  ])
38      , -53836.5    , array([ 0.00377347 ,  16.0433    ,  0.00170179 ,  0.0241452  ])
39      , -53838.1    , array([ 0.00377725 ,  16.0433    ,  0.00170179 ,  0.0241452  ])
40      , -53836.4    , array([ 0.00377347 ,  16.0594    ,  0.00170179 ,  0.0241452  ])
41      , -53834.8    , array([ 0.00377347 ,  16.0433    ,  0.0017035  ,  0.0241452  ])
42      , -53836      , array([ 0.00377347 ,  16.0433    ,  0.00170179 ,  0.0241694  ])
43      , -53780.5    , array([ 0.00336868 ,  14.4726    ,  0.00157978 ,  0.0238488  ])
44      , -53780.5    , array([ 0.00336868 ,  14.4726    ,  0.00157978 ,  0.0238488  ])
45      , -53782      , array([ 0.00337205 ,  14.4726    ,  0.00157978 ,  0.0238488  ])
46      , -53780.4    , array([ 0.00336868 ,  14.4871    ,  0.00157978 ,  0.0238488  ])
47      , -53778.9    , array([ 0.00336868 ,  14.4726    ,  0.00158136 ,  0.0238488  ])
48      , -53779.9    , array([ 0.00336868 ,  14.4726    ,  0.00157978 ,  0.0238726  ])
49      , -53600.3    , array([ 0.00213962 ,  9.58438    ,  0.00117315 ,  0.0226989  ])
50      , -53600.3    , array([ 0.00213962 ,  9.58438    ,  0.00117315 ,  0.0226989  ])
51      , -53601.5    , array([ 0.00214176 ,  9.58438    ,  0.00117315 ,  0.0226989  ])
52      , -53600.3    , array([ 0.00213962 ,  9.59397    ,  0.00117315 ,  0.0226989  ])
53      , -53599.1    , array([ 0.00213962 ,  9.58438    ,  0.00117432 ,  0.0226989  ])
54      , -53599.7    , array([ 0.00213962 ,  9.58438    ,  0.00117315 ,  0.0227216  ])
61      , -53600.3    , array([ 0.00213962 ,  9.58437    ,  0.00117315 ,  0.0226989  ])
62      , -53600.3    , array([ 0.00213962 ,  9.58437    ,  0.00117315 ,  0.0226989  ])
63      , -53601.5    , array([ 0.00214176 ,  9.58437    ,  0.00117315 ,  0.0226989  ])
64      , -53600.3    , array([ 0.00213962 ,  9.59396    ,  0.00117315 ,  0.0226989  ])
65      , -53599.1    , array([ 0.00213962 ,  9.58437    ,  0.00117432 ,  0.0226989  ])
66      , -53599.7    , array([ 0.00213962 ,  9.58437    ,  0.00117315 ,  0.0227216  ])
73      , -53600.3    , array([ 0.00213962 ,  9.58437    ,  0.00117315 ,  0.0226989  ])
74      , -53600.3    , array([ 0.00213962 ,  9.58437    ,  0.00117315 ,  0.0226989  ])
75      , -53601.5    , array([ 0.00214176 ,  9.58437    ,  0.00117315 ,  0.0226989  ])
76      , -53600.3    , array([ 0.00213962 ,  9.59396    ,  0.00117315 ,  0.0226989  ])
