6992    , -2436.07    , array([ 1.28431    ,  0.032269   ,  0.0221402  ,  1.4094e-19 ])
6993    , -2436.44    , array([ 1.2856     ,  0.032269   ,  0.0221402  ,  1.4094e-19 ])
6994    , -2436.07    , array([ 1.28431    ,  0.0323013  ,  0.0221402  ,  1.4094e-19 ])
6995    , -2436.17    , array([ 1.28431    ,  0.032269   ,  0.0221624  ,  1.4094e-19 ])
6996    , -2436.07    , array([ 1.28431    ,  0.032269   ,  0.0221402  ,  1.41081e-19])
6997    , -2436.07    , array([ 1.28431    ,  0.032269   ,  0.0221402  ,  1.4094e-19 ])
6998    , -2052.87    , array([ 0.485128   ,  0.032269   ,  0.0169214  ,  1.4094e-19 ])
6999    , -2052.87    , array([ 0.485128   ,  0.032269   ,  0.0169214  ,  1.4094e-19 ])
7000    , -2053.32    , array([ 0.485613   ,  0.032269   ,  0.0169214  ,  1.4094e-19 ])
7001    , -2052.87    , array([ 0.485128   ,  0.0323013  ,  0.0169214  ,  1.4094e-19 ])
7002    , -2052.63    , array([ 0.485128   ,  0.032269   ,  0.0169383  ,  1.4094e-19 ])
7003    , -2052.87    , array([ 0.485128   ,  0.032269   ,  0.0169214  ,  1.41081e-19])
7004    , -4556.07    , array([ 0.00987629 ,  0.032269   ,  0.00577363 ,  1.4094e-19 ])
7005    , -4556.07    , array([ 0.00987629 ,  0.032269   ,  0.00577363 ,  1.4094e-19 ])
7006    , -4552.38    , array([ 0.00988617 ,  0.032269   ,  0.00577363 ,  1.4094e-19 ])
7007    , -4556.07    , array([ 0.00987629 ,  0.0323013  ,  0.00577363 ,  1.4094e-19 ])
7008    , -4559.36    , array([ 0.00987629 ,  0.032269   ,  0.0057794  ,  1.4094e-19 ])
7009    , -4556.07    , array([ 0.00987629 ,  0.032269   ,  0.00577363 ,  1.41081e-19])
7010    , -1717.24    , array([ 0.165767   ,  0.032269   ,  0.0125796  ,  1.4094e-19 ])
7011    , -1717.24    , array([ 0.165767   ,  0.032269   ,  0.0125796  ,  1.4094e-19 ])
7012    , -1717.51    , array([ 0.165933   ,  0.032269   ,  0.0125796  ,  1.4094e-19 ])
7013    , -1717.24    , array([ 0.165767   ,  0.0323013  ,  0.0125796  ,  1.4094e-19 ])
7014    , -1716.93    , array([ 0.165767   ,  0.032269   ,  0.0125922  ,  1.4094e-19 ])
7015    , -1717.24    , array([ 0.165767   ,  0.032269   ,  0.0125796  ,  1.41081e-19])
7016    , -2323.22    , array([ 0.00249154 ,  0.032269   ,  0.0311015  ,  1.4094e-19 ])
7017    , -2323.22    , array([ 0.00249154 ,  0.032269   ,  0.0311015  ,  1.4094e-19 ])
7018    , -2323.07    , array([ 0.00249404 ,  0.032269   ,  0.0311015  ,  1.4094e-19 ])
7019    , -2323.22    , array([ 0.00249154 ,  0.0323013  ,  0.0311015  ,  1.4094e-19 ])
7020    , -2323.39    , array([ 0.00249154 ,  0.032269   ,  0.0311326  ,  1.4094e-19 ])
7021    , -2323.22    , array([ 0.00249154 ,  0.032269   ,  0.0311015  ,  1.41081e-19])
7022    , -1925.55    , array([ 0.0658469  ,  0.032269   ,  0.0153507  ,  1.4094e-19 ])
7023    , -1925.55    , array([ 0.0658469  ,  0.032269   ,  0.0153507  ,  1.4094e-19 ])
7024    , -1924.51    , array([ 0.0659128  ,  0.032269   ,  0.0153507  ,  1.4094e-19 ])
7025    , -1925.55    , array([ 0.0658469  ,  0.0323013  ,  0.0153507  ,  1.4094e-19 ])
7026    , -1926.17    , array([ 0.0658469  ,  0.032269   ,  0.0153661  ,  1.4094e-19 ])
7027    , -1925.55    , array([ 0.0658469  ,  0.032269   ,  0.0153507  ,  1.41081e-19])
7028    , -1644.35    , array([ 0.119374   ,  0.032269   ,  0.0135025  ,  1.4094e-19 ])
7029    , -1644.35    , array([ 0.119374   ,  0.032269   ,  0.0135025  ,  1.4094e-19 ])
7030    , -1644.38    , array([ 0.119493   ,  0.032269   ,  0.0135025  ,  1.4094e-19 ])
7031    , -1644.35    , array([ 0.119374   ,  0.0323013  ,  0.0135025  ,  1.4094e-19 ])
7032    , -1644.19    , array([ 0.119374   ,  0.032269   ,  0.013516   ,  1.4094e-19 ])
7033    , -1644.35    , array([ 0.119374   ,  0.032269   ,  0.0135025  ,  1.41081e-19])
7034    , -1593.89    , array([ 0.131563   ,  0.032269   ,  0.0184115  ,  1.4094e-19 ])
7035    , -1593.89    , array([ 0.131563   ,  0.032269   ,  0.0184115  ,  1.4094e-19 ])
7036    , -1593.79    , array([ 0.131695   ,  0.032269   ,  0.0184115  ,  1.4094e-19 ])
7037    , -1593.89    , array([ 0.131563   ,  0.0323013  ,  0.0184115  ,  1.4094e-19 ])
7038    , -1593.74    , array([ 0.131563   ,  0.032269   ,  0.0184299  ,  1.4094e-19 ])
7039    , -1593.89    , array([ 0.131563   ,  0.032269   ,  0.0184115  ,  1.41081e-19])
7040    , -1253.5     , array([ 0.194106   ,  0.032269   ,  0.0636487  ,  1.4094e-19 ])
7041    , -1253.5     , array([ 0.194106   ,  0.032269   ,  0.0636487  ,  1.4094e-19 ])
7042    , -1252.9     , array([ 0.1943     ,  0.032269   ,  0.0636487  ,  1.4094e-19 ])
