238063  , -79079.4    , array([ 1.05423    ,  0.0112772  ,  5.96401e-06,  3.1564e-09 ,  9.584e-08  ])
238064  , -79079.4    , array([ 1.05529    ,  0.0112772  ,  5.96401e-06,  3.1564e-09 ,  9.584e-08  ])
238065  , -79079.4    , array([ 1.05423    ,  0.0112884  ,  5.96401e-06,  3.1564e-09 ,  9.584e-08  ])
238066  , -79079.4    , array([ 1.05423    ,  0.0112772  ,  5.96998e-06,  3.1564e-09 ,  9.584e-08  ])
238067  , -79079.4    , array([ 1.05423    ,  0.0112772  ,  5.96401e-06,  3.15956e-09,  9.584e-08  ])
238068  , -79079.4    , array([ 1.05423    ,  0.0112772  ,  5.96401e-06,  3.1564e-09 ,  9.59359e-08])
238069  , -79079.4    , array([ 1.05423    ,  0.0112772  ,  5.96401e-06,  3.1564e-09 ,  9.584e-08  ])
238070  , -79047.6    , array([ 1.0488     ,  0.00553791 ,  5.96401e-06,  3.1564e-09 ,  1.96339e-07])
238071  , -79047.6    , array([ 1.0488     ,  0.00553791 ,  5.96401e-06,  3.1564e-09 ,  1.96339e-07])
238072  , -79047.6    , array([ 1.04985    ,  0.00553791 ,  5.96401e-06,  3.1564e-09 ,  1.96339e-07])
238073  , -79047.7    , array([ 1.0488     ,  0.00554345 ,  5.96401e-06,  3.1564e-09 ,  1.96339e-07])
238074  , -79047.6    , array([ 1.0488     ,  0.00553791 ,  5.96998e-06,  3.1564e-09 ,  1.96339e-07])
238075  , -79047.6    , array([ 1.0488     ,  0.00553791 ,  5.96401e-06,  3.15956e-09,  1.96339e-07])
238076  , -79047.6    , array([ 1.0488     ,  0.00553791 ,  5.96401e-06,  3.1564e-09 ,  1.96535e-07])
238084  , -79047.6    , array([ 1.0488     ,  0.00553791 ,  5.96401e-06,  3.1564e-09 ,  1.96339e-07])
238085  , -79047.6    , array([ 1.0488     ,  0.00553791 ,  5.96401e-06,  3.1564e-09 ,  1.96339e-07])
238086  , -79047.6    , array([ 1.04985    ,  0.00553791 ,  5.96401e-06,  3.1564e-09 ,  1.96339e-07])
238087  , -79047.7    , array([ 1.0488     ,  0.00554345 ,  5.96401e-06,  3.1564e-09 ,  1.96339e-07])
238088  , -79047.6    , array([ 1.0488     ,  0.00553791 ,  5.96998e-06,  3.1564e-09 ,  1.96339e-07])
238089  , -79047.6    , array([ 1.0488     ,  0.00553791 ,  5.96401e-06,  3.15956e-09,  1.96339e-07])
238090  , -79047.6    , array([ 1.0488     ,  0.00553791 ,  5.96401e-06,  3.1564e-09 ,  1.96536e-07])
238091  , -79047.6    , array([ 1.0488     ,  0.0055379  ,  5.96401e-06,  3.1564e-09 ,  1.96339e-07])
238092  , -79047.6    , array([ 1.0488     ,  0.0055379  ,  5.96401e-06,  3.1564e-09 ,  1.96339e-07])
238093  , -79047.6    , array([ 1.04985    ,  0.0055379  ,  5.96401e-06,  3.1564e-09 ,  1.96339e-07])
238094  , -79047.7    , array([ 1.0488     ,  0.00554344 ,  5.96401e-06,  3.1564e-09 ,  1.96339e-07])
238095  , -79047.6    , array([ 1.0488     ,  0.0055379  ,  5.96998e-06,  3.1564e-09 ,  1.96339e-07])
238096  , -79047.6    , array([ 1.0488     ,  0.0055379  ,  5.96401e-06,  3.15956e-09,  1.96339e-07])
238097  , -79047.6    , array([ 1.0488     ,  0.0055379  ,  5.96401e-06,  3.1564e-09 ,  1.96536e-07])
238098  , -78368.3    , array([ 1.03801    ,  0.00133548 ,  5.96401e-06,  3.1564e-09 ,  8.23998e-07])
238099  , -78368.3    , array([ 1.03801    ,  0.00133548 ,  5.96401e-06,  3.1564e-09 ,  8.23998e-07])
238100  , -78368.3    , array([ 1.03904    ,  0.00133548 ,  5.96401e-06,  3.1564e-09 ,  8.23998e-07])
238101  , -78369.1    , array([ 1.03801    ,  0.00133682 ,  5.96401e-06,  3.1564e-09 ,  8.23998e-07])
238102  , -78368.3    , array([ 1.03801    ,  0.00133548 ,  5.96998e-06,  3.1564e-09 ,  8.23998e-07])
238103  , -78368.3    , array([ 1.03801    ,  0.00133548 ,  5.96401e-06,  3.15956e-09,  8.23998e-07])
238104  , -78367.6    , array([ 1.03801    ,  0.00133548 ,  5.96401e-06,  3.1564e-09 ,  8.24823e-07])
238105  , -78368.3    , array([ 1.03801    ,  0.00133548 ,  5.96401e-06,  3.1564e-09 ,  8.24002e-07])
238106  , -78368.3    , array([ 1.03801    ,  0.00133548 ,  5.96401e-06,  3.1564e-09 ,  8.24002e-07])
238107  , -78368.3    , array([ 1.03904    ,  0.00133548 ,  5.96401e-06,  3.1564e-09 ,  8.24002e-07])
238108  , -78369      , array([ 1.03801    ,  0.00133681 ,  5.96401e-06,  3.1564e-09 ,  8.24002e-07])
238109  , -78368.3    , array([ 1.03801    ,  0.00133548 ,  5.96998e-06,  3.1564e-09 ,  8.24002e-07])
238110  , -78368.3    , array([ 1.03801    ,  0.00133548 ,  5.96401e-06,  3.15956e-09,  8.24002e-07])
238111  , -78367.6    , array([ 1.03801    ,  0.00133548 ,  5.96401e-06,  3.1564e-09 ,  8.24827e-07])
238112  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24006e-07])
238113  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24006e-07])
238114  , -78368.3    , array([ 1.03904    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24006e-07])
238115  , -78369      , array([ 1.03801    ,  0.00133681 ,  5.96401e-06,  3.1564e-09 ,  8.24006e-07])
238116  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96998e-06,  3.1564e-09 ,  8.24006e-07])
238117  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.15956e-09,  8.24006e-07])
238118  , -78367.6    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24831e-07])
238126  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24007e-07])
238127  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24007e-07])
238128  , -78368.3    , array([ 1.03904    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24007e-07])
238129  , -78369      , array([ 1.03801    ,  0.0013368  ,  5.96401e-06,  3.1564e-09 ,  8.24007e-07])
238130  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96998e-06,  3.1564e-09 ,  8.24007e-07])
238131  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.15956e-09,  8.24007e-07])
238132  , -78367.6    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24832e-07])
238133  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24008e-07])
238134  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24008e-07])
238135  , -78368.3    , array([ 1.03904    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24008e-07])
238136  , -78369      , array([ 1.03801    ,  0.0013368  ,  5.96401e-06,  3.1564e-09 ,  8.24008e-07])
238137  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96998e-06,  3.1564e-09 ,  8.24008e-07])
238138  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.15956e-09,  8.24008e-07])
238139  , -78367.6    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24833e-07])
238147  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24009e-07])
238148  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24009e-07])
238149  , -78368.3    , array([ 1.03904    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24009e-07])
238150  , -78369      , array([ 1.03801    ,  0.0013368  ,  5.96401e-06,  3.1564e-09 ,  8.24009e-07])
238151  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96998e-06,  3.1564e-09 ,  8.24009e-07])
238152  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.15956e-09,  8.24009e-07])
238153  , -78367.6    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24833e-07])
238154  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24009e-07])
238155  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24009e-07])
238156  , -78368.3    , array([ 1.03904    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24009e-07])
238157  , -78369      , array([ 1.03801    ,  0.0013368  ,  5.96401e-06,  3.1564e-09 ,  8.24009e-07])
238158  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96998e-06,  3.1564e-09 ,  8.24009e-07])
238159  , -78368.3    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.15956e-09,  8.24009e-07])
238160  , -78367.6    , array([ 1.03801    ,  0.00133547 ,  5.96401e-06,  3.1564e-09 ,  8.24833e-07])
238161  , -78061.7    , array([ 1.03667    ,  0.00111794 ,  5.96401e-06,  3.1564e-09 ,  9.85816e-07])
238162  , -78061.7    , array([ 1.03667    ,  0.00111794 ,  5.96401e-06,  3.1564e-09 ,  9.85816e-07])
238163  , -78061.7    , array([ 1.0377     ,  0.00111794 ,  5.96401e-06,  3.1564e-09 ,  9.85816e-07])
238164  , -78062.7    , array([ 1.03667    ,  0.00111906 ,  5.96401e-06,  3.1564e-09 ,  9.85816e-07])
238165  , -78061.7    , array([ 1.03667    ,  0.00111794 ,  5.96998e-06,  3.1564e-09 ,  9.85816e-07])
238166  , -78061.7    , array([ 1.03667    ,  0.00111794 ,  5.96401e-06,  3.15956e-09,  9.85816e-07])
238167  , -78060.7    , array([ 1.03667    ,  0.00111794 ,  5.96401e-06,  3.1564e-09 ,  9.86802e-07])
238168  , -78061.7    , array([ 1.03667    ,  0.00111794 ,  5.96401e-06,  3.1564e-09 ,  9.85816e-07])
238169  , -78061.7    , array([ 1.03667    ,  0.00111794 ,  5.96401e-06,  3.1564e-09 ,  9.85816e-07])
238170  , -78061.7    , array([ 1.0377     ,  0.00111794 ,  5.96401e-06,  3.1564e-09 ,  9.85816e-07])
238171  , -78062.7    , array([ 1.03667    ,  0.00111906 ,  5.96401e-06,  3.1564e-09 ,  9.85816e-07])
238172  , -78061.7    , array([ 1.03667    ,  0.00111794 ,  5.96998e-06,  3.1564e-09 ,  9.85816e-07])
238173  , -78061.7    , array([ 1.03667    ,  0.00111794 ,  5.96401e-06,  3.15956e-09,  9.85816e-07])
238174  , -78060.7    , array([ 1.03667    ,  0.00111794 ,  5.96401e-06,  3.1564e-09 ,  9.86802e-07])
238175  , -78061.7    , array([ 1.03667    ,  0.00111794 ,  5.96401e-06,  3.1564e-09 ,  9.85816e-07])
238176  , -78061.7    , array([ 1.03667    ,  0.00111794 ,  5.96401e-06,  3.1564e-09 ,  9.85816e-07])
238177  , -78061.7    , array([ 1.0377     ,  0.00111794 ,  5.96401e-06,  3.1564e-09 ,  9.85816e-07])
238178  , -78062.7    , array([ 1.03667    ,  0.00111906 ,  5.96401e-06,  3.1564e-09 ,  9.85816e-07])
238179  , -78061.7    , array([ 1.03667    ,  0.00111794 ,  5.96998e-06,  3.1564e-09 ,  9.85816e-07])
238180  , -78061.7    , array([ 1.03667    ,  0.00111794 ,  5.96401e-06,  3.15956e-09,  9.85816e-07])
238181  , -78060.7    , array([ 1.03667    ,  0.00111794 ,  5.96401e-06,  3.1564e-09 ,  9.86803e-07])
238182  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238183  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238184  , -77863      , array([ 1.03703    ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238185  , -77864.3    , array([ 1.036      ,  0.00102388 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238186  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96998e-06,  3.1564e-09 ,  1.07827e-06])
238187  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.15956e-09,  1.07827e-06])
238188  , -77861.8    , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07935e-06])
238189  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238190  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238191  , -77863      , array([ 1.03703    ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238192  , -77864.2    , array([ 1.036      ,  0.00102388 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238193  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96998e-06,  3.1564e-09 ,  1.07827e-06])
238194  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.15956e-09,  1.07827e-06])
238195  , -77861.8    , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07935e-06])
238196  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238197  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238198  , -77863      , array([ 1.03703    ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238199  , -77864.2    , array([ 1.036      ,  0.00102388 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238200  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96998e-06,  3.1564e-09 ,  1.07827e-06])
238201  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.15956e-09,  1.07827e-06])
238202  , -77861.8    , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07935e-06])
238210  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238211  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238212  , -77863      , array([ 1.03703    ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238213  , -77864.2    , array([ 1.036      ,  0.00102388 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238214  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96998e-06,  3.1564e-09 ,  1.07827e-06])
238215  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.15956e-09,  1.07827e-06])
238216  , -77861.8    , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07935e-06])
238217  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238218  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238219  , -77863      , array([ 1.03703    ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238220  , -77864.2    , array([ 1.036      ,  0.00102388 ,  5.96401e-06,  3.1564e-09 ,  1.07827e-06])
238221  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96998e-06,  3.1564e-09 ,  1.07827e-06])
238222  , -77863      , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.15956e-09,  1.07827e-06])
238223  , -77861.8    , array([ 1.036      ,  0.00102285 ,  5.96401e-06,  3.1564e-09 ,  1.07935e-06])
238224  , -77807.7    , array([ 1.03583    ,  0.00100037 ,  5.96401e-06,  3.1564e-09 ,  1.10271e-06])
238225  , -77807.7    , array([ 1.03583    ,  0.00100037 ,  5.96401e-06,  3.1564e-09 ,  1.10271e-06])
238226  , -77807.7    , array([ 1.03686    ,  0.00100037 ,  5.96401e-06,  3.1564e-09 ,  1.10271e-06])
238227  , -77809      , array([ 1.03583    ,  0.00100137 ,  5.96401e-06,  3.1564e-09 ,  1.10271e-06])
238228  , -77807.7    , array([ 1.03583    ,  0.00100037 ,  5.96998e-06,  3.1564e-09 ,  1.10271e-06])
238229  , -77807.7    , array([ 1.03583    ,  0.00100037 ,  5.96401e-06,  3.15956e-09,  1.10271e-06])
238230  , -77806.4    , array([ 1.03583    ,  0.00100037 ,  5.96401e-06,  3.1564e-09 ,  1.10381e-06])
238231  , -77807.7    , array([ 1.03583    ,  0.00100037 ,  5.96401e-06,  3.1564e-09 ,  1.10271e-06])
238232  , -77807.7    , array([ 1.03583    ,  0.00100037 ,  5.96401e-06,  3.1564e-09 ,  1.10271e-06])
238233  , -77807.7    , array([ 1.03686    ,  0.00100037 ,  5.96401e-06,  3.1564e-09 ,  1.10271e-06])
238234  , -77809      , array([ 1.03583    ,  0.00100137 ,  5.96401e-06,  3.1564e-09 ,  1.10271e-06])
238235  , -77807.7    , array([ 1.03583    ,  0.00100037 ,  5.96998e-06,  3.1564e-09 ,  1.10271e-06])
238236  , -77807.7    , array([ 1.03583    ,  0.00100037 ,  5.96401e-06,  3.15956e-09,  1.10271e-06])
238237  , -77806.4    , array([ 1.03583    ,  0.00100037 ,  5.96401e-06,  3.1564e-09 ,  1.10381e-06])
238238  , -77807.7    , array([ 1.03583    ,  0.00100037 ,  5.96401e-06,  3.1564e-09 ,  1.10271e-06])
238239  , -77807.7    , array([ 1.03583    ,  0.00100037 ,  5.96401e-06,  3.1564e-09 ,  1.10271e-06])
238240  , -77807.7    , array([ 1.03686    ,  0.00100037 ,  5.96401e-06,  3.1564e-09 ,  1.10271e-06])
238241  , -77809      , array([ 1.03583    ,  0.00100137 ,  5.96401e-06,  3.1564e-09 ,  1.10271e-06])
238242  , -77807.7    , array([ 1.03583    ,  0.00100037 ,  5.96998e-06,  3.1564e-09 ,  1.10271e-06])
238243  , -77807.7    , array([ 1.03583    ,  0.00100037 ,  5.96401e-06,  3.15956e-09,  1.10271e-06])
238244  , -77806.4    , array([ 1.03583    ,  0.00100037 ,  5.96401e-06,  3.1564e-09 ,  1.10381e-06])
238252  , -77807.7    , array([ 1.03583    ,  0.00100037 ,  5.96401e-06,  3.1564e-09 ,  1.10271e-06])
238253  , -77807.7    , array([ 1.03583    ,  0.00100037 ,  5.96401e-06,  3.1564e-09 ,  1.10271e-06])
238254  , -77807.7    , array([ 1.03686    ,  0.00100037 ,  5.96401e-06,  3.1564e-09 ,  1.10271e-06])
238255  , -77809      , array([ 1.03583    ,  0.00100137 ,  5.96401e-06,  3.1564e-09 ,  1.10271e-06])
238256  , -77807.7    , array([ 1.03583    ,  0.00100037 ,  5.96998e-06,  3.1564e-09 ,  1.10271e-06])
238257  , -77807.7    , array([ 1.03583    ,  0.00100037 ,  5.96401e-06,  3.15956e-09,  1.10271e-06])
