161729  , -79089.4    , array([ 0.200738   ,  0.182597   ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161730  , -79089.4    , array([ 0.200738   ,  0.182597   ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161731  , -79089.4    , array([ 1.20074    ,  0.182597   ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161732  , -79089.4    , array([ 2.81877    ,  0.182597   ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161733  , -79089.4    , array([ 1.20074    ,  0.182597   ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161734  , -79089.4    , array([ 1.81877    ,  0.182597   ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161735  , -79089.4    , array([ 2.20074    ,  0.182597   ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161736  , -79089.4    , array([ 2.43681    ,  0.182597   ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161737  , -79089.4    , array([ 2.5827     ,  0.182597   ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161738  , -79089.4    , array([ 2.67287    ,  0.182597   ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161739  , -79089.4    , array([ 2.7286     ,  0.182597   ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161740  , -79089.4    , array([ 2.76304    ,  0.182597   ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161741  , -79089.4    , array([ 2.78867    ,  0.182597   ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161742  , -79089.4    , array([ 2.78867    ,  0.182597   ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161743  , -79089.4    , array([ 2.78867    ,  1.1826     ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161744  , -79089.4    , array([ 2.78867    ,  2.80063    ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161745  , -79089.4    , array([ 2.78867    ,  1.1826     ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161746  , -79089.4    , array([ 2.78867    ,  1.80063    ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161747  , -79089.4    , array([ 2.78867    ,  2.1826     ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161748  , -79089.4    , array([ 2.78867    ,  2.41866    ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161749  , -79089.4    , array([ 2.78867    ,  2.56456    ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161750  , -79089.4    , array([ 2.78867    ,  2.65473    ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161751  , -79089.4    , array([ 2.78867    ,  2.71046    ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161752  , -79089.4    , array([ 2.78867    ,  2.7449     ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161753  , -79089.4    , array([ 2.78867    ,  2.77053    ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161754  , -79089.4    , array([ 2.78867    ,  2.77053    ,  0.00161972 ,  8.51476e-07,  2.48624e-77])
161755  , -79089.4    , array([ 2.78867    ,  2.77053    ,  1.00162    ,  8.51476e-07,  2.48624e-77])
161756  , -79089.4    , array([ 2.78867    ,  2.77053    ,  2.61965    ,  8.51476e-07,  2.48624e-77])
