59607   , -66201      , array([ 0.00908479 ,  3.21163    ,  1.34458e-58,  3.04903e-26,  0.000197472])
59608   , -66210.2    , array([ 0.00909388 ,  3.21163    ,  1.34458e-58,  3.04903e-26,  0.000197472])
59609   , -66201.1    , array([ 0.00908479 ,  3.21484    ,  1.34458e-58,  3.04903e-26,  0.000197472])
59610   , -66201      , array([ 0.00908479 ,  3.21163    ,  1.34593e-58,  3.04903e-26,  0.000197472])
59611   , -66201      , array([ 0.00908479 ,  3.21163    ,  1.34458e-58,  3.05208e-26,  0.000197472])
59612   , -66191.7    , array([ 0.00908479 ,  3.21163    ,  1.34458e-58,  3.04903e-26,  0.000197669])
59613   , -66201      , array([ 0.00908479 ,  3.21163    ,  1.34458e-58,  3.04903e-26,  0.000197472])
59614   , -54842.8    , array([ 0.00446141 ,  3.19797    ,  1.34458e-58,  3.04903e-26,  0.000404556])
59615   , -54842.8    , array([ 0.00446141 ,  3.19797    ,  1.34458e-58,  3.04903e-26,  0.000404556])
59616   , -54843.5    , array([ 0.00446587 ,  3.19797    ,  1.34458e-58,  3.04903e-26,  0.000404556])
59617   , -54842.9    , array([ 0.00446141 ,  3.20117    ,  1.34458e-58,  3.04903e-26,  0.000404556])
59618   , -54842.8    , array([ 0.00446141 ,  3.19797    ,  1.34593e-58,  3.04903e-26,  0.000404556])
59619   , -54842.8    , array([ 0.00446141 ,  3.19797    ,  1.34458e-58,  3.05208e-26,  0.000404556])
59620   , -54841.9    , array([ 0.00446141 ,  3.19797    ,  1.34458e-58,  3.04903e-26,  0.00040496 ])
59628   , -54841.8    , array([ 0.00447701 ,  3.18881    ,  1.34458e-58,  3.04903e-26,  0.000405992])
59629   , -54841.8    , array([ 0.00447701 ,  3.18881    ,  1.34458e-58,  3.04903e-26,  0.000405992])
59630   , -54842.6    , array([ 0.00448149 ,  3.18881    ,  1.34458e-58,  3.04903e-26,  0.000405992])
59631   , -54841.9    , array([ 0.00447701 ,  3.192      ,  1.34458e-58,  3.04903e-26,  0.000405992])
59632   , -54841.8    , array([ 0.00447701 ,  3.18881    ,  1.34593e-58,  3.04903e-26,  0.000405992])
59633   , -54841.8    , array([ 0.00447701 ,  3.18881    ,  1.34458e-58,  3.05208e-26,  0.000405992])
59634   , -54840.9    , array([ 0.00447701 ,  3.18881    ,  1.34458e-58,  3.04903e-26,  0.000406398])
59635   , -54840.9    , array([ 0.00449275 ,  3.17962    ,  1.34458e-58,  3.04903e-26,  0.000407441])
59636   , -54840.9    , array([ 0.00449275 ,  3.17962    ,  1.34458e-58,  3.04903e-26,  0.000407441])
59637   , -54841.6    , array([ 0.00449725 ,  3.17962    ,  1.34458e-58,  3.04903e-26,  0.000407441])
59638   , -54841      , array([ 0.00449275 ,  3.1828     ,  1.34458e-58,  3.04903e-26,  0.000407441])
59639   , -54840.9    , array([ 0.00449275 ,  3.17962    ,  1.34593e-58,  3.04903e-26,  0.000407441])
59640   , -54840.9    , array([ 0.00449275 ,  3.17962    ,  1.34458e-58,  3.05208e-26,  0.000407441])
59641   , -54840      , array([ 0.00449275 ,  3.17962    ,  1.34458e-58,  3.04903e-26,  0.000407849])
59649   , -54840.6    , array([ 0.00449672 ,  3.17732    ,  1.34458e-58,  3.04903e-26,  0.000407806])
59650   , -54840.6    , array([ 0.00449672 ,  3.17732    ,  1.34458e-58,  3.04903e-26,  0.000407806])
59651   , -54841.4    , array([ 0.00450121 ,  3.17732    ,  1.34458e-58,  3.04903e-26,  0.000407806])
59652   , -54840.7    , array([ 0.00449672 ,  3.1805     ,  1.34458e-58,  3.04903e-26,  0.000407806])
59653   , -54840.6    , array([ 0.00449672 ,  3.17732    ,  1.34593e-58,  3.04903e-26,  0.000407806])
59654   , -54840.6    , array([ 0.00449672 ,  3.17732    ,  1.34458e-58,  3.05208e-26,  0.000407806])
59655   , -54839.7    , array([ 0.00449672 ,  3.17732    ,  1.34458e-58,  3.04903e-26,  0.000408214])
59656   , -54840.4    , array([ 0.00450069 ,  3.17501    ,  1.34458e-58,  3.04903e-26,  0.000408172])
59657   , -54840.4    , array([ 0.00450069 ,  3.17501    ,  1.34458e-58,  3.04903e-26,  0.000408172])
59658   , -54841.1    , array([ 0.00450519 ,  3.17501    ,  1.34458e-58,  3.04903e-26,  0.000408172])
59659   , -54840.5    , array([ 0.00450069 ,  3.17819    ,  1.34458e-58,  3.04903e-26,  0.000408172])
59660   , -54840.4    , array([ 0.00450069 ,  3.17501    ,  1.34593e-58,  3.04903e-26,  0.000408172])
59661   , -54840.4    , array([ 0.00450069 ,  3.17501    ,  1.34458e-58,  3.05208e-26,  0.000408172])
59662   , -54839.5    , array([ 0.00450069 ,  3.17501    ,  1.34458e-58,  3.04903e-26,  0.00040858 ])
59670   , -54840.3    , array([ 0.00450168 ,  3.17444    ,  1.34458e-58,  3.04903e-26,  0.000408264])
59671   , -54840.3    , array([ 0.00450168 ,  3.17444    ,  1.34458e-58,  3.04903e-26,  0.000408264])
59672   , -54841.1    , array([ 0.00450619 ,  3.17444    ,  1.34458e-58,  3.04903e-26,  0.000408264])
59673   , -54840.4    , array([ 0.00450168 ,  3.17761    ,  1.34458e-58,  3.04903e-26,  0.000408264])
59674   , -54840.3    , array([ 0.00450168 ,  3.17444    ,  1.34593e-58,  3.04903e-26,  0.000408264])
59675   , -54840.3    , array([ 0.00450168 ,  3.17444    ,  1.34458e-58,  3.05208e-26,  0.000408264])
59676   , -54839.4    , array([ 0.00450168 ,  3.17444    ,  1.34458e-58,  3.04903e-26,  0.000408672])
59677   , -54840.3    , array([ 0.00450268 ,  3.17386    ,  1.34458e-58,  3.04903e-26,  0.000408355])
59678   , -54840.3    , array([ 0.00450268 ,  3.17386    ,  1.34458e-58,  3.04903e-26,  0.000408355])
59679   , -54841      , array([ 0.00450718 ,  3.17386    ,  1.34458e-58,  3.04903e-26,  0.000408355])
59680   , -54840.4    , array([ 0.00450268 ,  3.17704    ,  1.34458e-58,  3.04903e-26,  0.000408355])
59681   , -54840.3    , array([ 0.00450268 ,  3.17386    ,  1.34593e-58,  3.04903e-26,  0.000408355])
59682   , -54840.3    , array([ 0.00450268 ,  3.17386    ,  1.34458e-58,  3.05208e-26,  0.000408355])
59683   , -54839.4    , array([ 0.00450268 ,  3.17386    ,  1.34458e-58,  3.04903e-26,  0.000408764])
59691   , -54840.3    , array([ 0.00450293 ,  3.17372    ,  1.34458e-58,  3.04903e-26,  0.000408378])
59692   , -54840.3    , array([ 0.00450293 ,  3.17372    ,  1.34458e-58,  3.04903e-26,  0.000408378])
59693   , -54841      , array([ 0.00450743 ,  3.17372    ,  1.34458e-58,  3.04903e-26,  0.000408378])
59694   , -54840.3    , array([ 0.00450293 ,  3.17689    ,  1.34458e-58,  3.04903e-26,  0.000408378])
59695   , -54840.3    , array([ 0.00450293 ,  3.17372    ,  1.34593e-58,  3.04903e-26,  0.000408378])
59696   , -54840.3    , array([ 0.00450293 ,  3.17372    ,  1.34458e-58,  3.05208e-26,  0.000408378])
59697   , -54839.4    , array([ 0.00450293 ,  3.17372    ,  1.34458e-58,  3.04903e-26,  0.000408787])
59698   , -54840.2    , array([ 0.00450318 ,  3.17357    ,  1.34458e-58,  3.04903e-26,  0.000408401])
59699   , -54840.2    , array([ 0.00450318 ,  3.17357    ,  1.34458e-58,  3.04903e-26,  0.000408401])
59700   , -54841      , array([ 0.00450768 ,  3.17357    ,  1.34458e-58,  3.04903e-26,  0.000408401])
59701   , -54840.3    , array([ 0.00450318 ,  3.17675    ,  1.34458e-58,  3.04903e-26,  0.000408401])
59702   , -54840.2    , array([ 0.00450318 ,  3.17357    ,  1.34593e-58,  3.04903e-26,  0.000408401])
59703   , -54840.2    , array([ 0.00450318 ,  3.17357    ,  1.34458e-58,  3.05208e-26,  0.000408401])
59704   , -54839.3    , array([ 0.00450318 ,  3.17357    ,  1.34458e-58,  3.04903e-26,  0.00040881 ])
59705   , -146754     , array([ 1.35111    ,  0.0292001  ,  1.34458e-58,  3.04903e-26,  0.133618   ])
59706   , -146754     , array([ 1.35111    ,  0.0292001  ,  1.34458e-58,  3.04903e-26,  0.133618   ])
59707   , -146753     , array([ 1.35246    ,  0.0292001  ,  1.34458e-58,  3.04903e-26,  0.133618   ])
59708   , -146591     , array([ 1.35111    ,  0.0292293  ,  1.34458e-58,  3.04903e-26,  0.133618   ])
59709   , -146754     , array([ 1.35111    ,  0.0292001  ,  1.34593e-58,  3.04903e-26,  0.133618   ])
59710   , -146754     , array([ 1.35111    ,  0.0292001  ,  1.34458e-58,  3.05208e-26,  0.133618   ])
59711   , -146918     , array([ 1.35111    ,  0.0292001  ,  1.34458e-58,  3.04903e-26,  0.133751   ])
59712   , -52259.4    , array([ 0.0274779  ,  0.71766    ,  1.34458e-58,  3.04903e-26,  0.00256139 ])
59713   , -52259.4    , array([ 0.0274779  ,  0.71766    ,  1.34458e-58,  3.04903e-26,  0.00256139 ])
59714   , -52259.5    , array([ 0.0275054  ,  0.71766    ,  1.34458e-58,  3.04903e-26,  0.00256139 ])
59715   , -52261.4    , array([ 0.0274779  ,  0.718378   ,  1.34458e-58,  3.04903e-26,  0.00256139 ])
59716   , -52259.4    , array([ 0.0274779  ,  0.71766    ,  1.34593e-58,  3.04903e-26,  0.00256139 ])
59717   , -52259.4    , array([ 0.0274779  ,  0.71766    ,  1.34458e-58,  3.05208e-26,  0.00256139 ])
59718   , -52256.7    , array([ 0.0274779  ,  0.71766    ,  1.34458e-58,  3.04903e-26,  0.00256395 ])
59719   , -6489.94    , array([ 0.283706   ,  0.105326   ,  1.34458e-58,  3.04903e-26,  0.0274001  ])
59720   , -6489.94    , array([ 0.283706   ,  0.105326   ,  1.34458e-58,  3.04903e-26,  0.0274001  ])
59721   , -6482.63    , array([ 0.28399    ,  0.105326   ,  1.34458e-58,  3.04903e-26,  0.0274001  ])
59722   , -6497.33    , array([ 0.283706   ,  0.105431   ,  1.34458e-58,  3.04903e-26,  0.0274001  ])
59723   , -6489.94    , array([ 0.283706   ,  0.105326   ,  1.34593e-58,  3.04903e-26,  0.0274001  ])
59724   , -6489.94    , array([ 0.283706   ,  0.105326   ,  1.34458e-58,  3.05208e-26,  0.0274001  ])
59725   , -6488.8     , array([ 0.283706   ,  0.105326   ,  1.34458e-58,  3.04903e-26,  0.0274275  ])
59726   , -6126.22    , array([ 0.398839   ,  0.0796051  ,  1.34458e-58,  3.04903e-26,  0.0387192  ])
59727   , -6126.22    , array([ 0.398839   ,  0.0796051  ,  1.34458e-58,  3.04903e-26,  0.0387192  ])
59728   , -6120.04    , array([ 0.399238   ,  0.0796051  ,  1.34458e-58,  3.04903e-26,  0.0387192  ])
59729   , -6117.93    , array([ 0.398839   ,  0.0796847  ,  1.34458e-58,  3.04903e-26,  0.0387192  ])
59730   , -6126.22    , array([ 0.398839   ,  0.0796051  ,  1.34593e-58,  3.04903e-26,  0.0387192  ])
59731   , -6126.22    , array([ 0.398839   ,  0.0796051  ,  1.34458e-58,  3.05208e-26,  0.0387192  ])
59732   , -6139.78    , array([ 0.398839   ,  0.0796051  ,  1.34458e-58,  3.04903e-26,  0.038758   ])
59733   , -5070.81    , array([ 0.336674   ,  0.0915014  ,  1.34458e-58,  3.04903e-26,  0.0326003  ])
59734   , -5070.81    , array([ 0.336674   ,  0.0915014  ,  1.34458e-58,  3.04903e-26,  0.0326003  ])
59735   , -5063.91    , array([ 0.337011   ,  0.0915014  ,  1.34458e-58,  3.04903e-26,  0.0326003  ])
59736   , -5071.13    , array([ 0.336674   ,  0.091593   ,  1.34458e-58,  3.04903e-26,  0.0326003  ])
59737   , -5070.81    , array([ 0.336674   ,  0.0915014  ,  1.34593e-58,  3.04903e-26,  0.0326003  ])
59738   , -5070.81    , array([ 0.336674   ,  0.0915014  ,  1.34458e-58,  3.05208e-26,  0.0326003  ])
