256619  , -58368.7    , array([ 0.0380873  ,  1.97117    ,  2.5964e-53 ,  2.26655e-19,  0.00169905 ])
256620  , -58378.1    , array([ 0.0381254  ,  1.97117    ,  2.5964e-53 ,  2.26655e-19,  0.00169905 ])
256621  , -58369.3    , array([ 0.0380873  ,  1.97315    ,  2.5964e-53 ,  2.26655e-19,  0.00169905 ])
256622  , -58368.7    , array([ 0.0380873  ,  1.97117    ,  2.59899e-53,  2.26655e-19,  0.00169905 ])
256623  , -58368.7    , array([ 0.0380873  ,  1.97117    ,  2.5964e-53 ,  2.26882e-19,  0.00169905 ])
256624  , -58358.4    , array([ 0.0380873  ,  1.97117    ,  2.5964e-53 ,  2.26655e-19,  0.00170075 ])
256625  , -58368.7    , array([ 0.0380873  ,  1.97117    ,  2.5964e-53 ,  2.26655e-19,  0.00169905 ])
256626  , -58839.4    , array([ 0.0192886  ,  1.88382    ,  2.5964e-53 ,  2.26655e-19,  0.00357925 ])
256627  , -58839.4    , array([ 0.0192886  ,  1.88382    ,  2.5964e-53 ,  2.26655e-19,  0.00357925 ])
256628  , -58819.8    , array([ 0.0193079  ,  1.88382    ,  2.5964e-53 ,  2.26655e-19,  0.00357925 ])
256629  , -58840.3    , array([ 0.0192886  ,  1.8857     ,  2.5964e-53 ,  2.26655e-19,  0.00357925 ])
256630  , -58839.4    , array([ 0.0192886  ,  1.88382    ,  2.59899e-53,  2.26655e-19,  0.00357925 ])
256631  , -58839.4    , array([ 0.0192886  ,  1.88382    ,  2.5964e-53 ,  2.26882e-19,  0.00357925 ])
256632  , -58856.5    , array([ 0.0192886  ,  1.88382    ,  2.5964e-53 ,  2.26655e-19,  0.00358283 ])
256633  , -53537.8    , array([ 0.0267535  ,  1.92533    ,  2.5964e-53 ,  2.26655e-19,  0.00250148 ])
256634  , -53537.8    , array([ 0.0267535  ,  1.92533    ,  2.5964e-53 ,  2.26655e-19,  0.00250148 ])
256635  , -53538.1    , array([ 0.0267803  ,  1.92533    ,  2.5964e-53 ,  2.26655e-19,  0.00250148 ])
256636  , -53538.5    , array([ 0.0267535  ,  1.92725    ,  2.5964e-53 ,  2.26655e-19,  0.00250148 ])
256637  , -53537.8    , array([ 0.0267535  ,  1.92533    ,  2.59899e-53,  2.26655e-19,  0.00250148 ])
256638  , -53537.8    , array([ 0.0267535  ,  1.92533    ,  2.5964e-53 ,  2.26882e-19,  0.00250148 ])
256639  , -53536      , array([ 0.0267535  ,  1.92533    ,  2.5964e-53 ,  2.26655e-19,  0.00250399 ])
256640  , -335378     , array([ 1.79648    ,  0.0234066  ,  2.5964e-53 ,  2.26655e-19,  0.23077    ])
256641  , -335378     , array([ 1.79648    ,  0.0234066  ,  2.5964e-53 ,  2.26655e-19,  0.23077    ])
256642  , -335377     , array([ 1.79828    ,  0.0234066  ,  2.5964e-53 ,  2.26655e-19,  0.23077    ])
