8513    , -2335.91    , array([ 0.680572   ,  0.716596   ,  1.57244e-20,  0.000118312])
8514    , -2335.91    , array([ 0.681253   ,  0.716596   ,  1.57244e-20,  0.000118312])
8515    , -2335.91    , array([ 0.680572   ,  0.717313   ,  1.57244e-20,  0.000118312])
8516    , -2335.91    , array([ 0.680572   ,  0.716596   ,  1.57402e-20,  0.000118312])
8517    , -2335.91    , array([ 0.680572   ,  0.716596   ,  1.57244e-20,  0.00011843 ])
8518    , -2335.91    , array([ 0.680572   ,  0.716596   ,  1.57244e-20,  0.000118312])
8519    , -2328.81    , array([ 0.680572   ,  0.271201   ,  1.57244e-20,  0.000155865])
8520    , -2328.81    , array([ 0.680572   ,  0.271201   ,  1.57244e-20,  0.000155865])
8521    , -2328.81    , array([ 0.681253   ,  0.271201   ,  1.57244e-20,  0.000155865])
8522    , -2328.82    , array([ 0.680572   ,  0.271472   ,  1.57244e-20,  0.000155865])
8523    , -2328.81    , array([ 0.680572   ,  0.271201   ,  1.57402e-20,  0.000155865])
8524    , -2328.8     , array([ 0.680572   ,  0.271201   ,  1.57244e-20,  0.000156021])
8525    , -1794.16    , array([ 0.680572   ,  0.00556365 ,  1.57244e-20,  0.000469501])
8526    , -1794.16    , array([ 0.680572   ,  0.00556365 ,  1.57244e-20,  0.000469501])
8527    , -1794.16    , array([ 0.681253   ,  0.00556365 ,  1.57244e-20,  0.000469501])
8528    , -1794.13    , array([ 0.680572   ,  0.00556922 ,  1.57244e-20,  0.000469501])
8529    , -1794.16    , array([ 0.680572   ,  0.00556365 ,  1.57402e-20,  0.000469501])
8530    , -1794.19    , array([ 0.680572   ,  0.00556365 ,  1.57244e-20,  0.00046997 ])
8531    , -2306.46    , array([ 0.680572   ,  0.110499   ,  1.57244e-20,  0.000201084])
8532    , -2306.46    , array([ 0.680572   ,  0.110499   ,  1.57244e-20,  0.000201084])
8533    , -2306.46    , array([ 0.681253   ,  0.110499   ,  1.57244e-20,  0.000201084])
8534    , -2306.49    , array([ 0.680572   ,  0.110609   ,  1.57244e-20,  0.000201084])
8535    , -2306.46    , array([ 0.680572   ,  0.110499   ,  1.57402e-20,  0.000201084])
8536    , -2306.43    , array([ 0.680572   ,  0.110499   ,  1.57244e-20,  0.000201286])
8537    , -1796.44    , array([ 0.680572   ,  0.00628152 ,  1.57244e-20,  0.000453611])
8538    , -1796.44    , array([ 0.680572   ,  0.00628152 ,  1.57244e-20,  0.000453611])
8539    , -1796.44    , array([ 0.681253   ,  0.00628152 ,  1.57244e-20,  0.000453611])
8540    , -1796.5     , array([ 0.680572   ,  0.0062878  ,  1.57244e-20,  0.000453611])
8541    , -1796.44    , array([ 0.680572   ,  0.00628152 ,  1.57402e-20,  0.000453611])
8542    , -1796.38    , array([ 0.680572   ,  0.00628152 ,  1.57244e-20,  0.000454065])
8543    , -1793.28    , array([ 0.680572   ,  0.00579528 ,  1.57244e-20,  0.000464099])
8544    , -1793.28    , array([ 0.680572   ,  0.00579528 ,  1.57244e-20,  0.000464099])
8545    , -1793.28    , array([ 0.681253   ,  0.00579528 ,  1.57244e-20,  0.000464099])
8546    , -1793.28    , array([ 0.680572   ,  0.00580108 ,  1.57244e-20,  0.000464099])
8547    , -1793.28    , array([ 0.680572   ,  0.00579528 ,  1.57402e-20,  0.000464099])
8548    , -1793.27    , array([ 0.680572   ,  0.00579528 ,  1.57244e-20,  0.000464563])
8555    , -1793.28    , array([ 0.680572   ,  0.00579528 ,  1.57244e-20,  0.000464099])
8556    , -1793.28    , array([ 0.680572   ,  0.00579528 ,  1.57244e-20,  0.000464099])
8557    , -1793.28    , array([ 0.681253   ,  0.00579528 ,  1.57244e-20,  0.000464099])
8558    , -1793.28    , array([ 0.680572   ,  0.00580108 ,  1.57244e-20,  0.000464099])
8559    , -1793.28    , array([ 0.680572   ,  0.00579528 ,  1.57402e-20,  0.000464099])
8560    , -1793.27    , array([ 0.680572   ,  0.00579528 ,  1.57244e-20,  0.000464563])
8561    , -1793.28    , array([ 0.680572   ,  0.00579528 ,  1.57244e-20,  0.000464099])
8562    , -1793.28    , array([ 0.680572   ,  0.00579528 ,  1.57244e-20,  0.000464099])
8563    , -1793.28    , array([ 0.681253   ,  0.00579528 ,  1.57244e-20,  0.000464099])
8564    , -1793.28    , array([ 0.680572   ,  0.00580107 ,  1.57244e-20,  0.000464099])
8565    , -1793.28    , array([ 0.680572   ,  0.00579528 ,  1.57402e-20,  0.000464099])
8566    , -1793.27    , array([ 0.680572   ,  0.00579528 ,  1.57244e-20,  0.000464564])
8573    , -1793.28    , array([ 0.680572   ,  0.00579528 ,  1.57244e-20,  0.000464099])
8574    , -1793.28    , array([ 0.680572   ,  0.00579528 ,  1.57244e-20,  0.000464099])
8575    , -1793.28    , array([ 0.681253   ,  0.00579528 ,  1.57244e-20,  0.000464099])
8576    , -1793.28    , array([ 0.680572   ,  0.00580107 ,  1.57244e-20,  0.000464099])
8577    , -1793.28    , array([ 0.680572   ,  0.00579528 ,  1.57402e-20,  0.000464099])
8578    , -1793.27    , array([ 0.680572   ,  0.00579528 ,  1.57244e-20,  0.000464564])
8579    , -1793.28    , array([ 0.680572   ,  0.00579528 ,  1.57244e-20,  0.000464099])
8580    , -1793.28    , array([ 0.680572   ,  0.00579528 ,  1.57244e-20,  0.000464099])
8581    , -1793.28    , array([ 0.681253   ,  0.00579528 ,  1.57244e-20,  0.000464099])
8582    , -1793.28    , array([ 0.680572   ,  0.00580107 ,  1.57244e-20,  0.000464099])
8583    , -1793.28    , array([ 0.680572   ,  0.00579528 ,  1.57402e-20,  0.000464099])
8584    , -1793.27    , array([ 0.680572   ,  0.00579528 ,  1.57244e-20,  0.000464564])
8585    , -8098.03    , array([ 0.680572   ,  0.00155092 ,  1.57244e-20,  0.00219029 ])
8586    , -8098.03    , array([ 0.680572   ,  0.00155092 ,  1.57244e-20,  0.00219029 ])
8587    , -8098.03    , array([ 0.681253   ,  0.00155092 ,  1.57244e-20,  0.00219029 ])
8588    , -8095.47    , array([ 0.680572   ,  0.00155248 ,  1.57244e-20,  0.00219029 ])
8589    , -8098.03    , array([ 0.680572   ,  0.00155092 ,  1.57402e-20,  0.00219029 ])
8590    , -8100.31    , array([ 0.680572   ,  0.00155092 ,  1.57244e-20,  0.00219248 ])
