322487  , -79089.4    , array([ 1.89506    ,  1.56192    ,  0.000837486,  0.00466939 ,  7.58525e-11])
322488  , -79089.4    , array([ 1.89696    ,  1.56192    ,  0.000837486,  0.00466939 ,  7.58525e-11])
322489  , -79089.4    , array([ 1.89506    ,  1.56348    ,  0.000837486,  0.00466939 ,  7.58525e-11])
322490  , -79089.4    , array([ 1.89506    ,  1.56192    ,  0.000838324,  0.00466939 ,  7.58525e-11])
322491  , -79089.4    , array([ 1.89506    ,  1.56192    ,  0.000837486,  0.00467406 ,  7.58525e-11])
322492  , -79089.4    , array([ 1.89506    ,  1.56192    ,  0.000837486,  0.00466939 ,  7.59284e-11])
322493  , -79089.4    , array([ 1.89506    ,  1.56192    ,  0.000837486,  0.00466939 ,  7.58525e-11])
322494  , -79089.4    , array([ 1.895      ,  1.56183    ,  0.000837486,  0.00466939 ,  7.58593e-11])
322495  , -79089.4    , array([ 1.895      ,  1.56183    ,  0.000837486,  0.00466939 ,  7.58593e-11])
322496  , -79089.4    , array([ 1.8969     ,  1.56183    ,  0.000837486,  0.00466939 ,  7.58593e-11])
322497  , -79089.4    , array([ 1.895      ,  1.5634     ,  0.000837486,  0.00466939 ,  7.58593e-11])
322498  , -79089.4    , array([ 1.895      ,  1.56183    ,  0.000838324,  0.00466939 ,  7.58593e-11])
322499  , -79089.4    , array([ 1.895      ,  1.56183    ,  0.000837486,  0.00467406 ,  7.58593e-11])
322500  , -79089.4    , array([ 1.895      ,  1.56183    ,  0.000837486,  0.00466939 ,  7.59352e-11])
322501  , -79089.4    , array([ 1.89476    ,  1.56148    ,  0.000837486,  0.00466939 ,  7.58867e-11])
322502  , -79089.4    , array([ 1.89476    ,  1.56148    ,  0.000837486,  0.00466939 ,  7.58867e-11])
322503  , -79089.4    , array([ 1.89665    ,  1.56148    ,  0.000837486,  0.00466939 ,  7.58867e-11])
322504  , -79089.4    , array([ 1.89476    ,  1.56304    ,  0.000837486,  0.00466939 ,  7.58867e-11])
322505  , -79089.4    , array([ 1.89476    ,  1.56148    ,  0.000838324,  0.00466939 ,  7.58867e-11])
322506  , -79089.4    , array([ 1.89476    ,  1.56148    ,  0.000837486,  0.00467406 ,  7.58867e-11])
322507  , -79089.4    , array([ 1.89476    ,  1.56148    ,  0.000837486,  0.00466939 ,  7.59627e-11])
322508  , -79089.4    , array([ 1.89379    ,  1.56006    ,  0.000837486,  0.00466939 ,  7.59964e-11])
322509  , -79089.4    , array([ 1.89379    ,  1.56006    ,  0.000837486,  0.00466939 ,  7.59964e-11])
322510  , -79089.4    , array([ 1.89569    ,  1.56006    ,  0.000837486,  0.00466939 ,  7.59964e-11])
322511  , -79089.4    , array([ 1.89379    ,  1.56162    ,  0.000837486,  0.00466939 ,  7.59964e-11])
322512  , -79089.4    , array([ 1.89379    ,  1.56006    ,  0.000838324,  0.00466939 ,  7.59964e-11])
