34245   , -1940.8     , array([ 0.257266   ,  0.129095   ,  1.25242e-39,  0.00450823 ])
34246   , -1940.8     , array([ 0.257523   ,  0.129095   ,  1.25242e-39,  0.00450823 ])
34247   , -1941.09    , array([ 0.257266   ,  0.129224   ,  1.25242e-39,  0.00450823 ])
34248   , -1940.8     , array([ 0.257266   ,  0.129095   ,  1.25367e-39,  0.00450823 ])
34249   , -1940.54    , array([ 0.257266   ,  0.129095   ,  1.25242e-39,  0.00451274 ])
34250   , -1940.8     , array([ 0.257266   ,  0.129095   ,  1.25242e-39,  0.00450823 ])
34251   , -1756.03    , array([ 0.257266   ,  0.0612754  ,  1.25242e-39,  0.00891454 ])
34252   , -1756.03    , array([ 0.257266   ,  0.0612754  ,  1.25242e-39,  0.00891454 ])
34253   , -1756.03    , array([ 0.257523   ,  0.0612754  ,  1.25242e-39,  0.00891454 ])
34254   , -1755.65    , array([ 0.257266   ,  0.0613367  ,  1.25242e-39,  0.00891454 ])
34255   , -1756.03    , array([ 0.257266   ,  0.0612754  ,  1.25367e-39,  0.00891454 ])
34256   , -1756.24    , array([ 0.257266   ,  0.0612754  ,  1.25242e-39,  0.00892346 ])
34257   , -1760.57    , array([ 0.257266   ,  0.0902026  ,  1.25242e-39,  0.00625823 ])
34258   , -1760.57    , array([ 0.257266   ,  0.0902026  ,  1.25242e-39,  0.00625823 ])
34259   , -1760.57    , array([ 0.257523   ,  0.0902026  ,  1.25242e-39,  0.00625823 ])
34260   , -1760.77    , array([ 0.257266   ,  0.0902929  ,  1.25242e-39,  0.00625823 ])
34261   , -1760.57    , array([ 0.257266   ,  0.0902026  ,  1.25367e-39,  0.00625823 ])
34262   , -1760.35    , array([ 0.257266   ,  0.0902026  ,  1.25242e-39,  0.00626449 ])
34263   , -1035.47    , array([ 0.257266   ,  0.273587   ,  1.25242e-39,  0.084276   ])
34264   , -1035.47    , array([ 0.257266   ,  0.273587   ,  1.25242e-39,  0.084276   ])
34265   , -1035.47    , array([ 0.257523   ,  0.273587   ,  1.25242e-39,  0.084276   ])
34266   , -1035.47    , array([ 0.257266   ,  0.273861   ,  1.25242e-39,  0.084276   ])
34267   , -1035.47    , array([ 0.257266   ,  0.273587   ,  1.25367e-39,  0.084276   ])
34268   , -1034.94    , array([ 0.257266   ,  0.273587   ,  1.25242e-39,  0.0843604  ])
34275   , -1035.41    , array([ 0.257266   ,  0.273598   ,  1.25242e-39,  0.0842841  ])
34276   , -1035.41    , array([ 0.257266   ,  0.273598   ,  1.25242e-39,  0.0842841  ])
34277   , -1035.41    , array([ 0.257523   ,  0.273598   ,  1.25242e-39,  0.0842841  ])
34278   , -1035.42    , array([ 0.257266   ,  0.273872   ,  1.25242e-39,  0.0842841  ])
34279   , -1035.41    , array([ 0.257266   ,  0.273598   ,  1.25367e-39,  0.0842841  ])
34280   , -1034.89    , array([ 0.257266   ,  0.273598   ,  1.25242e-39,  0.0843684  ])
34281   , -1035.36    , array([ 0.257266   ,  0.273609   ,  1.25242e-39,  0.0842921  ])
34282   , -1035.36    , array([ 0.257266   ,  0.273609   ,  1.25242e-39,  0.0842921  ])
