71555   , -69296.8    , array([ 2.9011     ,  0.0300182  ,  4.16689e-29,  0.0669412  ,  0.000271225])
71556   , -69296.9    , array([ 2.90401    ,  0.0300182  ,  4.16689e-29,  0.0669412  ,  0.000271225])
71557   , -69305.7    , array([ 2.9011     ,  0.0300482  ,  4.16689e-29,  0.0669412  ,  0.000271225])
71558   , -69296.8    , array([ 2.9011     ,  0.0300182  ,  4.17105e-29,  0.0669412  ,  0.000271225])
71559   , -69296.8    , array([ 2.9011     ,  0.0300182  ,  4.16689e-29,  0.0670082  ,  0.000271225])
71560   , -69287.9    , array([ 2.9011     ,  0.0300182  ,  4.16689e-29,  0.0669412  ,  0.000271496])
71561   , -69296.8    , array([ 2.9011     ,  0.0300182  ,  4.16689e-29,  0.0669412  ,  0.000271225])
71562   , -47033.5    , array([ 2.88688    ,  0.0147393  ,  4.16689e-29,  0.0669402  ,  0.000555566])
71563   , -47033.5    , array([ 2.88688    ,  0.0147393  ,  4.16689e-29,  0.0669402  ,  0.000555566])
71564   , -47033.6    , array([ 2.88977    ,  0.0147393  ,  4.16689e-29,  0.0669402  ,  0.000555566])
71565   , -47056.4    , array([ 2.88688    ,  0.014754   ,  4.16689e-29,  0.0669402  ,  0.000555566])
71566   , -47033.5    , array([ 2.88688    ,  0.0147393  ,  4.17105e-29,  0.0669402  ,  0.000555566])
71567   , -47033.5    , array([ 2.88688    ,  0.0147393  ,  4.16689e-29,  0.0670072  ,  0.000555566])
71568   , -47010.6    , array([ 2.88688    ,  0.0147393  ,  4.16689e-29,  0.0669402  ,  0.000556122])
71576   , -47004.9    , array([ 2.88686    ,  0.0147301  ,  4.16689e-29,  0.0669402  ,  0.000555914])
71577   , -47004.9    , array([ 2.88686    ,  0.0147301  ,  4.16689e-29,  0.0669402  ,  0.000555914])
71578   , -47005      , array([ 2.88975    ,  0.0147301  ,  4.16689e-29,  0.0669402  ,  0.000555914])
71579   , -47027.8    , array([ 2.88686    ,  0.0147449  ,  4.16689e-29,  0.0669402  ,  0.000555914])
71580   , -47004.9    , array([ 2.88686    ,  0.0147301  ,  4.17105e-29,  0.0669402  ,  0.000555914])
71581   , -47004.9    , array([ 2.88686    ,  0.0147301  ,  4.16689e-29,  0.0670072  ,  0.000555914])
71582   , -46982      , array([ 2.88686    ,  0.0147301  ,  4.16689e-29,  0.0669402  ,  0.00055647 ])
71583   , -46976.3    , array([ 2.88685    ,  0.014721   ,  4.16689e-29,  0.0669402  ,  0.000556262])
71584   , -46976.3    , array([ 2.88685    ,  0.014721   ,  4.16689e-29,  0.0669402  ,  0.000556262])
71585   , -46976.4    , array([ 2.88974    ,  0.014721   ,  4.16689e-29,  0.0669402  ,  0.000556262])
71586   , -46999.2    , array([ 2.88685    ,  0.0147357  ,  4.16689e-29,  0.0669402  ,  0.000556262])
71587   , -46976.3    , array([ 2.88685    ,  0.014721   ,  4.17105e-29,  0.0669402  ,  0.000556262])
71588   , -46976.3    , array([ 2.88685    ,  0.014721   ,  4.16689e-29,  0.0670072  ,  0.000556262])
71589   , -46953.3    , array([ 2.88685    ,  0.014721   ,  4.16689e-29,  0.0669402  ,  0.000556819])
71590   , -9531.46    , array([ 2.85862    ,  0.00355133 ,  4.16689e-29,  0.0669383  ,  0.0023325  ])
71591   , -9531.46    , array([ 2.85862    ,  0.00355133 ,  4.16689e-29,  0.0669383  ,  0.0023325  ])
71592   , -9531.48    , array([ 2.86148    ,  0.00355133 ,  4.16689e-29,  0.0669383  ,  0.0023325  ])
71593   , -9508.91    , array([ 2.85862    ,  0.00355488 ,  4.16689e-29,  0.0669383  ,  0.0023325  ])
71594   , -9531.46    , array([ 2.85862    ,  0.00355133 ,  4.17105e-29,  0.0669383  ,  0.0023325  ])
71595   , -9531.46    , array([ 2.85862    ,  0.00355133 ,  4.16689e-29,  0.0670052  ,  0.0023325  ])
71596   , -9553.6     , array([ 2.85862    ,  0.00355133 ,  4.16689e-29,  0.0669383  ,  0.00233483 ])
71597   , -10897.4    , array([ 2.87251    ,  0.00716264 ,  4.16689e-29,  0.0669392  ,  0.00114994 ])
71598   , -10897.4    , array([ 2.87251    ,  0.00716264 ,  4.16689e-29,  0.0669392  ,  0.00114994 ])
71599   , -10897.5    , array([ 2.87539    ,  0.00716264 ,  4.16689e-29,  0.0669392  ,  0.00114994 ])
71600   , -10917.4    , array([ 2.87251    ,  0.00716981 ,  4.16689e-29,  0.0669392  ,  0.00114994 ])
71601   , -10897.4    , array([ 2.87251    ,  0.00716264 ,  4.17105e-29,  0.0669392  ,  0.00114994 ])
71602   , -10897.4    , array([ 2.87251    ,  0.00716264 ,  4.16689e-29,  0.0670062  ,  0.00114994 ])
71603   , -10877.5    , array([ 2.87251    ,  0.00716264 ,  4.16689e-29,  0.0669392  ,  0.00115109 ])
71604   , -2546.63    , array([ 2.86489    ,  0.00487729 ,  4.16689e-29,  0.0669387  ,  0.00169402 ])
71605   , -2546.63    , array([ 2.86489    ,  0.00487729 ,  4.16689e-29,  0.0669387  ,  0.00169402 ])
71606   , -2546.64    , array([ 2.86776    ,  0.00487729 ,  4.16689e-29,  0.0669387  ,  0.00169402 ])
71607   , -2546.45    , array([ 2.86489    ,  0.00488217 ,  4.16689e-29,  0.0669387  ,  0.00169402 ])
71608   , -2546.63    , array([ 2.86489    ,  0.00487729 ,  4.17105e-29,  0.0669387  ,  0.00169402 ])
71609   , -2546.63    , array([ 2.86489    ,  0.00487729 ,  4.16689e-29,  0.0670057  ,  0.00169402 ])
71610   , -2546.67    , array([ 2.86489    ,  0.00487729 ,  4.16689e-29,  0.0669387  ,  0.00169572 ])
71618   , -2546.47    , array([ 2.86432    ,  0.00488184 ,  4.16689e-29,  0.0669391  ,  0.00169561 ])
71619   , -2546.47    , array([ 2.86432    ,  0.00488184 ,  4.16689e-29,  0.0669391  ,  0.00169561 ])
71620   , -2546.49    , array([ 2.86719    ,  0.00488184 ,  4.16689e-29,  0.0669391  ,  0.00169561 ])
71621   , -2546.3     , array([ 2.86432    ,  0.00488672 ,  4.16689e-29,  0.0669391  ,  0.00169561 ])
71622   , -2546.47    , array([ 2.86432    ,  0.00488184 ,  4.17105e-29,  0.0669391  ,  0.00169561 ])
71623   , -2546.47    , array([ 2.86432    ,  0.00488184 ,  4.16689e-29,  0.0670061  ,  0.00169561 ])
71624   , -2546.52    , array([ 2.86432    ,  0.00488184 ,  4.16689e-29,  0.0669391  ,  0.00169731 ])
71625   , -2546.32    , array([ 2.86375    ,  0.0048864  ,  4.16689e-29,  0.0669395  ,  0.0016972  ])
