Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-396.8	801.6	604.07	17882.35	2.4059,0.4139,30.0,0.7988
our_model	Round_1_Replicate_2	-396.48	800.96	603.48	20307.57	30.0,0.3646,2.3237,0.8739
our_model	Round_1_Replicate_3	-395.13	798.26	600.12	14935.49	11.8979,0.4984,5.1743,1.2664
our_model	Round_1_Replicate_4	-398.51	805.02	607.22	13244.43	30.0,0.5577,3.4764,1.2395
our_model	Round_1_Replicate_5	-396.03	800.06	602.64	6890.36	30.0,1.0751,10.4448,2.6052
our_model	Round_1_Replicate_6	-393.22	794.44	597.36	8156.28	29.9805,0.9122,29.7625,3.0771
our_model	Round_1_Replicate_7	-396.85	801.7	604.16	19577.77	2.1887,0.378,30.0,0.7277
our_model	Round_1_Replicate_8	-394.09	796.18	599.01	61580.98	1.5986,0.1206,0.7338,0.3112
our_model	Round_1_Replicate_9	-393.26	794.52	597.44	7672.08	29.8133,0.9697,29.8415,3.2076
our_model	Round_1_Replicate_10	-398.73	805.46	607.61	7310.38	30.0,1.0103,7.4143,2.2119
our_model	Round_2_Replicate_1	-393.54	795.08	597.96	5766.99	30.0,1.2894,29.8499,3.8775
our_model	Round_2_Replicate_2	-396.59	801.18	603.68	7395.14	5.9854,1.001,30.0,1.9601
our_model	Round_2_Replicate_3	-393.06	794.12	597.07	11978.81	30.0,0.6213,29.629,2.3429
our_model	Round_2_Replicate_4	-393.12	794.24	597.18	9902.23	29.8873,0.7515,29.7434,2.686
our_model	Round_2_Replicate_5	-397.62	803.24	605.59	3234.54	30.0,2.2859,21.5122,4.8829
our_model	Round_2_Replicate_6	-394.34	796.68	599.49	3971.85	30.0,1.8696,29.9995,4.8655
our_model	Round_2_Replicate_7	-393.66	795.32	598.2	7942.0	12.4257,0.9361,27.608,2.5879
our_model	Round_2_Replicate_8	-395.95	799.9	602.5	9437.26	5.0049,0.785,30.0,1.6024
our_model	Round_2_Replicate_9	-394.53	797.06	599.83	5834.42	29.9996,1.2724,17.3731,3.372
our_model	Round_2_Replicate_10	-393.56	795.12	598.01	9675.98	29.9999,0.7684,15.4204,2.3901
our_model	Round_2_Replicate_11	-395.41	798.82	601.49	9317.62	5.4762,0.7957,30.0,1.6963
our_model	Round_2_Replicate_12	-396.7	801.4	603.89	9271.85	4.6916,0.7983,30.0,1.5503
our_model	Round_2_Replicate_13	-393.2	794.4	597.32	8504.34	29.9999,0.8749,29.7494,2.9897
our_model	Round_2_Replicate_14	-394.83	797.66	600.56	6758.57	8.6896,1.0972,30.0,2.4866
our_model	Round_2_Replicate_15	-393.66	795.32	598.2	5283.4	30.0,1.4071,29.9973,4.1027
our_model	Round_2_Replicate_16	-396.39	800.78	603.31	6553.17	6.9547,1.1299,30.0,2.2445
our_model	Round_2_Replicate_17	-394.04	796.08	598.91	5502.42	30.0,1.3502,22.4949,3.7452
our_model	Round_2_Replicate_18	-396.17	800.34	602.91	3369.92	30.0,2.1978,24.1619,4.9907
our_model	Round_2_Replicate_19	-393.44	794.88	597.78	7619.53	30.0,0.976,23.0353,3.0662
our_model	Round_2_Replicate_20	-396.12	800.24	602.81	2874.46	30.0,2.5768,30.0,5.7544
