4883    , -2125.63    , array([ 0.0105621  ,  0.0202021  ,  1.54525e-06,  0.000272254])
4884    , -2125.63    , array([ 0.0105727  ,  0.0202021  ,  1.54525e-06,  0.000272254])
4885    , -2125.81    , array([ 0.0105621  ,  0.0202223  ,  1.54525e-06,  0.000272254])
4886    , -2125.63    , array([ 0.0105621  ,  0.0202021  ,  1.54679e-06,  0.000272254])
4887    , -2125.46    , array([ 0.0105621  ,  0.0202021  ,  1.54525e-06,  0.000272526])
4888    , -2125.63    , array([ 0.0105621  ,  0.0202021  ,  1.54525e-06,  0.000272254])
4889    , -1824.08    , array([ 0.0104797  ,  0.00982718 ,  1.55728e-06,  0.000552421])
4890    , -1824.08    , array([ 0.0104797  ,  0.00982718 ,  1.55728e-06,  0.000552421])
4891    , -1824.08    , array([ 0.0104902  ,  0.00982718 ,  1.55728e-06,  0.000552421])
4892    , -1824.24    , array([ 0.0104797  ,  0.00983702 ,  1.55728e-06,  0.000552421])
4893    , -1824.08    , array([ 0.0104797  ,  0.00982718 ,  1.55884e-06,  0.000552421])
4894    , -1823.91    , array([ 0.0104797  ,  0.00982718 ,  1.55728e-06,  0.000552974])
4901    , -1824.07    , array([ 0.0104797  ,  0.00982714 ,  1.55728e-06,  0.000552423])
4902    , -1824.07    , array([ 0.0104797  ,  0.00982714 ,  1.55728e-06,  0.000552423])
4903    , -1824.08    , array([ 0.0104902  ,  0.00982714 ,  1.55728e-06,  0.000552423])
4904    , -1824.24    , array([ 0.0104797  ,  0.00983697 ,  1.55728e-06,  0.000552423])
4905    , -1824.07    , array([ 0.0104797  ,  0.00982714 ,  1.55884e-06,  0.000552423])
4906    , -1823.91    , array([ 0.0104797  ,  0.00982714 ,  1.55728e-06,  0.000552976])
4907    , -1803.97    , array([ 0.0104478  ,  0.00742203 ,  1.562e-06  ,  0.000727725])
4908    , -1803.97    , array([ 0.0104478  ,  0.00742203 ,  1.562e-06  ,  0.000727725])
4909    , -1803.97    , array([ 0.0104582  ,  0.00742203 ,  1.562e-06  ,  0.000727725])
4910    , -1803.82    , array([ 0.0104478  ,  0.00742945 ,  1.562e-06  ,  0.000727725])
4911    , -1803.97    , array([ 0.0104478  ,  0.00742203 ,  1.56356e-06,  0.000727725])
4912    , -1804.1     , array([ 0.0104478  ,  0.00742203 ,  1.562e-06  ,  0.000728453])
4913    , -1872.22    , array([ 0.00501122 ,  0.110281   ,  3.23373e-06,  0.00483593 ])
4914    , -1872.22    , array([ 0.00501122 ,  0.110281   ,  3.23373e-06,  0.00483593 ])
4915    , -1872.22    , array([ 0.00501624 ,  0.110281   ,  3.23373e-06,  0.00483593 ])
4916    , -1872.49    , array([ 0.00501122 ,  0.110392   ,  3.23373e-06,  0.00483593 ])
4917    , -1872.21    , array([ 0.00501122 ,  0.110281   ,  3.23696e-06,  0.00483593 ])
4918    , -1871.95    , array([ 0.00501122 ,  0.110281   ,  3.23373e-06,  0.00484076 ])
4919    , -1784.85    , array([ 0.00835563 ,  0.0168642  ,  1.94892e-06,  0.00129457 ])
4920    , -1784.85    , array([ 0.00835563 ,  0.0168642  ,  1.94892e-06,  0.00129457 ])
4921    , -1784.85    , array([ 0.00836399 ,  0.0168642  ,  1.94892e-06,  0.00129457 ])
4922    , -1784.9     , array([ 0.00835563 ,  0.0168811  ,  1.94892e-06,  0.00129457 ])
4923    , -1784.85    , array([ 0.00835563 ,  0.0168642  ,  1.95087e-06,  0.00129457 ])
4924    , -1784.8     , array([ 0.00835563 ,  0.0168642  ,  1.94892e-06,  0.00129586 ])
4925    , -1749.27    , array([ 0.00707664 ,  0.380834   ,  2.29779e-06,  0.0284726  ])
4926    , -1749.27    , array([ 0.00707664 ,  0.380834   ,  2.29779e-06,  0.0284726  ])
4927    , -1749.28    , array([ 0.00708372 ,  0.380834   ,  2.29779e-06,  0.0284726  ])
4928    , -1749.85    , array([ 0.00707664 ,  0.381215   ,  2.29779e-06,  0.0284726  ])
4929    , -1749.27    , array([ 0.00707664 ,  0.380834   ,  2.30009e-06,  0.0284726  ])
4930    , -1748.85    , array([ 0.00707664 ,  0.380834   ,  2.29779e-06,  0.0285011  ])
4931    , -1781.66    , array([ 0.00825669 ,  0.021088   ,  1.97207e-06,  0.00161574 ])
4932    , -1781.66    , array([ 0.00825669 ,  0.021088   ,  1.97207e-06,  0.00161574 ])
4933    , -1781.66    , array([ 0.00826495 ,  0.021088   ,  1.97207e-06,  0.00161574 ])
4934    , -1781.71    , array([ 0.00825669 ,  0.0211091  ,  1.97207e-06,  0.00161574 ])
4935    , -1781.66    , array([ 0.00825669 ,  0.021088   ,  1.97404e-06,  0.00161574 ])
4936    , -1781.6     , array([ 0.00825669 ,  0.021088   ,  1.97207e-06,  0.00161736 ])
4937    , -1719.79    , array([ 0.00741826 ,  0.157243   ,  2.19289e-06,  0.0118445  ])
4938    , -1719.79    , array([ 0.00741826 ,  0.157243   ,  2.19289e-06,  0.0118445  ])
