1689    , -2299.31    , array([ 0.42192    ,  0.0676482  ,  5.32913e-24,  0.000145995])
1690    , -2299.31    , array([ 0.422342   ,  0.0676482  ,  5.32913e-24,  0.000145995])
1691    , -2299.35    , array([ 0.42192    ,  0.0677159  ,  5.32913e-24,  0.000145995])
1692    , -2299.31    , array([ 0.42192    ,  0.0676482  ,  5.33446e-24,  0.000145995])
1693    , -2299.27    , array([ 0.42192    ,  0.0676482  ,  5.32913e-24,  0.000146141])
1694    , -2299.31    , array([ 0.42192    ,  0.0676482  ,  5.32913e-24,  0.000145995])
1695    , -2189.76    , array([ 0.42192    ,  0.0323297  ,  5.32913e-24,  0.000290831])
1696    , -2189.76    , array([ 0.42192    ,  0.0323297  ,  5.32913e-24,  0.000290831])
1697    , -2189.76    , array([ 0.422342   ,  0.0323297  ,  5.32913e-24,  0.000290831])
1698    , -2189.89    , array([ 0.42192    ,  0.032362   ,  5.32913e-24,  0.000290831])
1699    , -2189.76    , array([ 0.42192    ,  0.0323297  ,  5.33446e-24,  0.000290831])
1700    , -2189.63    , array([ 0.42192    ,  0.0323297  ,  5.32913e-24,  0.000291122])
1701    , -8142.46    , array([ 0.42192    ,  0.00168648 ,  5.32913e-24,  0.00457993 ])
1702    , -8142.46    , array([ 0.42192    ,  0.00168648 ,  5.32913e-24,  0.00457993 ])
1703    , -8142.46    , array([ 0.422342   ,  0.00168648 ,  5.32913e-24,  0.00457993 ])
1704    , -8143.93    , array([ 0.42192    ,  0.00168816 ,  5.32913e-24,  0.00457993 ])
1705    , -8142.46    , array([ 0.42192    ,  0.00168648 ,  5.33446e-24,  0.00457993 ])
1706    , -8139.9     , array([ 0.42192    ,  0.00168648 ,  5.32913e-24,  0.00458451 ])
1707    , -2180.29    , array([ 0.42192    ,  0.0311727  ,  5.32913e-24,  0.000300895])
1708    , -2180.29    , array([ 0.42192    ,  0.0311727  ,  5.32913e-24,  0.000300895])
1709    , -2180.29    , array([ 0.422342   ,  0.0311727  ,  5.32913e-24,  0.000300895])
1710    , -2180.43    , array([ 0.42192    ,  0.0312039  ,  5.32913e-24,  0.000300895])
1711    , -2180.29    , array([ 0.42192    ,  0.0311727  ,  5.33446e-24,  0.000300895])
1712    , -2180.15    , array([ 0.42192    ,  0.0311727  ,  5.32913e-24,  0.000301196])
1713    , -2170.01    , array([ 0.42192    ,  0.0300244  ,  5.32913e-24,  0.000311622])
1714    , -2170.01    , array([ 0.42192    ,  0.0300244  ,  5.32913e-24,  0.000311622])
1715    , -2170.01    , array([ 0.422342   ,  0.0300244  ,  5.32913e-24,  0.000311622])
1716    , -2170.15    , array([ 0.42192    ,  0.0300545  ,  5.32913e-24,  0.000311622])
1717    , -2170.01    , array([ 0.42192    ,  0.0300244  ,  5.33446e-24,  0.000311622])
1718    , -2169.86    , array([ 0.42192    ,  0.0300244  ,  5.32913e-24,  0.000311934])
1719    , -2033.05    , array([ 0.42192    ,  0.00711586 ,  5.32913e-24,  0.00119466 ])
1720    , -2033.05    , array([ 0.42192    ,  0.00711586 ,  5.32913e-24,  0.00119466 ])
1721    , -2033.05    , array([ 0.422342   ,  0.00711586 ,  5.32913e-24,  0.00119466 ])
1722    , -2032.23    , array([ 0.42192    ,  0.00712298 ,  5.32913e-24,  0.00119466 ])
1723    , -2033.05    , array([ 0.42192    ,  0.00711586 ,  5.33446e-24,  0.00119466 ])
1724    , -2033.83    , array([ 0.42192    ,  0.00711586 ,  5.32913e-24,  0.00119585 ])
1725    , -2098.5     , array([ 0.42192    ,  0.0240832  ,  5.32913e-24,  0.000382836])
1726    , -2098.5     , array([ 0.42192    ,  0.0240832  ,  5.32913e-24,  0.000382836])
1727    , -2098.5     , array([ 0.422342   ,  0.0240832  ,  5.32913e-24,  0.000382836])
1728    , -2098.69    , array([ 0.42192    ,  0.0241073  ,  5.32913e-24,  0.000382836])
1729    , -2098.5     , array([ 0.42192    ,  0.0240832  ,  5.33446e-24,  0.000382836])
1730    , -2098.31    , array([ 0.42192    ,  0.0240832  ,  5.32913e-24,  0.000383219])
1731    , -1791.95    , array([ 0.42192    ,  0.0108966  ,  5.32913e-24,  0.000802608])
1732    , -1791.95    , array([ 0.42192    ,  0.0108966  ,  5.32913e-24,  0.000802608])
1733    , -1791.95    , array([ 0.422342   ,  0.0108966  ,  5.32913e-24,  0.000802608])
1734    , -1792       , array([ 0.42192    ,  0.0109075  ,  5.32913e-24,  0.000802608])
1735    , -1791.95    , array([ 0.42192    ,  0.0108966  ,  5.33446e-24,  0.000802608])
