182795  , -79089.2    , array([ 0.0155931  ,  0.135719   ,  0.0593217  ,  1.92026e-50,  4.22168e-09])
182796  , -79089.2    , array([ 0.0156087  ,  0.135719   ,  0.0593217  ,  1.92026e-50,  4.22168e-09])
182797  , -79089.2    , array([ 0.0155931  ,  0.135854   ,  0.0593217  ,  1.92026e-50,  4.22168e-09])
182798  , -79089.2    , array([ 0.0155931  ,  0.135719   ,  0.059381   ,  1.92026e-50,  4.22168e-09])
182799  , -79089.2    , array([ 0.0155931  ,  0.135719   ,  0.0593217  ,  1.92218e-50,  4.22168e-09])
182800  , -79089.2    , array([ 0.0155931  ,  0.135719   ,  0.0593217  ,  1.92026e-50,  4.2259e-09 ])
182801  , -79089.2    , array([ 0.0155931  ,  0.135719   ,  0.0593217  ,  1.92026e-50,  4.22168e-09])
182802  , -79089      , array([ 0.0125625  ,  0.13085    ,  0.0593217  ,  1.92026e-50,  5.43682e-09])
182803  , -79089      , array([ 0.0125625  ,  0.13085    ,  0.0593217  ,  1.92026e-50,  5.43682e-09])
182804  , -79089.1    , array([ 0.0125751  ,  0.13085    ,  0.0593217  ,  1.92026e-50,  5.43682e-09])
182805  , -79089      , array([ 0.0125625  ,  0.130981   ,  0.0593217  ,  1.92026e-50,  5.43682e-09])
182806  , -79089      , array([ 0.0125625  ,  0.13085    ,  0.0593811  ,  1.92026e-50,  5.43682e-09])
182807  , -79089      , array([ 0.0125625  ,  0.13085    ,  0.0593217  ,  1.92218e-50,  5.43682e-09])
182808  , -79089      , array([ 0.0125625  ,  0.13085    ,  0.0593217  ,  1.92026e-50,  5.44226e-09])
182809  , -79087      , array([ 0.00529244 ,  0.113062   ,  0.0593218  ,  1.92026e-50,  1.4955e-08 ])
182810  , -79087      , array([ 0.00529244 ,  0.113062   ,  0.0593218  ,  1.92026e-50,  1.4955e-08 ])
182811  , -79087      , array([ 0.00529774 ,  0.113062   ,  0.0593218  ,  1.92026e-50,  1.4955e-08 ])
182812  , -79087      , array([ 0.00529244 ,  0.113175   ,  0.0593218  ,  1.92026e-50,  1.4955e-08 ])
182813  , -79087      , array([ 0.00529244 ,  0.113062   ,  0.0593812  ,  1.92026e-50,  1.4955e-08 ])
182814  , -79087      , array([ 0.00529244 ,  0.113062   ,  0.0593218  ,  1.92218e-50,  1.4955e-08 ])
182815  , -79087      , array([ 0.00529244 ,  0.113062   ,  0.0593218  ,  1.92026e-50,  1.497e-08  ])
182823  , -79087      , array([ 0.00529244 ,  0.113062   ,  0.0593218  ,  1.92026e-50,  1.4955e-08 ])
182824  , -79087      , array([ 0.00529244 ,  0.113062   ,  0.0593218  ,  1.92026e-50,  1.4955e-08 ])
182825  , -79087      , array([ 0.00529774 ,  0.113062   ,  0.0593218  ,  1.92026e-50,  1.4955e-08 ])
182826  , -79087      , array([ 0.00529244 ,  0.113175   ,  0.0593218  ,  1.92026e-50,  1.4955e-08 ])
182827  , -79087      , array([ 0.00529244 ,  0.113062   ,  0.0593812  ,  1.92026e-50,  1.4955e-08 ])
182828  , -79087      , array([ 0.00529244 ,  0.113062   ,  0.0593218  ,  1.92218e-50,  1.4955e-08 ])
