18047   , -2336.8     , array([ 8.97004    ,  0.00650014 ,  6.39165e-49,  0.168781   ])
18048   , -2336.8     , array([ 8.97902    ,  0.00650014 ,  6.39165e-49,  0.168781   ])
18049   , -2336.8     , array([ 8.97004    ,  0.00650664 ,  6.39165e-49,  0.168781   ])
18050   , -2336.8     , array([ 8.97004    ,  0.00650014 ,  6.39804e-49,  0.168781   ])
18051   , -2336.8     , array([ 8.97004    ,  0.00650014 ,  6.39165e-49,  0.16895    ])
18052   , -2336.8     , array([ 8.97004    ,  0.00650014 ,  6.39165e-49,  0.168781   ])
18053   , -2336.8     , array([ 8.97004    ,  0.00650129 ,  6.39165e-49,  0.168751   ])
18054   , -2336.8     , array([ 8.97004    ,  0.00650129 ,  6.39165e-49,  0.168751   ])
18055   , -2336.8     , array([ 8.97902    ,  0.00650129 ,  6.39165e-49,  0.168751   ])
18056   , -2336.8     , array([ 8.97004    ,  0.00650779 ,  6.39165e-49,  0.168751   ])
18057   , -2336.8     , array([ 8.97004    ,  0.00650129 ,  6.39804e-49,  0.168751   ])
18058   , -2336.8     , array([ 8.97004    ,  0.00650129 ,  6.39165e-49,  0.16892    ])
18059   , -2336.8     , array([ 8.97004    ,  0.00650587 ,  6.39165e-49,  0.16863    ])
18060   , -2336.8     , array([ 8.97004    ,  0.00650587 ,  6.39165e-49,  0.16863    ])
18061   , -2336.8     , array([ 8.97902    ,  0.00650587 ,  6.39165e-49,  0.16863    ])
18062   , -2336.8     , array([ 8.97004    ,  0.00651238 ,  6.39165e-49,  0.16863    ])
18063   , -2336.8     , array([ 8.97004    ,  0.00650587 ,  6.39804e-49,  0.16863    ])
18064   , -2336.8     , array([ 8.97004    ,  0.00650587 ,  6.39165e-49,  0.168799   ])
18065   , -2336.8     , array([ 8.97004    ,  0.00652424 ,  6.39165e-49,  0.168148   ])
18066   , -2336.8     , array([ 8.97004    ,  0.00652424 ,  6.39165e-49,  0.168148   ])
18067   , -2336.8     , array([ 8.97902    ,  0.00652424 ,  6.39165e-49,  0.168148   ])
18068   , -2336.8     , array([ 8.97004    ,  0.00653076 ,  6.39165e-49,  0.168148   ])
18069   , -2336.8     , array([ 8.97004    ,  0.00652424 ,  6.39804e-49,  0.168148   ])
18070   , -2336.8     , array([ 8.97004    ,  0.00652424 ,  6.39165e-49,  0.168316   ])
18071   , -2336.8     , array([ 8.97004    ,  0.00659822 ,  6.39165e-49,  0.16623    ])
18072   , -2336.8     , array([ 8.97004    ,  0.00659822 ,  6.39165e-49,  0.16623    ])
18073   , -2336.8     , array([ 8.97902    ,  0.00659822 ,  6.39165e-49,  0.16623    ])
18074   , -2336.8     , array([ 8.97004    ,  0.00660483 ,  6.39165e-49,  0.16623    ])
18075   , -2336.8     , array([ 8.97004    ,  0.00659822 ,  6.39804e-49,  0.16623    ])
18076   , -2336.8     , array([ 8.97004    ,  0.00659822 ,  6.39165e-49,  0.166396   ])
18077   , -2336.8     , array([ 8.97004    ,  0.00690266 ,  6.39165e-49,  0.158777   ])
18078   , -2336.8     , array([ 8.97004    ,  0.00690266 ,  6.39165e-49,  0.158777   ])
18079   , -2336.8     , array([ 8.97902    ,  0.00690266 ,  6.39165e-49,  0.158777   ])
18080   , -2336.8     , array([ 8.97004    ,  0.00690957 ,  6.39165e-49,  0.158777   ])
18081   , -2336.8     , array([ 8.97004    ,  0.00690266 ,  6.39804e-49,  0.158777   ])
18082   , -2336.8     , array([ 8.97004    ,  0.00690266 ,  6.39165e-49,  0.158935   ])
18083   , -2336.68    , array([ 8.97004    ,  0.0082675  ,  6.39165e-49,  0.132158   ])
18084   , -2336.68    , array([ 8.97004    ,  0.0082675  ,  6.39165e-49,  0.132158   ])
18085   , -2336.68    , array([ 8.97902    ,  0.0082675  ,  6.39165e-49,  0.132158   ])
18086   , -2336.68    , array([ 8.97004    ,  0.00827577 ,  6.39165e-49,  0.132158   ])
18087   , -2336.68    , array([ 8.97004    ,  0.0082675  ,  6.39804e-49,  0.132158   ])
18088   , -2336.68    , array([ 8.97004    ,  0.0082675  ,  6.39165e-49,  0.13229    ])
18089   , -838.257    , array([ 8.97004    ,  0.0170139  ,  6.39165e-49,  0.0634341  ])
18090   , -838.257    , array([ 8.97004    ,  0.0170139  ,  6.39165e-49,  0.0634341  ])
18091   , -838.257    , array([ 8.97902    ,  0.0170139  ,  6.39165e-49,  0.0634341  ])
18092   , -841.867    , array([ 8.97004    ,  0.017031   ,  6.39165e-49,  0.0634341  ])
18093   , -838.257    , array([ 8.97004    ,  0.0170139  ,  6.39804e-49,  0.0634341  ])
18094   , -833.311    , array([ 8.97004    ,  0.0170139  ,  6.39165e-49,  0.0634975  ])
18095   , -2336.68    , array([ 8.97004    ,  0.00827014 ,  6.39165e-49,  0.132115   ])
