7229    , -35590.1    , array([ 0.389479   ,  53.869     ,  0.0632279  ,  1.56748    ])
7230    , -35589.2    , array([ 0.389869   ,  53.869     ,  0.0632279  ,  1.56748    ])
7231    , -35595.7    , array([ 0.389479   ,  53.9229    ,  0.0632279  ,  1.56748    ])
7232    , -35590.9    , array([ 0.389479   ,  53.869     ,  0.0632911  ,  1.56748    ])
7233    , -35604.7    , array([ 0.389479   ,  53.869     ,  0.0632279  ,  1.56905    ])
7234    , -35590.1    , array([ 0.389479   ,  53.869     ,  0.0632279  ,  1.56748    ])
7235    , -20454.5    , array([ 0.41344    ,  37.5261    ,  0.0600042  ,  0.612465   ])
7236    , -20454.5    , array([ 0.41344    ,  37.5261    ,  0.0600042  ,  0.612465   ])
7237    , -20454.5    , array([ 0.413853   ,  37.5261    ,  0.0600042  ,  0.612465   ])
7238    , -20457      , array([ 0.41344    ,  37.5637    ,  0.0600042  ,  0.612465   ])
7239    , -20454.8    , array([ 0.41344    ,  37.5261    ,  0.0600643  ,  0.612465   ])
7240    , -20468      , array([ 0.41344    ,  37.5261    ,  0.0600042  ,  0.613078   ])
7241    , -1514.96    , array([ 0.278539   ,  76.4503    ,  0.0696884  ,  0.0556518  ])
7242    , -1514.96    , array([ 0.278539   ,  76.4503    ,  0.0696884  ,  0.0556518  ])
7243    , -1516.57    , array([ 0.278818   ,  76.4503    ,  0.0696884  ,  0.0556518  ])
7244    , -1514.98    , array([ 0.278539   ,  76.5268    ,  0.0696884  ,  0.0556518  ])
7245    , -1514.21    , array([ 0.278539   ,  76.4503    ,  0.0697581  ,  0.0556518  ])
7246    , -1516.86    , array([ 0.278539   ,  76.4503    ,  0.0696884  ,  0.0557074  ])
7253    , -1512.52    , array([ 0.278227   ,  76.4196    ,  0.0697263  ,  0.0556454  ])
7254    , -1512.52    , array([ 0.278227   ,  76.4196    ,  0.0697263  ,  0.0556454  ])
7255    , -1514.13    , array([ 0.278505   ,  76.4196    ,  0.0697263  ,  0.0556454  ])
7256    , -1512.55    , array([ 0.278227   ,  76.4961    ,  0.0697263  ,  0.0556454  ])
7257    , -1511.78    , array([ 0.278227   ,  76.4196    ,  0.069796   ,  0.0556454  ])
7258    , -1514.42    , array([ 0.278227   ,  76.4196    ,  0.0697263  ,  0.0557011  ])
7259    , -1864.55    , array([ 0.112292   ,  55.2955    ,  0.108095   ,  0.0507298  ])
7260    , -1864.55    , array([ 0.112292   ,  55.2955    ,  0.108095   ,  0.0507298  ])
7261    , -1860.94    , array([ 0.112404   ,  55.2955    ,  0.108095   ,  0.0507298  ])
7262    , -1864.61    , array([ 0.112292   ,  55.3508    ,  0.108095   ,  0.0507298  ])
7263    , -1867.9     , array([ 0.112292   ,  55.2955    ,  0.108203   ,  0.0507298  ])
7264    , -1868.53    , array([ 0.112292   ,  55.2955    ,  0.108095   ,  0.0507806  ])
7265    , -932.436    , array([ 0.18205    ,  65.6929    ,  0.085587   ,  0.0532909  ])
7266    , -932.436    , array([ 0.18205    ,  65.6929    ,  0.085587   ,  0.0532909  ])
7267    , -932.601    , array([ 0.182232   ,  65.6929    ,  0.085587   ,  0.0532909  ])
7268    , -932.462    , array([ 0.18205    ,  65.7586    ,  0.085587   ,  0.0532909  ])
7269    , -932.737    , array([ 0.18205    ,  65.6929    ,  0.0856726  ,  0.0532909  ])
7270    , -934.631    , array([ 0.18205    ,  65.6929    ,  0.085587   ,  0.0533442  ])
7271    , -881.187    , array([ 0.0237537  ,  56.0136    ,  0.00517339 ,  0.0535142  ])
7272    , -881.187    , array([ 0.0237537  ,  56.0136    ,  0.00517339 ,  0.0535142  ])
7273    , -882.234    , array([ 0.0237775  ,  56.0136    ,  0.00517339 ,  0.0535142  ])
7274    , -881.204    , array([ 0.0237537  ,  56.0697    ,  0.00517339 ,  0.0535142  ])
7275    , -880.195    , array([ 0.0237537  ,  56.0136    ,  0.00517857 ,  0.0535142  ])
7276    , -882.548    , array([ 0.0237537  ,  56.0136    ,  0.00517339 ,  0.0535678  ])
7277    , -781.367    , array([ 0.0243027  ,  56.8399    ,  0.0055969  ,  0.0515988  ])
7278    , -781.367    , array([ 0.0243027  ,  56.8399    ,  0.0055969  ,  0.0515988  ])
7279    , -782.357    , array([ 0.024327   ,  56.8399    ,  0.0055969  ,  0.0515988  ])
7280    , -781.382    , array([ 0.0243027  ,  56.8968    ,  0.0055969  ,  0.0515988  ])
7281    , -780.43     , array([ 0.0243027  ,  56.8399    ,  0.0056025  ,  0.0515988  ])
7282    , -782.608    , array([ 0.0243027  ,  56.8399    ,  0.0055969  ,  0.0516504  ])
7283    , -458.078    , array([ 0.0266284  ,  60.2687    ,  0.00766715 ,  0.0445986  ])
7284    , -458.078    , array([ 0.0266284  ,  60.2687    ,  0.00766715 ,  0.0445986  ])
7285    , -458.79     , array([ 0.0266551  ,  60.2687    ,  0.00766715 ,  0.0445986  ])
7286    , -458.087    , array([ 0.0266284  ,  60.329     ,  0.00766715 ,  0.0445986  ])
7287    , -457.41     , array([ 0.0266284  ,  60.2687    ,  0.00767482 ,  0.0445986  ])
7288    , -458.876    , array([ 0.0266284  ,  60.2687    ,  0.00766715 ,  0.0446432  ])
7289    , -195.794    , array([ 0.0302454  ,  66.333     ,  0.0145149  ,  0.0334237  ])
7290    , -195.794    , array([ 0.0302454  ,  66.333     ,  0.0145149  ,  0.0334237  ])
7291    , -195.604    , array([ 0.0302757  ,  66.333     ,  0.0145149  ,  0.0334237  ])
7292    , -195.798    , array([ 0.0302454  ,  66.3994    ,  0.0145149  ,  0.0334237  ])
7293    , -195.957    , array([ 0.0302454  ,  66.333     ,  0.0145294  ,  0.0334237  ])
7294    , -195.95     , array([ 0.0302454  ,  66.333     ,  0.0145149  ,  0.0334571  ])
7295    , -187.806    , array([ 0.0314998  ,  68.0634    ,  0.014335   ,  0.0328266  ])
7296    , -187.806    , array([ 0.0314998  ,  68.0634    ,  0.014335   ,  0.0328266  ])
7297    , -187.753    , array([ 0.0315313  ,  68.0634    ,  0.014335   ,  0.0328266  ])
7298    , -187.81     , array([ 0.0314998  ,  68.1315    ,  0.014335   ,  0.0328266  ])
7299    , -187.838    , array([ 0.0314998  ,  68.0634    ,  0.0143494  ,  0.0328266  ])
7300    , -187.872    , array([ 0.0314998  ,  68.0634    ,  0.014335   ,  0.0328595  ])
7301    , -184.197    , array([ 0.0352009  ,  70.1828    ,  0.0158881  ,  0.0320659  ])
7302    , -184.197    , array([ 0.0352009  ,  70.1828    ,  0.0158881  ,  0.0320659  ])
7303    , -184.189    , array([ 0.0352361  ,  70.1828    ,  0.0158881  ,  0.0320659  ])
7304    , -184.2      , array([ 0.0352009  ,  70.2531    ,  0.0158881  ,  0.0320659  ])
7305    , -184.182    , array([ 0.0352009  ,  70.1828    ,  0.015904   ,  0.0320659  ])
7306    , -184.209    , array([ 0.0352009  ,  70.1828    ,  0.0158881  ,  0.0320979  ])
7307    , -176.588    , array([ 0.0468677  ,  74.8305    ,  0.0212426  ,  0.0307292  ])
7308    , -176.588    , array([ 0.0468677  ,  74.8305    ,  0.0212426  ,  0.0307292  ])
7309    , -176.636    , array([ 0.0469146  ,  74.8305    ,  0.0212426  ,  0.0307292  ])
7310    , -176.59     , array([ 0.0468677  ,  74.9054    ,  0.0212426  ,  0.0307292  ])
7311    , -176.51     , array([ 0.0468677  ,  74.8305    ,  0.0212638  ,  0.0307292  ])
7312    , -176.544    , array([ 0.0468677  ,  74.8305    ,  0.0212426  ,  0.0307599  ])
7313    , -176.93     , array([ 0.147284   ,  96.7095    ,  0.0678805  ,  0.0259168  ])
7314    , -176.93     , array([ 0.147284   ,  96.7095    ,  0.0678805  ,  0.0259168  ])
7315    , -177.389    , array([ 0.147431   ,  96.7095    ,  0.0678805  ,  0.0259168  ])
7316    , -176.93     , array([ 0.147284   ,  96.8063    ,  0.0678805  ,  0.0259168  ])
7317    , -176.57     , array([ 0.147284   ,  96.7095    ,  0.0679484  ,  0.0259168  ])
7318    , -176.96     , array([ 0.147284   ,  96.7095    ,  0.0678805  ,  0.0259427  ])
7319    , -162.881    , array([ 0.0884974  ,  86.281     ,  0.0404848  ,  0.0279568  ])
7320    , -162.881    , array([ 0.0884974  ,  86.281     ,  0.0404848  ,  0.0279568  ])
7321    , -163.104    , array([ 0.0885859  ,  86.281     ,  0.0404848  ,  0.0279568  ])
7322    , -162.882    , array([ 0.0884974  ,  86.3673    ,  0.0404848  ,  0.0279568  ])
7323    , -162.644    , array([ 0.0884974  ,  86.281     ,  0.0405253  ,  0.0279568  ])
7324    , -162.817    , array([ 0.0884974  ,  86.281     ,  0.0404848  ,  0.0279848  ])
7331    , -162.881    , array([ 0.0884974  ,  86.281     ,  0.0404848  ,  0.0279568  ])
7332    , -162.881    , array([ 0.0884974  ,  86.281     ,  0.0404848  ,  0.0279568  ])
7333    , -163.104    , array([ 0.0885859  ,  86.281     ,  0.0404848  ,  0.0279568  ])
7334    , -162.882    , array([ 0.0884974  ,  86.3673    ,  0.0404848  ,  0.0279568  ])
7335    , -162.644    , array([ 0.0884974  ,  86.281     ,  0.0405253  ,  0.0279568  ])
7336    , -162.817    , array([ 0.0884974  ,  86.281     ,  0.0404848  ,  0.0279848  ])
7337    , -162.881    , array([ 0.0884974  ,  86.281     ,  0.0404848  ,  0.0279568  ])
7338    , -162.881    , array([ 0.0884974  ,  86.281     ,  0.0404848  ,  0.0279568  ])
7339    , -163.104    , array([ 0.0885859  ,  86.281     ,  0.0404848  ,  0.0279568  ])
7340    , -162.882    , array([ 0.0884974  ,  86.3673    ,  0.0404848  ,  0.0279568  ])
7341    , -162.644    , array([ 0.0884974  ,  86.281     ,  0.0405253  ,  0.0279568  ])
7342    , -162.817    , array([ 0.0884974  ,  86.281     ,  0.0404848  ,  0.0279848  ])
7349    , -162.881    , array([ 0.0884974  ,  86.281     ,  0.0404848  ,  0.0279568  ])
7350    , -162.881    , array([ 0.0884974  ,  86.281     ,  0.0404848  ,  0.0279568  ])
7351    , -163.104    , array([ 0.0885859  ,  86.281     ,  0.0404848  ,  0.0279568  ])
7352    , -162.882    , array([ 0.0884974  ,  86.3673    ,  0.0404848  ,  0.0279568  ])
7353    , -162.644    , array([ 0.0884974  ,  86.281     ,  0.0405253  ,  0.0279568  ])
7354    , -162.817    , array([ 0.0884974  ,  86.281     ,  0.0404848  ,  0.0279848  ])
7355    , -162.881    , array([ 0.0884974  ,  86.281     ,  0.0404848  ,  0.0279568  ])
7356    , -162.881    , array([ 0.0884974  ,  86.281     ,  0.0404848  ,  0.0279568  ])
7357    , -163.104    , array([ 0.0885859  ,  86.281     ,  0.0404848  ,  0.0279568  ])
7358    , -162.882    , array([ 0.0884974  ,  86.3673    ,  0.0404848  ,  0.0279568  ])
7359    , -162.644    , array([ 0.0884974  ,  86.281     ,  0.0405253  ,  0.0279568  ])
7360    , -162.817    , array([ 0.0884974  ,  86.281     ,  0.0404848  ,  0.0279848  ])
7361    , -161.624    , array([ 0.134869   ,  94.7226    ,  0.063775   ,  0.0260913  ])
7362    , -161.624    , array([ 0.134869   ,  94.7226    ,  0.063775   ,  0.0260913  ])
7363    , -161.994    , array([ 0.135004   ,  94.7226    ,  0.063775   ,  0.0260913  ])
7364    , -161.625    , array([ 0.134869   ,  94.8173    ,  0.063775   ,  0.0260913  ])
7365    , -161.314    , array([ 0.134869   ,  94.7226    ,  0.0638388  ,  0.0260913  ])
7366    , -161.632    , array([ 0.134869   ,  94.7226    ,  0.063775   ,  0.0261174  ])
7367    , -159.793    , array([ 0.104565   ,  89.5297    ,  0.0484663  ,  0.0272027  ])
7368    , -159.793    , array([ 0.104565   ,  89.5297    ,  0.0484663  ,  0.0272027  ])
7369    , -160.064    , array([ 0.104669   ,  89.5297    ,  0.0484663  ,  0.0272027  ])
7370    , -159.794    , array([ 0.104565   ,  89.6193    ,  0.0484663  ,  0.0272027  ])
7371    , -159.526    , array([ 0.104565   ,  89.5297    ,  0.0485148  ,  0.0272027  ])
7372    , -159.749    , array([ 0.104565   ,  89.5297    ,  0.0484663  ,  0.0272299  ])
7373    , -153.771    , array([ 0.116287   ,  91.8261    ,  0.0555049  ,  0.0264754  ])
7374    , -153.771    , array([ 0.116287   ,  91.8261    ,  0.0555049  ,  0.0264754  ])
7375    , -154.046    , array([ 0.116403   ,  91.8261    ,  0.0555049  ,  0.0264754  ])
7376    , -153.771    , array([ 0.116287   ,  91.918     ,  0.0555049  ,  0.0264754  ])
7377    , -153.508    , array([ 0.116287   ,  91.8261    ,  0.0555604  ,  0.0264754  ])
7378    , -153.737    , array([ 0.116287   ,  91.8261    ,  0.0555049  ,  0.0265019  ])
7379    , -142.462    , array([ 0.13073    ,  94.5515    ,  0.0660819  ,  0.025435   ])
7380    , -142.462    , array([ 0.13073    ,  94.5515    ,  0.0660819  ,  0.025435   ])
7381    , -142.716    , array([ 0.130861   ,  94.5515    ,  0.0660819  ,  0.025435   ])
7382    , -142.463    , array([ 0.13073    ,  94.6461    ,  0.0660819  ,  0.025435   ])
7383    , -142.231    , array([ 0.13073    ,  94.5515    ,  0.0661481  ,  0.025435   ])
