117792  , -64448      , array([ 0.601053   ,  0.253544   ,  8.84092e-40,  2.23482e-59,  0.00283429 ])
117793  , -64450.6    , array([ 0.601654   ,  0.253544   ,  8.84092e-40,  2.23482e-59,  0.00283429 ])
117794  , -64458      , array([ 0.601053   ,  0.253798   ,  8.84092e-40,  2.23482e-59,  0.00283429 ])
117795  , -64448      , array([ 0.601053   ,  0.253544   ,  8.84977e-40,  2.23482e-59,  0.00283429 ])
117796  , -64448      , array([ 0.601053   ,  0.253544   ,  8.84092e-40,  2.23706e-59,  0.00283429 ])
117797  , -64435.4    , array([ 0.601053   ,  0.253544   ,  8.84092e-40,  2.23482e-59,  0.00283712 ])
117798  , -64448      , array([ 0.601053   ,  0.253544   ,  8.84092e-40,  2.23482e-59,  0.00283429 ])
117799  , -39115.8    , array([ 0.510529   ,  0.136858   ,  8.84092e-40,  2.23482e-59,  0.00620221 ])
117800  , -39115.8    , array([ 0.510529   ,  0.136858   ,  8.84092e-40,  2.23482e-59,  0.00620221 ])
117801  , -39118.8    , array([ 0.51104    ,  0.136858   ,  8.84092e-40,  2.23482e-59,  0.00620221 ])
117802  , -39137.7    , array([ 0.510529   ,  0.136995   ,  8.84092e-40,  2.23482e-59,  0.00620221 ])
117803  , -39115.8    , array([ 0.510529   ,  0.136858   ,  8.84977e-40,  2.23482e-59,  0.00620221 ])
117804  , -39115.8    , array([ 0.510529   ,  0.136858   ,  8.84092e-40,  2.23706e-59,  0.00620221 ])
117805  , -39090.8    , array([ 0.510529   ,  0.136858   ,  8.84092e-40,  2.23482e-59,  0.00620841 ])
117806  , -431971     , array([ 0.265737   ,  0.0116183  ,  8.84092e-40,  2.23482e-59,  0.142219   ])
117807  , -431971     , array([ 0.265737   ,  0.0116183  ,  8.84092e-40,  2.23482e-59,  0.142219   ])
117808  , -431949     , array([ 0.266002   ,  0.0116183  ,  8.84092e-40,  2.23482e-59,  0.142219   ])
117809  , -431545     , array([ 0.265737   ,  0.01163    ,  8.84092e-40,  2.23482e-59,  0.142219   ])
117810  , -431971     , array([ 0.265737   ,  0.0116183  ,  8.84977e-40,  2.23482e-59,  0.142219   ])
117811  , -431971     , array([ 0.265737   ,  0.0116183  ,  8.84092e-40,  2.23706e-59,  0.142219   ])
117812  , -432416     , array([ 0.265737   ,  0.0116183  ,  8.84092e-40,  2.23482e-59,  0.142361   ])
117813  , -3487       , array([ 0.416431   ,  0.0633967  ,  8.84092e-40,  2.23482e-59,  0.0164821  ])
117814  , -3487       , array([ 0.416431   ,  0.0633967  ,  8.84092e-40,  2.23482e-59,  0.0164821  ])
117815  , -3485.59    , array([ 0.416848   ,  0.0633967  ,  8.84092e-40,  2.23482e-59,  0.0164821  ])
117816  , -3494.85    , array([ 0.416431   ,  0.0634601  ,  8.84092e-40,  2.23482e-59,  0.0164821  ])
117817  , -3487       , array([ 0.416431   ,  0.0633967  ,  8.84977e-40,  2.23482e-59,  0.0164821  ])
117818  , -3487       , array([ 0.416431   ,  0.0633967  ,  8.84092e-40,  2.23706e-59,  0.0164821  ])
117819  , -3480.11    , array([ 0.416431   ,  0.0633967  ,  8.84092e-40,  2.23482e-59,  0.0164985  ])
117827  , -3461.85    , array([ 0.417288   ,  0.0632492  ,  8.84092e-40,  2.23482e-59,  0.0164918  ])
117828  , -3461.85    , array([ 0.417288   ,  0.0632492  ,  8.84092e-40,  2.23482e-59,  0.0164918  ])
