4308    , -2426.03    , array([ 1.89831    ,  3.25745    ,  1.31085e-14,  0.00628519 ])
4309    , -2426.03    , array([ 1.90021    ,  3.25745    ,  1.31085e-14,  0.00628519 ])
4310    , -2426.08    , array([ 1.89831    ,  3.26071    ,  1.31085e-14,  0.00628519 ])
4311    , -2426.03    , array([ 1.89831    ,  3.25745    ,  1.31217e-14,  0.00628519 ])
4312    , -2426.13    , array([ 1.89831    ,  3.25745    ,  1.31085e-14,  0.00629148 ])
4313    , -2426.03    , array([ 1.89831    ,  3.25745    ,  1.31085e-14,  0.00628519 ])
4314    , -2363.14    , array([ 1.89831    ,  2.1608     ,  1.31085e-14,  0.00249769 ])
4315    , -2363.14    , array([ 1.89831    ,  2.1608     ,  1.31085e-14,  0.00249769 ])
4316    , -2363.14    , array([ 1.90021    ,  2.1608     ,  1.31085e-14,  0.00249769 ])
4317    , -2363.17    , array([ 1.89831    ,  2.16296    ,  1.31085e-14,  0.00249769 ])
4318    , -2363.14    , array([ 1.89831    ,  2.1608     ,  1.31217e-14,  0.00249769 ])
4319    , -2363.17    , array([ 1.89831    ,  2.1608     ,  1.31085e-14,  0.00250019 ])
4326    , -2363.14    , array([ 1.89831    ,  2.16079    ,  1.31085e-14,  0.00249769 ])
4327    , -2363.14    , array([ 1.89831    ,  2.16079    ,  1.31085e-14,  0.00249769 ])
4328    , -2363.14    , array([ 1.90021    ,  2.16079    ,  1.31085e-14,  0.00249769 ])
4329    , -2363.17    , array([ 1.89831    ,  2.16295    ,  1.31085e-14,  0.00249769 ])
4330    , -2363.14    , array([ 1.89831    ,  2.16079    ,  1.31217e-14,  0.00249769 ])
4331    , -2363.17    , array([ 1.89831    ,  2.16079    ,  1.31085e-14,  0.00250019 ])
4332    , -2363.14    , array([ 1.89831    ,  2.16079    ,  1.31085e-14,  0.00249769 ])
4333    , -2363.14    , array([ 1.89831    ,  2.16079    ,  1.31085e-14,  0.00249769 ])
4334    , -2363.14    , array([ 1.90021    ,  2.16079    ,  1.31085e-14,  0.00249769 ])
4335    , -2363.17    , array([ 1.89831    ,  2.16295    ,  1.31085e-14,  0.00249769 ])
4336    , -2363.14    , array([ 1.89831    ,  2.16079    ,  1.31217e-14,  0.00249769 ])
4337    , -2363.17    , array([ 1.89831    ,  2.16079    ,  1.31085e-14,  0.00250019 ])
4338    , -1786.49    , array([ 1.89831    ,  0.0464039  ,  1.31085e-14,  0.00640812 ])
4339    , -1786.49    , array([ 1.89831    ,  0.0464039  ,  1.31085e-14,  0.00640812 ])
4340    , -1786.49    , array([ 1.90021    ,  0.0464039  ,  1.31085e-14,  0.00640812 ])
4341    , -1786.11    , array([ 1.89831    ,  0.0464503  ,  1.31085e-14,  0.00640812 ])
4342    , -1786.49    , array([ 1.89831    ,  0.0464039  ,  1.31217e-14,  0.00640812 ])
4343    , -1786.74    , array([ 1.89831    ,  0.0464039  ,  1.31085e-14,  0.00641453 ])
4344    , -2360.5     , array([ 1.89831    ,  1.87957    ,  1.31085e-14,  0.0025846  ])
4345    , -2360.5     , array([ 1.89831    ,  1.87957    ,  1.31085e-14,  0.0025846  ])
4346    , -2360.5     , array([ 1.90021    ,  1.87957    ,  1.31085e-14,  0.0025846  ])
4347    , -2360.53    , array([ 1.89831    ,  1.88145    ,  1.31085e-14,  0.0025846  ])
4348    , -2360.5     , array([ 1.89831    ,  1.87957    ,  1.31217e-14,  0.0025846  ])
4349    , -2360.53    , array([ 1.89831    ,  1.87957    ,  1.31085e-14,  0.00258718 ])
4350    , -1814.56    , array([ 1.89831    ,  0.0968064  ,  1.31085e-14,  0.00535046 ])
4351    , -1814.56    , array([ 1.89831    ,  0.0968064  ,  1.31085e-14,  0.00535046 ])
4352    , -1814.56    , array([ 1.90021    ,  0.0968064  ,  1.31085e-14,  0.00535046 ])
4353    , -1814.81    , array([ 1.89831    ,  0.0969032  ,  1.31085e-14,  0.00535046 ])
4354    , -1814.56    , array([ 1.89831    ,  0.0968064  ,  1.31217e-14,  0.00535046 ])
4355    , -1814.3     , array([ 1.89831    ,  0.0968064  ,  1.31085e-14,  0.00535581 ])
4356    , -1729.28    , array([ 1.89831    ,  0.0619214  ,  1.31085e-14,  0.0059703  ])
4357    , -1729.28    , array([ 1.89831    ,  0.0619214  ,  1.31085e-14,  0.0059703  ])
4358    , -1729.28    , array([ 1.90021    ,  0.0619214  ,  1.31085e-14,  0.0059703  ])
4359    , -1729.27    , array([ 1.89831    ,  0.0619834  ,  1.31085e-14,  0.0059703  ])
4360    , -1729.28    , array([ 1.89831    ,  0.0619214  ,  1.31217e-14,  0.0059703  ])
4361    , -1729.22    , array([ 1.89831    ,  0.0619214  ,  1.31085e-14,  0.00597628 ])
4368    , -1729.28    , array([ 1.89831    ,  0.0619212  ,  1.31085e-14,  0.00597031 ])
4369    , -1729.28    , array([ 1.89831    ,  0.0619212  ,  1.31085e-14,  0.00597031 ])
4370    , -1729.28    , array([ 1.90021    ,  0.0619212  ,  1.31085e-14,  0.00597031 ])
4371    , -1729.27    , array([ 1.89831    ,  0.0619832  ,  1.31085e-14,  0.00597031 ])
4372    , -1729.28    , array([ 1.89831    ,  0.0619212  ,  1.31217e-14,  0.00597031 ])
4373    , -1729.22    , array([ 1.89831    ,  0.0619212  ,  1.31085e-14,  0.00597629 ])
4374    , -1729.23    , array([ 1.89831    ,  0.0613752  ,  1.31085e-14,  0.0059897  ])
4375    , -1729.23    , array([ 1.89831    ,  0.0613752  ,  1.31085e-14,  0.0059897  ])
4376    , -1729.23    , array([ 1.90021    ,  0.0613752  ,  1.31085e-14,  0.0059897  ])
4377    , -1729.21    , array([ 1.89831    ,  0.0614366  ,  1.31085e-14,  0.0059897  ])
4378    , -1729.23    , array([ 1.89831    ,  0.0613752  ,  1.31217e-14,  0.0059897  ])
4379    , -1729.18    , array([ 1.89831    ,  0.0613752  ,  1.31085e-14,  0.0059957  ])
4380    , -1729.13    , array([ 1.89831    ,  0.0614487  ,  1.31085e-14,  0.00599858 ])
4381    , -1729.13    , array([ 1.89831    ,  0.0614487  ,  1.31085e-14,  0.00599858 ])
4382    , -1729.13    , array([ 1.90021    ,  0.0614487  ,  1.31085e-14,  0.00599858 ])
4383    , -1729.11    , array([ 1.89831    ,  0.0615102  ,  1.31085e-14,  0.00599858 ])
4384    , -1729.13    , array([ 1.89831    ,  0.0614487  ,  1.31217e-14,  0.00599858 ])
4385    , -1729.08    , array([ 1.89831    ,  0.0614487  ,  1.31085e-14,  0.00600458 ])
4386    , -1728.72    , array([ 1.89831    ,  0.0617434  ,  1.31085e-14,  0.0060342  ])
4387    , -1728.72    , array([ 1.89831    ,  0.0617434  ,  1.31085e-14,  0.0060342  ])
4388    , -1728.72    , array([ 1.90021    ,  0.0617434  ,  1.31085e-14,  0.0060342  ])
4389    , -1728.7     , array([ 1.89831    ,  0.0618051  ,  1.31085e-14,  0.0060342  ])
4390    , -1728.72    , array([ 1.89831    ,  0.0617434  ,  1.31217e-14,  0.0060342  ])
4391    , -1728.67    , array([ 1.89831    ,  0.0617434  ,  1.31085e-14,  0.00604023 ])
4392    , -1727.07    , array([ 1.89831    ,  0.0629363  ,  1.31085e-14,  0.00617881 ])
4393    , -1727.07    , array([ 1.89831    ,  0.0629363  ,  1.31085e-14,  0.00617881 ])
4394    , -1727.07    , array([ 1.90021    ,  0.0629363  ,  1.31085e-14,  0.00617881 ])
4395    , -1727.05    , array([ 1.89831    ,  0.0629993  ,  1.31085e-14,  0.00617881 ])
4396    , -1727.07    , array([ 1.89831    ,  0.0629363  ,  1.31217e-14,  0.00617881 ])
4397    , -1727.01    , array([ 1.89831    ,  0.0629363  ,  1.31085e-14,  0.00618499 ])
4398    , -1720.03    , array([ 1.89831    ,  0.067943   ,  1.31085e-14,  0.00679276 ])
4399    , -1720.03    , array([ 1.89831    ,  0.067943   ,  1.31085e-14,  0.00679276 ])
4400    , -1720.03    , array([ 1.90021    ,  0.067943   ,  1.31085e-14,  0.00679276 ])
4401    , -1720.01    , array([ 1.89831    ,  0.0680109  ,  1.31085e-14,  0.00679276 ])
4402    , -1720.03    , array([ 1.89831    ,  0.067943   ,  1.31217e-14,  0.00679276 ])
4403    , -1719.97    , array([ 1.89831    ,  0.067943   ,  1.31085e-14,  0.00679956 ])
4404    , -1684.21    , array([ 1.89831    ,  0.0922822  ,  1.31085e-14,  0.0099223  ])
4405    , -1684.21    , array([ 1.89831    ,  0.0922822  ,  1.31085e-14,  0.0099223  ])
4406    , -1684.21    , array([ 1.90021    ,  0.0922822  ,  1.31085e-14,  0.0099223  ])
4407    , -1684.19    , array([ 1.89831    ,  0.0923745  ,  1.31085e-14,  0.0099223  ])
4408    , -1684.21    , array([ 1.89831    ,  0.0922822  ,  1.31217e-14,  0.0099223  ])
4409    , -1684.1     , array([ 1.89831    ,  0.0922822  ,  1.31085e-14,  0.00993223 ])
4410    , -1418.28    , array([ 1.89831    ,  0.314059   ,  1.31085e-14,  0.0451727  ])
4411    , -1418.28    , array([ 1.89831    ,  0.314059   ,  1.31085e-14,  0.0451727  ])
4412    , -1418.28    , array([ 1.90021    ,  0.314059   ,  1.31085e-14,  0.0451727  ])
4413    , -1418.77    , array([ 1.89831    ,  0.314373   ,  1.31085e-14,  0.0451727  ])
4414    , -1418.28    , array([ 1.89831    ,  0.314059   ,  1.31217e-14,  0.0451727  ])
4415    , -1417.74    , array([ 1.89831    ,  0.314059   ,  1.31085e-14,  0.0452179  ])
4422    , -1418.28    , array([ 1.89831    ,  0.314061   ,  1.31085e-14,  0.0451731  ])
4423    , -1418.28    , array([ 1.89831    ,  0.314061   ,  1.31085e-14,  0.0451731  ])
4424    , -1418.28    , array([ 1.90021    ,  0.314061   ,  1.31085e-14,  0.0451731  ])
4425    , -1418.77    , array([ 1.89831    ,  0.314375   ,  1.31085e-14,  0.0451731  ])
4426    , -1418.28    , array([ 1.89831    ,  0.314061   ,  1.31217e-14,  0.0451731  ])
4427    , -1417.74    , array([ 1.89831    ,  0.314061   ,  1.31085e-14,  0.0452183  ])
4428    , -1418.27    , array([ 1.89831    ,  0.314078   ,  1.31085e-14,  0.0451762  ])
4429    , -1418.27    , array([ 1.89831    ,  0.314078   ,  1.31085e-14,  0.0451762  ])
4430    , -1418.27    , array([ 1.90021    ,  0.314078   ,  1.31085e-14,  0.0451762  ])
4431    , -1418.76    , array([ 1.89831    ,  0.314393   ,  1.31085e-14,  0.0451762  ])
4432    , -1418.27    , array([ 1.89831    ,  0.314078   ,  1.31217e-14,  0.0451762  ])
4433    , -1417.73    , array([ 1.89831    ,  0.314078   ,  1.31085e-14,  0.0452214  ])
4434    , -10537.8    , array([ 1.89831    ,  3.63757    ,  1.31085e-14,  0.936313   ])
4435    , -10537.8    , array([ 1.89831    ,  3.63757    ,  1.31085e-14,  0.936313   ])
4436    , -10537.8    , array([ 1.90021    ,  3.63757    ,  1.31085e-14,  0.936313   ])
4437    , -10546.3    , array([ 1.89831    ,  3.64121    ,  1.31085e-14,  0.936313   ])
4438    , -10537.8    , array([ 1.89831    ,  3.63757    ,  1.31217e-14,  0.936313   ])
4439    , -10538.9    , array([ 1.89831    ,  3.63757    ,  1.31085e-14,  0.93725    ])
4440    , -1405.19    , array([ 1.89831    ,  0.341806   ,  1.31085e-14,  0.0501627  ])
4441    , -1405.19    , array([ 1.89831    ,  0.341806   ,  1.31085e-14,  0.0501627  ])
4442    , -1405.19    , array([ 1.90021    ,  0.341806   ,  1.31085e-14,  0.0501627  ])
4443    , -1405.76    , array([ 1.89831    ,  0.342148   ,  1.31085e-14,  0.0501627  ])
4444    , -1405.19    , array([ 1.89831    ,  0.341806   ,  1.31217e-14,  0.0501627  ])
4445    , -1404.63    , array([ 1.89831    ,  0.341806   ,  1.31085e-14,  0.0502129  ])
4446    , -1394.98    , array([ 1.89831    ,  0.393482   ,  1.31085e-14,  0.0597108  ])
4447    , -1394.98    , array([ 1.89831    ,  0.393482   ,  1.31085e-14,  0.0597108  ])
4448    , -1394.98    , array([ 1.90021    ,  0.393482   ,  1.31085e-14,  0.0597108  ])
4449    , -1395.71    , array([ 1.89831    ,  0.393875   ,  1.31085e-14,  0.0597108  ])
4450    , -1394.98    , array([ 1.89831    ,  0.393482   ,  1.31217e-14,  0.0597108  ])
4451    , -1394.38    , array([ 1.89831    ,  0.393482   ,  1.31085e-14,  0.0597705  ])
4458    , -1394.98    , array([ 1.89831    ,  0.393485   ,  1.31085e-14,  0.0597115  ])
4459    , -1394.98    , array([ 1.89831    ,  0.393485   ,  1.31085e-14,  0.0597115  ])
4460    , -1394.98    , array([ 1.90021    ,  0.393485   ,  1.31085e-14,  0.0597115  ])
4461    , -1395.71    , array([ 1.89831    ,  0.393879   ,  1.31085e-14,  0.0597115  ])
4462    , -1394.98    , array([ 1.89831    ,  0.393485   ,  1.31217e-14,  0.0597115  ])
4463    , -1394.38    , array([ 1.89831    ,  0.393485   ,  1.31085e-14,  0.0597712  ])
4464    , -1394.98    , array([ 1.89831    ,  0.393504   ,  1.31085e-14,  0.0597153  ])
4465    , -1394.98    , array([ 1.89831    ,  0.393504   ,  1.31085e-14,  0.0597153  ])
4466    , -1394.98    , array([ 1.90021    ,  0.393504   ,  1.31085e-14,  0.0597153  ])
4467    , -1395.71    , array([ 1.89831    ,  0.393897   ,  1.31085e-14,  0.0597153  ])
4468    , -1394.98    , array([ 1.89831    ,  0.393504   ,  1.31217e-14,  0.0597153  ])
4469    , -1394.38    , array([ 1.89831    ,  0.393504   ,  1.31085e-14,  0.0597751  ])
4476    , -1394.98    , array([ 1.89831    ,  0.393504   ,  1.31085e-14,  0.0597155  ])
4477    , -1394.98    , array([ 1.89831    ,  0.393504   ,  1.31085e-14,  0.0597155  ])
4478    , -1394.98    , array([ 1.90021    ,  0.393504   ,  1.31085e-14,  0.0597155  ])
4479    , -1395.71    , array([ 1.89831    ,  0.393898   ,  1.31085e-14,  0.0597155  ])
4480    , -1394.98    , array([ 1.89831    ,  0.393504   ,  1.31217e-14,  0.0597155  ])
4481    , -1394.38    , array([ 1.89831    ,  0.393504   ,  1.31085e-14,  0.0597753  ])
4482    , -1394.98    , array([ 1.89831    ,  0.393509   ,  1.31085e-14,  0.0597165  ])
4483    , -1394.98    , array([ 1.89831    ,  0.393509   ,  1.31085e-14,  0.0597165  ])
4484    , -1394.98    , array([ 1.90021    ,  0.393509   ,  1.31085e-14,  0.0597165  ])
4485    , -1395.71    , array([ 1.89831    ,  0.393903   ,  1.31085e-14,  0.0597165  ])
4486    , -1394.98    , array([ 1.89831    ,  0.393509   ,  1.31217e-14,  0.0597165  ])
4487    , -1394.38    , array([ 1.89831    ,  0.393509   ,  1.31085e-14,  0.0597762  ])
4488    , -7702.87    , array([ 1.89831    ,  2.58457    ,  1.31085e-14,  0.794012   ])
4489    , -7702.87    , array([ 1.89831    ,  2.58457    ,  1.31085e-14,  0.794012   ])
4490    , -7702.87    , array([ 1.90021    ,  2.58457    ,  1.31085e-14,  0.794012   ])
4491    , -7710.21    , array([ 1.89831    ,  2.58715    ,  1.31085e-14,  0.794012   ])
4492    , -7702.87    , array([ 1.89831    ,  2.58457    ,  1.31217e-14,  0.794012   ])
4493    , -7703.44    , array([ 1.89831    ,  2.58457    ,  1.31085e-14,  0.794807   ])
4494    , -1392.63    , array([ 1.89831    ,  0.406258   ,  1.31085e-14,  0.0623921  ])
4495    , -1392.63    , array([ 1.89831    ,  0.406258   ,  1.31085e-14,  0.0623921  ])
4496    , -1392.63    , array([ 1.90021    ,  0.406258   ,  1.31085e-14,  0.0623921  ])
4497    , -1393.4     , array([ 1.89831    ,  0.406664   ,  1.31085e-14,  0.0623921  ])
4498    , -1392.63    , array([ 1.89831    ,  0.406258   ,  1.31217e-14,  0.0623921  ])
4499    , -1392.02    , array([ 1.89831    ,  0.406258   ,  1.31085e-14,  0.0624545  ])
4500    , -1387.87    , array([ 1.89831    ,  0.407357   ,  1.31085e-14,  0.0631047  ])
4501    , -1387.87    , array([ 1.89831    ,  0.407357   ,  1.31085e-14,  0.0631047  ])
4502    , -1387.87    , array([ 1.90021    ,  0.407357   ,  1.31085e-14,  0.0631047  ])
4503    , -1388.64    , array([ 1.89831    ,  0.407764   ,  1.31085e-14,  0.0631047  ])
4504    , -1387.87    , array([ 1.89831    ,  0.407357   ,  1.31217e-14,  0.0631047  ])
4505    , -1387.26    , array([ 1.89831    ,  0.407357   ,  1.31085e-14,  0.0631678  ])
4506    , -1368.73    , array([ 1.89831    ,  0.411783   ,  1.31085e-14,  0.0660374  ])
4507    , -1368.73    , array([ 1.89831    ,  0.411783   ,  1.31085e-14,  0.0660374  ])
4508    , -1368.73    , array([ 1.90021    ,  0.411783   ,  1.31085e-14,  0.0660374  ])
4509    , -1369.52    , array([ 1.89831    ,  0.412195   ,  1.31085e-14,  0.0660374  ])
4510    , -1368.73    , array([ 1.89831    ,  0.411783   ,  1.31217e-14,  0.0660374  ])
4511    , -1368.12    , array([ 1.89831    ,  0.411783   ,  1.31085e-14,  0.0661035  ])
4512    , -1291.14    , array([ 1.89831    ,  0.429976   ,  1.31085e-14,  0.0791961  ])
4513    , -1291.14    , array([ 1.89831    ,  0.429976   ,  1.31085e-14,  0.0791961  ])
4514    , -1291.14    , array([ 1.90021    ,  0.429976   ,  1.31085e-14,  0.0791961  ])
4515    , -1292.02    , array([ 1.89831    ,  0.430407   ,  1.31085e-14,  0.0791961  ])
4516    , -1291.14    , array([ 1.89831    ,  0.429976   ,  1.31217e-14,  0.0791961  ])
4517    , -1290.5     , array([ 1.89831    ,  0.429976   ,  1.31085e-14,  0.0792753  ])
4518    , -1015.61    , array([ 1.89831    ,  0.511149   ,  1.31085e-14,  0.163817   ])
4519    , -1015.61    , array([ 1.89831    ,  0.511149   ,  1.31085e-14,  0.163817   ])
4520    , -1015.61    , array([ 1.90021    ,  0.511149   ,  1.31085e-14,  0.163817   ])
4521    , -1016.95    , array([ 1.89831    ,  0.51166    ,  1.31085e-14,  0.163817   ])
4522    , -1015.61    , array([ 1.89831    ,  0.511149   ,  1.31217e-14,  0.163817   ])
4523    , -1015.03    , array([ 1.89831    ,  0.511149   ,  1.31085e-14,  0.163981   ])
4524    , -1084.17    , array([ 1.89831    ,  0.553507   ,  1.31085e-14,  0.719848   ])
4525    , -1084.17    , array([ 1.89831    ,  0.553507   ,  1.31085e-14,  0.719848   ])
4526    , -1084.17    , array([ 1.90021    ,  0.553507   ,  1.31085e-14,  0.719848   ])
4527    , -1085.08    , array([ 1.89831    ,  0.554061   ,  1.31085e-14,  0.719848   ])
4528    , -1084.17    , array([ 1.89831    ,  0.553507   ,  1.31217e-14,  0.719848   ])
4529    , -1085       , array([ 1.89831    ,  0.553507   ,  1.31085e-14,  0.720568   ])
4530    , -782.063    , array([ 1.89831    ,  0.531348   ,  1.31085e-14,  0.336763   ])
4531    , -782.063    , array([ 1.89831    ,  0.531348   ,  1.31085e-14,  0.336763   ])
4532    , -782.063    , array([ 1.90021    ,  0.531348   ,  1.31085e-14,  0.336763   ])
4533    , -783.459    , array([ 1.89831    ,  0.53188    ,  1.31085e-14,  0.336763   ])
4534    , -782.063    , array([ 1.89831    ,  0.531348   ,  1.31217e-14,  0.336763   ])
