5340    , -2167.75    , array([ 10.7165    ,  0.0478236  ,  8.69025e-15,  0.000513195])
5341    , -2167.75    , array([ 10.7272    ,  0.0478236  ,  8.69025e-15,  0.000513195])
5342    , -2167.9     , array([ 10.7165    ,  0.0478714  ,  8.69025e-15,  0.000513195])
5343    , -2167.75    , array([ 10.7165    ,  0.0478236  ,  8.69895e-15,  0.000513195])
5344    , -2167.61    , array([ 10.7165    ,  0.0478236  ,  8.69025e-15,  0.000513709])
5345    , -2167.75    , array([ 10.7165    ,  0.0478236  ,  8.69025e-15,  0.000513195])
5346    , -1867.67    , array([ 10.7165    ,  0.0230358  ,  8.69025e-15,  0.00103087 ])
5347    , -1867.67    , array([ 10.7165    ,  0.0230358  ,  8.69025e-15,  0.00103087 ])
5348    , -1867.67    , array([ 10.7272    ,  0.0230358  ,  8.69025e-15,  0.00103087 ])
5349    , -1867.89    , array([ 10.7165    ,  0.0230589  ,  8.69025e-15,  0.00103087 ])
5350    , -1867.67    , array([ 10.7165    ,  0.0230358  ,  8.69895e-15,  0.00103087 ])
5351    , -1867.45    , array([ 10.7165    ,  0.0230358  ,  8.69025e-15,  0.00103191 ])
5352    , -2327.29    , array([ 10.7165    ,  0.00124008 ,  8.69025e-15,  0.0167841  ])
5353    , -2327.29    , array([ 10.7165    ,  0.00124008 ,  8.69025e-15,  0.0167841  ])
5354    , -2327.29    , array([ 10.7272    ,  0.00124008 ,  8.69025e-15,  0.0167841  ])
5355    , -2327.17    , array([ 10.7165    ,  0.00124132 ,  8.69025e-15,  0.0167841  ])
5356    , -2327.29    , array([ 10.7165    ,  0.00124008 ,  8.69895e-15,  0.0167841  ])
5357    , -2327.41    , array([ 10.7165    ,  0.00124008 ,  8.69025e-15,  0.0168009  ])
5358    , -2031.43    , array([ 10.7165    ,  0.0115528  ,  8.69025e-15,  0.00199249 ])
5359    , -2031.43    , array([ 10.7165    ,  0.0115528  ,  8.69025e-15,  0.00199249 ])
5360    , -2031.43    , array([ 10.7272    ,  0.0115528  ,  8.69025e-15,  0.00199249 ])
5361    , -2030.58    , array([ 10.7165    ,  0.0115644  ,  8.69025e-15,  0.00199249 ])
5362    , -2031.43    , array([ 10.7165    ,  0.0115528  ,  8.69895e-15,  0.00199249 ])
5363    , -2032.21    , array([ 10.7165    ,  0.0115528  ,  8.69025e-15,  0.00199448 ])
5364    , -1784.92    , array([ 10.7165    ,  0.017544   ,  8.69025e-15,  0.00133704 ])
5365    , -1784.92    , array([ 10.7165    ,  0.017544   ,  8.69025e-15,  0.00133704 ])
5366    , -1784.92    , array([ 10.7272    ,  0.017544   ,  8.69025e-15,  0.00133704 ])
5367    , -1784.96    , array([ 10.7165    ,  0.0175616  ,  8.69025e-15,  0.00133704 ])
5368    , -1784.92    , array([ 10.7165    ,  0.017544   ,  8.69895e-15,  0.00133704 ])
5369    , -1784.86    , array([ 10.7165    ,  0.017544   ,  8.69025e-15,  0.00133837 ])
5376    , -1784.92    , array([ 10.7165    ,  0.0175441  ,  8.69025e-15,  0.00133705 ])
5377    , -1784.92    , array([ 10.7165    ,  0.0175441  ,  8.69025e-15,  0.00133705 ])
5378    , -1784.92    , array([ 10.7272    ,  0.0175441  ,  8.69025e-15,  0.00133705 ])
5379    , -1784.96    , array([ 10.7165    ,  0.0175617  ,  8.69025e-15,  0.00133705 ])
5380    , -1784.92    , array([ 10.7165    ,  0.0175441  ,  8.69895e-15,  0.00133705 ])
5381    , -1784.86    , array([ 10.7165    ,  0.0175441  ,  8.69025e-15,  0.00133838 ])
5382    , -1784.92    , array([ 10.7165    ,  0.0175444  ,  8.69025e-15,  0.00133707 ])
5383    , -1784.92    , array([ 10.7165    ,  0.0175444  ,  8.69025e-15,  0.00133707 ])
5384    , -1784.92    , array([ 10.7272    ,  0.0175444  ,  8.69025e-15,  0.00133707 ])
5385    , -1784.96    , array([ 10.7165    ,  0.0175619  ,  8.69025e-15,  0.00133707 ])
5386    , -1784.92    , array([ 10.7165    ,  0.0175444  ,  8.69895e-15,  0.00133707 ])
5387    , -1784.86    , array([ 10.7165    ,  0.0175444  ,  8.69025e-15,  0.00133841 ])
5388    , -8428.3     , array([ 10.7165    ,  2.9059     ,  8.69025e-15,  1.36641    ])
5389    , -8428.3     , array([ 10.7165    ,  2.9059     ,  8.69025e-15,  1.36641    ])
5390    , -8428.3     , array([ 10.7272    ,  2.9059     ,  8.69025e-15,  1.36641    ])
5391    , -8437.27    , array([ 10.7165    ,  2.9088     ,  8.69025e-15,  1.36641    ])
5392    , -8428.3     , array([ 10.7165    ,  2.9059     ,  8.69895e-15,  1.36641    ])
5393    , -8426.65    , array([ 10.7165    ,  2.9059     ,  8.69025e-15,  1.36777    ])
5394    , -1734.35    , array([ 10.7165    ,  0.0581525  ,  8.69025e-15,  0.00679081 ])
5395    , -1734.35    , array([ 10.7165    ,  0.0581525  ,  8.69025e-15,  0.00679081 ])
5396    , -1734.35    , array([ 10.7272    ,  0.0581525  ,  8.69025e-15,  0.00679081 ])
5397    , -1734.18    , array([ 10.7165    ,  0.0582107  ,  8.69025e-15,  0.00679081 ])
5398    , -1734.35    , array([ 10.7165    ,  0.0581525  ,  8.69895e-15,  0.00679081 ])
5399    , -1734.41    , array([ 10.7165    ,  0.0581525  ,  8.69025e-15,  0.0067976  ])
5400    , -1395.8     , array([ 10.7165    ,  0.206013   ,  8.69025e-15,  0.0377463  ])
5401    , -1395.8     , array([ 10.7165    ,  0.206013   ,  8.69025e-15,  0.0377463  ])
5402    , -1395.8     , array([ 10.7272    ,  0.206013   ,  8.69025e-15,  0.0377463  ])
5403    , -1395.79    , array([ 10.7165    ,  0.206219   ,  8.69025e-15,  0.0377463  ])
5404    , -1395.8     , array([ 10.7165    ,  0.206013   ,  8.69895e-15,  0.0377463  ])
5405    , -1395.45    , array([ 10.7165    ,  0.206013   ,  8.69025e-15,  0.0377841  ])
5406    , -1262.52    , array([ 10.7165    ,  0.270414   ,  8.69025e-15,  0.0545857  ])
5407    , -1262.52    , array([ 10.7165    ,  0.270414   ,  8.69025e-15,  0.0545857  ])
5408    , -1262.52    , array([ 10.7272    ,  0.270414   ,  8.69025e-15,  0.0545857  ])
5409    , -1262.74    , array([ 10.7165    ,  0.270684   ,  8.69025e-15,  0.0545857  ])
5410    , -1262.52    , array([ 10.7165    ,  0.270414   ,  8.69895e-15,  0.0545857  ])
5411    , -1262.01    , array([ 10.7165    ,  0.270414   ,  8.69025e-15,  0.0546403  ])
5412    , -1138.58    , array([ 10.7165    ,  0.481456   ,  8.69025e-15,  0.119351   ])
5413    , -1138.58    , array([ 10.7165    ,  0.481456   ,  8.69025e-15,  0.119351   ])
5414    , -1138.58    , array([ 10.7272    ,  0.481456   ,  8.69025e-15,  0.119351   ])
5415    , -1139.72    , array([ 10.7165    ,  0.481938   ,  8.69025e-15,  0.119351   ])
5416    , -1138.58    , array([ 10.7165    ,  0.481456   ,  8.69895e-15,  0.119351   ])
5417    , -1137.94    , array([ 10.7165    ,  0.481456   ,  8.69025e-15,  0.11947    ])
5418    , -1130.87    , array([ 10.7165    ,  0.391197   ,  8.69025e-15,  0.0900649  ])
5419    , -1130.87    , array([ 10.7165    ,  0.391197   ,  8.69025e-15,  0.0900649  ])
5420    , -1130.87    , array([ 10.7272    ,  0.391197   ,  8.69025e-15,  0.0900649  ])
5421    , -1131.6     , array([ 10.7165    ,  0.391589   ,  8.69025e-15,  0.0900649  ])
5422    , -1130.87    , array([ 10.7165    ,  0.391197   ,  8.69895e-15,  0.0900649  ])
5423    , -1130.21    , array([ 10.7165    ,  0.391197   ,  8.69025e-15,  0.090155   ])
5424    , -1123.52    , array([ 10.7165    ,  0.427968   ,  8.69025e-15,  0.101734   ])
5425    , -1123.52    , array([ 10.7165    ,  0.427968   ,  8.69025e-15,  0.101734   ])
5426    , -1123.52    , array([ 10.7272    ,  0.427968   ,  8.69025e-15,  0.101734   ])
5427    , -1124.42    , array([ 10.7165    ,  0.428396   ,  8.69025e-15,  0.101734   ])
5428    , -1123.52    , array([ 10.7165    ,  0.427968   ,  8.69895e-15,  0.101734   ])
5429    , -1122.86    , array([ 10.7165    ,  0.427968   ,  8.69025e-15,  0.101835   ])
5436    , -1123.52    , array([ 10.7165    ,  0.428001   ,  8.69025e-15,  0.101745   ])
5437    , -1123.52    , array([ 10.7165    ,  0.428001   ,  8.69025e-15,  0.101745   ])
5438    , -1123.52    , array([ 10.7272    ,  0.428001   ,  8.69025e-15,  0.101745   ])
5439    , -1124.42    , array([ 10.7165    ,  0.428429   ,  8.69025e-15,  0.101745   ])
5440    , -1123.52    , array([ 10.7165    ,  0.428001   ,  8.69895e-15,  0.101745   ])
5441    , -1122.86    , array([ 10.7165    ,  0.428001   ,  8.69025e-15,  0.101847   ])
5442    , -1123.51    , array([ 10.7165    ,  0.428074   ,  8.69025e-15,  0.101769   ])
5443    , -1123.51    , array([ 10.7165    ,  0.428074   ,  8.69025e-15,  0.101769   ])
5444    , -1123.51    , array([ 10.7272    ,  0.428074   ,  8.69025e-15,  0.101769   ])
