193604  , -79089.2    , array([ 0.702908   ,  0.0351434  ,  4.20696e-25,  1.38035e-82,  7.5546e-09 ])
193605  , -79089.2    , array([ 0.703611   ,  0.0351434  ,  4.20696e-25,  1.38035e-82,  7.5546e-09 ])
193606  , -79089.2    , array([ 0.702908   ,  0.0351786  ,  4.20696e-25,  1.38035e-82,  7.5546e-09 ])
193607  , -79089.2    , array([ 0.702908   ,  0.0351434  ,  4.21116e-25,  1.38035e-82,  7.5546e-09 ])
193608  , -79089.2    , array([ 0.702908   ,  0.0351434  ,  4.20696e-25,  1.38173e-82,  7.5546e-09 ])
193609  , -79089.2    , array([ 0.702908   ,  0.0351434  ,  4.20696e-25,  1.38035e-82,  7.56216e-09])
193610  , -79089.2    , array([ 0.702908   ,  0.0351434  ,  4.20696e-25,  1.38035e-82,  7.5546e-09 ])
193611  , -79089      , array([ 0.696903   ,  0.0273028  ,  4.20696e-25,  1.38035e-82,  9.81165e-09])
193612  , -79089      , array([ 0.696903   ,  0.0273028  ,  4.20696e-25,  1.38035e-82,  9.81165e-09])
193613  , -79089      , array([ 0.697601   ,  0.0273028  ,  4.20696e-25,  1.38035e-82,  9.81165e-09])
193614  , -79089      , array([ 0.696903   ,  0.0273301  ,  4.20696e-25,  1.38035e-82,  9.81165e-09])
193615  , -79089      , array([ 0.696903   ,  0.0273028  ,  4.21116e-25,  1.38035e-82,  9.81165e-09])
193616  , -79089      , array([ 0.696903   ,  0.0273028  ,  4.20696e-25,  1.38173e-82,  9.81165e-09])
193617  , -79089      , array([ 0.696903   ,  0.0273028  ,  4.20696e-25,  1.38035e-82,  9.82147e-09])
193618  , -79086.1    , array([ 0.673394   ,  0.00994621 ,  4.20696e-25,  1.38035e-82,  2.79168e-08])
193619  , -79086.1    , array([ 0.673394   ,  0.00994621 ,  4.20696e-25,  1.38035e-82,  2.79168e-08])
193620  , -79086.1    , array([ 0.674068   ,  0.00994621 ,  4.20696e-25,  1.38035e-82,  2.79168e-08])
193621  , -79086.1    , array([ 0.673394   ,  0.00995617 ,  4.20696e-25,  1.38035e-82,  2.79168e-08])
193622  , -79086.1    , array([ 0.673394   ,  0.00994621 ,  4.21116e-25,  1.38035e-82,  2.79168e-08])
193623  , -79086.1    , array([ 0.673394   ,  0.00994621 ,  4.20696e-25,  1.38173e-82,  2.79168e-08])
193624  , -79086.1    , array([ 0.673394   ,  0.00994621 ,  4.20696e-25,  1.38035e-82,  2.79447e-08])
193632  , -79086.1    , array([ 0.673394   ,  0.00994621 ,  4.20696e-25,  1.38035e-82,  2.79168e-08])
193633  , -79086.1    , array([ 0.673394   ,  0.00994621 ,  4.20696e-25,  1.38035e-82,  2.79168e-08])
193634  , -79086.1    , array([ 0.674068   ,  0.00994621 ,  4.20696e-25,  1.38035e-82,  2.79168e-08])
193635  , -79086.1    , array([ 0.673394   ,  0.00995616 ,  4.20696e-25,  1.38035e-82,  2.79168e-08])
193636  , -79086.1    , array([ 0.673394   ,  0.00994621 ,  4.21116e-25,  1.38035e-82,  2.79168e-08])
193637  , -79086.1    , array([ 0.673394   ,  0.00994621 ,  4.20696e-25,  1.38173e-82,  2.79168e-08])
193638  , -79086.1    , array([ 0.673394   ,  0.00994621 ,  4.20696e-25,  1.38035e-82,  2.79447e-08])
193639  , -79086.1    , array([ 0.673394   ,  0.00994621 ,  4.20696e-25,  1.38035e-82,  2.79168e-08])
193640  , -79086.1    , array([ 0.673394   ,  0.00994621 ,  4.20696e-25,  1.38035e-82,  2.79168e-08])
193641  , -79086.1    , array([ 0.674068   ,  0.00994621 ,  4.20696e-25,  1.38035e-82,  2.79168e-08])
193642  , -79086.1    , array([ 0.673394   ,  0.00995616 ,  4.20696e-25,  1.38035e-82,  2.79168e-08])
