31017   , -79089.4    , array([ 0.140785   ,  2.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31018   , -79089.4    , array([ 0.140785   ,  2.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31019   , -79089.4    , array([ 1.14078    ,  2.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31020   , -79089.4    , array([ 2.75882    ,  2.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31021   , -79089.4    , array([ 1.14078    ,  2.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31022   , -79089.4    , array([ 1.75882    ,  2.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31023   , -79089.4    , array([ 2.14078    ,  2.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31024   , -79089.4    , array([ 2.37685    ,  2.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31025   , -79089.4    , array([ 2.52275    ,  2.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31026   , -79089.4    , array([ 2.61292    ,  2.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31027   , -79089.4    , array([ 2.66865    ,  2.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31028   , -79089.4    , array([ 2.70309    ,  2.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31029   , -79089.4    , array([ 2.72871    ,  2.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31030   , -79089.4    , array([ 2.72871    ,  2.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31031   , -79089.4    , array([ 2.72871    ,  3.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31032   , -79089.4    , array([ 2.72871    ,  4.75713    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31033   , -79089.4    , array([ 2.72871    ,  3.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31034   , -79089.4    , array([ 2.72871    ,  3.75713    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31035   , -79089.4    , array([ 2.72871    ,  4.13909    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31036   , -79089.4    , array([ 2.72871    ,  4.37516    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31037   , -79089.4    , array([ 2.72871    ,  4.52106    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31038   , -79089.4    , array([ 2.72871    ,  4.61123    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
31039   , -79089.4    , array([ 2.72871    ,  4.66696    ,  0.00163831 ,  3.9923e-36 ,  4.4302e-61 ])
