1179    , -929.373    , array([ 0.0630383  ,  0.377536   ,  0.02249    ,  0.0198645  ])
1180    , -929.372    , array([ 0.0631013  ,  0.377536   ,  0.02249    ,  0.0198645  ])
1181    , -928.842    , array([ 0.0630383  ,  0.377914   ,  0.02249    ,  0.0198645  ])
1182    , -929.221    , array([ 0.0630383  ,  0.377536   ,  0.0225125  ,  0.0198645  ])
1183    , -928.764    , array([ 0.0630383  ,  0.377536   ,  0.02249    ,  0.0198844  ])
1184    , -929.373    , array([ 0.0630383  ,  0.377536   ,  0.02249    ,  0.0198645  ])
1185    , -195.141    , array([ 0.0631017  ,  0.724888   ,  0.0271057  ,  0.0419743  ])
1186    , -195.141    , array([ 0.0631017  ,  0.724888   ,  0.0271057  ,  0.0419743  ])
1187    , -195.527    , array([ 0.0631648  ,  0.724888   ,  0.0271057  ,  0.0419743  ])
1188    , -194.907    , array([ 0.0631017  ,  0.725613   ,  0.0271057  ,  0.0419743  ])
1189    , -194.765    , array([ 0.0631017  ,  0.724888   ,  0.0271328  ,  0.0419743  ])
1190    , -194.875    , array([ 0.0631017  ,  0.724888   ,  0.0271057  ,  0.0420163  ])
1191    , -48860.8    , array([ 0.0196615  ,  2.09078    ,  0.0934137  ,  0.14017    ])
1192    , -48860.8    , array([ 0.0196615  ,  2.09078    ,  0.0934137  ,  0.14017    ])
1193    , -48813      , array([ 0.0196811  ,  2.09078    ,  0.0934137  ,  0.14017    ])
1194    , -48873.3    , array([ 0.0196615  ,  2.09287    ,  0.0934137  ,  0.14017    ])
1195    , -48896.7    , array([ 0.0196615  ,  2.09078    ,  0.0935071  ,  0.14017    ])
1196    , -48867.9    , array([ 0.0196615  ,  2.09078    ,  0.0934137  ,  0.14031    ])
1197    , -166.309    , array([ 0.0616023  ,  0.740898   ,  0.0278062  ,  0.0430312  ])
1198    , -166.309    , array([ 0.0616023  ,  0.740898   ,  0.0278062  ,  0.0430312  ])
1199    , -166.649    , array([ 0.061664   ,  0.740898   ,  0.0278062  ,  0.0430312  ])
1200    , -166.097    , array([ 0.0616023  ,  0.741639   ,  0.0278062  ,  0.0430312  ])
1201    , -165.98     , array([ 0.0616023  ,  0.740898   ,  0.027834   ,  0.0430312  ])
1202    , -166.079    , array([ 0.0616023  ,  0.740898   ,  0.0278062  ,  0.0430743  ])
1203    , -291.974    , array([ 0.0516815  ,  1.6026     ,  0.0246891  ,  0.0249254  ])
1204    , -291.974    , array([ 0.0516815  ,  1.6026     ,  0.0246891  ,  0.0249254  ])
1205    , -292.075    , array([ 0.0517332  ,  1.6026     ,  0.0246891  ,  0.0249254  ])
1206    , -291.867    , array([ 0.0516815  ,  1.6042     ,  0.0246891  ,  0.0249254  ])
1207    , -291.762    , array([ 0.0516815  ,  1.6026     ,  0.0247138  ,  0.0249254  ])
1208    , -291.261    , array([ 0.0516815  ,  1.6026     ,  0.0246891  ,  0.0249504  ])
1209    , -161.599    , array([ 0.0598989  ,  0.83804    ,  0.0272833  ,  0.039438   ])
1210    , -161.599    , array([ 0.0598989  ,  0.83804    ,  0.0272833  ,  0.039438   ])
1211    , -161.914    , array([ 0.0599588  ,  0.83804    ,  0.0272833  ,  0.039438   ])
1212    , -161.416    , array([ 0.0598989  ,  0.838879   ,  0.0272833  ,  0.039438   ])
1213    , -161.282    , array([ 0.0598989  ,  0.83804    ,  0.0273106  ,  0.039438   ])
1214    , -161.309    , array([ 0.0598989  ,  0.83804    ,  0.0272833  ,  0.0394774  ])
1215    , -152.826    , array([ 0.0488006  ,  0.863682   ,  0.0214941  ,  0.0415556  ])
1216    , -152.826    , array([ 0.0488006  ,  0.863682   ,  0.0214941  ,  0.0415556  ])
1217    , -153.153    , array([ 0.0488494  ,  0.863682   ,  0.0214941  ,  0.0415556  ])
1218    , -152.664    , array([ 0.0488006  ,  0.864546   ,  0.0214941  ,  0.0415556  ])
