173742  , -79089.4    , array([ 0.188154   ,  0.0125     ,  4.56324e-59,  8.68095e-43,  5.0938e-10 ])
173743  , -79089.4    , array([ 0.188343   ,  0.0125     ,  4.56324e-59,  8.68095e-43,  5.0938e-10 ])
173744  , -79089.4    , array([ 0.188154   ,  0.0125125  ,  4.56324e-59,  8.68095e-43,  5.0938e-10 ])
173745  , -79089.4    , array([ 0.188154   ,  0.0125     ,  4.5678e-59 ,  8.68095e-43,  5.0938e-10 ])
173746  , -79089.4    , array([ 0.188154   ,  0.0125     ,  4.56324e-59,  8.68964e-43,  5.0938e-10 ])
173747  , -79089.4    , array([ 0.188154   ,  0.0125     ,  4.56324e-59,  8.68095e-43,  5.0989e-10 ])
173748  , -79089.4    , array([ 0.188154   ,  0.0125     ,  4.56324e-59,  8.68095e-43,  5.0938e-10 ])
173749  , -79089.4    , array([ 0.187748   ,  0.0119159  ,  4.56324e-59,  8.68095e-43,  5.35538e-10])
173750  , -79089.4    , array([ 0.187748   ,  0.0119159  ,  4.56324e-59,  8.68095e-43,  5.35538e-10])
173751  , -79089.4    , array([ 0.187936   ,  0.0119159  ,  4.56324e-59,  8.68095e-43,  5.35538e-10])
173752  , -79089.4    , array([ 0.187748   ,  0.0119278  ,  4.56324e-59,  8.68095e-43,  5.35538e-10])
173753  , -79089.4    , array([ 0.187748   ,  0.0119159  ,  4.5678e-59 ,  8.68095e-43,  5.35538e-10])
173754  , -79089.4    , array([ 0.187748   ,  0.0119159  ,  4.56324e-59,  8.68964e-43,  5.35538e-10])
173755  , -79089.4    , array([ 0.187748   ,  0.0119159  ,  4.56324e-59,  8.68095e-43,  5.36073e-10])
173756  , -79089.4    , array([ 0.186132   ,  0.00983989 ,  4.56324e-59,  8.68095e-43,  6.54306e-10])
173757  , -79089.4    , array([ 0.186132   ,  0.00983989 ,  4.56324e-59,  8.68095e-43,  6.54306e-10])
173758  , -79089.4    , array([ 0.186319   ,  0.00983989 ,  4.56324e-59,  8.68095e-43,  6.54306e-10])
173759  , -79089.4    , array([ 0.186132   ,  0.00984973 ,  4.56324e-59,  8.68095e-43,  6.54306e-10])
173760  , -79089.4    , array([ 0.186132   ,  0.00983989 ,  4.5678e-59 ,  8.68095e-43,  6.54306e-10])
173761  , -79089.4    , array([ 0.186132   ,  0.00983989 ,  4.56324e-59,  8.68964e-43,  6.54306e-10])
173762  , -79089.4    , array([ 0.186132   ,  0.00983989 ,  4.56324e-59,  8.68095e-43,  6.54961e-10])
173763  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173764  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173765  , -79089.1    , array([ 0.179987   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173766  , -79089.1    , array([ 0.179807   ,  0.00458019 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173767  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.5678e-59 ,  8.68095e-43,  1.45796e-09])
173768  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68964e-43,  1.45796e-09])
173769  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45942e-09])
173777  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173778  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173779  , -79089.1    , array([ 0.179987   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173780  , -79089.1    , array([ 0.179807   ,  0.00458019 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173781  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.5678e-59 ,  8.68095e-43,  1.45796e-09])
173782  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68964e-43,  1.45796e-09])
173783  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45942e-09])
173784  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173785  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173786  , -79089.1    , array([ 0.179987   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173787  , -79089.1    , array([ 0.179807   ,  0.00458019 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173788  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.5678e-59 ,  8.68095e-43,  1.45796e-09])
173789  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68964e-43,  1.45796e-09])
173790  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45942e-09])
173798  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173799  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173800  , -79089.1    , array([ 0.179987   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173801  , -79089.1    , array([ 0.179807   ,  0.00458019 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173802  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.5678e-59 ,  8.68095e-43,  1.45796e-09])
173803  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68964e-43,  1.45796e-09])
173804  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45942e-09])
173805  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173806  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173807  , -79089.1    , array([ 0.179987   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173808  , -79089.1    , array([ 0.179807   ,  0.00458019 ,  4.56324e-59,  8.68095e-43,  1.45796e-09])
173809  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.5678e-59 ,  8.68095e-43,  1.45796e-09])
173810  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68964e-43,  1.45796e-09])
173811  , -79089.1    , array([ 0.179807   ,  0.00457561 ,  4.56324e-59,  8.68095e-43,  1.45942e-09])
173812  , -79087.6    , array([ 0.173696   ,  0.00212769 ,  4.56324e-59,  8.68095e-43,  3.2487e-09 ])
173813  , -79087.6    , array([ 0.173696   ,  0.00212769 ,  4.56324e-59,  8.68095e-43,  3.2487e-09 ])
173814  , -79087.6    , array([ 0.17387    ,  0.00212769 ,  4.56324e-59,  8.68095e-43,  3.2487e-09 ])
173815  , -79087.6    , array([ 0.173696   ,  0.00212982 ,  4.56324e-59,  8.68095e-43,  3.2487e-09 ])
173816  , -79087.6    , array([ 0.173696   ,  0.00212769 ,  4.5678e-59 ,  8.68095e-43,  3.2487e-09 ])
173817  , -79087.6    , array([ 0.173696   ,  0.00212769 ,  4.56324e-59,  8.68964e-43,  3.2487e-09 ])
173818  , -79087.6    , array([ 0.173696   ,  0.00212769 ,  4.56324e-59,  8.68095e-43,  3.25195e-09])
173819  , -79087.6    , array([ 0.173696   ,  0.00212769 ,  4.56324e-59,  8.68095e-43,  3.2487e-09 ])
173820  , -79087.6    , array([ 0.173696   ,  0.00212769 ,  4.56324e-59,  8.68095e-43,  3.2487e-09 ])
173821  , -79087.6    , array([ 0.17387    ,  0.00212769 ,  4.56324e-59,  8.68095e-43,  3.2487e-09 ])
173822  , -79087.6    , array([ 0.173696   ,  0.00212982 ,  4.56324e-59,  8.68095e-43,  3.2487e-09 ])
173823  , -79087.6    , array([ 0.173696   ,  0.00212769 ,  4.5678e-59 ,  8.68095e-43,  3.2487e-09 ])
173824  , -79087.6    , array([ 0.173696   ,  0.00212769 ,  4.56324e-59,  8.68964e-43,  3.2487e-09 ])
173825  , -79087.6    , array([ 0.173696   ,  0.00212769 ,  4.56324e-59,  8.68095e-43,  3.25195e-09])
173826  , -79086.6    , array([ 0.172027   ,  0.00171806 ,  4.56324e-59,  8.68095e-43,  4.06338e-09])
173827  , -79086.6    , array([ 0.172027   ,  0.00171806 ,  4.56324e-59,  8.68095e-43,  4.06338e-09])
173828  , -79086.6    , array([ 0.172199   ,  0.00171806 ,  4.56324e-59,  8.68095e-43,  4.06338e-09])
173829  , -79086.6    , array([ 0.172027   ,  0.00171977 ,  4.56324e-59,  8.68095e-43,  4.06338e-09])
173830  , -79086.6    , array([ 0.172027   ,  0.00171806 ,  4.5678e-59 ,  8.68095e-43,  4.06338e-09])
173831  , -79086.6    , array([ 0.172027   ,  0.00171806 ,  4.56324e-59,  8.68964e-43,  4.06338e-09])
173832  , -79086.6    , array([ 0.172027   ,  0.00171806 ,  4.56324e-59,  8.68095e-43,  4.06744e-09])
173833  , -79084.5    , array([ 0.169897   ,  0.00130377 ,  4.56324e-59,  8.68095e-43,  5.42351e-09])
173834  , -79084.5    , array([ 0.169897   ,  0.00130377 ,  4.56324e-59,  8.68095e-43,  5.42351e-09])
173835  , -79084.5    , array([ 0.170067   ,  0.00130377 ,  4.56324e-59,  8.68095e-43,  5.42351e-09])
173836  , -79084.5    , array([ 0.169897   ,  0.00130508 ,  4.56324e-59,  8.68095e-43,  5.42351e-09])
173837  , -79084.5    , array([ 0.169897   ,  0.00130377 ,  4.5678e-59 ,  8.68095e-43,  5.42351e-09])
173838  , -79084.5    , array([ 0.169897   ,  0.00130377 ,  4.56324e-59,  8.68964e-43,  5.42351e-09])
173839  , -79084.5    , array([ 0.169897   ,  0.00130377 ,  4.56324e-59,  8.68095e-43,  5.42893e-09])
173840  , -79084.5    , array([ 0.169897   ,  0.00130377 ,  4.56324e-59,  8.68095e-43,  5.42351e-09])
173841  , -79084.5    , array([ 0.169897   ,  0.00130377 ,  4.56324e-59,  8.68095e-43,  5.42351e-09])
