288835  , -170660     , array([ 0.00567199 ,  1.60501    ,  9.1394e-70 ,  1.02228e-13,  0.007607   ])
288836  , -170559     , array([ 0.00567766 ,  1.60501    ,  9.1394e-70 ,  1.02228e-13,  0.007607   ])
288837  , -170662     , array([ 0.00567199 ,  1.60662    ,  9.1394e-70 ,  1.02228e-13,  0.007607   ])
288838  , -170660     , array([ 0.00567199 ,  1.60501    ,  9.14854e-70,  1.02228e-13,  0.007607   ])
288839  , -170660     , array([ 0.00567199 ,  1.60501    ,  9.1394e-70 ,  1.0233e-13 ,  0.007607   ])
288840  , -170748     , array([ 0.00567199 ,  1.60501    ,  9.1394e-70 ,  1.02228e-13,  0.00761461 ])
288841  , -170660     , array([ 0.00567199 ,  1.60501    ,  9.1394e-70 ,  1.02228e-13,  0.007607   ])
288842  , -75165.5    , array([ 0.0121835  ,  1.58307    ,  9.1394e-70 ,  1.02228e-13,  0.00393231 ])
288843  , -75165.5    , array([ 0.0121835  ,  1.58307    ,  9.1394e-70 ,  1.02228e-13,  0.00393231 ])
288844  , -75123.9    , array([ 0.0121956  ,  1.58307    ,  9.1394e-70 ,  1.02228e-13,  0.00393231 ])
288845  , -75166.6    , array([ 0.0121835  ,  1.58466    ,  9.1394e-70 ,  1.02228e-13,  0.00393231 ])
288846  , -75165.5    , array([ 0.0121835  ,  1.58307    ,  9.14854e-70,  1.02228e-13,  0.00393231 ])
288847  , -75165.5    , array([ 0.0121835  ,  1.58307    ,  9.1394e-70 ,  1.0233e-13 ,  0.00393231 ])
288848  , -75203.2    , array([ 0.0121835  ,  1.58307    ,  9.1394e-70 ,  1.02228e-13,  0.00393625 ])
288856  , -75103.7    , array([ 0.0119929  ,  1.57382    ,  9.1394e-70 ,  1.02228e-13,  0.00385885 ])
288857  , -75103.7    , array([ 0.0119929  ,  1.57382    ,  9.1394e-70 ,  1.02228e-13,  0.00385885 ])
288858  , -75062.3    , array([ 0.0120049  ,  1.57382    ,  9.1394e-70 ,  1.02228e-13,  0.00385885 ])
288859  , -75104.8    , array([ 0.0119929  ,  1.57539    ,  9.1394e-70 ,  1.02228e-13,  0.00385885 ])
288860  , -75103.7    , array([ 0.0119929  ,  1.57382    ,  9.14854e-70,  1.02228e-13,  0.00385885 ])
288861  , -75103.7    , array([ 0.0119929  ,  1.57382    ,  9.1394e-70 ,  1.0233e-13 ,  0.00385885 ])
288862  , -75141.4    , array([ 0.0119929  ,  1.57382    ,  9.1394e-70 ,  1.02228e-13,  0.00386271 ])
288863  , -75040.4    , array([ 0.0118031  ,  1.56451    ,  9.1394e-70 ,  1.02228e-13,  0.00378588 ])
288864  , -75040.4    , array([ 0.0118031  ,  1.56451    ,  9.1394e-70 ,  1.02228e-13,  0.00378588 ])
288865  , -74999      , array([ 0.0118149  ,  1.56451    ,  9.1394e-70 ,  1.02228e-13,  0.00378588 ])
288866  , -75041.5    , array([ 0.0118031  ,  1.56607    ,  9.1394e-70 ,  1.02228e-13,  0.00378588 ])
288867  , -75040.4    , array([ 0.0118031  ,  1.56451    ,  9.14854e-70,  1.02228e-13,  0.00378588 ])
288868  , -75040.4    , array([ 0.0118031  ,  1.56451    ,  9.1394e-70 ,  1.0233e-13 ,  0.00378588 ])
288869  , -75078      , array([ 0.0118031  ,  1.56451    ,  9.1394e-70 ,  1.02228e-13,  0.00378967 ])
288877  , -75024.2    , array([ 0.0117555  ,  1.56216    ,  9.1394e-70 ,  1.02228e-13,  0.00376763 ])
288878  , -75024.2    , array([ 0.0117555  ,  1.56216    ,  9.1394e-70 ,  1.02228e-13,  0.00376763 ])
288879  , -74982.9    , array([ 0.0117673  ,  1.56216    ,  9.1394e-70 ,  1.02228e-13,  0.00376763 ])
288880  , -75025.3    , array([ 0.0117555  ,  1.56372    ,  9.1394e-70 ,  1.02228e-13,  0.00376763 ])
288881  , -75024.2    , array([ 0.0117555  ,  1.56216    ,  9.14854e-70,  1.02228e-13,  0.00376763 ])
288882  , -75024.2    , array([ 0.0117555  ,  1.56216    ,  9.1394e-70 ,  1.0233e-13 ,  0.00376763 ])
288883  , -75061.9    , array([ 0.0117555  ,  1.56216    ,  9.1394e-70 ,  1.02228e-13,  0.0037714  ])
288884  , -75008      , array([ 0.011708   ,  1.55981    ,  9.1394e-70 ,  1.02228e-13,  0.00374942 ])
288885  , -75008      , array([ 0.011708   ,  1.55981    ,  9.1394e-70 ,  1.02228e-13,  0.00374942 ])
288886  , -74966.7    , array([ 0.0117197  ,  1.55981    ,  9.1394e-70 ,  1.02228e-13,  0.00374942 ])
288887  , -75009      , array([ 0.011708   ,  1.56137    ,  9.1394e-70 ,  1.02228e-13,  0.00374942 ])
288888  , -75008      , array([ 0.011708   ,  1.55981    ,  9.14854e-70,  1.02228e-13,  0.00374942 ])
288889  , -75008      , array([ 0.011708   ,  1.55981    ,  9.1394e-70 ,  1.0233e-13 ,  0.00374942 ])
288890  , -75045.6    , array([ 0.011708   ,  1.55981    ,  9.1394e-70 ,  1.02228e-13,  0.00375317 ])
288898  , -75003.9    , array([ 0.0116961  ,  1.55922    ,  9.1394e-70 ,  1.02228e-13,  0.00374486 ])
288899  , -75003.9    , array([ 0.0116961  ,  1.55922    ,  9.1394e-70 ,  1.02228e-13,  0.00374486 ])
288900  , -74962.6    , array([ 0.0117078  ,  1.55922    ,  9.1394e-70 ,  1.02228e-13,  0.00374486 ])
288901  , -75005      , array([ 0.0116961  ,  1.56078    ,  9.1394e-70 ,  1.02228e-13,  0.00374486 ])
288902  , -75003.9    , array([ 0.0116961  ,  1.55922    ,  9.14854e-70,  1.02228e-13,  0.00374486 ])
288903  , -75003.9    , array([ 0.0116961  ,  1.55922    ,  9.1394e-70 ,  1.0233e-13 ,  0.00374486 ])
288904  , -75041.5    , array([ 0.0116961  ,  1.55922    ,  9.1394e-70 ,  1.02228e-13,  0.00374861 ])
288905  , -74999.8    , array([ 0.0116842  ,  1.55863    ,  9.1394e-70 ,  1.02228e-13,  0.00374031 ])
288906  , -74999.8    , array([ 0.0116842  ,  1.55863    ,  9.1394e-70 ,  1.02228e-13,  0.00374031 ])
288907  , -74958.5    , array([ 0.0116959  ,  1.55863    ,  9.1394e-70 ,  1.02228e-13,  0.00374031 ])
288908  , -75000.9    , array([ 0.0116842  ,  1.56019    ,  9.1394e-70 ,  1.02228e-13,  0.00374031 ])
288909  , -74999.8    , array([ 0.0116842  ,  1.55863    ,  9.14854e-70,  1.02228e-13,  0.00374031 ])
288910  , -74999.8    , array([ 0.0116842  ,  1.55863    ,  9.1394e-70 ,  1.0233e-13 ,  0.00374031 ])
288911  , -75037.4    , array([ 0.0116842  ,  1.55863    ,  9.1394e-70 ,  1.02228e-13,  0.00374406 ])
288919  , -74998.8    , array([ 0.0116812  ,  1.55848    ,  9.1394e-70 ,  1.02228e-13,  0.00373918 ])
288920  , -74998.8    , array([ 0.0116812  ,  1.55848    ,  9.1394e-70 ,  1.02228e-13,  0.00373918 ])
288921  , -74957.5    , array([ 0.0116929  ,  1.55848    ,  9.1394e-70 ,  1.02228e-13,  0.00373918 ])
288922  , -74999.8    , array([ 0.0116812  ,  1.56004    ,  9.1394e-70 ,  1.02228e-13,  0.00373918 ])
288923  , -74998.8    , array([ 0.0116812  ,  1.55848    ,  9.14854e-70,  1.02228e-13,  0.00373918 ])
288924  , -74998.8    , array([ 0.0116812  ,  1.55848    ,  9.1394e-70 ,  1.0233e-13 ,  0.00373918 ])
288925  , -75036.4    , array([ 0.0116812  ,  1.55848    ,  9.1394e-70 ,  1.02228e-13,  0.00374292 ])
288926  , -74997.8    , array([ 0.0116783  ,  1.55834    ,  9.1394e-70 ,  1.02228e-13,  0.00373804 ])
288927  , -74997.8    , array([ 0.0116783  ,  1.55834    ,  9.1394e-70 ,  1.02228e-13,  0.00373804 ])
288928  , -74956.5    , array([ 0.0116899  ,  1.55834    ,  9.1394e-70 ,  1.02228e-13,  0.00373804 ])
288929  , -74998.8    , array([ 0.0116783  ,  1.5599     ,  9.1394e-70 ,  1.02228e-13,  0.00373804 ])
288930  , -74997.8    , array([ 0.0116783  ,  1.55834    ,  9.14854e-70,  1.02228e-13,  0.00373804 ])
288931  , -74997.8    , array([ 0.0116783  ,  1.55834    ,  9.1394e-70 ,  1.0233e-13 ,  0.00373804 ])
288932  , -75035.4    , array([ 0.0116783  ,  1.55834    ,  9.1394e-70 ,  1.02228e-13,  0.00374178 ])
288940  , -74997.5    , array([ 0.0116775  ,  1.5583     ,  9.1394e-70 ,  1.02228e-13,  0.00373775 ])
288941  , -74997.5    , array([ 0.0116775  ,  1.5583     ,  9.1394e-70 ,  1.02228e-13,  0.00373775 ])
288942  , -74956.2    , array([ 0.0116892  ,  1.5583     ,  9.1394e-70 ,  1.02228e-13,  0.00373775 ])
288943  , -74998.6    , array([ 0.0116775  ,  1.55986    ,  9.1394e-70 ,  1.02228e-13,  0.00373775 ])
288944  , -74997.5    , array([ 0.0116775  ,  1.5583     ,  9.14854e-70,  1.02228e-13,  0.00373775 ])
288945  , -74997.5    , array([ 0.0116775  ,  1.5583     ,  9.1394e-70 ,  1.0233e-13 ,  0.00373775 ])
288946  , -75035.1    , array([ 0.0116775  ,  1.5583     ,  9.1394e-70 ,  1.02228e-13,  0.00374149 ])
288947  , -74997.3    , array([ 0.0116768  ,  1.55826    ,  9.1394e-70 ,  1.02228e-13,  0.00373747 ])
288948  , -74997.3    , array([ 0.0116768  ,  1.55826    ,  9.1394e-70 ,  1.02228e-13,  0.00373747 ])
288949  , -74955.9    , array([ 0.0116885  ,  1.55826    ,  9.1394e-70 ,  1.02228e-13,  0.00373747 ])
288950  , -74998.3    , array([ 0.0116768  ,  1.55982    ,  9.1394e-70 ,  1.02228e-13,  0.00373747 ])
288951  , -74997.3    , array([ 0.0116768  ,  1.55826    ,  9.14854e-70,  1.02228e-13,  0.00373747 ])
288952  , -74997.3    , array([ 0.0116768  ,  1.55826    ,  9.1394e-70 ,  1.0233e-13 ,  0.00373747 ])
288953  , -75034.9    , array([ 0.0116768  ,  1.55826    ,  9.1394e-70 ,  1.02228e-13,  0.00374121 ])
288954  , -67175.3    , array([ 0.00252724 ,  0.882034   ,  9.1394e-70 ,  1.02228e-13,  0.000598915])
288955  , -67175.3    , array([ 0.00252724 ,  0.882034   ,  9.1394e-70 ,  1.02228e-13,  0.000598915])
288956  , -67144.8    , array([ 0.00252977 ,  0.882034   ,  9.1394e-70 ,  1.02228e-13,  0.000598915])
288957  , -67175.6    , array([ 0.00252724 ,  0.882916   ,  9.1394e-70 ,  1.02228e-13,  0.000598915])
288958  , -67175.3    , array([ 0.00252724 ,  0.882034   ,  9.14854e-70,  1.02228e-13,  0.000598915])
288959  , -67175.3    , array([ 0.00252724 ,  0.882034   ,  9.1394e-70 ,  1.0233e-13 ,  0.000598915])
288960  , -67205.1    , array([ 0.00252724 ,  0.882034   ,  9.1394e-70 ,  1.02228e-13,  0.000599514])
288961  , -67175.2    , array([ 0.00252719 ,  0.882027   ,  9.1394e-70 ,  1.02228e-13,  0.0005989  ])
288962  , -67175.2    , array([ 0.00252719 ,  0.882027   ,  9.1394e-70 ,  1.02228e-13,  0.0005989  ])
288963  , -67144.7    , array([ 0.00252972 ,  0.882027   ,  9.1394e-70 ,  1.02228e-13,  0.0005989  ])
288964  , -67175.5    , array([ 0.00252719 ,  0.88291    ,  9.1394e-70 ,  1.02228e-13,  0.0005989  ])
288965  , -67175.2    , array([ 0.00252719 ,  0.882027   ,  9.14854e-70,  1.02228e-13,  0.0005989  ])
288966  , -67175.2    , array([ 0.00252719 ,  0.882027   ,  9.1394e-70 ,  1.0233e-13 ,  0.0005989  ])
288967  , -67205      , array([ 0.00252719 ,  0.882027   ,  9.1394e-70 ,  1.02228e-13,  0.000599499])
288975  , -67175.1    , array([ 0.00252717 ,  0.882024   ,  9.1394e-70 ,  1.02228e-13,  0.000598894])
288976  , -67175.1    , array([ 0.00252717 ,  0.882024   ,  9.1394e-70 ,  1.02228e-13,  0.000598894])
288977  , -67144.7    , array([ 0.00252969 ,  0.882024   ,  9.1394e-70 ,  1.02228e-13,  0.000598894])
288978  , -67175.5    , array([ 0.00252717 ,  0.882907   ,  9.1394e-70 ,  1.02228e-13,  0.000598894])
288979  , -67175.1    , array([ 0.00252717 ,  0.882024   ,  9.14854e-70,  1.02228e-13,  0.000598894])
288980  , -67175.1    , array([ 0.00252717 ,  0.882024   ,  9.1394e-70 ,  1.0233e-13 ,  0.000598894])
288981  , -67204.9    , array([ 0.00252717 ,  0.882024   ,  9.1394e-70 ,  1.02228e-13,  0.000599493])
288982  , -63873.5    , array([ 0.0012975  ,  0.68837    ,  9.1394e-70 ,  1.02228e-13,  0.000269751])
288983  , -63873.5    , array([ 0.0012975  ,  0.68837    ,  9.1394e-70 ,  1.02228e-13,  0.000269751])
288984  , -63848.2    , array([ 0.0012988  ,  0.68837    ,  9.1394e-70 ,  1.02228e-13,  0.000269751])
288985  , -63873.7    , array([ 0.0012975  ,  0.689059   ,  9.1394e-70 ,  1.02228e-13,  0.000269751])
288986  , -63873.5    , array([ 0.0012975  ,  0.68837    ,  9.14854e-70,  1.02228e-13,  0.000269751])
