4971    , -1193.84    , array([ 0.00534095 ,  0.249079   ,  1.24519e-19,  0.0615113  ])
4972    , -1193.84    , array([ 0.00534629 ,  0.249079   ,  1.24519e-19,  0.0615113  ])
4973    , -1193.84    , array([ 0.00534095 ,  0.249328   ,  1.24519e-19,  0.0615113  ])
4974    , -1193.84    , array([ 0.00534095 ,  0.249079   ,  1.24643e-19,  0.0615113  ])
4975    , -1193.36    , array([ 0.00534095 ,  0.249079   ,  1.24519e-19,  0.0615729  ])
4976    , -1193.84    , array([ 0.00534095 ,  0.249079   ,  1.24519e-19,  0.0615113  ])
4977    , -723.606    , array([ 0.00534095 ,  0.248789   ,  1.24519e-19,  0.168885   ])
4978    , -723.606    , array([ 0.00534095 ,  0.248789   ,  1.24519e-19,  0.168885   ])
4979    , -723.606    , array([ 0.00534629 ,  0.248789   ,  1.24519e-19,  0.168885   ])
4980    , -723.104    , array([ 0.00534095 ,  0.249038   ,  1.24519e-19,  0.168885   ])
4981    , -723.606    , array([ 0.00534095 ,  0.248789   ,  1.24643e-19,  0.168885   ])
4982    , -723.115    , array([ 0.00534095 ,  0.248789   ,  1.24519e-19,  0.169054   ])
4989    , -723.599    , array([ 0.00534095 ,  0.248789   ,  1.24519e-19,  0.168888   ])
4990    , -723.599    , array([ 0.00534095 ,  0.248789   ,  1.24519e-19,  0.168888   ])
4991    , -723.599    , array([ 0.00534629 ,  0.248789   ,  1.24519e-19,  0.168888   ])
4992    , -723.098    , array([ 0.00534095 ,  0.249038   ,  1.24519e-19,  0.168888   ])
4993    , -723.599    , array([ 0.00534095 ,  0.248789   ,  1.24643e-19,  0.168888   ])
4994    , -723.108    , array([ 0.00534095 ,  0.248789   ,  1.24519e-19,  0.169057   ])
4995    , -723.593    , array([ 0.00534095 ,  0.248789   ,  1.24519e-19,  0.16889    ])
4996    , -723.593    , array([ 0.00534095 ,  0.248789   ,  1.24519e-19,  0.16889    ])
4997    , -723.593    , array([ 0.00534629 ,  0.248789   ,  1.24519e-19,  0.16889    ])
4998    , -723.091    , array([ 0.00534095 ,  0.249038   ,  1.24519e-19,  0.16889    ])
4999    , -723.593    , array([ 0.00534095 ,  0.248789   ,  1.24643e-19,  0.16889    ])
5000    , -723.101    , array([ 0.00534095 ,  0.248789   ,  1.24519e-19,  0.169059   ])
