247415  , -79073.9    , array([ 13.8502    ,  0.279714   ,  1.166e-19  ,  2.66593e-09,  3.6365e-06 ])
247416  , -79073.9    , array([ 13.864     ,  0.279714   ,  1.166e-19  ,  2.66593e-09,  3.6365e-06 ])
247417  , -79073.9    , array([ 13.8502    ,  0.279994   ,  1.166e-19  ,  2.66593e-09,  3.6365e-06 ])
247418  , -79073.9    , array([ 13.8502    ,  0.279714   ,  1.16717e-19,  2.66593e-09,  3.6365e-06 ])
247419  , -79073.9    , array([ 13.8502    ,  0.279714   ,  1.166e-19  ,  2.6686e-09 ,  3.6365e-06 ])
247420  , -79073.9    , array([ 13.8502    ,  0.279714   ,  1.166e-19  ,  2.66593e-09,  3.64013e-06])
247421  , -79073.9    , array([ 13.8502    ,  0.279714   ,  1.166e-19  ,  2.66593e-09,  3.6365e-06 ])
247422  , -79025.2    , array([ 13.7163    ,  0.137864   ,  1.166e-19  ,  2.66593e-09,  7.47636e-06])
247423  , -79025.2    , array([ 13.7163    ,  0.137864   ,  1.166e-19  ,  2.66593e-09,  7.47636e-06])
247424  , -79025.2    , array([ 13.7301    ,  0.137864   ,  1.166e-19  ,  2.66593e-09,  7.47636e-06])
247425  , -79025.3    , array([ 13.7163    ,  0.138002   ,  1.166e-19  ,  2.66593e-09,  7.47636e-06])
247426  , -79025.2    , array([ 13.7163    ,  0.137864   ,  1.16717e-19,  2.66593e-09,  7.47636e-06])
247427  , -79025.2    , array([ 13.7163    ,  0.137864   ,  1.166e-19  ,  2.6686e-09 ,  7.47636e-06])
247428  , -79025.1    , array([ 13.7163    ,  0.137864   ,  1.166e-19  ,  2.66593e-09,  7.48384e-06])
247429  , -62541.2    , array([ 13.1937    ,  0.00813564 ,  1.166e-19  ,  2.66593e-09,  0.000133573])
247430  , -62541.2    , array([ 13.1937    ,  0.00813564 ,  1.166e-19  ,  2.66593e-09,  0.000133573])
247431  , -62541.2    , array([ 13.2069    ,  0.00813564 ,  1.166e-19  ,  2.66593e-09,  0.000133573])
247432  , -62555.4    , array([ 13.1937    ,  0.00814378 ,  1.166e-19  ,  2.66593e-09,  0.000133573])
247433  , -62541.2    , array([ 13.1937    ,  0.00813564 ,  1.16717e-19,  2.66593e-09,  0.000133573])
247434  , -62541.2    , array([ 13.1937    ,  0.00813564 ,  1.166e-19  ,  2.6686e-09 ,  0.000133573])
247435  , -62527      , array([ 13.1937    ,  0.00813564 ,  1.166e-19  ,  2.66593e-09,  0.000133707])
247443  , -62365.8    , array([ 13.1926    ,  0.00808613 ,  1.166e-19  ,  2.66593e-09,  0.000134406])
247444  , -62365.8    , array([ 13.1926    ,  0.00808613 ,  1.166e-19  ,  2.66593e-09,  0.000134406])
247445  , -62365.8    , array([ 13.2058    ,  0.00808613 ,  1.166e-19  ,  2.66593e-09,  0.000134406])
247446  , -62380.1    , array([ 13.1926    ,  0.00809422 ,  1.166e-19  ,  2.66593e-09,  0.000134406])
247447  , -62365.8    , array([ 13.1926    ,  0.00808613 ,  1.16717e-19,  2.66593e-09,  0.000134406])
247448  , -62365.8    , array([ 13.1926    ,  0.00808613 ,  1.166e-19  ,  2.6686e-09 ,  0.000134406])
247449  , -62351.5    , array([ 13.1926    ,  0.00808613 ,  1.166e-19  ,  2.66593e-09,  0.000134541])
247450  , -62187.5    , array([ 13.1915    ,  0.00803654 ,  1.166e-19  ,  2.66593e-09,  0.000135251])
247451  , -62187.5    , array([ 13.1915    ,  0.00803654 ,  1.166e-19  ,  2.66593e-09,  0.000135251])
247452  , -62187.5    , array([ 13.2047    ,  0.00803654 ,  1.166e-19  ,  2.66593e-09,  0.000135251])
247453  , -62201.9    , array([ 13.1915    ,  0.00804458 ,  1.166e-19  ,  2.66593e-09,  0.000135251])
247454  , -62187.5    , array([ 13.1915    ,  0.00803654 ,  1.16717e-19,  2.66593e-09,  0.000135251])
247455  , -62187.5    , array([ 13.1915    ,  0.00803654 ,  1.166e-19  ,  2.6686e-09 ,  0.000135251])
247456  , -62173.1    , array([ 13.1915    ,  0.00803654 ,  1.166e-19  ,  2.66593e-09,  0.000135387])
247464  , -62142.3    , array([ 13.1912    ,  0.00802409 ,  1.166e-19  ,  2.66593e-09,  0.000135465])
247465  , -62142.3    , array([ 13.1912    ,  0.00802409 ,  1.166e-19  ,  2.66593e-09,  0.000135465])
247466  , -62142.3    , array([ 13.2044    ,  0.00802409 ,  1.166e-19  ,  2.66593e-09,  0.000135465])
247467  , -62156.7    , array([ 13.1912    ,  0.00803212 ,  1.166e-19  ,  2.66593e-09,  0.000135465])
247468  , -62142.3    , array([ 13.1912    ,  0.00802409 ,  1.16717e-19,  2.66593e-09,  0.000135465])
247469  , -62142.3    , array([ 13.1912    ,  0.00802409 ,  1.166e-19  ,  2.6686e-09 ,  0.000135465])
247470  , -62127.8    , array([ 13.1912    ,  0.00802409 ,  1.166e-19  ,  2.66593e-09,  0.000135601])
247471  , -62096.9    , array([ 13.1909    ,  0.00801163 ,  1.166e-19  ,  2.66593e-09,  0.00013568 ])
247472  , -62096.9    , array([ 13.1909    ,  0.00801163 ,  1.166e-19  ,  2.66593e-09,  0.00013568 ])
247473  , -62096.9    , array([ 13.2041    ,  0.00801163 ,  1.166e-19  ,  2.66593e-09,  0.00013568 ])
247474  , -62111.4    , array([ 13.1909    ,  0.00801965 ,  1.166e-19  ,  2.66593e-09,  0.00013568 ])
247475  , -62096.9    , array([ 13.1909    ,  0.00801163 ,  1.16717e-19,  2.66593e-09,  0.00013568 ])
247476  , -62096.9    , array([ 13.1909    ,  0.00801163 ,  1.166e-19  ,  2.6686e-09 ,  0.00013568 ])
247477  , -62082.4    , array([ 13.1909    ,  0.00801163 ,  1.166e-19  ,  2.66593e-09,  0.000135815])
247485  , -62085.5    , array([ 13.1909    ,  0.00800851 ,  1.166e-19  ,  2.66593e-09,  0.000135733])
247486  , -62085.5    , array([ 13.1909    ,  0.00800851 ,  1.166e-19  ,  2.66593e-09,  0.000135733])
247487  , -62085.5    , array([ 13.2041    ,  0.00800851 ,  1.166e-19  ,  2.66593e-09,  0.000135733])
247488  , -62100      , array([ 13.1909    ,  0.00801653 ,  1.166e-19  ,  2.66593e-09,  0.000135733])
247489  , -62085.5    , array([ 13.1909    ,  0.00800851 ,  1.16717e-19,  2.66593e-09,  0.000135733])
