3016    , -2336.79    , array([ 15.1728    ,  0.10289    ,  9.26051e-08,  1.25692e-07])
3017    , -2336.79    , array([ 15.188     ,  0.10289    ,  9.26051e-08,  1.25692e-07])
3018    , -2336.79    , array([ 15.1728    ,  0.102993   ,  9.26051e-08,  1.25692e-07])
3019    , -2336.79    , array([ 15.1728    ,  0.10289    ,  9.26978e-08,  1.25692e-07])
3020    , -2336.79    , array([ 15.1728    ,  0.10289    ,  9.26051e-08,  1.25818e-07])
3021    , -2336.79    , array([ 15.1728    ,  0.10289    ,  9.26051e-08,  1.25692e-07])
3022    , -2336.78    , array([ 15.171     ,  0.100504   ,  9.24513e-08,  1.28368e-07])
3023    , -2336.78    , array([ 15.171     ,  0.100504   ,  9.24513e-08,  1.28368e-07])
3024    , -2336.78    , array([ 15.1862    ,  0.100504   ,  9.24513e-08,  1.28368e-07])
3025    , -2336.78    , array([ 15.171     ,  0.100605   ,  9.24513e-08,  1.28368e-07])
3026    , -2336.78    , array([ 15.171     ,  0.100504   ,  9.25438e-08,  1.28368e-07])
3027    , -2336.78    , array([ 15.171     ,  0.100504   ,  9.24513e-08,  1.28496e-07])
3028    , -2336.78    , array([ 15.1639    ,  0.0915025  ,  9.18384e-08,  1.39654e-07])
3029    , -2336.78    , array([ 15.1639    ,  0.0915025  ,  9.18384e-08,  1.39654e-07])
3030    , -2336.78    , array([ 15.1791    ,  0.0915025  ,  9.18384e-08,  1.39654e-07])
3031    , -2336.78    , array([ 15.1639    ,  0.0915941  ,  9.18384e-08,  1.39654e-07])
3032    , -2336.78    , array([ 15.1639    ,  0.0915025  ,  9.19303e-08,  1.39654e-07])
3033    , -2336.78    , array([ 15.1639    ,  0.0915025  ,  9.18384e-08,  1.39793e-07])
3034    , -2336.75    , array([ 15.1355    ,  0.0628674  ,  8.94274e-08,  1.9563e-07 ])
3035    , -2336.75    , array([ 15.1355    ,  0.0628674  ,  8.94274e-08,  1.9563e-07 ])
3036    , -2336.75    , array([ 15.1506    ,  0.0628674  ,  8.94274e-08,  1.9563e-07 ])
3037    , -2336.75    , array([ 15.1355    ,  0.0629303  ,  8.94274e-08,  1.9563e-07 ])
3038    , -2336.75    , array([ 15.1355    ,  0.0628674  ,  8.95169e-08,  1.9563e-07 ])
3039    , -2336.75    , array([ 15.1355    ,  0.0628674  ,  8.94274e-08,  1.95825e-07])
3040    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.03999e-08,  7.53295e-07])
3041    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.03999e-08,  7.53295e-07])
3042    , -2335.79    , array([ 15.0374    ,  0.0140086  ,  8.03999e-08,  7.53295e-07])
3043    , -2335.79    , array([ 15.0224    ,  0.0140226  ,  8.03999e-08,  7.53295e-07])
3044    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.04804e-08,  7.53295e-07])
3045    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.03999e-08,  7.54049e-07])
3052    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.03999e-08,  7.53295e-07])
3053    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.03999e-08,  7.53295e-07])
3054    , -2335.79    , array([ 15.0374    ,  0.0140086  ,  8.03999e-08,  7.53295e-07])
3055    , -2335.79    , array([ 15.0224    ,  0.0140226  ,  8.03999e-08,  7.53295e-07])
3056    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.04803e-08,  7.53295e-07])
3057    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.03999e-08,  7.54049e-07])
3058    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.03999e-08,  7.53296e-07])
3059    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.03999e-08,  7.53296e-07])
3060    , -2335.79    , array([ 15.0374    ,  0.0140086  ,  8.03999e-08,  7.53296e-07])
3061    , -2335.79    , array([ 15.0224    ,  0.0140226  ,  8.03999e-08,  7.53296e-07])
3062    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.04803e-08,  7.53296e-07])
3063    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.03999e-08,  7.54049e-07])
3070    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.03999e-08,  7.53296e-07])
3071    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.03999e-08,  7.53296e-07])
3072    , -2335.79    , array([ 15.0374    ,  0.0140086  ,  8.03999e-08,  7.53296e-07])
3073    , -2335.79    , array([ 15.0224    ,  0.0140226  ,  8.03999e-08,  7.53296e-07])
3074    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.04803e-08,  7.53296e-07])
3075    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.03999e-08,  7.54049e-07])
3076    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.03999e-08,  7.53296e-07])
3077    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.03999e-08,  7.53296e-07])
3078    , -2335.79    , array([ 15.0374    ,  0.0140086  ,  8.03999e-08,  7.53296e-07])
3079    , -2335.79    , array([ 15.0224    ,  0.0140226  ,  8.03999e-08,  7.53296e-07])
3080    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.04803e-08,  7.53296e-07])
3081    , -2335.79    , array([ 15.0224    ,  0.0140086  ,  8.03999e-08,  7.54049e-07])
3082    , -2319.26    , array([ 14.9101    ,  0.00312151 ,  7.22837e-08,  2.90065e-06])
3083    , -2319.26    , array([ 14.9101    ,  0.00312151 ,  7.22837e-08,  2.90065e-06])
3084    , -2319.26    , array([ 14.925     ,  0.00312151 ,  7.22837e-08,  2.90065e-06])
3085    , -2319.28    , array([ 14.9101    ,  0.00312464 ,  7.22837e-08,  2.90065e-06])
3086    , -2319.26    , array([ 14.9101    ,  0.00312151 ,  7.2356e-08 ,  2.90065e-06])
3087    , -2319.24    , array([ 14.9101    ,  0.00312151 ,  7.22837e-08,  2.90355e-06])
3088    , -2319.26    , array([ 14.9101    ,  0.00312151 ,  7.22837e-08,  2.90065e-06])
3089    , -2319.26    , array([ 14.9101    ,  0.00312151 ,  7.22837e-08,  2.90065e-06])
3090    , -2319.26    , array([ 14.925     ,  0.00312151 ,  7.22837e-08,  2.90065e-06])
3091    , -2319.28    , array([ 14.9101    ,  0.00312464 ,  7.22837e-08,  2.90065e-06])
3092    , -2319.26    , array([ 14.9101    ,  0.00312151 ,  7.2356e-08 ,  2.90065e-06])
3093    , -2319.24    , array([ 14.9101    ,  0.00312151 ,  7.22837e-08,  2.90356e-06])
3094    , -2319.26    , array([ 14.9101    ,  0.00312151 ,  7.22837e-08,  2.90065e-06])
3095    , -2319.26    , array([ 14.9101    ,  0.00312151 ,  7.22837e-08,  2.90065e-06])
3096    , -2319.26    , array([ 14.925     ,  0.00312151 ,  7.22837e-08,  2.90065e-06])
3097    , -2319.28    , array([ 14.9101    ,  0.00312464 ,  7.22837e-08,  2.90065e-06])
