315324  , -79089.4    , array([ 0.0258171  ,  0.0229608  ,  7.95822e-24,  0.00176086 ,  2.7541e-12 ])
315325  , -79089.4    , array([ 0.0258429  ,  0.0229608  ,  7.95822e-24,  0.00176086 ,  2.7541e-12 ])
315326  , -79089.4    , array([ 0.0258171  ,  0.0229838  ,  7.95822e-24,  0.00176086 ,  2.7541e-12 ])
315327  , -79089.4    , array([ 0.0258171  ,  0.0229608  ,  7.96618e-24,  0.00176086 ,  2.7541e-12 ])
315328  , -79089.4    , array([ 0.0258171  ,  0.0229608  ,  7.95822e-24,  0.00176262 ,  2.7541e-12 ])
315329  , -79089.4    , array([ 0.0258171  ,  0.0229608  ,  7.95822e-24,  0.00176086 ,  2.75686e-12])
315330  , -79089.4    , array([ 0.0258171  ,  0.0229608  ,  7.95822e-24,  0.00176086 ,  2.7541e-12 ])
315331  , -79089.4    , array([ 0.0258149  ,  0.0229575  ,  7.95822e-24,  0.00176086 ,  2.75472e-12])
315332  , -79089.4    , array([ 0.0258149  ,  0.0229575  ,  7.95822e-24,  0.00176086 ,  2.75472e-12])
315333  , -79089.4    , array([ 0.0258407  ,  0.0229575  ,  7.95822e-24,  0.00176086 ,  2.75472e-12])
315334  , -79089.4    , array([ 0.0258149  ,  0.0229805  ,  7.95822e-24,  0.00176086 ,  2.75472e-12])
315335  , -79089.4    , array([ 0.0258149  ,  0.0229575  ,  7.96618e-24,  0.00176086 ,  2.75472e-12])
315336  , -79089.4    , array([ 0.0258149  ,  0.0229575  ,  7.95822e-24,  0.00176262 ,  2.75472e-12])
315337  , -79089.4    , array([ 0.0258149  ,  0.0229575  ,  7.95822e-24,  0.00176086 ,  2.75748e-12])
315338  , -79089.4    , array([ 0.0258061  ,  0.0229446  ,  7.95822e-24,  0.00176086 ,  2.75721e-12])
315339  , -79089.4    , array([ 0.0258061  ,  0.0229446  ,  7.95822e-24,  0.00176086 ,  2.75721e-12])
315340  , -79089.4    , array([ 0.0258319  ,  0.0229446  ,  7.95822e-24,  0.00176086 ,  2.75721e-12])
315341  , -79089.4    , array([ 0.0258061  ,  0.0229675  ,  7.95822e-24,  0.00176086 ,  2.75721e-12])
315342  , -79089.4    , array([ 0.0258061  ,  0.0229446  ,  7.96618e-24,  0.00176086 ,  2.75721e-12])
315343  , -79089.4    , array([ 0.0258061  ,  0.0229446  ,  7.95822e-24,  0.00176262 ,  2.75721e-12])
315344  , -79089.4    , array([ 0.0258061  ,  0.0229446  ,  7.95822e-24,  0.00176086 ,  2.75997e-12])
315345  , -79089.4    , array([ 0.0257709  ,  0.0228929  ,  7.95822e-24,  0.00176086 ,  2.7672e-12 ])
315346  , -79089.4    , array([ 0.0257709  ,  0.0228929  ,  7.95822e-24,  0.00176086 ,  2.7672e-12 ])
315347  , -79089.4    , array([ 0.0257967  ,  0.0228929  ,  7.95822e-24,  0.00176086 ,  2.7672e-12 ])
315348  , -79089.4    , array([ 0.0257709  ,  0.0229158  ,  7.95822e-24,  0.00176086 ,  2.7672e-12 ])
315349  , -79089.4    , array([ 0.0257709  ,  0.0228929  ,  7.96618e-24,  0.00176086 ,  2.7672e-12 ])
315350  , -79089.4    , array([ 0.0257709  ,  0.0228929  ,  7.95822e-24,  0.00176262 ,  2.7672e-12 ])
315351  , -79089.4    , array([ 0.0257709  ,  0.0228929  ,  7.95822e-24,  0.00176086 ,  2.76997e-12])
