128609  , -36842.5    , array([ 1.62449    ,  5.08664    ,  4.44388e-22,  0.000461859,  0.215591   ])
128610  , -36843.6    , array([ 1.62612    ,  5.08664    ,  4.44388e-22,  0.000461859,  0.215591   ])
128611  , -36853.5    , array([ 1.62449    ,  5.09173    ,  4.44388e-22,  0.000461859,  0.215591   ])
128612  , -36842.5    , array([ 1.62449    ,  5.08664    ,  4.44832e-22,  0.000461859,  0.215591   ])
128613  , -36842.5    , array([ 1.62449    ,  5.08664    ,  4.44388e-22,  0.000462321,  0.215591   ])
128614  , -36840.6    , array([ 1.62449    ,  5.08664    ,  4.44388e-22,  0.000461859,  0.215807   ])
128615  , -36842.5    , array([ 1.62449    ,  5.08664    ,  4.44388e-22,  0.000461859,  0.215591   ])
128616  , -24455.1    , array([ 1.47113    ,  1.88847    ,  4.44388e-22,  0.000461771,  0.255225   ])
128617  , -24455.1    , array([ 1.47113    ,  1.88847    ,  4.44388e-22,  0.000461771,  0.255225   ])
128618  , -24447.3    , array([ 1.4726     ,  1.88847    ,  4.44388e-22,  0.000461771,  0.255225   ])
128619  , -24468.5    , array([ 1.47113    ,  1.89036    ,  4.44388e-22,  0.000461771,  0.255225   ])
128620  , -24455.1    , array([ 1.47113    ,  1.88847    ,  4.44832e-22,  0.000461771,  0.255225   ])
128621  , -24455.1    , array([ 1.47113    ,  1.88847    ,  4.44388e-22,  0.000462233,  0.255225   ])
128622  , -24460.5    , array([ 1.47113    ,  1.88847    ,  4.44388e-22,  0.000461771,  0.25548    ])
128623  , -341733     , array([ 0.989424   ,  0.0358777  ,  4.44388e-22,  0.000461422,  0.501292   ])
128624  , -341733     , array([ 0.989424   ,  0.0358777  ,  4.44388e-22,  0.000461422,  0.501292   ])
128625  , -341725     , array([ 0.990414   ,  0.0358777  ,  4.44388e-22,  0.000461422,  0.501292   ])
128626  , -341689     , array([ 0.989424   ,  0.0359136  ,  4.44388e-22,  0.000461422,  0.501292   ])
128627  , -341733     , array([ 0.989424   ,  0.0358777  ,  4.44832e-22,  0.000461422,  0.501292   ])
128628  , -341699     , array([ 0.989424   ,  0.0358777  ,  4.44388e-22,  0.000461884,  0.501292   ])
128629  , -341751     , array([ 0.989424   ,  0.0358777  ,  4.44388e-22,  0.000461422,  0.501793   ])
128630  , -23212.9    , array([ 1.45498    ,  1.69126    ,  4.44388e-22,  0.000461762,  0.260064   ])
128631  , -23212.9    , array([ 1.45498    ,  1.69126    ,  4.44388e-22,  0.000461762,  0.260064   ])
128632  , -23204.3    , array([ 1.45643    ,  1.69126    ,  4.44388e-22,  0.000461762,  0.260064   ])
128633  , -23225.8    , array([ 1.45498    ,  1.69295    ,  4.44388e-22,  0.000461762,  0.260064   ])
128634  , -23212.9    , array([ 1.45498    ,  1.69126    ,  4.44832e-22,  0.000461762,  0.260064   ])
128635  , -23212.9    , array([ 1.45498    ,  1.69126    ,  4.44388e-22,  0.000462224,  0.260064   ])
128636  , -23219.8    , array([ 1.45498    ,  1.69126    ,  4.44388e-22,  0.000461762,  0.260325   ])
128637  , -19234      , array([ 1.36096    ,  0.867611   ,  4.44388e-22,  0.000461703,  0.291376   ])
128638  , -19234      , array([ 1.36096    ,  0.867611   ,  4.44388e-22,  0.000461703,  0.291376   ])
128639  , -19222.1    , array([ 1.36232    ,  0.867611   ,  4.44388e-22,  0.000461703,  0.291376   ])
128640  , -19237.8    , array([ 1.36096    ,  0.868479   ,  4.44388e-22,  0.000461703,  0.291376   ])
128641  , -19234      , array([ 1.36096    ,  0.867611   ,  4.44832e-22,  0.000461703,  0.291376   ])
128642  , -19234      , array([ 1.36096    ,  0.867611   ,  4.44388e-22,  0.000462165,  0.291376   ])
128643  , -19253.4    , array([ 1.36096    ,  0.867611   ,  4.44388e-22,  0.000461703,  0.291668   ])
128644  , -141235     , array([ 2.31043    ,  0.0284389  ,  4.44388e-22,  0.00046154 ,  0.125747   ])
128645  , -141235     , array([ 2.31043    ,  0.0284389  ,  4.44388e-22,  0.00046154 ,  0.125747   ])
128646  , -141236     , array([ 2.31274    ,  0.0284389  ,  4.44388e-22,  0.00046154 ,  0.125747   ])
