Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1600.72	3211.44	567.18	19898.58	0.8382,0.156,5.3244,0.2906,0.0665
our_model	Round_1_Replicate_2	-1599.5	3209.0	545.35	20389.76	0.8859,0.0676,4.7779,9.6682,0.0485
our_model	Round_1_Replicate_3	-1979.78	3969.56	1271.61	9650.13	2.088,0.1413,1.5064,6.1179,30.0
our_model	Round_1_Replicate_4	-1342.38	2694.76	64.41	20011.62	0.9886,0.1104,5.5159,1.0899,0.0506
our_model	Round_1_Replicate_5	-1983.58	3977.16	1282.03	8889.16	2.237,0.1663,1.3594,5.1625,30.0
our_model	Round_1_Replicate_6	-1365.15	2740.3	107.22	19486.21	1.3386,0.1001,4.1117,2.6525,0.0496
our_model	Round_1_Replicate_7	-2231.49	4472.98	1770.91	2743.71	6.8083,0.8812,0.4032,0.9266,30.0
our_model	Round_1_Replicate_8	-1445.5	2901.0	265.41	20389.54	0.788,0.1324,5.7855,1.4762,0.0712
our_model	Round_1_Replicate_9	-1315.14	2640.28	8.42	19966.73	0.9904,0.1075,5.0719,2.0247,0.0528
our_model	Round_1_Replicate_10	-1328.28	2666.56	34.93	20120.09	0.9239,0.1084,5.4853,1.6219,0.0514
our_model	Round_2_Replicate_1	-1347.93	2705.86	75.16	20155.47	0.9824,0.0776,4.6189,3.2775,0.0367
our_model	Round_2_Replicate_2	-1375.56	2761.12	130.93	20227.99	0.9464,0.0712,4.4323,3.8446,0.0334
our_model	Round_2_Replicate_3	-1494.1	2998.2	353.06	19523.15	0.9989,0.1606,5.0602,0.9013,0.0788
our_model	Round_2_Replicate_4	-1571.01	3152.02	550.19	20168.44	1.1824,0.0429,2.4901,7.1145,0.019
our_model	Round_2_Replicate_5	-1329.56	2669.12	37.83	20041.68	1.0364,0.0844,4.6958,2.8574,0.0401
our_model	Round_2_Replicate_6	-1331.09	2672.18	40.13	19671.07	1.1338,0.1089,4.6212,2.533,0.0555
our_model	Round_2_Replicate_7	-1425.42	2860.84	236.76	19929.25	1.2814,0.0649,3.8667,4.1937,0.0295
our_model	Round_2_Replicate_8	-1620.69	3251.38	655.0	20340.08	0.9677,0.0381,1.9545,7.6646,0.0167
our_model	Round_2_Replicate_9	-1514.18	3038.36	429.9	20044.45	1.3072,0.0505,3.0568,5.3865,0.0223
our_model	Round_2_Replicate_10	-1333.7	2677.4	45.82	20193.8	0.935,0.0853,4.9258,2.6724,0.0402
our_model	Round_3_Replicate_1	-1329.22	2668.44	37.04	20090.65	1.004,0.0838,4.7412,3.065,0.0403
our_model	Round_3_Replicate_2	-1351.11	2712.22	81.88	19914.01	1.1719,0.0804,4.5861,3.2848,0.0385
our_model	Round_3_Replicate_3	-1352.64	2715.28	85.28	19990.05	1.127,0.0786,4.7806,3.5239,0.0379
our_model	Round_3_Replicate_4	-1312.1	2634.2	2.33	20016.74	0.9938,0.0968,4.8618,2.6204,0.048
our_model	Round_3_Replicate_5	-1313.21	2636.42	4.55	19926.3	1.0162,0.1057,4.9687,2.2127,0.0525
our_model	Round_3_Replicate_6	-1322.59	2655.18	23.2	20029.98	1.0067,0.088,4.5612,3.1379,0.0432
our_model	Round_3_Replicate_7	-1318.14	2646.28	14.4	19829.44	1.0713,0.1056,4.898,2.5101,0.0536
our_model	Round_3_Replicate_8	-1314.75	2639.5	7.62	20078.82	0.9614,0.1008,5.1842,2.8298,0.0525
our_model	Round_3_Replicate_9	-1311.33	2632.66	0.81	20009.89	0.9903,0.102,5.0807,2.3599,0.0508
our_model	Round_3_Replicate_10	-1316.45	2642.9	11.1	20050.37	1.002,0.0909,4.8646,2.8663,0.0447
our_model	Round_3_Replicate_11	-1319.01	2648.02	16.24	19932.97	1.0751,0.0946,4.9207,2.3932,0.0455
our_model	Round_3_Replicate_12	-1339.18	2688.36	57.23	20080.16	0.9364,0.1183,5.7422,1.629,0.0591
our_model	Round_3_Replicate_13	-1330.28	2670.56	39.49	20029.44	1.058,0.0838,4.7533,3.0281,0.0407
our_model	Round_3_Replicate_14	-1326.28	2662.56	31.06	19948.44	1.0899,0.0888,4.7614,2.5862,0.0422
our_model	Round_3_Replicate_15	-1315.73	2641.46	9.55	19961.9	1.0337,0.0928,4.6316,2.9412,0.0462
our_model	Round_3_Replicate_16	-1311.95	2633.9	2.04	20025.89	1.0001,0.0959,4.9519,2.6724,0.0478
our_model	Round_3_Replicate_17	-1311.82	2633.64	1.78	20008.85	1.0111,0.0966,4.9757,2.5824,0.048
our_model	Round_3_Replicate_18	-1343.91	2697.82	67.09	20131.97	1.0046,0.0776,4.6466,3.6387,0.038
our_model	Round_3_Replicate_19	-1313.91	2637.82	5.99	19947.4	1.0225,0.1013,4.9275,2.1209,0.0487
our_model	Round_3_Replicate_20	-1316.19	2642.38	10.43	19890.42	1.0166,0.1074,4.8797,2.3522,0.0535
