243697  , -11439.2    , array([ 28.9707    ,  0.0117771  ,  0.018007   ,  1.20437e-66,  0.00184146 ])
243698  , -11439.2    , array([ 28.9997    ,  0.0117771  ,  0.018007   ,  1.20437e-66,  0.00184146 ])
243699  , -11459.7    , array([ 28.9707    ,  0.0117889  ,  0.018007   ,  1.20437e-66,  0.00184146 ])
243700  , -11439.2    , array([ 28.9707    ,  0.0117771  ,  0.018025   ,  1.20437e-66,  0.00184146 ])
243701  , -11439.2    , array([ 28.9707    ,  0.0117771  ,  0.018007   ,  1.20557e-66,  0.00184146 ])
243702  , -11418.7    , array([ 28.9707    ,  0.0117771  ,  0.018007   ,  1.20437e-66,  0.0018433  ])
243703  , -11439.2    , array([ 28.9707    ,  0.0117771  ,  0.018007   ,  1.20437e-66,  0.00184146 ])
243704  , -9161.15    , array([ 28.9653    ,  0.00576905 ,  0.0180066  ,  1.20437e-66,  0.00376318 ])
243705  , -9161.15    , array([ 28.9653    ,  0.00576905 ,  0.0180066  ,  1.20437e-66,  0.00376318 ])
243706  , -9161.15    , array([ 28.9943    ,  0.00576905 ,  0.0180066  ,  1.20437e-66,  0.00376318 ])
243707  , -9139.1     , array([ 28.9653    ,  0.00577482 ,  0.0180066  ,  1.20437e-66,  0.00376318 ])
243708  , -9161.15    , array([ 28.9653    ,  0.00576905 ,  0.0180247  ,  1.20437e-66,  0.00376318 ])
243709  , -9161.15    , array([ 28.9653    ,  0.00576905 ,  0.0180066  ,  1.20557e-66,  0.00376318 ])
243710  , -9182.64    , array([ 28.9653    ,  0.00576905 ,  0.0180066  ,  1.20437e-66,  0.00376694 ])
243711  , -2651.09    , array([ 28.9681    ,  0.00833142 ,  0.0180068  ,  1.20437e-66,  0.00260438 ])
243712  , -2651.09    , array([ 28.9681    ,  0.00833142 ,  0.0180068  ,  1.20437e-66,  0.00260438 ])
243713  , -2651.09    , array([ 28.9971    ,  0.00833142 ,  0.0180068  ,  1.20437e-66,  0.00260438 ])
243714  , -2654.36    , array([ 28.9681    ,  0.00833975 ,  0.0180068  ,  1.20437e-66,  0.00260438 ])
243715  , -2651.09    , array([ 28.9681    ,  0.00833142 ,  0.0180248  ,  1.20437e-66,  0.00260438 ])
243716  , -2651.09    , array([ 28.9681    ,  0.00833142 ,  0.0180068  ,  1.20557e-66,  0.00260438 ])
243717  , -2647.67    , array([ 28.9681    ,  0.00833142 ,  0.0180068  ,  1.20437e-66,  0.00260698 ])
243725  , -2650.61    , array([ 28.9666    ,  0.00835035 ,  0.0180067  ,  1.20437e-66,  0.00261034 ])
243726  , -2650.61    , array([ 28.9666    ,  0.00835035 ,  0.0180067  ,  1.20437e-66,  0.00261034 ])
243727  , -2650.61    , array([ 28.9956    ,  0.00835035 ,  0.0180067  ,  1.20437e-66,  0.00261034 ])
243728  , -2653.88    , array([ 28.9666    ,  0.0083587  ,  0.0180067  ,  1.20437e-66,  0.00261034 ])
243729  , -2650.61    , array([ 28.9666    ,  0.00835035 ,  0.0180247  ,  1.20437e-66,  0.00261034 ])
243730  , -2650.61    , array([ 28.9666    ,  0.00835035 ,  0.0180067  ,  1.20557e-66,  0.00261034 ])
243731  , -2647.19    , array([ 28.9666    ,  0.00835035 ,  0.0180067  ,  1.20437e-66,  0.00261296 ])
243732  , -2650.13    , array([ 28.9652    ,  0.00836935 ,  0.0180066  ,  1.20437e-66,  0.00261634 ])
243733  , -2650.13    , array([ 28.9652    ,  0.00836935 ,  0.0180066  ,  1.20437e-66,  0.00261634 ])
243734  , -2650.13    , array([ 28.9942    ,  0.00836935 ,  0.0180066  ,  1.20437e-66,  0.00261634 ])
243735  , -2653.4     , array([ 28.9652    ,  0.00837773 ,  0.0180066  ,  1.20437e-66,  0.00261634 ])
243736  , -2650.13    , array([ 28.9652    ,  0.00836935 ,  0.0180246  ,  1.20437e-66,  0.00261634 ])
243737  , -2650.13    , array([ 28.9652    ,  0.00836935 ,  0.0180066  ,  1.20557e-66,  0.00261634 ])
243738  , -2646.71    , array([ 28.9652    ,  0.00836935 ,  0.0180066  ,  1.20437e-66,  0.00261895 ])
243746  , -2650.01    , array([ 28.9648    ,  0.00837412 ,  0.0180066  ,  1.20437e-66,  0.00261784 ])
243747  , -2650.01    , array([ 28.9648    ,  0.00837412 ,  0.0180066  ,  1.20437e-66,  0.00261784 ])
243748  , -2650.01    , array([ 28.9938    ,  0.00837412 ,  0.0180066  ,  1.20437e-66,  0.00261784 ])
243749  , -2653.28    , array([ 28.9648    ,  0.0083825  ,  0.0180066  ,  1.20437e-66,  0.00261784 ])
243750  , -2650.01    , array([ 28.9648    ,  0.00837412 ,  0.0180246  ,  1.20437e-66,  0.00261784 ])
243751  , -2650.01    , array([ 28.9648    ,  0.00837412 ,  0.0180066  ,  1.20557e-66,  0.00261784 ])
243752  , -2646.59    , array([ 28.9648    ,  0.00837412 ,  0.0180066  ,  1.20437e-66,  0.00262046 ])
243753  , -2649.89    , array([ 28.9644    ,  0.00837889 ,  0.0180066  ,  1.20437e-66,  0.00261934 ])
243754  , -2649.89    , array([ 28.9644    ,  0.00837889 ,  0.0180066  ,  1.20437e-66,  0.00261934 ])
243755  , -2649.89    , array([ 28.9934    ,  0.00837889 ,  0.0180066  ,  1.20437e-66,  0.00261934 ])
243756  , -2653.16    , array([ 28.9644    ,  0.00838727 ,  0.0180066  ,  1.20437e-66,  0.00261934 ])
243757  , -2649.89    , array([ 28.9644    ,  0.00837889 ,  0.0180246  ,  1.20437e-66,  0.00261934 ])
243758  , -2649.89    , array([ 28.9644    ,  0.00837889 ,  0.0180066  ,  1.20557e-66,  0.00261934 ])
243759  , -2646.47    , array([ 28.9644    ,  0.00837889 ,  0.0180066  ,  1.20437e-66,  0.00262196 ])
243767  , -2649.86    , array([ 28.9644    ,  0.00838008 ,  0.0180066  ,  1.20437e-66,  0.00261972 ])
243768  , -2649.86    , array([ 28.9644    ,  0.00838008 ,  0.0180066  ,  1.20437e-66,  0.00261972 ])
243769  , -2649.86    , array([ 28.9933    ,  0.00838008 ,  0.0180066  ,  1.20437e-66,  0.00261972 ])
243770  , -2653.13    , array([ 28.9644    ,  0.00838847 ,  0.0180066  ,  1.20437e-66,  0.00261972 ])
243771  , -2649.86    , array([ 28.9644    ,  0.00838008 ,  0.0180246  ,  1.20437e-66,  0.00261972 ])
243772  , -2649.86    , array([ 28.9644    ,  0.00838008 ,  0.0180066  ,  1.20557e-66,  0.00261972 ])
243773  , -2646.44    , array([ 28.9644    ,  0.00838008 ,  0.0180066  ,  1.20437e-66,  0.00262234 ])
243774  , -2649.83    , array([ 28.9643    ,  0.00838128 ,  0.0180066  ,  1.20437e-66,  0.0026201  ])
243775  , -2649.83    , array([ 28.9643    ,  0.00838128 ,  0.0180066  ,  1.20437e-66,  0.0026201  ])
243776  , -2649.83    , array([ 28.9932    ,  0.00838128 ,  0.0180066  ,  1.20437e-66,  0.0026201  ])
243777  , -2653.1     , array([ 28.9643    ,  0.00838966 ,  0.0180066  ,  1.20437e-66,  0.0026201  ])
243778  , -2649.83    , array([ 28.9643    ,  0.00838128 ,  0.0180246  ,  1.20437e-66,  0.0026201  ])
243779  , -2649.83    , array([ 28.9643    ,  0.00838128 ,  0.0180066  ,  1.20557e-66,  0.0026201  ])
243780  , -2646.41    , array([ 28.9643    ,  0.00838128 ,  0.0180066  ,  1.20437e-66,  0.00262272 ])
243788  , -2649.82    , array([ 28.9642    ,  0.00838158 ,  0.0180066  ,  1.20437e-66,  0.00262019 ])
243789  , -2649.82    , array([ 28.9642    ,  0.00838158 ,  0.0180066  ,  1.20437e-66,  0.00262019 ])
243790  , -2649.82    , array([ 28.9932    ,  0.00838158 ,  0.0180066  ,  1.20437e-66,  0.00262019 ])
243791  , -2653.09    , array([ 28.9642    ,  0.00838996 ,  0.0180066  ,  1.20437e-66,  0.00262019 ])
243792  , -2649.82    , array([ 28.9642    ,  0.00838158 ,  0.0180246  ,  1.20437e-66,  0.00262019 ])
243793  , -2649.82    , array([ 28.9642    ,  0.00838158 ,  0.0180066  ,  1.20557e-66,  0.00262019 ])
243794  , -2646.4     , array([ 28.9642    ,  0.00838158 ,  0.0180066  ,  1.20437e-66,  0.00262281 ])
243795  , -2649.81    , array([ 28.9642    ,  0.00838187 ,  0.0180066  ,  1.20437e-66,  0.00262029 ])
243796  , -2649.81    , array([ 28.9642    ,  0.00838187 ,  0.0180066  ,  1.20437e-66,  0.00262029 ])
243797  , -2649.82    , array([ 28.9932    ,  0.00838187 ,  0.0180066  ,  1.20437e-66,  0.00262029 ])
243798  , -2653.08    , array([ 28.9642    ,  0.00839026 ,  0.0180066  ,  1.20437e-66,  0.00262029 ])
243799  , -2649.81    , array([ 28.9642    ,  0.00838187 ,  0.0180246  ,  1.20437e-66,  0.00262029 ])
243800  , -2649.81    , array([ 28.9642    ,  0.00838187 ,  0.0180066  ,  1.20557e-66,  0.00262029 ])
243801  , -2646.39    , array([ 28.9642    ,  0.00838187 ,  0.0180066  ,  1.20437e-66,  0.00262291 ])
243802  , -36122.9    , array([ 25.6722    ,  1.90964    ,  0.0177851  ,  1.20437e-66,  0.625559   ])
243803  , -36122.9    , array([ 25.6722    ,  1.90964    ,  0.0177851  ,  1.20437e-66,  0.625559   ])
243804  , -36128      , array([ 25.6979    ,  1.90964    ,  0.0177851  ,  1.20437e-66,  0.625559   ])
243805  , -36130.3    , array([ 25.6722    ,  1.91156    ,  0.0177851  ,  1.20437e-66,  0.625559   ])
243806  , -36122.6    , array([ 25.6722    ,  1.90964    ,  0.0178029  ,  1.20437e-66,  0.625559   ])
243807  , -36122.9    , array([ 25.6722    ,  1.90964    ,  0.0177851  ,  1.20557e-66,  0.625559   ])
243808  , -36138.7    , array([ 25.6722    ,  1.90964    ,  0.0177851  ,  1.20437e-66,  0.626184   ])
243809  , -2423.45    , array([ 28.4298    ,  0.0193742  ,  0.0179722  ,  1.20437e-66,  0.00610052 ])
243810  , -2423.45    , array([ 28.4298    ,  0.0193742  ,  0.0179722  ,  1.20437e-66,  0.00610052 ])
243811  , -2423.46    , array([ 28.4583    ,  0.0193742  ,  0.0179722  ,  1.20437e-66,  0.00610052 ])
243812  , -2426.81    , array([ 28.4298    ,  0.0193936  ,  0.0179722  ,  1.20437e-66,  0.00610052 ])
243813  , -2423.45    , array([ 28.4298    ,  0.0193742  ,  0.0179902  ,  1.20437e-66,  0.00610052 ])
