2964    , -2331.13    , array([ 0.0885769  ,  0.796361   ,  2.2704e-37 ,  0.0011602  ])
2965    , -2331.13    , array([ 0.0886655  ,  0.796361   ,  2.2704e-37 ,  0.0011602  ])
2966    , -2331.15    , array([ 0.0885769  ,  0.797158   ,  2.2704e-37 ,  0.0011602  ])
2967    , -2331.13    , array([ 0.0885769  ,  0.796361   ,  2.27267e-37,  0.0011602  ])
2968    , -2331.12    , array([ 0.0885769  ,  0.796361   ,  2.2704e-37 ,  0.00116137 ])
2969    , -2331.13    , array([ 0.0885769  ,  0.796361   ,  2.2704e-37 ,  0.0011602  ])
2970    , -2275.04    , array([ 0.0885769  ,  0.296023   ,  2.2704e-37 ,  0.00141976 ])
2971    , -2275.04    , array([ 0.0885769  ,  0.296023   ,  2.2704e-37 ,  0.00141976 ])
2972    , -2275.04    , array([ 0.0886655  ,  0.296023   ,  2.2704e-37 ,  0.00141976 ])
2973    , -2275.12    , array([ 0.0885769  ,  0.296319   ,  2.2704e-37 ,  0.00141976 ])
2974    , -2275.04    , array([ 0.0885769  ,  0.296023   ,  2.27267e-37,  0.00141976 ])
2975    , -2274.98    , array([ 0.0885769  ,  0.296023   ,  2.2704e-37 ,  0.00142118 ])
2976    , -4599.46    , array([ 0.0885769  ,  0.00565181 ,  2.2704e-37 ,  0.00318378 ])
2977    , -4599.46    , array([ 0.0885769  ,  0.00565181 ,  2.2704e-37 ,  0.00318378 ])
2978    , -4599.46    , array([ 0.0886655  ,  0.00565181 ,  2.2704e-37 ,  0.00318378 ])
2979    , -4595.73    , array([ 0.0885769  ,  0.00565746 ,  2.2704e-37 ,  0.00318378 ])
2980    , -4599.46    , array([ 0.0885769  ,  0.00565181 ,  2.27267e-37,  0.00318378 ])
2981    , -4602.96    , array([ 0.0885769  ,  0.00565181 ,  2.2704e-37 ,  0.00318696 ])
2982    , -2058.73    , array([ 0.0885769  ,  0.0882625  ,  2.2704e-37 ,  0.00181734 ])
2983    , -2058.73    , array([ 0.0885769  ,  0.0882625  ,  2.2704e-37 ,  0.00181734 ])
2984    , -2058.73    , array([ 0.0886655  ,  0.0882625  ,  2.2704e-37 ,  0.00181734 ])
2985    , -2058.96    , array([ 0.0885769  ,  0.0883508  ,  2.2704e-37 ,  0.00181734 ])
2986    , -2058.73    , array([ 0.0885769  ,  0.0882625  ,  2.27267e-37,  0.00181734 ])
2987    , -2058.51    , array([ 0.0885769  ,  0.0882625  ,  2.2704e-37 ,  0.00181915 ])
2988    , -1772.38    , array([ 0.0885769  ,  0.0281124  ,  2.2704e-37 ,  0.00229512 ])
2989    , -1772.38    , array([ 0.0885769  ,  0.0281124  ,  2.2704e-37 ,  0.00229512 ])
