49083   , -79089.4    , array([ 0.094398   ,  0.669058   ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49084   , -79089.4    , array([ 0.094398   ,  0.669058   ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49085   , -79089.4    , array([ 1.0944     ,  0.669058   ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49086   , -79089.4    , array([ 2.71243    ,  0.669058   ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49087   , -79089.4    , array([ 1.0944     ,  0.669058   ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49088   , -79089.4    , array([ 1.71243    ,  0.669058   ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49089   , -79089.4    , array([ 2.0944     ,  0.669058   ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49090   , -79089.4    , array([ 2.33047    ,  0.669058   ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49091   , -79089.4    , array([ 2.47636    ,  0.669058   ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49092   , -79089.4    , array([ 2.56653    ,  0.669058   ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49093   , -79089.4    , array([ 2.62226    ,  0.669058   ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49094   , -79089.4    , array([ 2.6567     ,  0.669058   ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49095   , -79089.4    , array([ 2.68233    ,  0.669058   ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49096   , -79089.4    , array([ 2.68233    ,  0.669058   ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49097   , -79089.4    , array([ 2.68233    ,  1.66906    ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49098   , -79089.4    , array([ 2.68233    ,  3.28709    ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49099   , -79089.4    , array([ 2.68233    ,  1.66906    ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49100   , -79089.4    , array([ 2.68233    ,  2.28709    ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49101   , -79089.4    , array([ 2.68233    ,  2.66906    ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49102   , -79089.4    , array([ 2.68233    ,  2.90513    ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49103   , -79089.4    , array([ 2.68233    ,  3.05102    ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49104   , -79089.4    , array([ 2.68233    ,  3.14119    ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49105   , -79089.4    , array([ 2.68233    ,  3.19692    ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49106   , -79089.4    , array([ 2.68233    ,  3.23136    ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49107   , -79089.4    , array([ 2.68233    ,  3.25699    ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49108   , -79089.4    , array([ 2.68233    ,  3.25699    ,  6.18135e-77,  0.0171253  ,  1.12683e-34])
49109   , -79089.4    , array([ 2.68233    ,  3.25699    ,  1          ,  0.0171253  ,  1.12683e-34])
49110   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.61803    ,  0.0171253  ,  1.12683e-34])
49111   , -79089.4    , array([ 2.68233    ,  3.25699    ,  1          ,  0.0171253  ,  1.12683e-34])
49112   , -79089.4    , array([ 2.68233    ,  3.25699    ,  1.61803    ,  0.0171253  ,  1.12683e-34])
49113   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2          ,  0.0171253  ,  1.12683e-34])
49114   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.23607    ,  0.0171253  ,  1.12683e-34])
49115   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.38197    ,  0.0171253  ,  1.12683e-34])
49116   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.47214    ,  0.0171253  ,  1.12683e-34])
49117   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.52786    ,  0.0171253  ,  1.12683e-34])
49118   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.56231    ,  0.0171253  ,  1.12683e-34])
49119   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  0.0171253  ,  1.12683e-34])
49120   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  0.0171253  ,  1.12683e-34])
49121   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  1.01713    ,  1.12683e-34])
49122   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.63516    ,  1.12683e-34])
49123   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  1.01713    ,  1.12683e-34])
49124   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  1.63516    ,  1.12683e-34])
49125   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.01713    ,  1.12683e-34])
49126   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.25319    ,  1.12683e-34])
49127   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.39909    ,  1.12683e-34])
49128   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.48926    ,  1.12683e-34])
49129   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.54499    ,  1.12683e-34])
49130   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.57943    ,  1.12683e-34])
49131   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.60505    ,  1.12683e-34])
49132   , -79089.4    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.60505    ,  1.12683e-34])
49133   , -56972.2    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.60505    ,  1          ])
49134   , -54987.8    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.60505    ,  2.61803    ])
49135   , -56512.9    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.60505    ,  1.88586    ])
49137   , -54987.8    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.60505    ,  2.61803    ])
49138   , -52577.5    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.60505    ,  3.61803    ])
49139   , -51128.4    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.60505    ,  4.23607    ])
49140   , -50294.3    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.60505    ,  4.61803    ])
49141   , -49809.2    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.60505    ,  4.8541     ])
49143   , -49991.6    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.60505    ,  4.76393    ])
49144   , -49698.3    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.60505    ,  4.90983    ])
49146   , -49698.3    , array([ 2.68233    ,  3.25699    ,  2.58793    ,  2.60505    ,  4.90983    ])
49147   , -52776.2    , array([ 3.68233    ,  3.25699    ,  2.58793    ,  2.60505    ,  4.90983    ])
49148   , -45989.9    , array([ 1.06429    ,  3.25699    ,  2.58793    ,  2.60505    ,  4.90983    ])
49150   , -45989.9    , array([ 1.06429    ,  3.25699    ,  2.58793    ,  2.60505    ,  4.90983    ])
49152   , -46533.7    , array([ 1.68233    ,  3.25699    ,  2.58793    ,  2.60505    ,  4.90983    ])
49153   , -45919.8    , array([ 1.3733     ,  3.25699    ,  2.58793    ,  2.60505    ,  4.90983    ])
49154   , -45829.6    , array([ 1.25046    ,  3.25699    ,  2.58793    ,  2.60505    ,  4.90983    ])
49155   , -45827.6    , array([ 1.23615    ,  3.25699    ,  2.58793    ,  2.60505    ,  4.90983    ])
49156   , -45827.6    , array([ 1.22168    ,  3.25699    ,  2.58793    ,  2.60505    ,  4.90983    ])
49157   , -45851.8    , array([ 1.16157    ,  3.25699    ,  2.58793    ,  2.60505    ,  4.90983    ])
49158   , -45829.8    , array([ 1.20708    ,  3.25699    ,  2.58793    ,  2.60505    ,  4.90983    ])
49159   , -45827.6    , array([ 1.22168    ,  3.25699    ,  2.58793    ,  2.60505    ,  4.90983    ])
49160   , -50522.8    , array([ 1.22168    ,  4.25699    ,  2.58793    ,  2.60505    ,  4.90983    ])
49161   , -31428.5    , array([ 1.22168    ,  1.63895    ,  2.58793    ,  2.60505    ,  4.90983    ])
49163   , -31428.5    , array([ 1.22168    ,  1.63895    ,  2.58793    ,  2.60505    ,  4.90983    ])
49164   , -11479.8    , array([ 1.22168    ,  0.638953   ,  2.58793    ,  2.60505    ,  4.90983    ])
49165   , -59933.7    , array([ 1.22168    ,  0.0209187  ,  2.58793    ,  2.60505    ,  4.90983    ])
49166   , -19792.6    , array([ 1.22168    ,  0.974855   ,  2.58793    ,  2.60505    ,  4.90983    ])
49167   , -5214.06    , array([ 1.22168    ,  0.402885   ,  2.58793    ,  2.60505    ,  4.90983    ])
49168   , -3151.69    , array([ 1.22168    ,  0.256987   ,  2.58793    ,  2.60505    ,  4.90983    ])
49169   , -11006.3    , array([ 1.22168    ,  0.11233    ,  2.58793    ,  2.60505    ,  4.90983    ])
49170   , -3360.19    , array([ 1.22168    ,  0.299927   ,  2.58793    ,  2.60505    ,  4.90983    ])
49171   , -3375.12    , array([ 1.22168    ,  0.226987   ,  2.58793    ,  2.60505    ,  4.90983    ])
49172   , -3151.69    , array([ 1.22168    ,  0.256987   ,  2.58793    ,  2.60505    ,  4.90983    ])
49173   , -4220.06    , array([ 1.22168    ,  0.256987   ,  3.58793    ,  2.60505    ,  4.90983    ])
49174   , -4614.51    , array([ 1.22168    ,  0.256987   ,  0.969895   ,  2.60505    ,  4.90983    ])
49175   , -3151.69    , array([ 1.22168    ,  0.256987   ,  2.58793    ,  2.60505    ,  4.90983    ])
49176   , -3005.47    , array([ 1.22168    ,  0.256987   ,  1.96989    ,  2.60505    ,  4.90983    ])
49177   , -3267.53    , array([ 1.22168    ,  0.256987   ,  1.58793    ,  2.60505    ,  4.90983    ])
49178   , -2986.77    , array([ 1.22168    ,  0.256987   ,  2.1507     ,  2.60505    ,  4.90983    ])
49179   , -2985.92    , array([ 1.22168    ,  0.256987   ,  2.1268     ,  2.60505    ,  4.90983    ])
49180   , -2985.85    , array([ 1.22168    ,  0.256987   ,  2.11872    ,  2.60505    ,  4.90983    ])
49181   , -2985.86    , array([ 1.22168    ,  0.256987   ,  2.11403    ,  2.60505    ,  4.90983    ])
49182   , -2985.85    , array([ 1.22168    ,  0.256987   ,  2.11872    ,  2.60505    ,  4.90983    ])
49183   , -3117.39    , array([ 1.22168    ,  0.256987   ,  2.11872    ,  3.60505    ,  4.90983    ])
49184   , -10264.5    , array([ 1.22168    ,  0.256987   ,  2.11872    ,  0.98702    ,  4.90983    ])
49185   , -2985.85    , array([ 1.22168    ,  0.256987   ,  2.11872    ,  2.60505    ,  4.90983    ])
49186   , -3998.83    , array([ 1.22168    ,  0.256987   ,  2.11872    ,  1.98702    ,  4.90983    ])
49187   , -2855.83    , array([ 1.22168    ,  0.256987   ,  2.11872    ,  2.98702    ,  4.90983    ])
49188   , -2858.24    , array([ 1.22168    ,  0.256987   ,  2.11872    ,  2.9271     ,  4.90983    ])
