14768   , -79089.4    , array([ 0.296082   ,  0.800365   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14769   , -79089.4    , array([ 0.296082   ,  0.800365   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14770   , -79089.4    , array([ 1.29608    ,  0.800365   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14772   , -79089.4    , array([ 0.296082   ,  0.800365   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14774   , -79089.4    , array([ 0.678048   ,  0.800365   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14775   , -79089.4    , array([ 0.487065   ,  0.800365   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14776   , -79089.4    , array([ 0.0600137  ,  0.800365   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14778   , -79089.4    , array([ 0.150184   ,  0.800365   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14780   , -79089.4    , array([ 0.0944556  ,  0.800365   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14781   , -79089.4    , array([ 0.0387275  ,  0.800365   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14782   , -79089.4    , array([ 0.0255719  ,  0.800365   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14783   , -79089.4    , array([ 0.0174413  ,  0.800365   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14784   , -79089.4    , array([ 0.0124163  ,  0.800365   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14786   , -79089.4    , array([ 0.0124163  ,  0.800365   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14787   , -79089.4    , array([ 0.0124163  ,  1.80037    ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14789   , -79089.4    , array([ 0.0124163  ,  0.800365   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14790   , -79089.4    , array([ 0.0124163  ,  0.182331   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14792   , -79089.4    , array([ 0.0124163  ,  0.491348   ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14793   , -79089.4    , array([ 0.0124163  ,  0.0364333  ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14795   , -79089.4    , array([ 0.0124163  ,  0.0921614  ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14797   , -79089.4    , array([ 0.0124163  ,  0.0577195  ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14798   , -79089.4    , array([ 0.0124163  ,  0.0232777  ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14799   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14800   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  4.65681e-28,  4.81428e-69,  7.308e-14  ])
14801   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  1          ,  4.81428e-69,  7.308e-14  ])
14802   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  2.61803    ,  4.81428e-69,  7.308e-14  ])
14803   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  4.81428e-69,  7.308e-14  ])
14804   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  4.00559    ,  4.81428e-69,  7.308e-14  ])
14805   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.63008    ,  4.81428e-69,  7.308e-14  ])
14806   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  4.81428e-69,  7.308e-14  ])
14807   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  2.94559    ,  4.81428e-69,  7.308e-14  ])
14808   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.33216    ,  4.81428e-69,  7.308e-14  ])
14809   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.17951    ,  4.81428e-69,  7.308e-14  ])
14810   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.11655    ,  4.81428e-69,  7.308e-14  ])
14811   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  4.81428e-69,  7.308e-14  ])
14812   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  1          ,  7.308e-14  ])
14814   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  4.81428e-69,  7.308e-14  ])
14816   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  0.381966   ,  7.308e-14  ])
14817   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  0.190983   ,  7.308e-14  ])
14820   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  0.072949   ,  7.308e-14  ])
14822   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  0.027864   ,  7.308e-14  ])
14824   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  0.0106431  ,  7.308e-14  ])
14825   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  0.00933408 ,  7.308e-14  ])
14826   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  0.0172209  ,  7.308e-14  ])
14827   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  0.0131556  ,  7.308e-14  ])
14828   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  0.0139778  ,  7.308e-14  ])
14829   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  0.0123104  ,  7.308e-14  ])
14830   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  0.0130241  ,  7.308e-14  ])
14831   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  0.0128938  ,  7.308e-14  ])
14832   , -79089.4    , array([ 0.0124163  ,  0.0151471  ,  3.14803    ,  0.012671   ,  7.308e-14  ])
