17156   , -1687.83    , array([ 0.0453137  ,  0.0161789  ,  3.71703e-13,  0.0534692  ])
17157   , -1687.83    , array([ 0.045359   ,  0.0161789  ,  3.71703e-13,  0.0534692  ])
17158   , -1692.88    , array([ 0.0453137  ,  0.0161951  ,  3.71703e-13,  0.0534692  ])
17159   , -1687.83    , array([ 0.0453137  ,  0.0161789  ,  3.72075e-13,  0.0534692  ])
17160   , -1680.52    , array([ 0.0453137  ,  0.0161789  ,  3.71703e-13,  0.0535227  ])
17161   , -1687.83    , array([ 0.0453137  ,  0.0161789  ,  3.71703e-13,  0.0534692  ])
17162   , -2335.43    , array([ 0.0453137  ,  0.00910644 ,  3.71703e-13,  0.122688   ])
17163   , -2335.43    , array([ 0.0453137  ,  0.00910644 ,  3.71703e-13,  0.122688   ])
17164   , -2335.43    , array([ 0.045359   ,  0.00910644 ,  3.71703e-13,  0.122688   ])
17165   , -2335.42    , array([ 0.0453137  ,  0.00911555 ,  3.71703e-13,  0.122688   ])
17166   , -2335.43    , array([ 0.0453137  ,  0.00910644 ,  3.72075e-13,  0.122688   ])
17167   , -2335.45    , array([ 0.0453137  ,  0.00910644 ,  3.71703e-13,  0.12281    ])
17168   , -467.944    , array([ 0.0453137  ,  0.013682   ,  3.71703e-13,  0.0681248  ])
17169   , -467.944    , array([ 0.0453137  ,  0.013682   ,  3.71703e-13,  0.0681248  ])
17170   , -467.944    , array([ 0.045359   ,  0.013682   ,  3.71703e-13,  0.0681248  ])
17171   , -466.257    , array([ 0.0453137  ,  0.0136957  ,  3.71703e-13,  0.0681248  ])
17172   , -467.944    , array([ 0.0453137  ,  0.013682   ,  3.72075e-13,  0.0681248  ])
17173   , -470.086    , array([ 0.0453137  ,  0.013682   ,  3.71703e-13,  0.068193   ])
17180   , -467.932    , array([ 0.0453137  ,  0.0136829  ,  3.71703e-13,  0.0681279  ])
17181   , -467.932    , array([ 0.0453137  ,  0.0136829  ,  3.71703e-13,  0.0681279  ])
17182   , -467.932    , array([ 0.045359   ,  0.0136829  ,  3.71703e-13,  0.0681279  ])
17183   , -466.246    , array([ 0.0453137  ,  0.0136966  ,  3.71703e-13,  0.0681279  ])
17184   , -467.932    , array([ 0.0453137  ,  0.0136829  ,  3.72075e-13,  0.0681279  ])
17185   , -470.074    , array([ 0.0453137  ,  0.0136829  ,  3.71703e-13,  0.068196   ])
17186   , -467.923    , array([ 0.0453137  ,  0.0136836  ,  3.71703e-13,  0.0681303  ])
17187   , -467.923    , array([ 0.0453137  ,  0.0136836  ,  3.71703e-13,  0.0681303  ])
17188   , -467.923    , array([ 0.045359   ,  0.0136836  ,  3.71703e-13,  0.0681303  ])
17189   , -466.237    , array([ 0.0453137  ,  0.0136973  ,  3.71703e-13,  0.0681303  ])
17190   , -467.923    , array([ 0.0453137  ,  0.0136836  ,  3.72075e-13,  0.0681303  ])
17191   , -470.065    , array([ 0.0453137  ,  0.0136836  ,  3.71703e-13,  0.0681984  ])
17198   , -467.921    , array([ 0.0453137  ,  0.0136838  ,  3.71703e-13,  0.068131   ])
17199   , -467.921    , array([ 0.0453137  ,  0.0136838  ,  3.71703e-13,  0.068131   ])
17200   , -467.921    , array([ 0.045359   ,  0.0136838  ,  3.71703e-13,  0.068131   ])
17201   , -466.234    , array([ 0.0453137  ,  0.0136975  ,  3.71703e-13,  0.068131   ])
17202   , -467.921    , array([ 0.0453137  ,  0.0136838  ,  3.72075e-13,  0.068131   ])
17203   , -470.062    , array([ 0.0453137  ,  0.0136838  ,  3.71703e-13,  0.0681992  ])
17204   , -467.918    , array([ 0.0453137  ,  0.013684   ,  3.71703e-13,  0.0681317  ])
