Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-395.44	798.88	600.72	12487.91	5.8505,0.5958,7.8635,1.3559
our_model	Round_1_Replicate_2	-399.06	806.12	608.2	15787.51	30.0,0.4677,2.5527,1.0176
our_model	Round_1_Replicate_3	-395.29	798.58	600.3	65712.46	0.8044,0.1133,23.8118,0.2476
our_model	Round_1_Replicate_4	-395.22	798.44	602.04	81886.94	0.5514,0.0902,1.09,0.1906
our_model	Round_1_Replicate_5	-393.66	795.32	598.2	5286.82	29.6072,1.4062,29.9996,4.0924
our_model	Round_1_Replicate_6	-394.16	796.32	599.14	69779.45	0.7372,0.1064,0.2901,0.2551
our_model	Round_1_Replicate_7	-395.39	798.78	600.69	38514.93	1.4533,0.1931,2.5512,0.422
our_model	Round_1_Replicate_8	-394.04	796.08	598.92	4412.99	29.5399,1.6835,30.0,4.5655
our_model	Round_1_Replicate_9	-395.01	798.02	600.75	10372.83	30.0,0.7152,7.7117,1.8779
our_model	Round_1_Replicate_10	-394.54	797.08	599.87	60417.2	0.485,0.1229,0.0465,0.2799
our_model	Round_2_Replicate_1	-398.58	805.16	607.33	2347.83	30.0,3.1462,30.0,6.2646
our_model	Round_2_Replicate_2	-393.06	794.12	597.06	18949.65	11.1924,0.3927,30.0,1.422
our_model	Round_2_Replicate_3	-400.58	809.16	610.96	2129.18	30.0,3.4633,30.0,6.4781
our_model	Round_2_Replicate_4	-393.29	794.58	597.5	7410.16	29.8649,1.0039,29.3481,3.275
our_model	Round_2_Replicate_5	-393.34	794.68	597.59	19392.17	7.7811,0.3836,11.6608,1.1901
our_model	Round_2_Replicate_6	-397.48	802.96	605.32	2648.78	25.2468,2.7919,30.0,5.7016
our_model	Round_2_Replicate_7	-399.81	807.62	609.57	2201.3	30.0,3.3519,30.0,6.4085
our_model	Round_2_Replicate_8	-394.01	796.02	598.86	5234.47	18.4295,1.4194,30.0,3.7311
our_model	Round_2_Replicate_9	-395.3	798.6	601.28	3222.87	29.9406,2.3008,30.0,5.4413
our_model	Round_2_Replicate_10	-399.56	807.12	609.13	2227.28	30.0,3.3135,30.0,6.3832
our_model	Round_3_Replicate_1	-398.59	805.18	607.36	6239.28	30.0,1.1839,9.0689,2.5848
our_model	Round_3_Replicate_2	-393.1	794.2	597.14	10374.64	29.9212,0.7173,30.0,2.6025
our_model	Round_3_Replicate_3	-398.68	805.36	607.51	2334.35	30.0,3.164,30.0,6.2779
our_model	Round_3_Replicate_4	-395.38	798.76	600.57	47003.3	1.6299,0.1583,0.6311,0.358
our_model	Round_3_Replicate_5	-399.8	807.6	609.55	2202.47	30.0,3.3501,30.0,6.4074
our_model	Round_3_Replicate_6	-399.62	807.24	609.22	2221.4	30.0,3.3221,30.0,6.389
our_model	Round_3_Replicate_7	-396.08	800.16	602.74	4558.44	11.1953,1.625,30.0,3.3452
our_model	Round_3_Replicate_8	-394.38	796.76	599.57	59873.95	1.0494,0.124,27.3292,0.2949
our_model	Round_3_Replicate_9	-392.95	793.9	596.84	49869.9	29.9127,0.1493,29.8063,0.7795
our_model	Round_3_Replicate_10	-395.56	799.12	600.72	13886.54	3.6578,0.5363,30.0,1.1465
our_model	Round_4_Replicate_1	-392.99	793.98	596.92	19040.87	30.0,0.3909,29.8367,1.6615
our_model	Round_4_Replicate_2	-393.24	794.48	597.4	105052.39	1.1934,0.0708,29.1079,0.2221
our_model	Round_4_Replicate_3	-393.2	794.4	597.32	8474.34	29.6567,0.878,29.3599,2.9859
our_model	Round_4_Replicate_4	-399.47	806.94	608.95	8126.87	30.0,0.9082,6.1883,1.9538
our_model	Round_4_Replicate_5	-392.96	793.92	596.86	90227.89	5.4959,0.0825,29.8092,0.3756
our_model	Round_4_Replicate_6	-394.27	796.54	599.35	19777.08	3.2891,0.3755,29.9999,0.9077
our_model	Round_4_Replicate_7	-394.3	796.6	599.21	7976.08	8.4825,0.9319,28.4113,2.2623
our_model	Round_4_Replicate_8	-392.95	793.9	596.85	45227.56	30.0,0.1646,29.7167,0.8432
our_model	Round_4_Replicate_9	-392.94	793.88	596.84	69259.41	30.0,0.1075,29.6115,0.5964
our_model	Round_4_Replicate_10	-398.59	805.18	607.36	4395.51	30.0,1.6805,13.7534,3.5878
our_model	Round_5_Replicate_1	-392.94	793.88	596.83	136935.3	25.5728,0.0544,29.7002,0.3349
our_model	Round_5_Replicate_2	-395.54	799.08	602.46	51435.04	0.802,0.1437,0.3255,0.296
our_model	Round_5_Replicate_3	-392.94	793.88	596.84	120596.41	29.9912,0.0617,17.7348,0.3571
our_model	Round_5_Replicate_4	-392.96	793.92	596.86	31994.55	29.9304,0.2326,30.0,1.1118
our_model	Round_5_Replicate_5	-392.96	793.92	596.87	48722.4	30.0,0.1528,15.4051,0.7296
our_model	Round_5_Replicate_6	-392.94	793.88	596.83	115786.94	29.9076,0.0643,27.2581,0.3867
our_model	Round_5_Replicate_7	-392.94	793.88	596.84	79107.17	30.0,0.0941,23.354,0.5215
our_model	Round_5_Replicate_8	-392.94	793.88	596.83	103998.74	30.0,0.0716,27.458,0.4233
our_model	Round_5_Replicate_9	-392.95	793.9	596.85	116646.5	5.4017,0.0638,29.7827,0.306
our_model	Round_5_Replicate_10	-392.95	793.9	596.85	45728.02	30.0,0.1628,29.7987,0.836
our_model	Round_5_Replicate_11	-392.95	793.9	596.84	63432.75	30.0,0.1173,21.4687,0.6181
our_model	Round_5_Replicate_12	-393.15	794.3	597.23	38930.69	3.7886,0.1911,30.0,0.6323
our_model	Round_5_Replicate_13	-395.63	799.26	601.91	5600.25	30.0,1.3235,14.1933,3.2346
our_model	Round_5_Replicate_14	-393.36	794.72	597.62	52957.66	2.0399,0.1405,30.0,0.4181
our_model	Round_5_Replicate_15	-393.06	794.12	597.06	70623.47	2.7349,0.1054,30.0,0.3784
our_model	Round_5_Replicate_16	-392.95	793.9	596.86	45892.37	14.5273,0.1622,29.7056,0.7665
our_model	Round_5_Replicate_17	-392.94	793.88	596.83	101886.0	29.9856,0.0731,29.6882,0.4338
our_model	Round_5_Replicate_18	-394.22	796.44	599.26	59846.03	1.1038,0.1241,28.8813,0.3022
our_model	Round_5_Replicate_19	-392.95	793.9	596.84	50995.2	29.9531,0.146,29.3828,0.7644
our_model	Round_5_Replicate_20	-392.95	793.9	596.84	60879.75	29.9481,0.1223,29.6455,0.6627
