307607  , -79085.4    , array([ 3.59268    ,  0.809644   ,  0.00118238 ,  3.30719e-40,  2.4074e-06 ])
307608  , -79085.4    , array([ 3.59628    ,  0.809644   ,  0.00118238 ,  3.30719e-40,  2.4074e-06 ])
307609  , -79085.4    , array([ 3.59268    ,  0.810454   ,  0.00118238 ,  3.30719e-40,  2.4074e-06 ])
307610  , -79085.4    , array([ 3.59268    ,  0.809644   ,  0.00118356 ,  3.30719e-40,  2.4074e-06 ])
307611  , -79085.4    , array([ 3.59268    ,  0.809644   ,  0.00118238 ,  3.3105e-40 ,  2.4074e-06 ])
307612  , -79085.4    , array([ 3.59268    ,  0.809644   ,  0.00118238 ,  3.30719e-40,  2.40981e-06])
307613  , -79085.4    , array([ 3.59268    ,  0.809644   ,  0.00118238 ,  3.30719e-40,  2.4074e-06 ])
307614  , -79073.7    , array([ 3.25005    ,  0.420839   ,  0.00118238 ,  3.30719e-40,  5.1622e-06 ])
307615  , -79073.7    , array([ 3.25005    ,  0.420839   ,  0.00118238 ,  3.30719e-40,  5.1622e-06 ])
307616  , -79073.7    , array([ 3.2533     ,  0.420839   ,  0.00118238 ,  3.30719e-40,  5.1622e-06 ])
307617  , -79073.7    , array([ 3.25005    ,  0.42126    ,  0.00118238 ,  3.30719e-40,  5.1622e-06 ])
307618  , -79073.7    , array([ 3.25005    ,  0.420839   ,  0.00118356 ,  3.30719e-40,  5.1622e-06 ])
307619  , -79073.7    , array([ 3.25005    ,  0.420839   ,  0.00118238 ,  3.3105e-40 ,  5.1622e-06 ])
307620  , -79073.7    , array([ 3.25005    ,  0.420839   ,  0.00118238 ,  3.30719e-40,  5.16736e-06])
307621  , -75020.9    , array([ 2.17657    ,  0.0307187  ,  0.00118239 ,  3.30719e-40,  0.000109139])
307622  , -75020.9    , array([ 2.17657    ,  0.0307187  ,  0.00118239 ,  3.30719e-40,  0.000109139])
307623  , -75020.9    , array([ 2.17875    ,  0.0307187  ,  0.00118239 ,  3.30719e-40,  0.000109139])
307624  , -75024.8    , array([ 2.17657    ,  0.0307494  ,  0.00118239 ,  3.30719e-40,  0.000109139])
307625  , -75020.9    , array([ 2.17657    ,  0.0307187  ,  0.00118357 ,  3.30719e-40,  0.000109139])
307626  , -75020.9    , array([ 2.17657    ,  0.0307187  ,  0.00118239 ,  3.3105e-40 ,  0.000109139])
307627  , -75017      , array([ 2.17657    ,  0.0307187  ,  0.00118239 ,  3.30719e-40,  0.000109248])
307635  , -75007.8    , array([ 2.17606    ,  0.0306712  ,  0.00118239 ,  3.30719e-40,  0.000109336])
307636  , -75007.8    , array([ 2.17606    ,  0.0306712  ,  0.00118239 ,  3.30719e-40,  0.000109336])
307637  , -75007.8    , array([ 2.17823    ,  0.0306712  ,  0.00118239 ,  3.30719e-40,  0.000109336])
307638  , -75011.7    , array([ 2.17606    ,  0.0307019  ,  0.00118239 ,  3.30719e-40,  0.000109336])
307639  , -75007.8    , array([ 2.17606    ,  0.0306712  ,  0.00118357 ,  3.30719e-40,  0.000109336])
307640  , -75007.8    , array([ 2.17606    ,  0.0306712  ,  0.00118239 ,  3.3105e-40 ,  0.000109336])
307641  , -75003.8    , array([ 2.17606    ,  0.0306712  ,  0.00118239 ,  3.30719e-40,  0.000109446])
307642  , -74994.6    , array([ 2.17554    ,  0.0306236  ,  0.00118239 ,  3.30719e-40,  0.000109534])
307643  , -74994.6    , array([ 2.17554    ,  0.0306236  ,  0.00118239 ,  3.30719e-40,  0.000109534])
307644  , -74994.6    , array([ 2.17772    ,  0.0306236  ,  0.00118239 ,  3.30719e-40,  0.000109534])
307645  , -74998.5    , array([ 2.17554    ,  0.0306543  ,  0.00118239 ,  3.30719e-40,  0.000109534])
307646  , -74994.6    , array([ 2.17554    ,  0.0306236  ,  0.00118357 ,  3.30719e-40,  0.000109534])
307647  , -74994.6    , array([ 2.17554    ,  0.0306236  ,  0.00118239 ,  3.3105e-40 ,  0.000109534])
307648  , -74990.6    , array([ 2.17554    ,  0.0306236  ,  0.00118239 ,  3.30719e-40,  0.000109644])
307656  , -74991.2    , array([ 2.17541    ,  0.0306117  ,  0.00118239 ,  3.30719e-40,  0.000109584])
307657  , -74991.2    , array([ 2.17541    ,  0.0306117  ,  0.00118239 ,  3.30719e-40,  0.000109584])
307658  , -74991.3    , array([ 2.17759    ,  0.0306117  ,  0.00118239 ,  3.30719e-40,  0.000109584])
307659  , -74995.2    , array([ 2.17541    ,  0.0306423  ,  0.00118239 ,  3.30719e-40,  0.000109584])
307660  , -74991.2    , array([ 2.17541    ,  0.0306117  ,  0.00118357 ,  3.30719e-40,  0.000109584])
307661  , -74991.2    , array([ 2.17541    ,  0.0306117  ,  0.00118239 ,  3.3105e-40 ,  0.000109584])
307662  , -74987.3    , array([ 2.17541    ,  0.0306117  ,  0.00118239 ,  3.30719e-40,  0.000109694])
307663  , -74987.9    , array([ 2.17528    ,  0.0305998  ,  0.00118239 ,  3.30719e-40,  0.000109634])
307664  , -74987.9    , array([ 2.17528    ,  0.0305998  ,  0.00118239 ,  3.30719e-40,  0.000109634])
307665  , -74988      , array([ 2.17746    ,  0.0305998  ,  0.00118239 ,  3.30719e-40,  0.000109634])
307666  , -74991.8    , array([ 2.17528    ,  0.0306304  ,  0.00118239 ,  3.30719e-40,  0.000109634])
307667  , -74987.9    , array([ 2.17528    ,  0.0305998  ,  0.00118357 ,  3.30719e-40,  0.000109634])
307668  , -74987.9    , array([ 2.17528    ,  0.0305998  ,  0.00118239 ,  3.3105e-40 ,  0.000109634])
307669  , -74984      , array([ 2.17528    ,  0.0305998  ,  0.00118239 ,  3.30719e-40,  0.000109743])
307670  , -23858.9    , array([ 1.45705    ,  0.0022362  ,  0.00118239 ,  3.30719e-40,  0.00231473 ])
307671  , -23858.9    , array([ 1.45705    ,  0.0022362  ,  0.00118239 ,  3.30719e-40,  0.00231473 ])
307672  , -23859      , array([ 1.45851    ,  0.0022362  ,  0.00118239 ,  3.30719e-40,  0.00231473 ])
307673  , -23818.1    , array([ 1.45705    ,  0.00223844 ,  0.00118239 ,  3.30719e-40,  0.00231473 ])
307674  , -23858.9    , array([ 1.45705    ,  0.0022362  ,  0.00118358 ,  3.30719e-40,  0.00231473 ])
307675  , -23858.9    , array([ 1.45705    ,  0.0022362  ,  0.00118239 ,  3.3105e-40 ,  0.00231473 ])
307676  , -23899.1    , array([ 1.45705    ,  0.0022362  ,  0.00118239 ,  3.30719e-40,  0.00231705 ])
307677  , -72472.9    , array([ 2.0993     ,  0.0242613  ,  0.00118239 ,  3.30719e-40,  0.000143701])
307678  , -72472.9    , array([ 2.0993     ,  0.0242613  ,  0.00118239 ,  3.30719e-40,  0.000143701])
307679  , -72473      , array([ 2.1014     ,  0.0242613  ,  0.00118239 ,  3.30719e-40,  0.000143701])
307680  , -72479.1    , array([ 2.0993     ,  0.0242856  ,  0.00118239 ,  3.30719e-40,  0.000143701])
307681  , -72472.9    , array([ 2.0993     ,  0.0242613  ,  0.00118357 ,  3.30719e-40,  0.000143701])
307682  , -72472.9    , array([ 2.0993     ,  0.0242613  ,  0.00118239 ,  3.3105e-40 ,  0.000143701])
307683  , -72466.7    , array([ 2.0993     ,  0.0242613  ,  0.00118239 ,  3.30719e-40,  0.000143844])
307684  , -2935.72    , array([ 1.59152    ,  0.0039791  ,  0.00118239 ,  3.30719e-40,  0.00118233 ])
307685  , -2935.72    , array([ 1.59152    ,  0.0039791  ,  0.00118239 ,  3.30719e-40,  0.00118233 ])
307686  , -2935.74    , array([ 1.59311    ,  0.0039791  ,  0.00118239 ,  3.30719e-40,  0.00118233 ])
307687  , -2940.38    , array([ 1.59152    ,  0.00398308 ,  0.00118239 ,  3.30719e-40,  0.00118233 ])
307688  , -2935.72    , array([ 1.59152    ,  0.0039791  ,  0.00118357 ,  3.30719e-40,  0.00118233 ])
307689  , -2935.72    , array([ 1.59152    ,  0.0039791  ,  0.00118239 ,  3.3105e-40 ,  0.00118233 ])
307690  , -2930.99    , array([ 1.59152    ,  0.0039791  ,  0.00118239 ,  3.30719e-40,  0.00118351 ])
307691  , -2578.25    , array([ 1.57478    ,  0.00371372 ,  0.00118239 ,  3.30719e-40,  0.0012814  ])
307692  , -2578.25    , array([ 1.57478    ,  0.00371372 ,  0.00118239 ,  3.30719e-40,  0.0012814  ])
