205549  , -707975     , array([ 0.135836   ,  0.00596799 ,  0.000785404,  1.32614e-34,  0.988931   ])
205550  , -708001     , array([ 0.135972   ,  0.00596799 ,  0.000785404,  1.32614e-34,  0.988931   ])
205551  , -707831     , array([ 0.135836   ,  0.00597396 ,  0.000785404,  1.32614e-34,  0.988931   ])
205552  , -707939     , array([ 0.135836   ,  0.00596799 ,  0.00078619 ,  1.32614e-34,  0.988931   ])
205553  , -707975     , array([ 0.135836   ,  0.00596799 ,  0.000785404,  1.32747e-34,  0.988931   ])
205554  , -708027     , array([ 0.135836   ,  0.00596799 ,  0.000785404,  1.32614e-34,  0.989921   ])
205555  , -707975     , array([ 0.135836   ,  0.00596799 ,  0.000785404,  1.32614e-34,  0.988931   ])
205556  , -569733     , array([ 0.114959   ,  0.0148516  ,  0.000983818,  1.32614e-34,  0.70944    ])
205557  , -569733     , array([ 0.114959   ,  0.0148516  ,  0.000983818,  1.32614e-34,  0.70944    ])
205558  , -569719     , array([ 0.115074   ,  0.0148516  ,  0.000983818,  1.32614e-34,  0.70944    ])
205559  , -569628     , array([ 0.114959   ,  0.0148665  ,  0.000983818,  1.32614e-34,  0.70944    ])
205560  , -569698     , array([ 0.114959   ,  0.0148516  ,  0.000984802,  1.32614e-34,  0.70944    ])
205561  , -569733     , array([ 0.114959   ,  0.0148516  ,  0.000983818,  1.32747e-34,  0.70944    ])
205562  , -569781     , array([ 0.114959   ,  0.0148516  ,  0.000983818,  1.32614e-34,  0.71015    ])
205563  , -95264.1    , array([ 0.638792   ,  0.0715642  ,  0.00254827 ,  1.32614e-34,  0.209158   ])
205564  , -95264.1    , array([ 0.638792   ,  0.0715642  ,  0.00254827 ,  1.32614e-34,  0.209158   ])
205565  , -95252.2    , array([ 0.639431   ,  0.0715642  ,  0.00254827 ,  1.32614e-34,  0.209158   ])
205566  , -95163.3    , array([ 0.638792   ,  0.0716358  ,  0.00254827 ,  1.32614e-34,  0.209158   ])
205567  , -95264      , array([ 0.638792   ,  0.0715642  ,  0.00255082 ,  1.32614e-34,  0.209158   ])
205568  , -95264.1    , array([ 0.638792   ,  0.0715642  ,  0.00254827 ,  1.32747e-34,  0.209158   ])
205569  , -95379.4    , array([ 0.638792   ,  0.0715642  ,  0.00254827 ,  1.32614e-34,  0.209367   ])
205577  , -92583.3    , array([ 0.648155   ,  0.0725254  ,  0.00256893 ,  1.32614e-34,  0.207002   ])
205578  , -92583.3    , array([ 0.648155   ,  0.0725254  ,  0.00256893 ,  1.32614e-34,  0.207002   ])
205579  , -92571.7    , array([ 0.648803   ,  0.0725254  ,  0.00256893 ,  1.32614e-34,  0.207002   ])
205580  , -92485      , array([ 0.648155   ,  0.0725979  ,  0.00256893 ,  1.32614e-34,  0.207002   ])
205581  , -92583.2    , array([ 0.648155   ,  0.0725254  ,  0.0025715  ,  1.32614e-34,  0.207002   ])
205582  , -92583.3    , array([ 0.648155   ,  0.0725254  ,  0.00256893 ,  1.32747e-34,  0.207002   ])
205583  , -92695.8    , array([ 0.648155   ,  0.0725254  ,  0.00256893 ,  1.32614e-34,  0.207209   ])
205584  , -35679      , array([ 1.01392    ,  0.109312   ,  0.00329299 ,  1.32614e-34,  0.150515   ])
205585  , -35679      , array([ 1.01392    ,  0.109312   ,  0.00329299 ,  1.32614e-34,  0.150515   ])
205586  , -35674.5    , array([ 1.01493    ,  0.109312   ,  0.00329299 ,  1.32614e-34,  0.150515   ])
205587  , -35633.3    , array([ 1.01392    ,  0.109421   ,  0.00329299 ,  1.32614e-34,  0.150515   ])
205588  , -35679      , array([ 1.01392    ,  0.109312   ,  0.00329629 ,  1.32614e-34,  0.150515   ])
205589  , -35679      , array([ 1.01392    ,  0.109312   ,  0.00329299 ,  1.32747e-34,  0.150515   ])
205590  , -35732.8    , array([ 1.01392    ,  0.109312   ,  0.00329299 ,  1.32614e-34,  0.150666   ])
205598  , -33785.4    , array([ 1.02272    ,  0.109938   ,  0.00326936 ,  1.32614e-34,  0.146021   ])
205599  , -33785.4    , array([ 1.02272    ,  0.109938   ,  0.00326936 ,  1.32614e-34,  0.146021   ])
205600  , -33781      , array([ 1.02375    ,  0.109938   ,  0.00326936 ,  1.32614e-34,  0.146021   ])
205601  , -33741.4    , array([ 1.02272    ,  0.110048   ,  0.00326936 ,  1.32614e-34,  0.146021   ])
205602  , -33785.4    , array([ 1.02272    ,  0.109938   ,  0.00327263 ,  1.32614e-34,  0.146021   ])
205603  , -33785.4    , array([ 1.02272    ,  0.109938   ,  0.00326936 ,  1.32747e-34,  0.146021   ])
205604  , -33837.2    , array([ 1.02272    ,  0.109938   ,  0.00326936 ,  1.32614e-34,  0.146167   ])
205605  , -4648.5     , array([ 1.28279    ,  0.127705   ,  0.00270695 ,  1.32614e-34,  0.0659773  ])
205606  , -4648.5     , array([ 1.28279    ,  0.127705   ,  0.00270695 ,  1.32614e-34,  0.0659773  ])
205607  , -4647.29    , array([ 1.28407    ,  0.127705   ,  0.00270695 ,  1.32614e-34,  0.0659773  ])
205608  , -4638.2     , array([ 1.28279    ,  0.127832   ,  0.00270695 ,  1.32614e-34,  0.0659773  ])
205609  , -4648.5     , array([ 1.28279    ,  0.127705   ,  0.00270966 ,  1.32614e-34,  0.0659773  ])
205610  , -4648.5     , array([ 1.28279    ,  0.127705   ,  0.00270695 ,  1.32747e-34,  0.0659773  ])
205611  , -4661.69    , array([ 1.28279    ,  0.127705   ,  0.00270695 ,  1.32614e-34,  0.0660433  ])
205619  , -4642.23    , array([ 1.2762     ,  0.126951   ,  0.00273988 ,  1.32614e-34,  0.0656097  ])
205620  , -4642.23    , array([ 1.2762     ,  0.126951   ,  0.00273988 ,  1.32614e-34,  0.0656097  ])
205621  , -4641.01    , array([ 1.27747    ,  0.126951   ,  0.00273988 ,  1.32614e-34,  0.0656097  ])
205622  , -4631.92    , array([ 1.2762     ,  0.127078   ,  0.00273988 ,  1.32614e-34,  0.0656097  ])
205623  , -4642.23    , array([ 1.2762     ,  0.126951   ,  0.00274262 ,  1.32614e-34,  0.0656097  ])
205624  , -4642.23    , array([ 1.2762     ,  0.126951   ,  0.00273988 ,  1.32747e-34,  0.0656097  ])
205625  , -4655.42    , array([ 1.2762     ,  0.126951   ,  0.00273988 ,  1.32614e-34,  0.0656754  ])
205626  , -4511.13    , array([ 1.03879    ,  0.100213   ,  0.00444235 ,  1.32614e-34,  0.0524784  ])
205627  , -4511.13    , array([ 1.03879    ,  0.100213   ,  0.00444235 ,  1.32614e-34,  0.0524784  ])
205628  , -4509.67    , array([ 1.03983    ,  0.100213   ,  0.00444235 ,  1.32614e-34,  0.0524784  ])
205629  , -4500.09    , array([ 1.03879    ,  0.100314   ,  0.00444235 ,  1.32614e-34,  0.0524784  ])
205630  , -4511.12    , array([ 1.03879    ,  0.100213   ,  0.0044468  ,  1.32614e-34,  0.0524784  ])
205631  , -4511.13    , array([ 1.03879    ,  0.100213   ,  0.00444235 ,  1.32747e-34,  0.0524784  ])
205632  , -4524.29    , array([ 1.03879    ,  0.100213   ,  0.00444235 ,  1.32614e-34,  0.0525309  ])
205633  , -4241.44    , array([ 1.03943    ,  0.0999549  ,  0.00447669 ,  1.32614e-34,  0.0512766  ])
205634  , -4241.44    , array([ 1.03943    ,  0.0999549  ,  0.00447669 ,  1.32614e-34,  0.0512766  ])
205635  , -4240.03    , array([ 1.04047    ,  0.0999549  ,  0.00447669 ,  1.32614e-34,  0.0512766  ])
205636  , -4231.03    , array([ 1.03943    ,  0.100055   ,  0.00447669 ,  1.32614e-34,  0.0512766  ])
205637  , -4241.43    , array([ 1.03943    ,  0.0999549  ,  0.00448117 ,  1.32614e-34,  0.0512766  ])
205638  , -4241.44    , array([ 1.03943    ,  0.0999549  ,  0.00447669 ,  1.32747e-34,  0.0512766  ])
205639  , -4253.9     , array([ 1.03943    ,  0.0999549  ,  0.00447669 ,  1.32614e-34,  0.0513279  ])
205640  , -3308.67    , array([ 1.04199    ,  0.0989278  ,  0.00461673 ,  1.32614e-34,  0.0467384  ])
205641  , -3308.67    , array([ 1.04199    ,  0.0989278  ,  0.00461673 ,  1.32614e-34,  0.0467384  ])
205642  , -3307.46    , array([ 1.04304    ,  0.0989278  ,  0.00461673 ,  1.32614e-34,  0.0467384  ])
205643  , -3300.73    , array([ 1.04199    ,  0.0990267  ,  0.00461673 ,  1.32614e-34,  0.0467384  ])
205644  , -3308.67    , array([ 1.04199    ,  0.0989278  ,  0.00462135 ,  1.32614e-34,  0.0467384  ])
205645  , -3308.67    , array([ 1.04199    ,  0.0989278  ,  0.00461673 ,  1.32747e-34,  0.0467384  ])
205646  , -3318.36    , array([ 1.04199    ,  0.0989278  ,  0.00461673 ,  1.32614e-34,  0.0467852  ])
205647  , -1856.62    , array([ 1.01981    ,  0.0913907  ,  0.00557291 ,  1.32614e-34,  0.0339965  ])
205648  , -1856.62    , array([ 1.01981    ,  0.0913907  ,  0.00557291 ,  1.32614e-34,  0.0339965  ])
