7399    , -2336.8     , array([ 1.63995    ,  0.0500501  ,  2.04421e-09,  8.49884e-57])
7400    , -2336.8     , array([ 1.64159    ,  0.0500501  ,  2.04421e-09,  8.49884e-57])
7401    , -2336.8     , array([ 1.63995    ,  0.0501002  ,  2.04421e-09,  8.49884e-57])
7402    , -2336.8     , array([ 1.63995    ,  0.0500501  ,  2.04625e-09,  8.49884e-57])
7403    , -2336.8     , array([ 1.63995    ,  0.0500501  ,  2.04421e-09,  8.50735e-57])
7404    , -2336.8     , array([ 1.63995    ,  0.0500501  ,  2.04421e-09,  8.49884e-57])
7405    , -2336.8     , array([ 1.63991    ,  0.0500501  ,  2.04418e-09,  8.49884e-57])
7406    , -2336.8     , array([ 1.63991    ,  0.0500501  ,  2.04418e-09,  8.49884e-57])
7407    , -2336.8     , array([ 1.64155    ,  0.0500501  ,  2.04418e-09,  8.49884e-57])
7408    , -2336.8     , array([ 1.63991    ,  0.0501002  ,  2.04418e-09,  8.49884e-57])
7409    , -2336.8     , array([ 1.63991    ,  0.0500501  ,  2.04622e-09,  8.49884e-57])
7410    , -2336.8     , array([ 1.63991    ,  0.0500501  ,  2.04418e-09,  8.50735e-57])
7411    , -2336.8     , array([ 1.63975    ,  0.0500501  ,  2.04405e-09,  8.49884e-57])
7412    , -2336.8     , array([ 1.63975    ,  0.0500501  ,  2.04405e-09,  8.49884e-57])
7413    , -2336.8     , array([ 1.64139    ,  0.0500501  ,  2.04405e-09,  8.49884e-57])
7414    , -2336.8     , array([ 1.63975    ,  0.0501002  ,  2.04405e-09,  8.49884e-57])
7415    , -2336.8     , array([ 1.63975    ,  0.0500501  ,  2.0461e-09 ,  8.49884e-57])
7416    , -2336.8     , array([ 1.63975    ,  0.0500501  ,  2.04405e-09,  8.50735e-57])
7417    , -2336.8     , array([ 1.63912    ,  0.0500501  ,  2.04355e-09,  8.49884e-57])
7418    , -2336.8     , array([ 1.63912    ,  0.0500501  ,  2.04355e-09,  8.49884e-57])
7419    , -2336.8     , array([ 1.64076    ,  0.0500501  ,  2.04355e-09,  8.49884e-57])
7420    , -2336.8     , array([ 1.63912    ,  0.0501002  ,  2.04355e-09,  8.49884e-57])
7421    , -2336.8     , array([ 1.63912    ,  0.0500501  ,  2.0456e-09 ,  8.49884e-57])
7422    , -2336.8     , array([ 1.63912    ,  0.0500501  ,  2.04355e-09,  8.50735e-57])
7423    , -2336.8     , array([ 1.63662    ,  0.0500501  ,  2.04156e-09,  8.49884e-57])
7424    , -2336.8     , array([ 1.63662    ,  0.0500501  ,  2.04156e-09,  8.49884e-57])
7425    , -2336.8     , array([ 1.63826    ,  0.0500501  ,  2.04156e-09,  8.49884e-57])
7426    , -2336.8     , array([ 1.63662    ,  0.0501002  ,  2.04156e-09,  8.49884e-57])
7427    , -2336.8     , array([ 1.63662    ,  0.0500501  ,  2.0436e-09 ,  8.49884e-57])
7428    , -2336.8     , array([ 1.63662    ,  0.0500501  ,  2.04156e-09,  8.50735e-57])
7429    , -2336.8     , array([ 1.62663    ,  0.0500501  ,  2.0336e-09 ,  8.49884e-57])
7430    , -2336.8     , array([ 1.62663    ,  0.0500501  ,  2.0336e-09 ,  8.49884e-57])
7431    , -2336.8     , array([ 1.62826    ,  0.0500501  ,  2.0336e-09 ,  8.49884e-57])
7432    , -2336.8     , array([ 1.62663    ,  0.0501002  ,  2.0336e-09 ,  8.49884e-57])
7433    , -2336.8     , array([ 1.62663    ,  0.0500501  ,  2.03564e-09,  8.49884e-57])
7434    , -2336.8     , array([ 1.62663    ,  0.0500501  ,  2.0336e-09 ,  8.50735e-57])
7435    , -2336.8     , array([ 1.58728    ,  0.0500501  ,  2.00208e-09,  8.49884e-57])
7436    , -2336.8     , array([ 1.58728    ,  0.0500501  ,  2.00208e-09,  8.49884e-57])
7437    , -2336.8     , array([ 1.58887    ,  0.0500501  ,  2.00208e-09,  8.49884e-57])
7438    , -2336.8     , array([ 1.58728    ,  0.0501002  ,  2.00208e-09,  8.49884e-57])
7439    , -2336.8     , array([ 1.58728    ,  0.0500501  ,  2.00408e-09,  8.49884e-57])
7440    , -2336.8     , array([ 1.58728    ,  0.0500501  ,  2.00208e-09,  8.50735e-57])
7441    , -2336.8     , array([ 1.43919    ,  0.0500501  ,  1.8808e-09 ,  8.49884e-57])
