Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-393.71	795.42	598.8	88562.43	0.6051,0.0838,0.2818,0.2163
our_model	Round_1_Replicate_2	-394.99	797.98	599.81	33235.14	1.678,0.2241,29.9999,0.5035
our_model	Round_1_Replicate_3	-393.29	794.58	597.49	47199.71	2.5185,0.1576,10.5207,0.4838
our_model	Round_1_Replicate_4	-395.39	798.78	601.39	50904.11	1.4927,0.1457,0.01,0.3114
our_model	Round_1_Replicate_5	-396.6	801.2	603.7	3118.67	30.0,2.3736,25.1663,5.2436
our_model	Round_1_Replicate_6	-397.06	802.12	604.55	14902.77	30.0,0.4964,3.4191,1.1649
our_model	Round_1_Replicate_7	-393.71	795.42	597.68	128030.57	0.3678,0.0582,0.462,0.146
our_model	Round_1_Replicate_8	-393.21	794.42	597.34	9087.76	29.8461,0.8187,26.4285,2.7948
our_model	Round_1_Replicate_9	-395.16	798.32	600.09	49053.83	1.1019,0.1518,29.2155,0.3356
our_model	Round_1_Replicate_10	-395.55	799.1	601.76	49667.7	2.8578,0.1492,0.01,0.3151
our_model	Round_2_Replicate_1	-399.21	806.42	608.48	2267.1	30.0,3.2563,30.0,6.3442
our_model	Round_2_Replicate_2	-399.75	807.5	609.47	2207.24	30.0,3.343,30.0,6.4028
our_model	Round_2_Replicate_3	-393.52	795.04	597.94	5856.25	29.975,1.2697,29.5897,3.8323
our_model	Round_2_Replicate_4	-400.01	808.02	609.94	2180.84	30.0,3.3827,30.0,6.4284
our_model	Round_2_Replicate_5	-393.1	794.2	597.13	10578.19	30.0,0.7035,29.8993,2.5661
our_model	Round_2_Replicate_6	-398.52	805.04	607.23	2355.51	30.0,3.1361,30.0,6.257
our_model	Round_2_Replicate_7	-393.23	794.46	597.38	7999.37	30.0,0.93,29.7759,3.1189
our_model	Round_2_Replicate_8	-394.55	797.1	599.88	24701.04	2.4332,0.3005,30.0,0.6993
our_model	Round_2_Replicate_9	-397.59	803.18	605.52	2730.32	30.0,2.7082,26.773,5.6735
our_model	Round_2_Replicate_10	-394.2	796.4	599.22	9502.33	7.3102,0.7816,24.86,1.9218
our_model	Round_3_Replicate_1	-394.34	796.68	599.48	4051.23	29.9996,1.833,29.2458,4.7816
our_model	Round_3_Replicate_2	-393.13	794.26	597.19	10166.12	25.5465,0.732,29.7518,2.582
our_model	Round_3_Replicate_3	-393.9	795.8	598.65	7874.95	24.1426,0.9436,16.1273,2.6948
our_model	Round_3_Replicate_4	-393.47	794.94	597.83	8966.94	30.0,0.8293,18.3756,2.6192
our_model	Round_3_Replicate_5	-393.42	794.84	597.74	13507.76	8.2861,0.5506,21.7093,1.6209
our_model	Round_3_Replicate_6	-394.13	796.26	598.33	7519.42	10.8602,0.9911,24.0275,2.5385
our_model	Round_3_Replicate_7	-393.32	794.64	597.55	7031.56	30.0,1.0579,29.9958,3.4081
our_model	Round_3_Replicate_8	-395.01	798.02	600.74	12665.27	4.2998,0.5857,30.0,1.2954
our_model	Round_3_Replicate_9	-393.86	795.72	598.57	7079.59	12.1208,1.0497,30.0,2.7691
our_model	Round_3_Replicate_10	-393.68	795.36	598.23	7248.77	30.0,1.0255,19.8121,3.0604
our_model	Round_3_Replicate_11	-393.79	795.58	598.44	4930.99	30.0,1.5073,29.9323,4.28
our_model	Round_3_Replicate_12	-396.45	800.9	603.42	8220.01	5.4441,0.9007,30.0,1.7783
our_model	Round_3_Replicate_13	-396.2	800.4	602.97	9146.85	5.0138,0.8097,30.0,1.6239
our_model	Round_3_Replicate_14	-393.65	795.3	598.18	9146.09	9.9515,0.8128,30.0,2.2287
our_model	Round_3_Replicate_15	-393.85	795.7	597.93	6495.1	14.6327,1.1473,29.4878,3.0952
our_model	Round_3_Replicate_16	-393.15	794.3	597.22	12489.06	14.378,0.5958,29.8081,2.0164
our_model	Round_3_Replicate_17	-393.17	794.34	597.27	8864.59	30.0,0.8394,30.0,2.9088
our_model	Round_3_Replicate_18	-393.36	794.72	597.63	8679.34	18.7661,0.857,25.1013,2.6656
our_model	Round_3_Replicate_19	-393.16	794.32	597.24	17819.1	8.4922,0.4176,29.9989,1.3813
our_model	Round_3_Replicate_20	-396.51	801.02	603.54	7025.0	6.3703,1.0539,30.0,2.0751
