47784   , -79089.4    , array([ 0.0218065  ,  0.00614938 ,  1.81162    ,  0.00134704 ,  7.13822e-12])
47785   , -79089.4    , array([ 0.0218284  ,  0.00614938 ,  1.81162    ,  0.00134704 ,  7.13822e-12])
47786   , -79089.4    , array([ 0.0218065  ,  0.00615553 ,  1.81162    ,  0.00134704 ,  7.13822e-12])
47787   , -79089.4    , array([ 0.0218065  ,  0.00614938 ,  1.81343    ,  0.00134704 ,  7.13822e-12])
47788   , -79089.4    , array([ 0.0218065  ,  0.00614938 ,  1.81162    ,  0.00134839 ,  7.13822e-12])
47789   , -79089.4    , array([ 0.0218065  ,  0.00614938 ,  1.81162    ,  0.00134704 ,  7.14536e-12])
47790   , -79089.4    , array([ 0.0218065  ,  0.00614938 ,  1.81162    ,  0.00134704 ,  7.13822e-12])
47791   , -79089.4    , array([ 0.0218008  ,  0.006141   ,  1.81162    ,  0.00134704 ,  7.14983e-12])
47792   , -79089.4    , array([ 0.0218008  ,  0.006141   ,  1.81162    ,  0.00134704 ,  7.14983e-12])
47793   , -79089.4    , array([ 0.0218227  ,  0.006141   ,  1.81162    ,  0.00134704 ,  7.14983e-12])
47794   , -79089.4    , array([ 0.0218008  ,  0.00614714 ,  1.81162    ,  0.00134704 ,  7.14983e-12])
47795   , -79089.4    , array([ 0.0218008  ,  0.006141   ,  1.81343    ,  0.00134704 ,  7.14983e-12])
47796   , -79089.4    , array([ 0.0218008  ,  0.006141   ,  1.81162    ,  0.00134839 ,  7.14983e-12])
47797   , -79089.4    , array([ 0.0218008  ,  0.006141   ,  1.81162    ,  0.00134704 ,  7.15699e-12])
47798   , -79089.4    , array([ 0.0217781  ,  0.00610761 ,  1.81162    ,  0.00134704 ,  7.1965e-12 ])
47799   , -79089.4    , array([ 0.0217781  ,  0.00610761 ,  1.81162    ,  0.00134704 ,  7.1965e-12 ])
47800   , -79089.4    , array([ 0.0217999  ,  0.00610761 ,  1.81162    ,  0.00134704 ,  7.1965e-12 ])
47801   , -79089.4    , array([ 0.0217781  ,  0.00611372 ,  1.81162    ,  0.00134704 ,  7.1965e-12 ])
47802   , -79089.4    , array([ 0.0217781  ,  0.00610761 ,  1.81344    ,  0.00134704 ,  7.1965e-12 ])
47803   , -79089.4    , array([ 0.0217781  ,  0.00610761 ,  1.81162    ,  0.00134839 ,  7.1965e-12 ])
47804   , -79089.4    , array([ 0.0217781  ,  0.00610761 ,  1.81162    ,  0.00134704 ,  7.2037e-12 ])
47805   , -79089.4    , array([ 0.0216874  ,  0.00597585 ,  1.81164    ,  0.00134704 ,  7.38622e-12])
47806   , -79089.4    , array([ 0.0216874  ,  0.00597585 ,  1.81164    ,  0.00134704 ,  7.38622e-12])
47807   , -79089.4    , array([ 0.0217091  ,  0.00597585 ,  1.81164    ,  0.00134704 ,  7.38622e-12])
47808   , -79089.4    , array([ 0.0216874  ,  0.00598183 ,  1.81164    ,  0.00134704 ,  7.38622e-12])
47809   , -79089.4    , array([ 0.0216874  ,  0.00597585 ,  1.81345    ,  0.00134704 ,  7.38622e-12])
47810   , -79089.4    , array([ 0.0216874  ,  0.00597585 ,  1.81164    ,  0.00134839 ,  7.38622e-12])
47811   , -79089.4    , array([ 0.0216874  ,  0.00597585 ,  1.81164    ,  0.00134704 ,  7.39361e-12])
47812   , -79089.4    , array([ 0.0213283  ,  0.00547663 ,  1.8117     ,  0.00134705 ,  8.19645e-12])
47813   , -79089.4    , array([ 0.0213283  ,  0.00547663 ,  1.8117     ,  0.00134705 ,  8.19645e-12])
47814   , -79089.4    , array([ 0.0213496  ,  0.00547663 ,  1.8117     ,  0.00134705 ,  8.19645e-12])
47815   , -79089.4    , array([ 0.0213283  ,  0.00548211 ,  1.8117     ,  0.00134705 ,  8.19645e-12])
47816   , -79089.4    , array([ 0.0213283  ,  0.00547663 ,  1.81351    ,  0.00134705 ,  8.19645e-12])
47817   , -79089.4    , array([ 0.0213283  ,  0.00547663 ,  1.8117     ,  0.00134839 ,  8.19645e-12])
47818   , -79089.4    , array([ 0.0213283  ,  0.00547663 ,  1.8117     ,  0.00134705 ,  8.20465e-12])
47819   , -79089.4    , array([ 0.0199503  ,  0.00386339 ,  1.81193    ,  0.00134706 ,  1.24291e-11])
47820   , -79089.4    , array([ 0.0199503  ,  0.00386339 ,  1.81193    ,  0.00134706 ,  1.24291e-11])
47821   , -79089.4    , array([ 0.0199702  ,  0.00386339 ,  1.81193    ,  0.00134706 ,  1.24291e-11])
47822   , -79089.4    , array([ 0.0199503  ,  0.00386726 ,  1.81193    ,  0.00134706 ,  1.24291e-11])
