18921   , -3180.49    , array([ 8.10439    ,  0.0878449  ,  2.489e-35  ,  8.09305e-19,  0.0414197  ])
18922   , -3180.68    , array([ 8.1125     ,  0.0878449  ,  2.489e-35  ,  8.09305e-19,  0.0414197  ])
18923   , -3172.57    , array([ 8.10439    ,  0.0879327  ,  2.489e-35  ,  8.09305e-19,  0.0414197  ])
18924   , -3180.49    , array([ 8.10439    ,  0.0878449  ,  2.49149e-35,  8.09305e-19,  0.0414197  ])
18925   , -3180.49    , array([ 8.10439    ,  0.0878449  ,  2.489e-35  ,  8.10115e-19,  0.0414197  ])
18926   , -3189.51    , array([ 8.10439    ,  0.0878449  ,  2.489e-35  ,  8.09305e-19,  0.0414611  ])
18927   , -3180.49    , array([ 8.10439    ,  0.0878449  ,  2.489e-35  ,  8.09305e-19,  0.0414197  ])
18928   , -18756.3    , array([ 7.97331    ,  0.171004   ,  2.489e-35  ,  8.09305e-19,  0.0193894  ])
18929   , -18756.3    , array([ 7.97331    ,  0.171004   ,  2.489e-35  ,  8.09305e-19,  0.0193894  ])
18930   , -18756.7    , array([ 7.98129    ,  0.171004   ,  2.489e-35  ,  8.09305e-19,  0.0193894  ])
18931   , -18781.1    , array([ 7.97331    ,  0.171175   ,  2.489e-35  ,  8.09305e-19,  0.0193894  ])
18932   , -18756.3    , array([ 7.97331    ,  0.171004   ,  2.49149e-35,  8.09305e-19,  0.0193894  ])
18933   , -18756.3    , array([ 7.97331    ,  0.171004   ,  2.489e-35  ,  8.10115e-19,  0.0193894  ])
18934   , -18731.9    , array([ 7.97331    ,  0.171004   ,  2.489e-35  ,  8.09305e-19,  0.0194088  ])
18935   , -2060.99    , array([ 8.08064    ,  0.0990327  ,  2.489e-35  ,  8.09305e-19,  0.0361312  ])
18936   , -2060.99    , array([ 8.08064    ,  0.0990327  ,  2.489e-35  ,  8.09305e-19,  0.0361312  ])
18937   , -2061.18    , array([ 8.08873    ,  0.0990327  ,  2.489e-35  ,  8.09305e-19,  0.0361312  ])
18938   , -2061.21    , array([ 8.08064    ,  0.0991318  ,  2.489e-35  ,  8.09305e-19,  0.0361312  ])
18939   , -2060.99    , array([ 8.08064    ,  0.0990327  ,  2.49149e-35,  8.09305e-19,  0.0361312  ])
18940   , -2060.99    , array([ 8.08064    ,  0.0990327  ,  2.489e-35  ,  8.10115e-19,  0.0361312  ])
18941   , -2061.79    , array([ 8.08064    ,  0.0990327  ,  2.489e-35  ,  8.09305e-19,  0.0361673  ])
18942   , -2392.77    , array([ 3.80238    ,  0.0121318  ,  2.489e-35  ,  8.09305e-19,  0.00452695 ])
18943   , -2392.77    , array([ 3.80238    ,  0.0121318  ,  2.489e-35  ,  8.09305e-19,  0.00452695 ])
18944   , -2392.79    , array([ 3.80618    ,  0.0121318  ,  2.489e-35  ,  8.09305e-19,  0.00452695 ])
18945   , -2390.55    , array([ 3.80238    ,  0.0121439  ,  2.489e-35  ,  8.09305e-19,  0.00452695 ])
18946   , -2392.77    , array([ 3.80238    ,  0.0121318  ,  2.49149e-35,  8.09305e-19,  0.00452695 ])
18947   , -2392.77    , array([ 3.80238    ,  0.0121318  ,  2.489e-35  ,  8.10115e-19,  0.00452695 ])
18948   , -2394.66    , array([ 3.80238    ,  0.0121318  ,  2.489e-35  ,  8.09305e-19,  0.00453148 ])
18949   , -1833.85    , array([ 6.46816    ,  0.0532776  ,  2.489e-35  ,  8.09305e-19,  0.0195675  ])
18950   , -1833.85    , array([ 6.46816    ,  0.0532776  ,  2.489e-35  ,  8.09305e-19,  0.0195675  ])
18951   , -1833.93    , array([ 6.47463    ,  0.0532776  ,  2.489e-35  ,  8.09305e-19,  0.0195675  ])
18952   , -1833.19    , array([ 6.46816    ,  0.0533309  ,  2.489e-35  ,  8.09305e-19,  0.0195675  ])
18953   , -1833.85    , array([ 6.46816    ,  0.0532776  ,  2.49149e-35,  8.09305e-19,  0.0195675  ])
18954   , -1833.85    , array([ 6.46816    ,  0.0532776  ,  2.489e-35  ,  8.10115e-19,  0.0195675  ])
18955   , -1834.4     , array([ 6.46816    ,  0.0532776  ,  2.489e-35  ,  8.09305e-19,  0.0195871  ])
18956   , -47336.1    , array([ 0.0533218  ,  0.0808619  ,  2.489e-35  ,  8.09305e-19,  0.0297162  ])
18957   , -47336.1    , array([ 0.0533218  ,  0.0808619  ,  2.489e-35  ,  8.09305e-19,  0.0297162  ])
18958   , -47287      , array([ 0.0533752  ,  0.0808619  ,  2.489e-35  ,  8.09305e-19,  0.0297162  ])
18959   , -47344.4    , array([ 0.0533218  ,  0.0809428  ,  2.489e-35  ,  8.09305e-19,  0.0297162  ])
18960   , -47336.1    , array([ 0.0533218  ,  0.0808619  ,  2.49149e-35,  8.09305e-19,  0.0297162  ])
18961   , -47336.1    , array([ 0.0533218  ,  0.0808619  ,  2.489e-35  ,  8.10115e-19,  0.0297162  ])
18962   , -47371.3    , array([ 0.0533218  ,  0.0808619  ,  2.489e-35  ,  8.09305e-19,  0.0297459  ])
18963   , -1680.1     , array([ 2.02103    ,  0.0589487  ,  2.489e-35  ,  8.09305e-19,  0.0216535  ])
18964   , -1680.1     , array([ 2.02103    ,  0.0589487  ,  2.489e-35  ,  8.09305e-19,  0.0216535  ])
18965   , -1680.21    , array([ 2.02305    ,  0.0589487  ,  2.489e-35  ,  8.09305e-19,  0.0216535  ])
18966   , -1679.34    , array([ 2.02103    ,  0.0590077  ,  2.489e-35  ,  8.09305e-19,  0.0216535  ])
18967   , -1680.1     , array([ 2.02103    ,  0.0589487  ,  2.49149e-35,  8.09305e-19,  0.0216535  ])
18968   , -1680.1     , array([ 2.02103    ,  0.0589487  ,  2.489e-35  ,  8.10115e-19,  0.0216535  ])
18969   , -1680.69    , array([ 2.02103    ,  0.0589487  ,  2.489e-35  ,  8.09305e-19,  0.0216751  ])
18970   , -2291.87    , array([ 0.536376   ,  0.0661558  ,  2.489e-35  ,  8.09305e-19,  0.0243048  ])
18971   , -2291.87    , array([ 0.536376   ,  0.0661558  ,  2.489e-35  ,  8.09305e-19,  0.0243048  ])
