16101   , -2324.35    , array([ 0.0810853  ,  0.18507    ,  3.04644e-58,  0.00014866 ])
16102   , -2324.35    , array([ 0.0811665  ,  0.18507    ,  3.04644e-58,  0.00014866 ])
16103   , -2324.37    , array([ 0.0810853  ,  0.185256   ,  3.04644e-58,  0.00014866 ])
16104   , -2324.35    , array([ 0.0810853  ,  0.18507    ,  3.04949e-58,  0.00014866 ])
16105   , -2324.34    , array([ 0.0810853  ,  0.18507    ,  3.04644e-58,  0.000148809])
16106   , -2324.35    , array([ 0.0810853  ,  0.18507    ,  3.04644e-58,  0.00014866 ])
16107   , -2280.92    , array([ 0.0810853  ,  0.0846177  ,  3.04644e-58,  0.000281501])
16108   , -2280.92    , array([ 0.0810853  ,  0.0846177  ,  3.04644e-58,  0.000281501])
16109   , -2280.92    , array([ 0.0811665  ,  0.0846177  ,  3.04644e-58,  0.000281501])
16110   , -2280.98    , array([ 0.0810853  ,  0.0847023  ,  3.04644e-58,  0.000281501])
16111   , -2280.92    , array([ 0.0810853  ,  0.0846177  ,  3.04949e-58,  0.000281501])
16112   , -2280.87    , array([ 0.0810853  ,  0.0846177  ,  3.04644e-58,  0.000281783])
16113   , -6749.36    , array([ 0.0810853  ,  0.00369792 ,  3.04644e-58,  0.00361927 ])
16114   , -6749.36    , array([ 0.0810853  ,  0.00369792 ,  3.04644e-58,  0.00361927 ])
16115   , -6749.36    , array([ 0.0811665  ,  0.00369792 ,  3.04644e-58,  0.00361927 ])
16116   , -6745.57    , array([ 0.0810853  ,  0.00370162 ,  3.04644e-58,  0.00361927 ])
16117   , -6749.36    , array([ 0.0810853  ,  0.00369792 ,  3.04949e-58,  0.00361927 ])
16118   , -6752.79    , array([ 0.0810853  ,  0.00369792 ,  3.04644e-58,  0.00362289 ])
16119   , -2154.16    , array([ 0.0810853  ,  0.042358   ,  3.04644e-58,  0.000495064])
16120   , -2154.16    , array([ 0.0810853  ,  0.042358   ,  3.04644e-58,  0.000495064])
16121   , -2154.16    , array([ 0.0811665  ,  0.042358   ,  3.04644e-58,  0.000495064])
16122   , -2154.32    , array([ 0.0810853  ,  0.0424004  ,  3.04644e-58,  0.000495064])
16123   , -2154.16    , array([ 0.0810853  ,  0.042358   ,  3.04949e-58,  0.000495064])
16124   , -2154.01    , array([ 0.0810853  ,  0.042358   ,  3.04644e-58,  0.000495559])
16125   , -1924.62    , array([ 0.0810853  ,  0.0231599  ,  3.04644e-58,  0.000810167])
16126   , -1924.62    , array([ 0.0810853  ,  0.0231599  ,  3.04644e-58,  0.000810167])
16127   , -1924.62    , array([ 0.0811665  ,  0.0231599  ,  3.04644e-58,  0.000810167])
