Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-11359.59	22735.18	358.06	20162.61	1.4313,0.5366,0.8115,0.5788,1.8146,0.625,0.124,0.0378
our_model	Round_1_Replicate_2	-14014.42	28044.84	5580.8	7160.3	2.56,0.6566,1.2487,0.4661,0.6098,4.7583,2.9318,2.0106
our_model	Round_1_Replicate_3	-13935.2	27886.4	5396.75	10996.79	1.6677,0.4152,0.8799,0.8782,0.7909,7.3216,1.5423,1.2429
our_model	Round_1_Replicate_4	-11583.77	23183.54	793.19	20167.37	1.4108,0.3332,0.5829,0.275,0.8604,9.9564,0.0363,0.1244
our_model	Round_1_Replicate_5	-11206.43	22428.86	55.9	20176.93	1.4423,0.4743,0.8597,0.5168,1.1872,4.4731,0.0977,0.0544
our_model	Round_1_Replicate_6	-14002.35	28020.7	5541.43	5207.64	3.4998,0.8906,1.7757,0.3765,0.4213,3.4778,4.5838,2.5878
our_model	Round_1_Replicate_7	-14369.77	28755.54	6363.52	7265.18	2.4777,0.6491,1.0834,0.432,0.7003,5.0257,0.1823,5.3414
our_model	Round_1_Replicate_8	-13926.66	27869.32	5393.9	10433.4	1.7657,0.4192,0.9752,0.9363,0.651,7.0518,1.693,1.3358
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-13978.29	27972.58	5512.31	5046.09	3.635,0.8745,1.9414,0.4155,0.3467,3.4279,4.6578,2.8425
our_model	Round_1_Replicate_2	-11376.94	22769.88	395.39	20012.17	1.5001,0.5463,0.7501,0.4842,1.9269,1.9593,0.123,0.0393
our_model	Round_1_Replicate_3	-11807.47	23630.94	1253.1	18346.05	1.7068,0.672,0.8168,0.7195,1.9489,2.5925,0.1637,0.0468
our_model	Round_1_Replicate_4	-13961.56	27939.12	5482.69	5505.11	3.3312,0.7821,1.8439,0.4899,0.3506,3.7611,4.2385,2.5819
our_model	Round_1_Replicate_5	-13976.93	27969.86	5511.11	6186.88	2.9756,0.7166,1.5808,0.5014,0.4349,4.1691,3.6945,2.1578
our_model	Round_1_Replicate_6	-11766.27	23548.54	1159.64	18975.51	1.6049,0.627,0.7507,0.7472,2.3206,0.01,0.1667,0.0372
our_model	Round_1_Replicate_7	-11315.94	22647.88	274.33	19758.95	1.4929,0.5944,0.8582,0.4925,1.6817,0.018,0.125,0.0374
our_model	Round_1_Replicate_8	-11279.87	22575.74	201.17	20240.95	1.4347,0.4354,0.7264,0.2352,1.1453,6.6982,0.0802,0.0696
our_model	Round_1_Replicate_9	-13977.38	27970.76	5474.38	10554.34	1.7253,0.459,0.849,0.6837,0.9241,6.9445,1.6544,1.2816
our_model	Round_1_Replicate_10	-13977.74	27971.48	5478.42	10650.32	1.7131,0.4542,0.8412,0.6834,0.9343,7.0096,1.6249,1.2697
our_model	Round_2_Replicate_1	-11211.07	22438.14	65.08	20079.32	1.5052,0.4561,0.8697,0.4328,0.8215,5.2708,0.0835,0.0625
our_model	Round_2_Replicate_2	-11181.14	22378.28	5.75	20025.83	1.4928,0.5048,0.9528,0.4601,1.0664,2.964,0.1009,0.0493
our_model	Round_2_Replicate_3	-11225.63	22467.26	93.32	20086.55	1.4806,0.4371,0.8597,0.4459,0.768,5.9149,0.0798,0.0679
our_model	Round_2_Replicate_4	-11224.06	22464.12	91.5	20193.56	1.4815,0.4313,0.9301,0.5616,0.7312,5.5721,0.0809,0.0636
our_model	Round_2_Replicate_5	-11233.8	22483.6	111.09	20326.86	1.4689,0.4227,0.8865,0.5064,0.7243,5.7785,0.0777,0.0637
our_model	Round_2_Replicate_6	-11202.77	22421.54	49.19	20155.46	1.489,0.4697,0.893,0.3638,0.8706,4.5047,0.0878,0.0566
our_model	Round_2_Replicate_7	-11239.65	22495.3	123.06	20221.75	1.4749,0.4193,0.9514,0.6046,0.6917,5.7028,0.0797,0.065
our_model	Round_2_Replicate_8	-11312.63	22641.26	268.32	20086.13	1.5181,0.402,0.8383,0.4833,0.5509,6.9464,0.0645,0.0789
our_model	Round_2_Replicate_9	-11204.41	22424.82	51.37	20141.02	1.4695,0.4532,0.8637,0.4157,0.9048,5.4074,0.0857,0.0618
our_model	Round_2_Replicate_10	-11186.4	22388.8	16.16	20112.66	1.4759,0.4776,0.9012,0.4418,0.9973,4.2517,0.0936,0.055
our_model	Round_2_Replicate_11	-11182.91	22381.82	9.28	20088.12	1.4981,0.4785,0.968,0.4864,0.9143,3.8184,0.094,0.0533
our_model	Round_2_Replicate_12	-11188.88	22393.76	21.22	20004.84	1.4927,0.5207,0.9901,0.5037,1.166,1.8274,0.1074,0.0449
our_model	Round_2_Replicate_13	-11211.01	22438.02	65.05	20168.3	1.4768,0.4393,0.9203,0.5423,0.8069,5.4123,0.0838,0.0624
our_model	Round_2_Replicate_14	-11204.6	22425.2	52.23	20188.75	1.4768,0.4551,0.8638,0.3824,0.9332,5.1439,0.0862,0.0596
our_model	Round_2_Replicate_15	-11184.6	22385.2	12.72	19932.17	1.5144,0.5085,0.9382,0.406,1.0367,3.2499,0.1,0.0511
our_model	Round_2_Replicate_16	-11226.01	22468.02	94.99	20337.5	1.4469,0.4225,0.8886,0.5447,0.8114,5.7827,0.0806,0.0633
our_model	Round_2_Replicate_17	-11249.65	22515.3	141.64	20005.16	1.5283,0.4309,0.8887,0.4647,0.6973,6.0911,0.0752,0.0705
our_model	Round_2_Replicate_18	-11187.9	22391.8	19.16	20104.92	1.4793,0.4792,0.8914,0.4235,1.0002,4.2933,0.0931,0.0552
our_model	Round_2_Replicate_19	-11231.32	22478.64	105.6	20001.8	1.5186,0.435,0.9077,0.5036,0.703,5.8165,0.0798,0.0681
our_model	Round_2_Replicate_20	-11225.07	22466.14	93.87	19897.1	1.5053,0.5584,0.9975,0.547,1.3736,0.01,0.1163,0.0392
