92338   , -79020.3    , array([ 32.0671    ,  12.9649    ,  3.68672e-13,  2.0759e-14 ,  0.000529269])
92339   , -79020.4    , array([ 32.0992    ,  12.9649    ,  3.68672e-13,  2.0759e-14 ,  0.000529269])
92340   , -79020.4    , array([ 32.0671    ,  12.9779    ,  3.68672e-13,  2.0759e-14 ,  0.000529269])
92341   , -79020.3    , array([ 32.0671    ,  12.9649    ,  3.69041e-13,  2.0759e-14 ,  0.000529269])
92342   , -79020.3    , array([ 32.0671    ,  12.9649    ,  3.68672e-13,  2.07798e-14,  0.000529269])
92343   , -79020.3    , array([ 32.0671    ,  12.9649    ,  3.68672e-13,  2.0759e-14 ,  0.000529799])
92344   , -79020.3    , array([ 32.0671    ,  12.9649    ,  3.68672e-13,  2.0759e-14 ,  0.000529269])
92345   , -78846.7    , array([ 27.3857    ,  7.31291    ,  3.68672e-13,  2.0759e-14 ,  0.00119798 ])
92346   , -78846.7    , array([ 27.3857    ,  7.31291    ,  3.68672e-13,  2.0759e-14 ,  0.00119798 ])
92347   , -78846.7    , array([ 27.4131    ,  7.31291    ,  3.68672e-13,  2.0759e-14 ,  0.00119798 ])
92348   , -78846.8    , array([ 27.3857    ,  7.32023    ,  3.68672e-13,  2.0759e-14 ,  0.00119798 ])
92349   , -78846.7    , array([ 27.3857    ,  7.31291    ,  3.69041e-13,  2.0759e-14 ,  0.00119798 ])
92350   , -78846.7    , array([ 27.3857    ,  7.31291    ,  3.68672e-13,  2.07798e-14,  0.00119798 ])
92351   , -78846.4    , array([ 27.3857    ,  7.31291    ,  3.68672e-13,  2.0759e-14 ,  0.00119918 ])
92352   , -44724.9    , array([ 14.5674    ,  0.740238   ,  3.68672e-13,  2.0759e-14 ,  0.0314444  ])
92353   , -44724.9    , array([ 14.5674    ,  0.740238   ,  3.68672e-13,  2.0759e-14 ,  0.0314444  ])
92354   , -44725.8    , array([ 14.5819    ,  0.740238   ,  3.68672e-13,  2.0759e-14 ,  0.0314444  ])
92355   , -44748.5    , array([ 14.5674    ,  0.740979   ,  3.68672e-13,  2.0759e-14 ,  0.0314444  ])
92356   , -44724.9    , array([ 14.5674    ,  0.740238   ,  3.69041e-13,  2.0759e-14 ,  0.0314444  ])
92357   , -44724.9    , array([ 14.5674    ,  0.740238   ,  3.68672e-13,  2.07798e-14,  0.0314444  ])
92358   , -44702.7    , array([ 14.5674    ,  0.740238   ,  3.68672e-13,  2.0759e-14 ,  0.0314758  ])
92366   , -44292.5    , array([ 14.5363    ,  0.734518   ,  3.68672e-13,  2.0759e-14 ,  0.0317943  ])
92367   , -44292.5    , array([ 14.5363    ,  0.734518   ,  3.68672e-13,  2.0759e-14 ,  0.0317943  ])
92368   , -44293.4    , array([ 14.5508    ,  0.734518   ,  3.68672e-13,  2.0759e-14 ,  0.0317943  ])
92369   , -44316.2    , array([ 14.5363    ,  0.735253   ,  3.68672e-13,  2.0759e-14 ,  0.0317943  ])
92370   , -44292.5    , array([ 14.5363    ,  0.734518   ,  3.69041e-13,  2.0759e-14 ,  0.0317943  ])
92371   , -44292.5    , array([ 14.5363    ,  0.734518   ,  3.68672e-13,  2.07798e-14,  0.0317943  ])
92372   , -44270.1    , array([ 14.5363    ,  0.734518   ,  3.68672e-13,  2.0759e-14 ,  0.0318261  ])
92373   , -43855.6    , array([ 14.5051    ,  0.728817   ,  3.68672e-13,  2.0759e-14 ,  0.0321497  ])
92374   , -43855.6    , array([ 14.5051    ,  0.728817   ,  3.68672e-13,  2.0759e-14 ,  0.0321497  ])
92375   , -43856.5    , array([ 14.5196    ,  0.728817   ,  3.68672e-13,  2.0759e-14 ,  0.0321497  ])
92376   , -43879.5    , array([ 14.5051    ,  0.729546   ,  3.68672e-13,  2.0759e-14 ,  0.0321497  ])
92377   , -43855.6    , array([ 14.5051    ,  0.728817   ,  3.69041e-13,  2.0759e-14 ,  0.0321497  ])
