Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-12116.9	24251.8	1829.34	6211.69	7.3253,3.8547,0.9235,1.6562,0.2433,0.4144,3.5225,29.9994,0.6772
our_model	Round_1_Replicate_2	-11879.81	23777.62	1379.76	12830.22	7.1436,1.8817,0.4579,0.882,0.4113,0.6572,7.0037,5.4478,0.2393
our_model	Round_1_Replicate_3	-11763.49	23544.98	1146.97	13757.28	4.8044,1.6936,0.4767,0.9527,0.2636,0.461,6.5859,2.5311,0.1458
our_model	Round_1_Replicate_4	-11854.25	23726.5	1332.22	16616.28	5.3778,1.3883,0.3819,0.7235,0.4127,0.8182,8.4512,1.8517,0.1355
our_model	Round_1_Replicate_5	-11798.96	23615.92	1222.13	11103.28	3.9031,2.1233,0.5965,1.1286,0.1158,0.4214,5.3843,3.6962,0.1702
our_model	Round_1_Replicate_6	-12145.47	24308.94	1896.37	7695.11	1.473,2.7927,0.9504,1.8326,0.0616,0.3146,2.9099,5.5574,0.1584
our_model	Round_1_Replicate_7	-13423.26	26864.52	4341.34	12377.49	1.6418,1.5764,0.4082,0.9283,0.9382,0.6985,7.2809,5.6379,0.4488
our_model	Round_1_Replicate_8	-11984.64	23987.28	1591.92	11215.94	9.6511,2.1748,0.5255,0.9033,0.2464,0.7603,6.4045,7.5968,0.3129
our_model	Round_1_Replicate_9	-11852.41	23722.82	1334.64	8623.65	2.8626,2.6991,0.7383,1.3921,0.1608,0.4245,4.3711,6.1812,0.2424
our_model	Round_1_Replicate_10	-11551.96	23121.92	718.81	19767.5	5.9764,1.343,0.36,0.6243,0.2681,0.8065,9.2294,0.091,0.1194
our_model	Round_2_Replicate_1	-11802.16	23622.32	1237.51	21407.02	9.4274,1.1157,0.278,0.6441,0.6071,0.4863,10.8868,28.738,0.1021
our_model	Round_2_Replicate_2	-11233.09	22484.18	109.97	19915.83	0.6219,1.5356,0.4445,0.9382,0.4691,0.6478,5.3922,0.0888,0.0644
our_model	Round_2_Replicate_3	-11388.2	22794.4	410.71	20462.5	0.0105,1.3871,0.3621,0.6602,0.3911,0.8917,8.7588,0.0565,0.0918
our_model	Round_2_Replicate_4	-11560.36	23138.72	742.94	20064.71	0.0102,1.3946,0.3253,0.615,0.5217,0.8112,9.8868,0.0359,0.1306
our_model	Round_2_Replicate_5	-11224.05	22466.1	90.69	20220.86	0.1821,1.4565,0.4271,0.8916,0.5276,0.7992,5.8483,0.0825,0.0648
our_model	Round_2_Replicate_6	-11795.46	23608.92	1219.37	24318.16	13.7009,1.0207,0.2387,0.5438,0.8233,0.5683,12.7859,28.0508,0.1052
our_model	Round_2_Replicate_7	-11542.62	23103.24	713.81	19555.1	5.8052,1.4155,0.3847,0.6974,0.1714,0.4991,8.308,0.1168,0.0993
our_model	Round_2_Replicate_8	-11196.63	22411.26	36.37	20174.93	0.01,1.4581,0.4555,0.8966,0.5142,0.9679,4.9731,0.0903,0.0586
our_model	Round_2_Replicate_9	-11257.38	22532.76	154.82	20232.78	0.1552,1.4459,0.414,0.772,0.4043,0.854,6.8906,0.0766,0.0729
our_model	Round_2_Replicate_10	-11288.56	22595.12	216.16	20358.09	0.01,1.4333,0.4028,0.7323,0.351,0.8688,7.3741,0.0693,0.0757
our_model	Round_2_Replicate_11	-11275.87	22569.74	193.05	19761.59	2.6963,1.3925,0.4463,0.9368,0.2204,0.447,5.1338,0.1387,0.0591
our_model	Round_2_Replicate_12	-11335.31	22688.62	307.81	20344.87	0.01,1.4366,0.3954,0.6831,0.2748,0.8927,7.9443,0.0637,0.0818
our_model	Round_2_Replicate_13	-11464.07	22946.14	559.75	20430.57	0.01,1.3738,0.3349,0.6469,0.4932,0.8016,9.443,0.0467,0.1055
our_model	Round_2_Replicate_14	-11385.25	22788.5	406.03	20098.48	3.2963,1.3469,0.3947,0.6959,0.2055,0.6827,7.871,0.1152,0.0784
our_model	Round_2_Replicate_15	-11304.48	22626.96	246.63	20352.52	0.01,1.4255,0.3855,0.7425,0.4551,0.7996,7.7756,0.0655,0.0809
our_model	Round_2_Replicate_16	-11483.72	22985.44	591.02	19892.84	3.6565,1.3622,0.3449,0.6897,0.5153,0.6449,9.0829,0.0744,0.1155
our_model	Round_2_Replicate_17	-11317.29	22652.58	276.61	20240.31	1.851,1.4247,0.3845,0.8471,0.4718,0.5386,7.1425,0.0842,0.0745
our_model	Round_2_Replicate_18	-11794.13	23606.26	1208.82	14268.22	8.8405,1.7675,0.4139,0.842,0.3691,0.4883,7.6365,3.6446,0.1937
our_model	Round_2_Replicate_19	-11453.32	22924.64	548.05	20315.68	0.2562,1.5073,0.3533,0.6679,0.3642,0.5997,8.8762,0.0509,0.0943
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
