Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1995.15	4000.3	1309.86	8697.58	2.2677,0.1855,1.3249,4.5916,30.0
our_model	Round_1_Replicate_2	-2462.82	4935.64	2193.13	2526.95	7.1678,1.1455,0.3719,0.6957,30.0
our_model	Round_1_Replicate_3	-1970.65	3951.3	1227.01	19622.39	0.8356,0.219,5.445,0.6393,0.1253
our_model	Round_1_Replicate_4	-2203.12	4416.24	1715.99	3119.84	5.9851,0.7596,0.4607,1.0768,30.0
our_model	Round_1_Replicate_5	-1454.64	2919.28	274.06	19464.69	1.038,0.1481,4.7623,1.8107,0.0769
our_model	Round_1_Replicate_6	-1376.97	2763.94	133.64	20007.15	0.9323,0.1289,5.8191,1.1973,0.0618
our_model	Round_1_Replicate_7	-2566.56	5143.12	2366.78	5415.32	3.2427,0.5794,0.8086,1.3549,30.0
our_model	Round_1_Replicate_8	-2096.83	4203.66	1518.64	2482.27	7.8142,0.8006,0.3649,1.0444,30.0
our_model	Round_1_Replicate_9	-2913.51	5837.02	2970.47	3113.81	5.4559,1.1842,0.4721,0.6445,30.0
our_model	Round_1_Replicate_10	-2076.5	4163.0	1474.12	8004.79	2.3847,0.2519,1.1939,3.3056,30.0
our_model	Round_2_Replicate_1	-1311.6	2633.2	1.33	20037.04	0.9941,0.0972,5.0447,2.6785,0.049
our_model	Round_2_Replicate_2	-1326.98	2663.96	31.97	19761.38	1.1508,0.0977,4.6324,2.9242,0.0497
our_model	Round_2_Replicate_3	-1311.8	2633.6	1.74	19934.3	1.0231,0.1021,4.8759,2.3999,0.051
our_model	Round_2_Replicate_4	-1542.01	3094.02	489.71	20091.82	1.2766,0.0466,2.8078,6.2192,0.0207
our_model	Round_2_Replicate_5	-1345.05	2700.1	67.72	19588.18	1.2253,0.1054,4.5158,2.5173,0.0534
our_model	Round_2_Replicate_6	-1314.03	2638.06	6.24	20069.85	0.9873,0.0933,4.995,2.6911,0.0461
our_model	Round_2_Replicate_7	-1333.63	2677.26	44.73	19909.87	0.9808,0.1193,5.2155,2.0665,0.0618
our_model	Round_2_Replicate_8	-1360.6	2731.2	101.02	20182.47	0.9671,0.0763,4.5871,2.8504,0.0347
our_model	Round_2_Replicate_9	-2482.34	4974.68	2267.25	29007.95	0.5709,0.0977,4.4493,7.317,1.0784
our_model	Round_2_Replicate_10	-1346.55	2703.1	72.74	20173.47	0.9842,0.077,4.752,3.5146,0.0373
our_model	Round_3_Replicate_1	-1316.9	2643.8	11.99	20128.98	0.9631,0.0913,5.0333,2.892,0.0457
our_model	Round_3_Replicate_2	-1314.85	2639.7	7.85	19977.33	0.9886,0.1069,5.1171,2.0723,0.0524
our_model	Round_3_Replicate_3	-1358.95	2727.9	97.8	20161.15	0.9946,0.0737,4.5395,3.8156,0.0353
our_model	Round_3_Replicate_4	-1312.42	2634.84	2.99	20023.84	1.004,0.0953,4.9448,2.6454,0.0471
our_model	Round_3_Replicate_5	-1318.94	2647.88	15.84	19990.02	0.9982,0.0935,4.5365,2.9289,0.0459
our_model	Round_3_Replicate_6	-1358.2	2726.4	96.44	19886.12	1.2087,0.0804,4.5656,3.0004,0.0379
our_model	Round_3_Replicate_7	-1386.35	2782.7	155.62	19929.96	1.2258,0.0719,4.2095,3.3755,0.033
our_model	Round_3_Replicate_8	-1348.81	2707.62	74.56	19750.16	1.029,0.1259,5.0464,1.6988,0.0634
our_model	Round_3_Replicate_9	-1326.27	2662.54	31.03	20104.1	0.9969,0.0845,4.8089,3.2252,0.0418
our_model	Round_3_Replicate_10	-1409.89	2829.78	206.01	20087.16	1.1004,0.0691,4.2738,2.4053,0.0297
our_model	Round_3_Replicate_11	-1344.44	2698.88	68.13	20185.91	0.963,0.0829,5.0679,2.3415,0.0378
our_model	Round_3_Replicate_12	-1310.99	2631.98	0.12	20006.36	1.0011,0.0993,5.0138,2.4961,0.0495
our_model	Round_3_Replicate_13	-1335.75	2681.5	50.28	20032.99	0.9583,0.1177,5.6599,1.8614,0.0602
our_model	Round_3_Replicate_14	-1332.24	2674.48	42.59	19733.55	1.0851,0.1146,4.9094,1.9371,0.0559
our_model	Round_3_Replicate_15	-1329.67	2669.34	37.41	19964.81	0.9712,0.1173,5.3573,1.7744,0.0585
our_model	Round_3_Replicate_16	-1353.99	2717.98	84.37	19600.77	1.0888,0.1248,4.6648,1.9424,0.0639
our_model	Round_3_Replicate_17	-1322.21	2654.42	22.55	19801.43	1.0562,0.1094,4.7218,1.9111,0.0523
our_model	Round_3_Replicate_18	-1311.16	2632.32	0.46	19998.52	1.0029,0.0991,4.9664,2.6274,0.05
our_model	Round_3_Replicate_19	-1313.64	2637.28	5.44	20042.38	0.9992,0.0934,4.9132,2.7859,0.0465
our_model	Round_3_Replicate_20	-1330.8	2671.6	40.21	20100.39	1.0002,0.083,4.7286,3.1777,0.0401
