9810    , -5173.63    , array([ 0.0373497  ,  0.00598653 ,  4.08315e-53,  0.0181243  ])
9811    , -5173.63    , array([ 0.0373871  ,  0.00598653 ,  4.08315e-53,  0.0181243  ])
9812    , -5178.95    , array([ 0.0373497  ,  0.00599252 ,  4.08315e-53,  0.0181243  ])
9813    , -5173.63    , array([ 0.0373497  ,  0.00598653 ,  4.08724e-53,  0.0181243  ])
9814    , -5165.57    , array([ 0.0373497  ,  0.00598653 ,  4.08315e-53,  0.0181424  ])
9815    , -5173.63    , array([ 0.0373497  ,  0.00598653 ,  4.08315e-53,  0.0181243  ])
9816    , -2324.61    , array([ 0.0373497  ,  0.00343039 ,  4.08315e-53,  0.0420931  ])
9817    , -2324.61    , array([ 0.0373497  ,  0.00343039 ,  4.08315e-53,  0.0420931  ])
9818    , -2324.61    , array([ 0.0373871  ,  0.00343039 ,  4.08315e-53,  0.0420931  ])
9819    , -2324.47    , array([ 0.0373497  ,  0.00343382 ,  4.08315e-53,  0.0420931  ])
9820    , -2324.61    , array([ 0.0373497  ,  0.00343039 ,  4.08724e-53,  0.0420931  ])
9821    , -2324.76    , array([ 0.0373497  ,  0.00343039 ,  4.08315e-53,  0.0421353  ])
9828    , -2324.61    , array([ 0.0373497  ,  0.00343055 ,  4.08315e-53,  0.0420945  ])
9829    , -2324.61    , array([ 0.0373497  ,  0.00343055 ,  4.08315e-53,  0.0420945  ])
9830    , -2324.61    , array([ 0.0373871  ,  0.00343055 ,  4.08315e-53,  0.0420945  ])
9831    , -2324.47    , array([ 0.0373497  ,  0.00343398 ,  4.08315e-53,  0.0420945  ])
9832    , -2324.61    , array([ 0.0373497  ,  0.00343055 ,  4.08724e-53,  0.0420945  ])
9833    , -2324.75    , array([ 0.0373497  ,  0.00343055 ,  4.08315e-53,  0.0421366  ])
9834    , -2324.6     , array([ 0.0373497  ,  0.00343071 ,  4.08315e-53,  0.0420958  ])
9835    , -2324.6     , array([ 0.0373497  ,  0.00343071 ,  4.08315e-53,  0.0420958  ])
9836    , -2324.6     , array([ 0.0373871  ,  0.00343071 ,  4.08315e-53,  0.0420958  ])
9837    , -2324.47    , array([ 0.0373497  ,  0.00343414 ,  4.08315e-53,  0.0420958  ])
9838    , -2324.6     , array([ 0.0373497  ,  0.00343071 ,  4.08724e-53,  0.0420958  ])
9839    , -2324.75    , array([ 0.0373497  ,  0.00343071 ,  4.08315e-53,  0.0421379  ])
9846    , -2324.6     , array([ 0.0373497  ,  0.00343075 ,  4.08315e-53,  0.0420961  ])
9847    , -2324.6     , array([ 0.0373497  ,  0.00343075 ,  4.08315e-53,  0.0420961  ])
9848    , -2324.6     , array([ 0.0373871  ,  0.00343075 ,  4.08315e-53,  0.0420961  ])
9849    , -2324.47    , array([ 0.0373497  ,  0.00343418 ,  4.08315e-53,  0.0420961  ])
9850    , -2324.6     , array([ 0.0373497  ,  0.00343075 ,  4.08724e-53,  0.0420961  ])
9851    , -2324.75    , array([ 0.0373497  ,  0.00343075 ,  4.08315e-53,  0.0421382  ])
9852    , -2324.6     , array([ 0.0373497  ,  0.00343079 ,  4.08315e-53,  0.0420965  ])
9853    , -2324.6     , array([ 0.0373497  ,  0.00343079 ,  4.08315e-53,  0.0420965  ])
9854    , -2324.6     , array([ 0.0373871  ,  0.00343079 ,  4.08315e-53,  0.0420965  ])
9855    , -2324.47    , array([ 0.0373497  ,  0.00343423 ,  4.08315e-53,  0.0420965  ])
9856    , -2324.6     , array([ 0.0373497  ,  0.00343079 ,  4.08724e-53,  0.0420965  ])
9857    , -2324.75    , array([ 0.0373497  ,  0.00343079 ,  4.08315e-53,  0.0421386  ])
9858    , -4817.77    , array([ 0.0373497  ,  2.92813    ,  4.08315e-53,  3.73915    ])
9859    , -4817.77    , array([ 0.0373497  ,  2.92813    ,  4.08315e-53,  3.73915    ])
9860    , -4817.77    , array([ 0.0373871  ,  2.92813    ,  4.08315e-53,  3.73915    ])
9861    , -4823.81    , array([ 0.0373497  ,  2.93106    ,  4.08315e-53,  3.73915    ])
9862    , -4817.77    , array([ 0.0373497  ,  2.92813    ,  4.08724e-53,  3.73915    ])
9863    , -4813.68    , array([ 0.0373497  ,  2.92813    ,  4.08315e-53,  3.74289    ])
9864    , -1719.04    , array([ 0.0373497  ,  0.0274993  ,  4.08315e-53,  0.167933   ])
9865    , -1719.04    , array([ 0.0373497  ,  0.0274993  ,  4.08315e-53,  0.167933   ])
9866    , -1719.04    , array([ 0.0373871  ,  0.0274993  ,  4.08315e-53,  0.167933   ])
9867    , -1716.4     , array([ 0.0373497  ,  0.0275268  ,  4.08315e-53,  0.167933   ])
9868    , -1719.04    , array([ 0.0373497  ,  0.0274993  ,  4.08724e-53,  0.167933   ])
9869    , -1722.21    , array([ 0.0373497  ,  0.0274993  ,  4.08315e-53,  0.168101   ])
9870    , -1199.02    , array([ 0.0373497  ,  0.190597   ,  4.08315e-53,  0.608216   ])
9871    , -1199.02    , array([ 0.0373497  ,  0.190597   ,  4.08315e-53,  0.608216   ])
9872    , -1199.02    , array([ 0.0373871  ,  0.190597   ,  4.08315e-53,  0.608216   ])
9873    , -1197.54    , array([ 0.0373497  ,  0.190788   ,  4.08315e-53,  0.608216   ])
9874    , -1199.02    , array([ 0.0373497  ,  0.190597   ,  4.08724e-53,  0.608216   ])
9875    , -1201.44    , array([ 0.0373497  ,  0.190597   ,  4.08315e-53,  0.608825   ])
9876    , -1184.49    , array([ 0.0373497  ,  0.130914   ,  4.08315e-53,  0.473823   ])
9877    , -1184.49    , array([ 0.0373497  ,  0.130914   ,  4.08315e-53,  0.473823   ])
9878    , -1184.49    , array([ 0.0373871  ,  0.130914   ,  4.08315e-53,  0.473823   ])
9879    , -1182.6     , array([ 0.0373497  ,  0.131045   ,  4.08315e-53,  0.473823   ])
9880    , -1184.49    , array([ 0.0373497  ,  0.130914   ,  4.08724e-53,  0.473823   ])
9881    , -1187.26    , array([ 0.0373497  ,  0.130914   ,  4.08315e-53,  0.474297   ])
9882    , -1181.95    , array([ 0.0373497  ,  0.145632   ,  4.08315e-53,  0.508599   ])
9883    , -1181.95    , array([ 0.0373497  ,  0.145632   ,  4.08315e-53,  0.508599   ])
9884    , -1181.95    , array([ 0.0373871  ,  0.145632   ,  4.08315e-53,  0.508599   ])
