236209  , -38581.7    , array([ 13.8066    ,  3.12246    ,  2.81145e-52,  0.00111865 ,  0.6231     ])
236210  , -38588.4    , array([ 13.8205    ,  3.12246    ,  2.81145e-52,  0.00111865 ,  0.6231     ])
236211  , -38597.4    , array([ 13.8066    ,  3.12558    ,  2.81145e-52,  0.00111865 ,  0.6231     ])
236212  , -38581.7    , array([ 13.8066    ,  3.12246    ,  2.81426e-52,  0.00111865 ,  0.6231     ])
236213  , -38581.7    , array([ 13.8066    ,  3.12246    ,  2.81145e-52,  0.00111976 ,  0.6231     ])
236214  , -38586.8    , array([ 13.8066    ,  3.12246    ,  2.81145e-52,  0.00111865 ,  0.623724   ])
236215  , -38581.7    , array([ 13.8066    ,  3.12246    ,  2.81145e-52,  0.00111865 ,  0.6231     ])
236216  , -24885.3    , array([ 9.43708    ,  1.28222    ,  2.81145e-52,  0.00111828 ,  0.467      ])
236217  , -24885.3    , array([ 9.43708    ,  1.28222    ,  2.81145e-52,  0.00111828 ,  0.467      ])
236218  , -24889.4    , array([ 9.44652    ,  1.28222    ,  2.81145e-52,  0.00111828 ,  0.467      ])
236219  , -24888.1    , array([ 9.43708    ,  1.2835     ,  2.81145e-52,  0.00111828 ,  0.467      ])
236220  , -24885.3    , array([ 9.43708    ,  1.28222    ,  2.81426e-52,  0.00111828 ,  0.467      ])
236221  , -24885.3    , array([ 9.43708    ,  1.28222    ,  2.81145e-52,  0.0011194  ,  0.467      ])
236222  , -24901.4    , array([ 9.43708    ,  1.28222    ,  2.81145e-52,  0.00111828 ,  0.467467   ])
236223  , -7697.05    , array([ 4.95606    ,  0.451068   ,  2.81145e-52,  0.00111845 ,  0.119184   ])
236224  , -7697.05    , array([ 4.95606    ,  0.451068   ,  2.81145e-52,  0.00111845 ,  0.119184   ])
236225  , -7698.58    , array([ 4.96102    ,  0.451068   ,  2.81145e-52,  0.00111845 ,  0.119184   ])
236226  , -7706.86    , array([ 4.95606    ,  0.45152    ,  2.81145e-52,  0.00111845 ,  0.119184   ])
236227  , -7697.05    , array([ 4.95606    ,  0.451068   ,  2.81426e-52,  0.00111845 ,  0.119184   ])
236228  , -7697.05    , array([ 4.95606    ,  0.451068   ,  2.81145e-52,  0.00111957 ,  0.119184   ])
236229  , -7694.07    , array([ 4.95606    ,  0.451068   ,  2.81145e-52,  0.00111845 ,  0.119304   ])
236237  , -7695.05    , array([ 4.9608     ,  0.450869   ,  2.81145e-52,  0.00111845 ,  0.11915    ])
236238  , -7695.05    , array([ 4.9608     ,  0.450869   ,  2.81145e-52,  0.00111845 ,  0.11915    ])
236239  , -7696.58    , array([ 4.96576    ,  0.450869   ,  2.81145e-52,  0.00111845 ,  0.11915    ])
236240  , -7704.86    , array([ 4.9608     ,  0.45132    ,  2.81145e-52,  0.00111845 ,  0.11915    ])
236241  , -7695.05    , array([ 4.9608     ,  0.450869   ,  2.81426e-52,  0.00111845 ,  0.11915    ])
236242  , -7695.05    , array([ 4.9608     ,  0.450869   ,  2.81145e-52,  0.00111957 ,  0.11915    ])
236243  , -7692.07    , array([ 4.9608     ,  0.450869   ,  2.81145e-52,  0.00111845 ,  0.119269   ])
236244  , -7693.05    , array([ 4.96553    ,  0.45067    ,  2.81145e-52,  0.00111846 ,  0.119115   ])
236245  , -7693.05    , array([ 4.96553    ,  0.45067    ,  2.81145e-52,  0.00111846 ,  0.119115   ])
236246  , -7694.58    , array([ 4.9705     ,  0.45067    ,  2.81145e-52,  0.00111846 ,  0.119115   ])
236247  , -7702.86    , array([ 4.96553    ,  0.45112    ,  2.81145e-52,  0.00111846 ,  0.119115   ])
236248  , -7693.05    , array([ 4.96553    ,  0.45067    ,  2.81426e-52,  0.00111846 ,  0.119115   ])
236249  , -7693.06    , array([ 4.96553    ,  0.45067    ,  2.81145e-52,  0.00111958 ,  0.119115   ])
236250  , -7690.07    , array([ 4.96553    ,  0.45067    ,  2.81145e-52,  0.00111846 ,  0.119234   ])
236258  , -7692.55    , array([ 4.96672    ,  0.45062    ,  2.81145e-52,  0.00111846 ,  0.119106   ])
236259  , -7692.55    , array([ 4.96672    ,  0.45062    ,  2.81145e-52,  0.00111846 ,  0.119106   ])
236260  , -7694.08    , array([ 4.97169    ,  0.45062    ,  2.81145e-52,  0.00111846 ,  0.119106   ])
236261  , -7702.36    , array([ 4.96672    ,  0.451071   ,  2.81145e-52,  0.00111846 ,  0.119106   ])
236262  , -7692.55    , array([ 4.96672    ,  0.45062    ,  2.81426e-52,  0.00111846 ,  0.119106   ])
236263  , -7692.56    , array([ 4.96672    ,  0.45062    ,  2.81145e-52,  0.00111958 ,  0.119106   ])
236264  , -7689.57    , array([ 4.96672    ,  0.45062    ,  2.81145e-52,  0.00111846 ,  0.119225   ])
236265  , -7692.05    , array([ 4.9679     ,  0.45057    ,  2.81145e-52,  0.00111846 ,  0.119098   ])
236266  , -7692.05    , array([ 4.9679     ,  0.45057    ,  2.81145e-52,  0.00111846 ,  0.119098   ])
236267  , -7693.58    , array([ 4.97287    ,  0.45057    ,  2.81145e-52,  0.00111846 ,  0.119098   ])
236268  , -7701.86    , array([ 4.9679     ,  0.451021   ,  2.81145e-52,  0.00111846 ,  0.119098   ])
236269  , -7692.05    , array([ 4.9679     ,  0.45057    ,  2.81426e-52,  0.00111846 ,  0.119098   ])
236270  , -7692.06    , array([ 4.9679     ,  0.45057    ,  2.81145e-52,  0.00111958 ,  0.119098   ])
236271  , -7689.07    , array([ 4.9679     ,  0.45057    ,  2.81145e-52,  0.00111846 ,  0.119217   ])
236279  , -7691.93    , array([ 4.9682     ,  0.450558   ,  2.81145e-52,  0.00111846 ,  0.119095   ])
236280  , -7691.93    , array([ 4.9682     ,  0.450558   ,  2.81145e-52,  0.00111846 ,  0.119095   ])
236281  , -7693.45    , array([ 4.97317    ,  0.450558   ,  2.81145e-52,  0.00111846 ,  0.119095   ])
236282  , -7701.73    , array([ 4.9682     ,  0.451008   ,  2.81145e-52,  0.00111846 ,  0.119095   ])
236283  , -7691.93    , array([ 4.9682     ,  0.450558   ,  2.81426e-52,  0.00111846 ,  0.119095   ])
236284  , -7691.93    , array([ 4.9682     ,  0.450558   ,  2.81145e-52,  0.00111958 ,  0.119095   ])
236285  , -7688.95    , array([ 4.9682     ,  0.450558   ,  2.81145e-52,  0.00111846 ,  0.119215   ])
236286  , -7691.8     , array([ 4.9685     ,  0.450545   ,  2.81145e-52,  0.00111846 ,  0.119093   ])
236287  , -7691.8     , array([ 4.9685     ,  0.450545   ,  2.81145e-52,  0.00111846 ,  0.119093   ])
236288  , -7693.33    , array([ 4.97347    ,  0.450545   ,  2.81145e-52,  0.00111846 ,  0.119093   ])
236289  , -7701.61    , array([ 4.9685     ,  0.450996   ,  2.81145e-52,  0.00111846 ,  0.119093   ])
236290  , -7691.8     , array([ 4.9685     ,  0.450545   ,  2.81426e-52,  0.00111846 ,  0.119093   ])
236291  , -7691.81    , array([ 4.9685     ,  0.450545   ,  2.81145e-52,  0.00111958 ,  0.119093   ])
