Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-13976.9	27969.8	5487.76	6697.85	2.7159,0.6839,1.4129,0.5117,0.5111,4.4711,3.2982,2.0578
our_model	Round_1_Replicate_2	-11260.21	22536.42	163.95	20661.52	1.3492,0.4438,0.7898,0.3334,1.0963,5.2108,0.0838,0.0557
our_model	Round_1_Replicate_3	-13956.99	27929.98	5479.01	6078.4	3.0261,0.7032,1.6833,0.5515,0.3702,4.1544,3.6952,2.3871
our_model	Round_1_Replicate_4	-12025.61	24067.22	1691.37	18666.94	1.6862,0.6748,0.6591,0.8107,2.7571,0.0102,0.1794,0.0337
our_model	Round_1_Replicate_5	-13985.16	27986.32	5518.94	4952.83	3.6881,0.9037,1.9384,0.392,0.3609,3.3387,4.7722,2.915
our_model	Round_1_Replicate_6	-12896.16	25808.32	3424.64	17985.41	2.632,0.3536,0.5747,0.0109,0.7156,9.8688,0.0116,0.1821
our_model	Round_1_Replicate_7	-11259.97	22535.94	162.75	20273.51	1.4232,0.5075,0.8063,0.411,1.4866,2.7355,0.1079,0.045
our_model	Round_1_Replicate_8	-11247.53	22511.06	138.68	20407.58	1.3961,0.4624,0.7676,0.348,1.2411,5.0005,0.093,0.0554
our_model	Round_1_Replicate_9	-13940.01	27896.02	5416.04	9150.11	2.0036,0.486,1.0855,0.7819,0.6114,6.1562,2.1008,1.5121
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-14019.74	28055.48	5595.73	6483.4	2.849,0.6931,1.4339,0.4395,0.5598,4.4678,3.3845,2.2622
our_model	Round_1_Replicate_2	-13919.65	27855.3	5378.78	11270.46	1.6376,0.3846,0.9186,1.0537,0.6629,7.6276,1.4786,1.2371
our_model	Round_1_Replicate_3	-13917.25	27850.5	5380.82	11676.03	1.586,0.3641,0.9093,1.1512,0.6299,7.9612,1.3824,1.21
our_model	Round_1_Replicate_4	-13918.0	27852.0	5352.49	13592.98	1.3551,0.3416,0.7083,1.0629,0.9895,8.9495,0.9869,0.9945
our_model	Round_1_Replicate_5	-13906.49	27828.98	5343.1	13720.72	1.3498,0.3204,0.7488,1.2551,0.8233,9.2103,0.9708,1.0149
our_model	Round_1_Replicate_6	-11359.12	22734.24	354.68	20495.23	1.3882,0.3774,0.679,0.3216,0.8748,8.2118,0.0607,0.0841
our_model	Round_1_Replicate_7	-13961.14	27938.28	5442.48	10883.18	1.6788,0.4385,0.8425,0.7505,0.9019,7.1577,1.571,1.2294
our_model	Round_1_Replicate_8	-11241.79	22499.58	127.64	20348.85	1.4088,0.4763,0.7761,0.3407,1.2705,4.5138,0.0961,0.053
our_model	Round_1_Replicate_9	-11726.67	23469.34	1086.06	20132.77	1.3839,0.3531,0.5052,0.0207,1.3113,10.3493,0.0326,0.1342
our_model	Round_1_Replicate_10	-14068.06	28152.12	5684.84	5802.3	3.1367,0.8294,1.4816,0.3157,0.5718,3.8847,3.9502,2.4453
our_model	Round_2_Replicate_1	-11272.31	22560.62	186.97	19855.85	1.5005,0.5719,0.9041,0.5444,1.5964,0.01,0.1212,0.0382
our_model	Round_2_Replicate_2	-11185.27	22386.54	14.03	19979.91	1.4975,0.5228,1.0189,0.5077,1.1191,1.8064,0.1067,0.045
our_model	Round_2_Replicate_3	-11221.88	22459.76	85.28	20040.11	1.4878,0.4459,0.8206,0.3836,0.8921,5.9627,0.0824,0.0677
our_model	Round_2_Replicate_4	-11196.96	22409.92	37.56	20226.29	1.488,0.4585,0.9694,0.5102,0.8194,4.338,0.0881,0.0549
our_model	Round_2_Replicate_5	-11184.42	22384.84	12.18	19976.61	1.5051,0.4893,0.9255,0.4273,0.9662,4.0653,0.0952,0.0549
our_model	Round_2_Replicate_6	-11195.35	22406.7	34.29	19938.85	1.5062,0.538,0.9995,0.4726,1.1689,1.209,0.109,0.0432
our_model	Round_2_Replicate_7	-11184.47	22384.94	12.44	20107.44	1.4987,0.4792,1.0089,0.4957,0.881,3.5298,0.0939,0.0521
our_model	Round_2_Replicate_8	-11192.67	22401.34	29.06	19880.65	1.528,0.5394,1.0734,0.5159,1.1229,0.9543,0.1097,0.0427
our_model	Round_2_Replicate_9	-11213.34	22442.68	71.64	20261.11	1.479,0.518,1.1014,0.4812,1.0274,0.1209,0.1027,0.0397
our_model	Round_2_Replicate_10	-11190.18	22396.36	23.75	19954.33	1.4954,0.5278,0.9779,0.5042,1.1871,1.9283,0.1079,0.0452
our_model	Round_2_Replicate_11	-11190.72	22397.44	24.91	20062.52	1.4883,0.5008,1.1217,0.5353,0.8704,2.3207,0.0974,0.048
our_model	Round_2_Replicate_12	-11247.94	22511.88	135.8	20018.31	1.4897,0.4355,0.7765,0.3397,0.8953,6.5534,0.078,0.0733
our_model	Round_2_Replicate_13	-11226.38	22468.76	97.83	20176.18	1.5165,0.4437,1.0269,0.5264,0.6565,4.6472,0.0836,0.0581
our_model	Round_2_Replicate_14	-11246.18	22508.36	133.35	20081.59	1.4802,0.4274,0.828,0.4201,0.7395,6.3891,0.0755,0.0723
our_model	Round_2_Replicate_15	-11189.04	22394.08	21.39	20112.44	1.4793,0.4734,0.9024,0.4178,0.9796,4.3957,0.0919,0.056
our_model	Round_2_Replicate_16	-11199.01	22414.02	40.92	20071.84	1.4816,0.4563,0.895,0.5209,0.9477,5.1884,0.0904,0.0606
our_model	Round_2_Replicate_17	-11181.34	22378.68	6.08	20037.26	1.482,0.4862,0.9424,0.4826,1.0054,3.851,0.0966,0.0537
our_model	Round_2_Replicate_18	-11179.71	22375.42	2.86	20015.28	1.4903,0.4929,0.955,0.4777,1.0079,3.555,0.098,0.0523
our_model	Round_2_Replicate_19	-11179.66	22375.32	2.76	19979.13	1.4995,0.4914,0.9744,0.5002,0.9751,3.5763,0.0979,0.0529
our_model	Round_2_Replicate_20	-11236.47	22488.94	117.85	20143.92	1.5259,0.4417,0.9177,0.4061,0.668,5.3234,0.0795,0.0624
